year,plus_ADV ajouté_VERB,plus_ADV rajouté_VERB
1914,4.151981158884155e-08,0.0
1915,1.4136913861761968e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,3.070598708632133e-08,0.0
1918,2.986458014220261e-08,0.0
1919,3.6831394822911534e-08,0.0
1920,1.590168707821249e-08,0.0
1921,2.6504615391331754e-08,0.0
1922,9.591316185719734e-09,0.0
1923,3.290944050604594e-08,0.0
1924,2.0626599095407983e-08,0.0
1925,3.629398648286042e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,2.33948540540041e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,2.737285598186645e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,2.408838994938378e-08,0.0
1934,2.2765002327673756e-08,0.0
1935,2.154291145473053e-08,0.0
1936,4.7286388138445545e-08,0.0
1937,3.399602022113868e-08,0.0
1938,3.241303758727554e-08,0.0
1939,2.4470480752825097e-08,0.0
1940,3.0429394115571995e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.322588166236983e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.0881657292193267e-08,0.0
1947,2.0265479960812627e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,1.8652315247891238e-08,0.0
1950,7.444753258312176e-09,0.0
1951,2.2388944032059044e-08,0.0
1952,2.8470971358274255e-08,0.0
1953,2.1547654327491728e-08,0.0
1954,2.14995790059902e-08,0.0
1955,1.6894095011821264e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,2.0680609225109947e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,1.2457499920515147e-08,0.0
1961,1.598076693198891e-08,0.0
1962,1.331810839388936e-08,0.0
1963,1.681173777967615e-08,0.0
1964,1.034274621503073e-08,0.0
1965,2.5718604135249734e-08,0.0
1966,1.7171132071780448e-08,0.0
1967,1.627010703941778e-08,0.0
1968,2.380450325745187e-08,4.4914158503495116e-10
1969,1.7712855182594467e-08,0.0
1970,1.609553734738256e-08,0.0
1971,2.363662865434435e-08,0.0
1972,1.6929485369132635e-08,0.0
1973,1.598829157956061e-08,0.0
1974,2.306484425673716e-08,0.0
1975,1.7134439644905797e-08,0.0
1976,1.8854638739185248e-08,0.0
1977,1.7630345183761165e-08,5.876781838942691e-10
1978,1.1881182260253809e-08,0.0
1979,2.0481905949054635e-08,1.1703946700691858e-09
1980,1.819248218737357e-08,0.0
1981,1.3916208629893845e-08,0.0
1982,1.738100685599875e-08,0.0
1983,1.9577479193344516e-08,0.0
1984,2.203623239438457e-08,1.1598016991243298e-09
1985,1.6843562988810845e-08,0.0
1986,1.498621315931814e-08,5.994485463567401e-10
1987,2.0165694891716157e-08,0.0
1988,1.139345240375178e-08,5.996553809062277e-10
1989,1.0976243913773942e-08,5.488122178931576e-10
1990,1.7980548605578406e-08,1.6345953479657283e-09
1991,8.20605094986604e-09,1.7584396161396398e-09
1992,1.2121876835635703e-08,5.509944167592096e-10
1993,1.3848018731721368e-08,5.539207426075166e-10
1994,8.439882570598911e-09,0.0
1995,1.843633334885908e-08,1.0844901643380922e-09
1996,9.60856638698715e-09,1.067618438099771e-09
1997,7.671831170341648e-09,9.58978896292706e-10
1998,1.144351013948608e-08,0.0
1999,8.683382013430219e-09,4.570201161957499e-10
2000,7.068850393920911e-09,0.0
2001,1.1829271784336015e-08,3.943090742808408e-09
2002,5.257465574004527e-09,8.76244299341522e-10
2003,1.0000615446870142e-08,2.083461403401543e-09
2004,1.5416770082765652e-08,0.0
2005,1.1259373877692269e-08,4.5037495954858286e-10
2006,1.4412615101377924e-08,8.235779835885637e-10
2007,1.677681460421354e-08,1.1983438685803094e-09
2008,1.1495087548496485e-08,0.0
2009,1.0490023072406984e-08,9.53638501499654e-10
2010,1.5588517143783065e-08,9.447586046817946e-10
2011,7.265546830836911e-09,1.1471915639660324e-09
2012,1.599998711299122e-08,0.0
2013,1.2551062411603198e-08,1.1156500168141292e-09
2014,1.277612682315521e-08,6.496335691608124e-10
2015,1.4629397249166232e-08,4.433150790905671e-10
2016,2.3199008936103382e-08,1.0356699942093428e-09
2017,1.106868996458843e-08,5.031222660711876e-10
2018,1.7037679711506826e-08,5.162933414126769e-10
2019,1.6581420680950032e-08,2.55098775436835e-10
