year,plus_ADV ajouté_VERB,plus_ADV rajouté_VERB
1800,1.0061326349841693e-07,0.0
1801,9.28661236798689e-08,0.0
1802,7.161088433349505e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,1.038177401824214e-07,0.0
1805,1.9900143755080535e-08,0.0
1806,2.881669125542885e-08,0.0
1807,3.9857372513552036e-08,0.0
1808,3.172503681980743e-08,0.0
1809,2.710836710662079e-08,0.0
1810,1.310471020588011e-07,0.0
1811,7.019814773912003e-08,0.0
1812,6.934741492159446e-08,0.0
1813,5.7514832008109806e-08,0.0
1814,6.922689976818219e-08,0.0
1815,7.552225866902518e-08,0.0
1816,9.270415546325239e-08,0.0
1817,7.628679554727569e-08,0.0
1818,3.5763530803478716e-08,0.0
1819,1.0454560595007933e-07,0.0
1820,7.713212824000948e-08,0.0
1821,7.297501269931672e-08,0.0
1822,7.418955760840618e-08,0.0
1823,9.190898708766326e-08,0.0
1824,6.989523626543814e-08,0.0
1825,8.101007864524945e-08,0.0
1826,6.165588928297439e-08,0.0
1827,1.0046827725318508e-07,0.0
1828,6.695779575238703e-08,0.0
1829,8.487444347338169e-08,0.0
1830,6.470838087579978e-08,0.0
1831,3.4300654760954785e-08,0.0
1832,4.058990654698391e-08,0.0
1833,5.6759780875381693e-08,0.0
1834,8.58776871837108e-08,0.0
1835,5.974839467626225e-08,0.0
1836,3.965242711956307e-08,0.0
1837,6.54041727443655e-08,0.0
1838,6.438405364406208e-08,0.0
1839,4.264799713382672e-08,0.0
1840,6.11490094115652e-08,0.0
1841,7.062603657459476e-08,0.0
1842,6.574099842282521e-08,0.0
1843,9.805472700463724e-08,0.0
1844,9.00124064173724e-08,0.0
1845,6.02664584903323e-08,0.0
1846,1.1182097381379208e-07,0.0
1847,6.47186837454683e-08,0.0
1848,6.757986170669028e-08,0.0
1849,8.714591359648693e-08,0.0
1850,8.62202469420481e-08,0.0
1851,4.5791015423901626e-08,0.0
1852,7.552232972329875e-08,0.0
1853,9.853687288341462e-08,0.0
1854,7.481757080540774e-08,0.0
1855,7.217434472295281e-08,0.0
1856,7.248065259091163e-08,0.0
1857,6.345961622855611e-08,0.0
1858,6.753273140702731e-08,0.0
1859,6.568903643255908e-08,0.0
1860,4.943358788978003e-08,0.0
1861,5.234719679947375e-08,0.0
1862,8.13237548413781e-08,0.0
1863,5.893652499366908e-08,0.0
1864,5.034464223285795e-08,0.0
1865,5.977692296710302e-08,0.0
1866,4.81695678899996e-08,0.0
1867,4.804283548764943e-08,0.0
1868,5.285665238830006e-08,0.0
1869,6.885761649755295e-08,0.0
1870,5.103303379883073e-08,0.0
1871,6.585129597169725e-08,0.0
1872,4.172663992108028e-08,0.0
1873,5.686704085405836e-08,0.0
1874,5.496640298474631e-08,0.0
1875,4.863298030954866e-08,0.0
1876,4.897271921322499e-08,0.0
1877,5.071549225021954e-08,0.0
1878,6.280652087298222e-08,0.0
1879,5.315112971970848e-08,0.0
1880,5.262634061864446e-08,0.0
1881,5.856906426515707e-08,0.0
1882,6.988154410692005e-08,0.0
1883,4.92908434068795e-08,0.0
1884,3.3668655419205606e-08,0.0
1885,5.414333870135124e-08,0.0
1886,4.646494033977433e-08,0.0
1887,4.243801043912754e-08,0.0
1888,5.833365435137239e-08,0.0
1889,3.069916942877171e-08,0.0
1890,4.5880703680722945e-08,0.0
1891,4.461954006274027e-08,0.0
1892,4.011847920537548e-08,0.0
1893,3.4487133149241345e-08,0.0
1894,6.553600684355843e-08,0.0
1895,2.7083764564395096e-08,0.0
1896,3.833068973335685e-08,0.0
1897,3.554295346930303e-08,0.0
1898,2.9423445013776472e-08,0.0
1899,3.592926134388108e-08,0.0
1900,3.841379481173135e-08,0.0
1901,2.6825947685438223e-08,0.0
1902,3.2407871941586563e-08,0.0
1903,4.104167317109386e-08,0.0
1904,3.439760121182189e-08,0.0
1905,2.8900251081154238e-08,0.0
1906,2.4692084821253957e-08,0.0
1907,4.217131532868734e-08,0.0
1908,2.2101250607420297e-08,0.0
1909,4.0707277548790444e-08,0.0
1910,2.51175080734356e-08,0.0
1911,3.1390207766435196e-08,0.0
1912,2.8651816919023076e-08,0.0
1913,2.7575547179026216e-08,0.0
