year,ces_DET aides_NOUN,ces_DET raides_ADJ
1939,3.976453122334078e-08,6.117620188206274e-09
1940,1.115744456825496e-07,0.0
1941,3.246652813260198e-08,2.9515025978810172e-09
1942,2.123948195098535e-08,0.0
1943,4.064529246505799e-08,1.4516176261025748e-08
1944,5.1410978585408884e-08,3.2131861615880553e-09
1945,5.446260331609665e-08,0.0
1946,6.542919095409161e-08,5.568441707737293e-09
1947,5.722017970555271e-08,5.960435478513659e-09
1948,5.0010683594337024e-08,3.2615663503321457e-09
1949,2.601507205213238e-07,6.8719057111366055e-09
1950,6.700277843663116e-08,1.0635361480382244e-09
1951,3.3050346015528476e-08,0.0
1952,6.115986295185394e-08,1.0544803918932644e-09
1953,6.464296475883202e-08,4.3095309543161875e-09
1954,6.64532446847943e-08,9.772536113672459e-10
1955,3.848099394687665e-08,9.385607846468247e-10
1956,9.069986894871818e-08,1.744228317335228e-09
1957,9.011738733022412e-08,3.534015080575159e-09
1958,2.680206918626027e-07,9.099467845885556e-09
1959,1.534648035317332e-07,0.0
1960,1.3980083224396367e-07,6.920833350854139e-10
1961,1.7092471438218126e-07,1.3896318540318475e-09
1962,1.9850323695891348e-07,1.9025869768540815e-09
1963,2.7610047936832416e-07,1.939815863494232e-09
1964,3.011564437827019e-07,3.650380997477498e-09
1965,3.4747476007623845e-07,0.0
1966,4.464494267608643e-07,2.215629901769489e-09
1967,3.9689202679937807e-07,0.0
1968,3.431441726320372e-07,2.245707841908029e-09
1969,4.6553017085670945e-07,1.3625273131978588e-09
1970,4.3044066444508644e-07,1.8394900047624674e-09
1971,5.508362193040739e-07,6.166076982339064e-09
1972,5.402044678248785e-07,2.5650734314375256e-09
1973,4.0522047584090615e-07,1.6539611902288698e-09
1974,4.6298455913529324e-07,0.0
1975,5.226004375913362e-07,4.569184142155791e-09
1976,5.130747098291977e-07,0.0
1977,4.037349086161157e-07,5.876781838942691e-10
1978,4.794057204549063e-07,6.534650376366358e-09
1979,4.880545674268433e-07,4.681578680276743e-09
1980,4.4685284450451945e-07,0.0
1981,4.883324109528075e-07,4.427884781055269e-09
1982,4.345251625181845e-07,6.207502289967692e-10
1983,4.648072717827745e-07,1.2630632095778083e-09
1984,5.7410186116158e-07,0.0
1985,6.256180569153003e-07,1.8046674155058895e-09
1986,5.26315830029489e-07,0.0
1987,5.872495023595548e-07,2.4443267410134695e-09
1988,5.360919175245726e-07,5.996553809062277e-10
1989,5.246644860790184e-07,5.488122178931576e-10
1990,4.876542547549434e-07,2.179460389939436e-09
1991,4.823985975122014e-07,5.861465202094962e-10
1992,5.162817728887603e-07,5.509944167592096e-10
1993,5.766314785660143e-07,5.539207426075166e-10
1994,5.744394968587585e-07,1.0549853213248639e-09
1995,5.053724052572761e-07,5.422450821690461e-10
1996,5.765139547975195e-07,1.6014276571496566e-09
1997,6.175824012188968e-07,1.438468344439059e-09
1998,7.147425407083574e-07,9.536258449571733e-10
1999,6.571949029421376e-07,2.7421207526856506e-09
2000,6.834694517010576e-07,4.4180314962005696e-10
2001,8.674799119035015e-07,8.762423564512289e-10
2002,7.421789405270829e-07,4.38122149670761e-10
2003,6.904591174361485e-07,4.1669229178253886e-10
2004,7.197428715244314e-07,0.0
2005,6.710587143743396e-07,0.0
2006,5.867993166930319e-07,4.1178899179428186e-10
2007,5.0769833137565e-07,3.994479469415779e-10
2008,6.850220160004028e-07,4.257439678578834e-10
2009,5.731367522798791e-07,9.53638501499654e-10
2010,5.125315425402732e-07,4.723793023408973e-10
2011,5.131770421940018e-07,7.64794394481072e-10
2012,3.7719119916346244e-07,1.3617010852229328e-09
2013,4.420763204393552e-07,1.6734749697100426e-09
2014,3.027292407864479e-07,2.165445156521173e-09
2015,3.51327209102692e-07,1.7732603163622684e-09
2016,2.9620162678156703e-07,2.278474076078396e-09
2017,3.37343465162121e-07,7.54683426862357e-10
2018,2.6201886527132956e-07,1.8070267504555204e-09
2019,2.8213924707642946e-07,2.55098775436835e-10
