year,aux_ADP humeurs_NOUN,aux_ADP rumeurs_NOUN
1800,2.389564883742423e-07,2.829747991484055e-08
1801,5.357661052585172e-07,1.904946067554647e-08
1802,3.849085032925359e-07,2.4616241489638924e-08
1803,3.1985564419301227e-07,1.3652374342143503e-08
1804,3.336998872782715e-07,2.7190360185613827e-08
1805,4.804463173968543e-07,8.528632911009026e-09
1806,1.2967511509032192e-07,1.4408345627714425e-08
1807,1.7366426163789583e-07,5.693910232196231e-09
1808,2.3793776904312836e-07,2.039466551195801e-08
1809,1.2876473931555665e-07,3.6144488291256494e-08
1810,1.7316938283329364e-07,0.0
1811,9.025476543911282e-08,2.5070767684098882e-09
1812,1.973734100602087e-07,0.0
1813,3.307102929284156e-07,2.8757416448144113e-09
1814,3.901879779277806e-07,6.293354282149721e-09
1815,5.85297527777584e-07,1.6183340889597275e-08
1816,3.7081662185300956e-07,2.7811246638975717e-08
1817,2.1951915130102861e-07,1.556873407970727e-09
1818,4.851919470638677e-07,1.5497530370112145e-08
1819,2.1633694302636286e-07,2.070209959015301e-08
1820,1.9461029410194897e-07,2.0173018810965004e-08
1821,2.8006627417198615e-07,9.86148829262845e-10
1822,1.6943290859217086e-07,1.303330066093622e-08
1823,1.9666546791086148e-07,1.3835761869529506e-08
1824,2.1810681971601298e-07,2.4421225930382207e-08
1825,9.15766094067294e-08,1.0566531649658373e-08
1826,1.2595417331340286e-07,1.9377566218281572e-08
1827,8.572063592282575e-08,1.1982455028203276e-08
1828,2.036250918990845e-07,2.109629271274116e-08
1829,2.0318427118581894e-07,2.3147574523818548e-08
1830,1.4402833414806082e-07,1.3567886147924924e-08
1831,1.3564348932959547e-07,4.2096255370438485e-08
1832,1.041807635715486e-07,5.276688197497492e-08
1833,8.224376557564028e-08,1.1583628278799551e-08
1834,9.241185949804276e-08,6.814207864636046e-08
1835,1.0285799589837552e-07,2.4958190181223472e-08
1836,1.821323252215734e-07,3.965242711956307e-08
1837,1.6629358867703559e-07,3.1310509740478665e-08
1838,1.4076121601647174e-07,3.471688914125082e-08
1839,1.2095252088784036e-07,4.61437359433603e-08
1840,1.3694830158783589e-07,3.1848443160509277e-08
1841,1.95184668427828e-07,2.118781061710706e-08
1842,1.5227762162339786e-07,2.4820581590034863e-08
1843,1.0278025541765601e-07,3.485077471054865e-08
1844,1.3556746125686914e-07,1.920996517412732e-08
1845,8.147132746216812e-08,2.399498022498392e-08
1846,1.0245377524142896e-07,4.3323311160747835e-08
1847,4.907833428546837e-08,4.476375536910382e-08
1848,1.1585119352730544e-07,3.378993085334514e-08
1849,1.1144621936409749e-07,2.011059585527164e-08
1850,8.418355434969271e-08,7.264225843073291e-08
1851,6.965393595237401e-08,6.320450030017355e-08
1852,7.487127362537649e-08,6.445440292601745e-08
1853,1.9707374576682923e-07,3.523439673358553e-08
1854,1.1638288555104737e-07,4.624141425324524e-08
1855,1.1303775693249918e-07,3.714855978387277e-08
1856,1.382309591235753e-07,7.403380553050454e-08
1857,6.394776619345066e-08,5.418474957608055e-08
1858,9.64054152063909e-08,5.6277275950478156e-08
1859,1.4614538201840332e-07,8.86038185043958e-08
1860,1.0756382096133166e-07,5.721479889864156e-08
1861,1.070523794055589e-07,1.1837069280318246e-07
1862,9.26187198047046e-08,7.048058869862928e-08
1863,8.540801843537338e-08,6.343168479361339e-08
1864,8.966141251676163e-08,4.746780590814126e-08
1865,7.860430173423083e-08,5.177528650257557e-08
1866,9.63391357799992e-08,7.979605287644631e-08
1867,1.305406271967513e-07,6.163070942477589e-08
1868,7.014621417056333e-08,5.779652578752348e-08
1869,7.960136372275883e-08,7.960136561013798e-08
1870,1.7144806463420537e-07,5.3326655091723296e-08
1871,9.983906323896008e-08,9.240424092560318e-08
1872,7.740594298866199e-08,1.1308524516806528e-07
1873,1.2031868834583292e-07,4.7289436366781956e-08
1874,9.200898176686678e-08,4.600449088343339e-08
1875,9.26887366858864e-08,7.266339235867392e-08
1876,9.492243435715864e-08,8.343500534913062e-08
1877,9.400920220059561e-08,3.64904160221613e-08
1878,4.9520526346213956e-08,5.918306994479039e-08
1879,6.048232137345622e-08,7.147910618954256e-08
1880,5.904418642899145e-08,6.161132581894435e-08
1881,5.0899306103247e-08,6.066081681410651e-08
1882,6.721938916598447e-08,5.989846840748214e-08
1883,6.066565561013704e-08,3.728409936343269e-08
1884,4.8192386969958534e-08,6.403645791408508e-08
1885,4.447488777259423e-08,5.3498775243188135e-08
1886,4.646494033977433e-08,6.776136884933948e-08
1887,1.828098916689669e-08,4.6355363991779086e-08
1888,5.643147105161006e-08,4.248211848967287e-08
1889,4.8868066926388565e-08,6.014531228615283e-08
1890,5.83340380444497e-08,6.685474274181757e-08
1891,3.569563133964948e-08,4.46195412839856e-08
1892,4.5133290882404253e-08,4.137218168054346e-08
1893,6.035248389935077e-08,5.1114856458589486e-08
1894,8.002955098618258e-08,4.9152005354713424e-08
1895,3.4306101071024386e-08,6.439917732414813e-08
1896,6.309821287686646e-08,6.250850503874972e-08
1897,4.603103676004139e-08,4.7196378805125505e-08
1898,5.4320206999136644e-08,5.149102833001962e-08
1899,6.467266899790047e-08,3.4823742112166656e-08
1900,6.177353384373419e-08,7.163653603647901e-08
1901,3.1855812210324075e-08,8.047784311182582e-08
1902,4.0264328760031276e-08,5.74503197237064e-08
1903,3.834156458992766e-08,7.614310248982292e-08
1904,8.00819179858081e-08,6.557042997457074e-08
1905,3.818961857859904e-08,7.947568614330436e-08
1906,4.2696733260072506e-08,6.584556189181967e-08
1907,3.5485619775954547e-08,6.222840259750839e-08
1908,3.437972395659017e-08,8.545817076210938e-08
1909,4.0707277548790444e-08,9.351672392021726e-08
1910,3.2599320576309765e-08,7.32148635051999e-08
1911,4.149891807969652e-08,5.905615274581777e-08
1912,3.125652625612929e-08,7.918320282795932e-08
1913,3.7651226136858895e-08,5.88631863251976e-08
1914,6.227971738326232e-08,8.906669268782252e-08
1915,2.591767689352764e-08,5.5369582696584985e-08
1916,6.152978926365904e-08,1.1646709752177742e-07
1917,3.61891991929042e-08,1.0966424501823724e-07
1918,2.5270027848023346e-08,1.194583134633831e-07
1919,3.498982437122322e-08,9.668240608107226e-08
1920,6.057785384427916e-08,8.556621899913353e-08
1921,6.588290091258386e-08,9.768844222435291e-08
1922,7.451714623130101e-08,9.369978215545416e-08
1923,4.883336046646036e-08,1.0722107646188306e-07
1924,6.316896161706609e-08,1.0055466770353405e-07
1925,5.719052609265418e-08,9.348451324164841e-08
1926,5.015762383209221e-08,7.467912865877224e-08
1927,5.1286434654684854e-08,9.365349029621939e-08
1928,4.4561559775502246e-08,1.0511958237202634e-07
1929,6.127223173280072e-08,8.800921080798219e-08
1930,5.3568378177715203e-08,6.617270509323703e-08
1931,7.52753521737759e-08,1.2203731625248793e-07
1932,7.123698964051073e-08,9.973178549671502e-08
1933,8.832410003378754e-08,8.373583182397226e-08
1934,5.152079296522061e-08,1.1142869738023364e-07
1935,5.744776387928141e-08,9.095896302824258e-08
1936,5.33487423126644e-08,1.0790996185505719e-07
1937,6.421470288842102e-08,1.0072894696122603e-07
1938,4.6674770715071645e-08,9.983215087938646e-08
1939,5.505858169385647e-08,7.341144225847529e-08
1940,2.2822046474857416e-08,7.353770570261986e-08
1941,8.854507882460894e-08,1.1806010036252701e-07
1942,6.675266206457309e-08,1.4867637787574495e-07
1943,4.3548528338988035e-08,1.4225852851268428e-07
1944,7.711646787811333e-08,1.1567470181716999e-07
1945,5.2284097051824574e-08,1.6992331364207303e-07
1946,5.707652661612883e-08,1.3781893315467642e-07
1947,6.556479092978407e-08,1.0967201324874054e-07
1948,4.4574740343250596e-08,1.0110855797051954e-07
1949,3.7304630495782476e-08,1.305662082895509e-07
1950,6.806631347444636e-08,1.1592543813776501e-07
1951,3.3050344683260846e-08,1.0874629829960014e-07
1952,2.9525450528922192e-08,8.646739446671603e-08
1953,2.5857186614075545e-08,1.389823753861208e-07
1954,4.593092128857279e-08,1.1433867541654763e-07
1955,3.848099083825218e-08,9.761032515598345e-08
1956,4.6222051963695776e-08,1.0029313113335547e-07
1957,4.8592706747285774e-08,9.011738488773346e-08
1958,6.038737865310395e-08,1.249108789735942e-07
1959,3.797866554577922e-08,9.378404541848795e-08
1960,4.429333344546649e-08,1.0519666404640304e-07
1961,4.377340445671507e-08,1.3826837585995122e-07
1962,7.229830600863352e-08,1.255707438585496e-07
1963,5.560805860227447e-08,1.4613279697428538e-07
1964,6.631525195643917e-08,1.3384729757870417e-07
1965,5.909806688464414e-08,1.4446194041006777e-07
1966,4.874385695075034e-08,1.3127607312313216e-07
1967,5.324762497593838e-08,1.4445882889901895e-07
1968,5.434613115085085e-08,1.607926805036186e-07
1969,6.494713744586988e-08,1.6304910221975888e-07
1970,6.668151542044143e-08,1.5175792356103557e-07
1971,4.521789875866489e-08,1.5312424839208916e-07
1972,4.6171322765076184e-08,1.2825366857427412e-07
1973,3.6938466507763223e-08,1.3727876946312279e-07
1974,5.456804430536977e-08,1.2882558531046584e-07
1975,4.283610266497817e-08,1.3421978906080767e-07
1976,5.142174330785565e-08,1.2741164912011271e-07
1977,7.698584170157119e-08,1.3457829872720595e-07
1978,5.4653440884067095e-08,1.6455438700546665e-07
1979,4.9741775143274936e-08,1.8843353766229143e-07
1980,9.0393896812202e-08,1.665749151946727e-07
1981,8.159958753140018e-08,1.6066896357802563e-07
1982,8.938803119917793e-08,1.5456680646508403e-07
1983,7.073153796000042e-08,1.66724340111557e-07
1984,9.858314342636731e-08,1.9252707783579126e-07
1985,8.421780961498371e-08,1.9670874884525347e-07
1986,1.0310515108358231e-07,1.9422133346047588e-07
1987,7.944061763964783e-08,2.1204534172980516e-07
1988,9.2346930102849e-08,1.9248938065707932e-07
1989,9.220045171787206e-08,2.0964626123998187e-07
1990,9.80757164370516e-08,2.615352403534388e-07
1991,9.261115252456875e-08,2.368031912780566e-07
1992,1.0138297312778377e-07,2.738442381744477e-07
1993,1.0247534021345928e-07,2.525878646242319e-07
1994,9.653115995433836e-08,2.621638512945168e-07
1995,1.1495595941823922e-07,2.499749816031738e-07
1996,8.967995057673761e-08,2.8665555595885905e-07
1997,1.179544071305827e-07,2.8433724086340817e-07
1998,1.0060752941853934e-07,2.717833584853224e-07
1999,1.046576088015172e-07,2.783252366356237e-07
2000,1.175196402414258e-07,2.690581197839492e-07
2001,9.331981232207909e-08,2.3308046159797868e-07
2002,1.1522612197722992e-07,2.685688880177395e-07
2003,1.1917399689309605e-07,2.800172329564532e-07
2004,9.646493026593816e-08,2.7926375456566177e-07
2005,9.998323946547316e-08,2.9319408900718713e-07
2006,1.1694807255935302e-07,2.6807462116806846e-07
2007,1.1184542358932958e-07,3.047787870968932e-07
2008,1.1367364294301296e-07,2.856741939671892e-07
2009,1.1825117240960026e-07,2.7321742424035733e-07
2010,1.2045671837768168e-07,3.179112777473847e-07
2011,1.1013039369345279e-07,2.8297393561693696e-07
2012,1.2357436673937627e-07,3.434890885056774e-07
2013,1.2467388899040088e-07,3.271643609359387e-07
2014,1.2537927318589936e-07,3.683422200584374e-07
2015,1.0151915574851955e-07,3.050007799654253e-07
2016,1.0356700386182638e-07,2.926803459590843e-07
2017,1.0691348251157251e-07,3.0438897913320773e-07
2018,1.053238420922753e-07,2.9893385056212196e-07
2019,1.0841697672958617e-07,3.050981240981798e-07
