year,pouvions_VERB apporter_VERB,pouvions_VERB rapporter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,1.6183340889597275e-08
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,2.3732962262101864e-09
1821,0.0,0.0
1822,2.0051231786055723e-09,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,1.9377566218281572e-08,1.2331177856594877e-08
1827,0.0,7.373818444733615e-09
1828,0.0,0.0
1829,0.0,0.0
1830,4.174734336004349e-09,0.0
1831,3.1182412207897414e-09,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,9.334530925997342e-10,9.334530925997342e-10
1835,0.0,0.0
1836,2.016224964762614e-09,3.36037508930076e-09
1837,4.174734336004349e-09,1.3915781860163179e-09
1838,1.0730675015224733e-08,0.0
1839,2.7965900706306e-09,2.0974426639952526e-09
1840,2.5478754661634184e-09,0.0
1841,0.0,0.0
1842,6.037438549100216e-09,0.0
1843,5.906911071384968e-10,5.906910960362666e-09
1844,5.488561272137815e-10,2.195424508855126e-09
1845,1.674068439427856e-09,3.348136878855712e-09
1846,4.0981511517657054e-09,5.854501328173001e-10
1847,5.393223645455691e-10,5.393223645455691e-10
1848,2.413566457803995e-09,0.0
1849,0.0,0.0
1850,2.7155984128057753e-09,4.752297222410107e-09
1851,1.2898877521649865e-09,1.2898877521649865e-09
1852,6.510545436100301e-10,6.510545436100301e-10
1853,1.7915795513800958e-09,5.971931837933653e-10
1854,3.63696517347023e-09,1.0391328908454511e-09
1855,1.0613874223963649e-09,3.714855978387277e-09
1856,1.0354378465748937e-09,0.0
1857,9.763018171682347e-10,0.0
1858,2.936205500958522e-09,3.9149408159744326e-09
1859,4.582956236731661e-09,1.5276520048956854e-09
1860,4.57718396518203e-09,1.0527522853465143e-08
1861,2.8295783494058924e-09,2.8295783494058924e-09
1862,9.035972525772706e-10,0.0
1863,9.989241656072068e-10,0.0
1864,1.9178911792039344e-09,0.0
1865,9.88437331983505e-09,2.8241067262513297e-09
1866,5.352174259343201e-09,9.731225825149181e-10
1867,1.455843445796745e-09,6.308654931785895e-09
1868,0.0,4.939874287401835e-09
1869,3.906815315701806e-09,9.767038289254515e-10
1870,5.734048791339319e-10,2.8670243956696595e-09
1871,8.496941816815706e-09,2.1242354542039266e-09
1872,6.047339295989218e-10,0.0
1873,0.0,0.0
1874,5.974609140757536e-10,5.974609140757536e-10
1875,5.149374260327022e-09,5.721527140956084e-10
1876,6.04601479992084e-09,6.04601479992084e-10
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,3.0195443923020093e-09,1.2078177347163432e-09
1879,7.94212251520321e-09,0.0
1880,8.343199908722454e-09,6.417846254436199e-10
1881,1.3945015142624584e-09,4.183504653809678e-09
1882,0.0,0.0
1883,2.5277355764075082e-09,2.5277355764075082e-09
1884,7.2618666635548834e-09,0.0
1885,2.5782542767416317e-09,3.86738152613475e-09
1886,2.5813855497602844e-09,1.936039106809062e-09
1887,5.876032105334161e-09,1.3057849246322917e-09
1888,4.4384300679212174e-09,6.340614699951175e-09
1889,3.132568426877924e-09,2.5060546970934183e-09
1890,3.2771931834929546e-09,6.554386478008212e-10
1891,2.5496880162734215e-09,5.736798147637501e-09
1892,3.1342561879199593e-09,5.014809900671935e-09
1893,0.0,1.847525021858587e-09
1894,0.0,6.301539290376468e-10
1895,3.0093072478365457e-09,4.213029924926559e-09
1896,5.89702897624278e-10,0.0
1897,5.826713556089658e-10,2.330685422435863e-09
1898,5.092519295146758e-09,1.13167097914868e-09
1899,0.0,3.3165470370022376e-09
1900,2.07642125715779e-09,1.038210628578895e-09
1901,0.0,5.588738916095792e-10
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,2.1600881083827517e-09,1.6200660812870638e-09
1904,6.449550227216605e-09,5.374625189347171e-10
1905,1.5482277682110634e-09,1.5482277682110634e-09
1906,4.115347618238729e-09,3.600929110447737e-09
1907,5.142843484406967e-09,1.028568674676933e-09
1908,3.929111258571538e-09,0.0
1909,2.7504918342913243e-09,1.6502950117569526e-09
1910,3.740905363258662e-09,1.068830135508847e-09
1911,6.384448969498635e-09,5.320374141248863e-10
1912,1.5628263128064646e-09,0.0
1913,6.363587878865928e-09,0.0
1914,2.0090231700464756e-09,6.696743604095445e-09
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,0.0
1917,4.386569774084137e-09,0.0
1918,3.44591288836682e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,1.0601124422748853e-08,0.0
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,8.853522359686394e-09,7.377935484775833e-10
1923,6.369568872344189e-09,0.0
1924,0.0,2.578324886925998e-09
1925,3.299453377181294e-09,0.0
1926,2.229227691330493e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,1.1426041446327417e-08,0.0
1929,6.684243825105796e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,0.0
1933,0.0,0.0
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,2.393656828303392e-09
1936,9.699771652549316e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,1.2965214679638848e-08,2.5930428915188486e-09
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.2528993842408909e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,3.5762612871081956e-09
1948,3.2615663503321457e-09,6.523132700664291e-09
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,0.0
1952,3.1634410646574906e-09,0.0
1953,6.464296653518886e-09,0.0
1954,6.840775057526116e-09,0.0
1955,9.385607846468247e-09,4.6928039232341234e-09
1956,2.616342476002842e-09,0.0
1957,7.068030161150318e-09,2.6505113659425206e-09
1958,8.272243334772611e-09,2.4816730892496253e-09
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,6.2287499602575735e-09,0.0
1961,3.47407969059077e-09,0.0
1962,3.805173953708163e-09,3.805173953708163e-09
1963,5.819448034571906e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,6.083968329129164e-10
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,6.6468897053084675e-09,0.0
1967,4.437302081328198e-09,2.465167847631733e-09
1968,4.940557296606585e-09,8.982831700699023e-10
1969,9.537691525451919e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,0.0
1971,5.138397263237948e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,1.0260293725750103e-09
1973,8.821126051827832e-09,5.513203782392395e-10
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,2.2845920710778955e-09,0.0
1976,4.570821499072508e-09,5.713526873840635e-10
1977,2.3507127355770763e-09,0.0
1978,7.128709622605811e-09,5.940591352171509e-10
1979,7.022368020415115e-09,0.0
1980,5.116635559687666e-09,0.0
1981,3.795329828193417e-09,0.0
1982,7.449002747961231e-09,6.207502289967692e-10
1983,2.5261264191556165e-09,0.0
1984,8.118611560803402e-09,5.799008495621649e-10
1985,6.617113967877231e-09,0.0
1986,4.7955883708539204e-09,1.1988970927134801e-09
1987,4.888653482026939e-09,0.0
1988,5.396898483667201e-09,1.1993107618124554e-09
1989,2.7440609784434855e-09,1.6464366536794728e-09
1990,5.448650863826288e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,1.7584396161396398e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,1.1078414852150331e-09,0.0
1994,4.747434001473039e-09,5.274926606624319e-10
1995,4.337960657352369e-09,5.422450821690461e-10
1996,5.871901187504136e-09,0.0
1997,6.7128524960935465e-09,4.79489448146353e-10
1998,9.536258449571733e-10,9.536258449571733e-10
1999,4.113180906983871e-09,0.0
2000,3.5344251969604557e-09,8.836062992401139e-10
2001,7.448059946568719e-09,0.0
2002,3.066854992184176e-09,8.76244299341522e-10
2003,5.416999737661854e-09,0.0
2004,6.607186797680242e-09,8.809582507929292e-10
2005,6.7556245042510454e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,0.0
2007,5.991719120856942e-09,3.994479469415779e-10
2008,2.554463751636149e-09,0.0
2009,3.814554005998616e-09,4.76819250749827e-10
2010,7.558068837454357e-09,4.723793023408973e-10
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,8.851056776393307e-09,6.808505426114664e-10
2013,4.741512515948898e-09,0.0
2014,5.846701789380404e-09,2.1654451842767486e-10
2015,4.876465897751814e-09,2.2165753954528356e-10
2016,4.349814286541687e-09,2.0713400439298368e-10
2017,4.779661555431858e-09,1.2578056374223934e-09
2018,7.228107001822082e-09,7.744400121190154e-10
2019,5.101975730781305e-09,7.65296326310505e-10
