year,six_DET âmes_NOUN,six_DET ames_NOUN,six_DET rames_NOUN
1800,0.0,0.0,1.5720821977538435e-08
1801,0.0,2.3811825844433088e-09,5.9529565277216534e-08
1802,0.0,0.0,8.503792514602537e-08
1803,0.0,0.0,1.950339223455444e-09
1804,0.0,0.0,1.2359254952798437e-08
1805,0.0,0.0,8.528632911009026e-09
1806,0.0,0.0,5.76333825108577e-09
1807,0.0,0.0,2.8469551160981155e-09
1808,0.0,0.0,6.798221985349073e-09
1809,0.0,6.7770917766551975e-09,4.0662548883574345e-08
1810,0.0,0.0,2.3401267590372754e-09
1811,0.0,0.0,7.521229861140455e-09
1812,0.0,0.0,0.0
1813,2.8757416004054903e-08,0.0,0.0
1814,3.4613449884091096e-08,9.440030979135372e-09,3.776012391654149e-08
1815,0.0,0.0,1.3486118000116676e-08
1816,0.0,1.622322720606917e-08,1.622322720606917e-08
1817,0.0,0.0,0.0
1818,3.5763532135746345e-09,0.0,2.026600220972341e-08
1819,2.070210003424222e-09,0.0,8.280840013696888e-09
1820,0.0,0.0,1.3053129244156025e-08
1821,0.0,0.0,1.4792232327920374e-08
1822,0.0,1.0025615893027862e-09,9.023054303725075e-09
1823,0.0,2.9648061783404955e-09,9.882686669016039e-09
1824,0.0,5.894778887238772e-09,8.421112696055388e-10
1825,3.522177216552791e-09,0.0,9.68598712347557e-09
1826,1.2331177856594877e-08,0.0,3.082794464148719e-08
1827,0.0,3.6869092223668076e-09,2.8573547083965423e-08
1828,0.0,0.0,8.255071293206129e-09
1829,0.0,0.0,1.3717081692732336e-08
1830,1.0436835840010872e-09,0.0,1.6698937344017395e-08
1831,0.0,0.0,1.4032085715598441e-08
1832,0.0,0.0,2.1647950987357945e-08
1833,2.3167257001688313e-09,0.0,9.151066393542351e-08
1834,0.0,0.0,2.0535967593104942e-08
1835,3.781543966852041e-09,0.0,2.117664621437143e-08
1836,1.3441500135158435e-09,6.048674894287842e-09,1.7473950286728268e-08
1837,4.87052354003481e-09,0.0,2.7831563609304055e-08
1838,1.2624323808552163e-09,0.0,6.943378316748294e-09
1839,2.7965900706306e-09,0.0,3.8453112694014635e-08
1840,2.5478754661634184e-09,0.0,5.350538501147639e-08
1841,1.926164561183441e-09,0.0,1.733548060656176e-08
1842,0.0,0.0,1.6770663080478698e-08
1843,0.0,3.5441467538532834e-09,9.451057714215949e-09
1844,5.488561272137815e-10,0.0,8.781698035420504e-09
1845,5.580227946389016e-10,0.0,1.897277535078956e-08
1846,5.269050973311096e-09,0.0,1.5807152919933287e-08
1847,0.0,0.0,1.0786447290911383e-08
1848,8.045221711050488e-10,0.0,1.448139919091318e-08
1849,5.02764896381791e-09,0.0,1.3407063903514427e-08
1850,0.0,0.0,1.6972489191857676e-08
1851,0.0,0.0,1.6123596680017727e-08
1852,0.0,0.0,3.906327261660181e-09
1853,0.0,0.0,9.555090940693844e-09
1854,0.0,0.0,8.313063126763609e-09
1855,0.0,0.0,4.2455496895854594e-09
1856,1.0354378465748937e-09,0.0,1.5531567143511893e-09
1857,9.763018171682347e-10,0.0,9.274867096564776e-09
1858,1.468102750479261e-09,0.0,2.4468380654951716e-09
1859,2.036869339860914e-09,5.092173349652285e-10,6.110608019582742e-09
1860,1.373155145145688e-09,0.0,5.950338888283113e-09
1861,4.715963619617014e-09,0.0,1.3204698667834691e-08
1862,9.035972525772706e-10,5.421583626485926e-09,1.1294965851504912e-08
1863,1.4983863039219614e-09,0.0,4.994620828036034e-10
1864,1.821996598039277e-08,0.0,9.589456340108882e-09
1865,7.0602665935837194e-09,0.0,1.2237795665726026e-08
1866,4.379051787850585e-09,0.0,9.731225825149181e-10
1867,5.338092634588065e-09,0.0,4.85281148598915e-09
1868,4.93987406535723e-10,0.0,1.4819622196071691e-09
1869,3.906815315701806e-09,0.0,6.348574999037737e-09
1870,3.4404292748035914e-09,0.0,1.1468097582678638e-09
1871,4.248470908407853e-09,0.0,8.496941816815706e-09
1872,1.2094678591978436e-09,0.0,2.4189357183956872e-09
1873,1.1972008939764578e-09,0.0,7.183205141814142e-09
1874,1.1949218281515073e-09,0.0,8.364452575015946e-09
1875,2.2886108563824337e-09,0.0,1.6592428764283795e-08
1876,6.04601479992084e-09,0.0,1.3301232115736639e-08
1877,3.0924081073635534e-09,0.0,7.421779191219002e-09
1878,1.8117265465633636e-09,0.0,6.039088784604019e-09
1879,6.10932526790009e-10,0.0,4.887460214320072e-09
1880,4.492492600149944e-09,0.0,2.3104245627791897e-08
1881,7.669758161910067e-09,0.0,2.7890030285249168e-09
1882,2.6621540527571597e-09,0.0,6.655385131892899e-09
1883,6.319338941018771e-10,0.0,7.58320695126713e-09
1884,6.601696966868076e-10,0.0,6.601696966868076e-09
1885,3.86738152613475e-09,0.0,1.160214413431504e-08
1886,1.936039106809062e-09,0.0,3.2267319927115068e-09
1887,3.9173548849191775e-09,0.0,6.528924512139156e-09
1888,1.268122939990235e-09,0.0,1.014498351992188e-08
1889,2.5060546970934183e-09,0.0,1.2530273485467092e-09
1890,6.554386478008212e-10,0.0,8.520702365899524e-09
1891,7.0116419337296065e-09,0.0,3.824531802365527e-09
1892,6.8953633913793055e-09,0.0,3.761107425503951e-09
1893,4.926733243593162e-09,0.0,1.1700991287000306e-08
1894,1.2603078580752936e-09,1.2603078580752936e-09,7.561847148451761e-09
1895,1.8055843487019274e-09,0.0,8.426059849853118e-09
1896,2.358811590497112e-09,0.0,4.717623180994224e-09
1897,1.7480140668268973e-09,0.0,9.905413378419325e-09
1898,1.6975064687230201e-09,0.0,6.7900258748920805e-09
1899,1.1055156790007459e-09,0.0,3.8693048765026106e-09
1900,5.191053142894475e-10,0.0,8.30568502863116e-09
1901,1.676621730339889e-09,0.0,5.588738916095792e-10
1902,3.928227076954727e-09,0.0,2.455141867585553e-09
1903,2.1600881083827517e-09,0.0,4.860198243861191e-09
1904,5.374625189347171e-10,0.0,7.524475265086039e-09
1905,1.0321518084666081e-09,0.0,4.1286072338664326e-09
1906,3.0865106026567446e-09,0.0,3.600929110447737e-09
