year,des_DET âmes_NOUN,des_DET ames_NOUN,des_DET rames_NOUN
1851,2.5139912196436853e-06,3.7148767040307007e-07,1.8509889487816622e-07
1852,2.8197173200794623e-06,4.615976678667977e-07,2.532602221272384e-07
1853,3.1884143822935584e-06,2.0244848464301413e-07,1.6661689983266115e-07
1854,4.1684813751885486e-06,3.6993132046525545e-07,1.3820467581471263e-07
1855,3.531236032472407e-06,2.7489934950608585e-07,2.0325569849433123e-07
1856,4.417177763116342e-06,3.2460976662207486e-07,1.3564235157303983e-07
1857,3.5957194910452017e-06,3.1290473589962176e-07,1.972129624050467e-07
1858,3.3595086179616374e-06,3.7779178074792696e-07,1.4827838223929746e-07
1859,3.3170417523820106e-06,2.332215334188703e-07,1.833182343702333e-07
1860,3.5935471913717265e-06,1.4463900499528393e-07,1.8583367156210784e-07
1861,3.7336285885203324e-06,2.3909935920052305e-07,2.9238974996737e-07
1862,3.1083745035687116e-06,3.0812665313684207e-07,1.9517700169946472e-07
1863,3.822882725046384e-06,3.0816811025236035e-07,2.0577837966939683e-07
1864,3.741326182193916e-06,3.437819837692757e-07,1.3712921997921512e-07
1865,3.809719729019889e-06,2.56993694103258e-07,1.6426886717546552e-07
1866,3.691540584327413e-06,1.4548181903606405e-07,1.4986088103796646e-07
1867,3.0776531509957294e-06,1.4801075209902592e-07,2.1449427300979096e-07
1868,3.2079543146323886e-06,2.1834243058016511e-07,1.4523229596719034e-07
1869,3.632361615046875e-06,1.0939082739636063e-07,1.4552886407059873e-07
1870,3.2064800592479514e-06,1.3360333284140324e-07,1.720214695133393e-07
1871,2.4354360164124955e-06,1.3595107106745274e-07,1.5506918304986073e-07
1872,3.2413738466630093e-06,1.3727459879930848e-07,1.3183199742972107e-07
1873,2.8361689174971616e-06,1.6222072041216506e-07,1.334878998449085e-07
1874,2.3844664305272545e-06,1.2188202691554295e-07,1.65496666315601e-07
1875,3.00151317134123e-06,2.23711704272489e-07,1.5734199609873656e-07
1876,2.758191904206342e-06,1.38453737363875e-07,1.3180312019578366e-07
1877,2.4708340049528488e-06,9.586465021804713e-08,1.2369631674502557e-07
1878,2.6191528377239592e-06,1.636593046638879e-07,1.6003585523449715e-07
1879,2.5708039643745906e-06,1.2646303160224193e-07,1.7717042999354504e-07
1880,2.1486949748350526e-06,7.701415327687755e-08,2.0408750711631285e-07
1881,2.324633985750779e-06,7.181682804002776e-08,1.9453296284943633e-07
1882,2.2162431854155784e-06,1.2911446822805317e-07,1.3310769642060905e-07
1883,2.0815902175286283e-06,9.79497516984118e-08,1.54191871992726e-07
1884,2.16535661579087e-06,8.318138000618092e-08,2.1851617226786857e-07
1885,2.1663782270309184e-06,7.605850094183353e-08,2.2559725310067336e-07
1886,2.2722646093598087e-06,1.0390076576882734e-07,1.6779005562739258e-07
1887,2.128429372305618e-06,9.46694097003764e-08,1.61917332430761e-07
1888,2.2934002963381772e-06,7.672143520487396e-08,1.5344287174201554e-07
1889,2.237906738145057e-06,8.896494330112859e-08,1.1653154502466734e-07
1890,2.3523692398441653e-06,8.848422111684684e-08,1.7500212534660164e-07
1891,2.2794210146059868e-06,8.159001951835165e-08,1.1983533942938607e-07
1892,2.607701063084278e-06,8.775917414993728e-08,8.650547300703693e-08
1893,2.3740694850005184e-06,9.052872407266932e-08,1.4041189910773966e-07
1894,2.485957192988053e-06,1.4304494322381345e-07,1.5312740830886185e-07
1895,2.5512906987046335e-06,1.474560573644368e-07,1.324095142418713e-07
1896,2.6501248271415534e-06,6.368791449773425e-08,1.132229532352369e-07
1897,2.6855321735297366e-06,1.1828228674293229e-07,9.730611627567498e-08
1898,2.8642592369010345e-06,1.6748730491400465e-07,1.0807457551109678e-07
1899,2.605700402114053e-06,7.406955049304997e-08,1.1552638845557794e-07
1900,2.867018714880487e-06,8.149953301117563e-08,1.1264585519921155e-07
1901,2.5484649839313533e-06,8.830207504084697e-08,1.0730378408041474e-07
1902,2.2273046411669384e-06,6.285163306474217e-08,1.320866296339318e-07
1903,2.386897428152679e-06,6.534266727697968e-08,1.1340462457987144e-07
1904,2.489526281124199e-06,6.879520242364379e-08,1.0319280274728726e-07
1905,2.574702691049424e-06,5.8316577788986024e-08,1.2024568718516093e-07
1906,2.7068698713605954e-06,8.745113405650429e-08,1.224315910874907e-07
1907,2.662964270427892e-06,1.172568288576592e-07,1.45028181464113e-07
1908,2.695861567758584e-06,9.822778057611004e-08,1.2867839815910997e-07
1909,2.911670698324542e-06,7.316308270333138e-08,1.4412576820888034e-07
1910,2.9697445498300112e-06,9.672912559821611e-08,1.384135075443993e-07
1911,2.98472998139232e-06,8.565802545046353e-08,1.0215118395606737e-07
1912,2.9443647733273792e-06,6.563870957876361e-08,1.484685027142163e-07
1913,2.9633107203608233e-06,8.537813567244257e-08,1.3310504543007085e-07
1914,2.958621379889337e-06,6.964613419313537e-08,1.3661357112226824e-07
1915,3.0523953284955496e-06,5.890380982975785e-08,1.1780762143587253e-07
1916,3.4324831830190305e-06,4.834483280369284e-08,1.5931819552506e-07
1917,3.173683289503515e-06,7.457168393898428e-08,1.8971914794718714e-07
1918,3.1897666019631288e-06,7.351280828515883e-08,1.6080926457107125e-07
1919,3.0993617770036508e-06,4.880159615305857e-08,1.3075145055552184e-07
1920,2.9637714789032543e-06,4.694783628522714e-08,1.5674520170705364e-07
1921,2.8579549748997124e-06,4.3164660068484295e-08,1.294939813156759e-07
1922,3.0611053318807535e-06,8.48462571312325e-08,1.2763829104756041e-07
1923,3.0627010332295868e-06,7.749641994792e-08,1.2845296737395984e-07
1924,3.0630499168182723e-06,7.992807038448291e-08,1.6759111698405604e-07
1925,3.0420959973298523e-06,1.3417777311452994e-07,1.627730341624556e-07
1926,2.8701307002165777e-06,7.913758504063395e-08,1.4824364313881233e-07
1927,2.9969116113193195e-06,7.024011772216454e-08,1.5274438380785682e-07
1928,2.8233747642048e-06,9.826395319656456e-08,1.4625332900308763e-07
1929,2.562293403229887e-06,1.1029002466855786e-07,1.4482528687409513e-07
1930,2.304490578808327e-06,1.0608639877673909e-07,1.470504518152893e-07
1931,2.282211930548783e-06,1.2773999191750818e-07,1.5397231489799879e-07
1932,2.218210305215962e-06,1.1617108874872883e-07,1.3589825487159146e-07
1933,2.213837813513919e-06,8.832409648107387e-08,1.1814781841756883e-07
1934,2.359173208787979e-06,6.589869094852929e-08,1.0304159303586857e-07
1935,2.4008378503026506e-06,9.694310065810896e-08,1.4122574842900804e-07
1936,2.2527720631160264e-06,5.2136269967917315e-08,1.8550813329909488e-07
1937,2.236182481851756e-06,6.043736711092151e-08,1.1332006433217856e-07
1938,2.2157551278212395e-06,6.741911506846776e-08,1.6206517372552298e-07
1939,2.268107571978817e-06,9.941132450563828e-08,1.743521789165925e-07
1940,1.955088649197023e-06,6.33945713701678e-08,1.4200384157447843e-07
1941,2.3612020498831043e-06,1.1806010080661622e-07,1.8004165358576074e-07
1942,2.6033536215663844e-06,8.192371825366251e-08,1.0316319776215721e-07
1943,2.566459919250974e-06,7.548411495861274e-08,1.6548440839869727e-07
1944,2.888654389465728e-06,6.105053707017305e-08,1.4138019643894495e-07
1945,2.500922590797927e-06,7.189063566670484e-08,1.4378126111935785e-07
1946,2.6143834546132894e-06,7.09976326618289e-08,1.795822504035982e-07
1947,2.726303108602224e-06,8.463818690351843e-08,1.5854758395050794e-07
1948,2.5896837669847628e-06,6.849289291288585e-08,1.6525269419531696e-07
1949,1.998742966691225e-06,5.3011845579931105e-08,1.4921852908855726e-07
1950,2.095166266258275e-06,1.0316300569357395e-07,1.5633982020091253e-07
1951,1.8913326975678046e-06,7.036524984904702e-08,2.0576505654901212e-07
1952,1.842177294264502e-06,5.5887459993186894e-08,1.4762726041617213e-07
1953,1.8444792253546893e-06,7.002987878479416e-08,1.6483956244428555e-07
1954,1.8069419773780737e-06,1.1140691213995524e-07,1.1238416508518867e-07
1955,1.7804498035900451e-06,5.255940394022218e-08,1.4453836660877073e-07
1956,1.844521470673044e-06,1.0639792957789496e-07,1.3604981496939672e-07
1957,1.7095798234834092e-06,8.746687463201397e-08,1.3782659413763554e-07
1958,1.6643753681933049e-06,7.527741330282112e-08,1.480731572911509e-07
1959,1.6423834097167855e-06,1.8369272325458041e-07,1.5734018354862656e-07
1960,1.5966362241215393e-06,6.367166754950304e-08,1.2319083309009216e-07
1961,1.9524327683484444e-06,1.0769646863195703e-07,1.243720513244284e-07
1962,1.7541851349278659e-06,1.3635206724815774e-07,1.4649919233278297e-07
1963,1.5912957280761475e-06,6.789355966319022e-08,1.7458343171128377e-07
1964,1.8908974013243096e-06,2.6161065130869687e-07,1.4601523679047546e-07
1965,1.9059127538412213e-06,1.7565259702312375e-07,1.214793616810539e-07
1966,1.630149661480118e-06,1.312760700145077e-07,1.1964401513964162e-07
1967,1.5081896584945298e-06,3.8407314950639204e-07,1.774920814767711e-07
1968,1.923673377035584e-06,2.0166457148640404e-07,1.4417445504122384e-07
1969,1.3584398068644532e-06,1.2126493231789937e-07,1.2126493076358713e-07
1970,1.47205188838484e-06,2.1797956728519807e-07,1.2784455161174435e-07
1971,1.406893257893671e-06,2.934025067347079e-07,1.5877647729922728e-07
1972,1.2158447830756813e-06,2.4676007015500545e-07,1.3851395941344435e-07
1973,1.167145246228074e-06,1.3397085574240464e-07,1.4720253727062982e-07
1974,9.147179778068448e-07,9.619727331378058e-08,1.018228454885417e-07
1975,9.90941821044089e-07,5.711480133285818e-08,1.0566238417553109e-07
1976,9.730136127927835e-07,1.034148389145173e-07,1.0284348461730985e-07
1977,8.997352729522845e-07,1.0108064740776967e-07,9.755458041382781e-08
1978,1.1019796808398041e-06,1.0514846882081486e-07,1.1584153414290199e-07
1979,1.022339706224784e-06,1.3576577728713346e-07,1.0123914240267595e-07
1980,9.755718508586142e-07,7.163290005607337e-08,1.1995667881237182e-07
1981,9.684416255595352e-07,1.1259478127634281e-07,1.0690178831040953e-07
1982,1.091899637373217e-06,7.57315259392044e-08,1.5084230375883578e-07
1983,9.119316359829099e-07,5.494325061583538e-08,1.0104505587804624e-07
1984,1.047300933976203e-06,9.104443093876924e-08,1.0902135838541938e-07
1985,9.715126481069092e-07,7.459292028499931e-08,1.6362318167040257e-07
1986,1.1401511628150729e-06,7.013548153356197e-08,1.1209687489355247e-07
1987,9.276219916642958e-07,8.982901023024681e-08,1.6438096683835113e-07
1988,9.438575556686146e-07,8.155313024893474e-08,1.0973693764793069e-07
1989,9.862155359030567e-07,8.561470732360021e-08,1.1360413187944118e-07
1990,9.878404227947613e-07,8.009517205032068e-08,1.1714599823520189e-07
1991,9.694863454257074e-07,7.678519386988825e-08,1.2074618105373247e-07
1992,1.0810510815417729e-06,9.201606410158547e-08,1.046889386291383e-07
1993,1.0325082850926037e-06,6.203912406022027e-08,1.1964687907095595e-07
1994,1.2348603313228068e-06,6.64640740222211e-08,1.1341091932237646e-07
1995,1.0687650604523924e-06,5.6935735237573226e-08,1.1332921978635113e-07
1996,1.0163727708345505e-06,7.313186278778971e-08,1.2170850105519548e-07
1997,1.0764538114216293e-06,5.178485862344928e-08,9.685687052396474e-08
1998,1.1014378742402187e-06,6.81842481364825e-08,9.297852177070354e-08
1999,1.0566305306269896e-06,8.04355411165858e-08,1.1471205274560248e-07
2000,1.1336668812589323e-06,6.847948796906422e-08,1.0073111633701615e-07
2001,1.0931123934909692e-06,5.958447921172727e-08,1.213595672844292e-07
2002,1.1075728423293185e-06,6.615644299046153e-08,1.1697861390658204e-07
2003,1.1246525524200024e-06,5.375330491830255e-08,8.292176723045941e-08
2004,1.0042924287745336e-06,6.430995158623887e-08,9.558397318087941e-08
2005,1.076396209498398e-06,6.485399506317435e-08,9.277724455358793e-08
2006,1.118418939682897e-06,6.876876201822313e-08,1.0582976939232935e-07
2007,1.0457547432451975e-06,8.588130812059447e-08,9.027523262261639e-08
2008,1.0843698561302517e-06,6.428733789753949e-08,9.153495295066705e-08
2009,1.1214788528945974e-06,7.438380023039315e-08,1.1920481601812583e-07
2010,1.0798590430738386e-06,2.361896483948911e-08,1.2754240930057392e-07
2011,1.1074223280616025e-06,2.8679789765284625e-08,1.2657346681876902e-07
2012,1.2997437366379927e-06,3.234040135691174e-08,1.5080839776970834e-07
2013,1.3279024102530457e-06,2.147626199100472e-08,1.6232707800156732e-07
2014,1.6000474971633594e-06,1.1260314902727941e-08,1.6327456009435082e-07
2015,1.672406128250259e-06,1.573768493301486e-08,1.6513486977842717e-07
2016,1.832100302578965e-06,3.5419914334866576e-08,1.717140936108308e-07
2017,1.3579269477759226e-06,1.9118645583349192e-08,1.3458520564668675e-07
2018,1.582180907178099e-06,2.0909879883124205e-08,1.4998321073989018e-07
2019,1.9170672587165427e-06,1.3265136544760026e-08,1.4821238725204466e-07
