year,des_DET ans_NOUN,des_DET rangs_NOUN
1914,2.0224166386029196e-07,5.283730604155323e-07
1915,1.4961568284288518e-07,6.832842185389154e-07
1916,2.2304548275009495e-07,6.515565011966373e-07
1917,2.8732033285905345e-07,6.590821328700258e-07
1918,2.0790340560239429e-07,6.099265803527487e-07
1919,2.6150289067494725e-07,5.975893468956883e-07
1920,2.415541935363308e-07,5.277845414042304e-07
1921,2.0294963065659033e-07,4.4452026770613884e-07
1922,2.6265450348006425e-07,5.681010541991327e-07
1923,2.781378469762785e-07,4.267611242170233e-07
1924,2.5138667858470853e-07,4.1897778935151564e-07
1925,2.397602791859299e-07,4.6742257353571404e-07
1926,2.3964197293224743e-07,4.413870939856679e-07
1927,2.1963973440009e-07,5.228986488248211e-07
1928,2.513729078224003e-07,5.290257369949813e-07
1929,1.8604478735362306e-07,4.4673029542252607e-07
1930,1.7961161535851033e-07,4.327484788291258e-07
1931,1.5739392367208893e-07,4.4024678125254013e-07
1932,1.3918611330154818e-07,4.471490866464478e-07
1933,2.087660520011525e-07,4.312968844288889e-07
1934,1.5576054757104885e-07,4.445166190691907e-07
1935,1.962798581445213e-07,3.590485135873678e-07
1936,1.74595886193174e-07,3.6616638343645036e-07
1937,1.7375742622505186e-07,4.0543399304482364e-07
1938,1.8280952396310113e-07,4.1099730552218716e-07
1939,1.2847002484051018e-07,3.869394671340842e-07
1940,1.3946806109998988e-07,4.412262262221134e-07
1941,2.5382921764460775e-07,3.659863172522648e-07
1942,1.6384744117026173e-07,4.854738904214173e-07
1943,3.0483970370198676e-07,5.719373499246672e-07
1944,2.9561313041881476e-07,4.7555155546774586e-07
1945,2.6142048348276603e-07,5.707680426070283e-07
1946,1.8654279099195037e-07,6.487234518459672e-07
1947,1.478188063064323e-07,4.6968232059185766e-07
1948,1.7395021001398447e-07,4.413986589568708e-07
1949,1.6590744289501913e-07,4.486372890966095e-07
1950,2.180249101257914e-07,3.8606362551263373e-07
1951,1.1940770017204727e-07,4.0300097303713756e-07
1952,1.5079068971246556e-07,3.70122631210279e-07
1953,1.4867881814595307e-07,3.932446865917427e-07
1954,1.7101937910268816e-07,3.791744092040972e-07
1955,1.6800238666903056e-07,3.4445181196218755e-07
1956,1.500036306278929e-07,3.462293101108571e-07
1957,1.5814717224671426e-07,4.2496530561209056e-07
1958,1.5303650968689908e-07,4.003765683435745e-07
1959,1.3253778630151203e-07,3.7668633456888756e-07
1960,1.536425056070101e-07,4.1386582871894007e-07
1961,1.5146986953595842e-07,4.175843626441633e-07
1962,1.173261940934367e-07,4.5979185259170663e-07
1963,1.538920644250652e-07,4.733151017788373e-07
1964,1.3871447324120822e-07,5.110533427554742e-07
1965,1.9371033399551152e-07,4.7278453596533154e-07
1966,1.445698574187304e-07,4.3703299468234036e-07
1967,1.6418017434460808e-07,4.821868291315923e-07
1968,2.0391028376920417e-07,4.985471573348832e-07
1969,1.44427902526445e-07,4.96414145345625e-07
1970,1.991247882138225e-07,4.906839503604488e-07
1971,2.0193902772192018e-07,4.6245576790227005e-07
1972,1.3338381932292975e-07,4.6479129256482565e-07
1973,1.1687991730013891e-07,4.377483735495957e-07
1974,1.5076531889590683e-07,4.2135531508336044e-07
1975,1.1308730929471267e-07,4.0208820983878013e-07
1976,1.1541324052011248e-07,4.1594474264883274e-07
1977,1.469195431980097e-07,4.084363256495749e-07
1978,1.2950488903484825e-07,4.306928804709287e-07
1979,1.5566249178533553e-07,4.2251246590296887e-07
1980,1.3644361129827587e-07,4.315029444867946e-07
1981,1.2714354746812262e-07,4.168537239834791e-07
1982,1.5518755125398798e-07,3.7617463810590834e-07
1983,1.0230811975375786e-07,3.87760416664662e-07
1984,1.2525858084089236e-07,3.8795366741339876e-07
1985,1.666309557002421e-07,3.9702681675635176e-07
1986,1.3967151102356468e-07,4.238101238840386e-07
1987,1.448263584613585e-07,4.5036719154012417e-07
1988,1.6370591726655448e-07,4.23356694589927e-07
1989,1.2677562333252013e-07,4.55514140185187e-07
1990,9.80757208779437e-08,3.993861028561696e-07
1991,1.383305781033073e-07,3.909597321438696e-07
1992,1.2893269341063274e-07,4.374895716807714e-07
1993,1.4401939374408812e-07,4.868963259241355e-07
1994,1.2818071448705837e-07,4.541711700056794e-07
1995,1.5670882458351798e-07,4.56570371731857e-07
1996,1.50534193998908e-07,4.93773513632334e-07
1997,1.352160230450039e-07,4.82845877058935e-07
1998,1.1681916367578538e-07,4.901636687648647e-07
1999,1.3070775040091576e-07,4.6296136702039803e-07
2000,1.2193766951718032e-07,4.59917089301598e-07
2001,1.0252035509417112e-07,4.7360898136616925e-07
2002,1.3275101173881865e-07,5.21803461772663e-07
2003,1.4250876523291822e-07,5.241989011750547e-07
2004,1.1981032513319612e-07,5.263725473270142e-07
2005,1.1124261511952227e-07,4.895575678176556e-07
2006,1.1077123884817297e-07,5.452086373480824e-07
2007,8.827799291566407e-08,5.544337424723267e-07
2008,1.1367363794700935e-07,5.219620966556704e-07
2009,1.3017166211604092e-07,4.606073975566005e-07
2010,1.2376337044095465e-07,4.841887850659532e-07
2011,9.292251743064917e-08,4.546702729868457e-07
2012,1.0382971105116212e-07,5.252761781093795e-07
2013,9.064656347756994e-08,5.438793841960887e-07
2014,1.0762262636632158e-07,5.376800356060585e-07
2015,1.2102501556476852e-07,5.873924955324128e-07
2016,1.278016874550758e-07,6.16223683636008e-07
2017,7.320429240564863e-08,5.124300148651173e-07
2018,1.032586713356487e-07,5.193911203349444e-07
2019,1.119883612510364e-07,5.262687601259586e-07
