year,pouvions_VERB établir_VERB,pouvions_VERB rétablir_VERB
1901,5.029864968975062e-09,1.1177477832191585e-09
1902,6.38336894454028e-09,1.9641135384773634e-09
1903,1.0800440541913758e-08,3.2401321625741275e-09
1904,1.0749250378694342e-08,7.524475265086039e-09
1905,8.257214467732865e-09,1.5482277682110634e-09
1906,5.658602919567102e-09,0.0
1907,3.0857059130084963e-09,0.0
1908,6.875944702500192e-09,0.0
1909,7.701377313651392e-09,1.1001967115120692e-09
1910,8.550641084070776e-09,0.0
1911,6.384448969498635e-09,1.0640748282497725e-09
1912,1.1981668990301841e-08,0.0
1913,1.2196876397752021e-08,0.0
1914,3.3483718020477227e-09,0.0
1915,3.534228465440492e-09,0.0
1916,9.888715624128963e-09,0.0
1917,1.2063066989753679e-08,0.0
1918,2.067547733020092e-08,0.0
1919,1.2890987832747669e-08,1.8415696745321952e-09
1920,1.817335615328375e-08,0.0
1921,1.3630945261411398e-08,3.0290989716519334e-09
1922,3.6889677978990676e-09,0.0
1923,2.1231896241147297e-09,0.0
1924,3.867487219366694e-09,5.156649773851996e-09
1925,1.3197813508725176e-08,0.0
1926,5.57306911730393e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,7.998228745975666e-09,0.0
1929,3.342121912552898e-09,0.0
1930,1.3654684494213143e-08,0.0
1931,1.1405356659111021e-08,2.2810713318222042e-09
1932,9.863582839386709e-09,0.0
1933,1.605892663292252e-08,2.2941324395731044e-09
1934,9.585264137967897e-09,0.0
1935,5.98414207075848e-09,0.0
1936,9.699771652549316e-09,0.0
1937,6.295559185076627e-09,0.0
1938,7.779128452511941e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,2.227376683094917e-08,0.0
1947,1.549713246618012e-08,0.0
1948,1.6307831529616124e-08,0.0
1949,9.817008539414473e-09,9.817008317369869e-10
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,1.1727541604500402e-08,0.0
1952,5.272402070488624e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,1.1337483840634377e-08,0.0
1957,1.501956425897788e-08,8.835037701437898e-10
1958,5.790570245522986e-09,1.6544486891589827e-09
1959,1.0851047171911432e-08,7.750747821333448e-10
1960,1.314958364417862e-08,0.0
1961,1.598076693198891e-08,1.3896318540318475e-09
1962,7.610347907416326e-09,0.0
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,4.867174663303331e-09,0.0
1965,7.660860390501512e-09,0.0
1966,8.308612464702492e-09,0.0
1967,5.423369309198733e-09,9.860671168482327e-10
1968,4.940557296606585e-09,0.0
1969,9.537691525451919e-09,1.8167031212712459e-09
1970,1.5175793066646293e-08,4.598724956395017e-09
1971,8.735275613958038e-09,0.0
1972,1.2825367434743384e-08,0.0
1973,8.821126051827832e-09,0.0
1974,1.012602890426706e-08,0.0
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,4.570821499072508e-09,5.713526873840635e-10
1977,5.876781727920388e-09,5.876781838942691e-10
1978,7.72276909088987e-09,2.3762365408686037e-09
1979,2.3407893401383717e-09,0.0
1980,4.548120546843393e-09,5.685150683554241e-10
1981,3.1627747087981106e-09,0.0
1982,1.1173503899897241e-08,0.0
1983,3.78918940668882e-09,6.315316047889041e-10
1984,9.858314165001048e-09,1.1598016991243298e-09
1985,4.812446441349039e-09,6.015558051686298e-10
1986,8.392279760016663e-09,5.994485463567401e-10
1987,6.721898593298192e-09,0.0
1988,2.99827696004229e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,0.0
1992,3.30596661157756e-09,0.0
1993,2.7696036575264316e-09,0.0
1994,5.274926717646622e-09,0.0
1995,4.880205572987961e-09,0.0
1996,5.338092190498855e-10,0.0
1997,1.917957792585412e-09,0.0
1998,7.629006759657386e-09,0.0
1999,1.3710603763428253e-09,0.0
2000,8.394259509714175e-09,0.0
2001,5.695575122643959e-09,0.0
2002,3.066854992184176e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,0.0
2004,3.0833537945085254e-09,0.0
2005,4.954124666056714e-09,0.0
2006,6.1768350434476815e-09,0.0
2007,2.7961355453243186e-09,0.0
2008,3.405951742863067e-09,4.257439678578834e-10
2009,1.907277002999308e-09,1.430457752249481e-09
2010,1.4171379625338432e-09,0.0
2011,4.5887662558641296e-09,3.82397197240536e-10
2012,3.063827413996023e-09,6.808505426114664e-10
2013,5.857162754807632e-09,1.1156500168141292e-09
2014,5.197068553286499e-09,0.0
2015,7.979671146074452e-09,2.2165753954528356e-10
2016,6.628288140575478e-09,1.2428040818690533e-09
2017,3.5218559180094644e-09,0.0
2018,5.6792268665617485e-09,7.744400121190154e-10
2019,4.3366790158927415e-09,7.65296326310505e-10
