year,devez_VERB emporter_VERB,devez_VERB remporter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-08,0.0
1803,5.851017448321727e-09,0.0
1804,2.4718509461507665e-09,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,1.129515236897305e-08,0.0
1810,0.0,9.360507036149102e-09
1811,0.0,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.6183340889597275e-08
1816,1.622322720606917e-08,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,0.0,3.5763532135746345e-09
1819,0.0,0.0
1820,0.0,0.0
1821,2.9584463767662328e-09,7.88919063410276e-09
1822,8.02049271442229e-09,9.023054303725075e-09
1823,0.0,1.9765373782121287e-09
1824,0.0,7.57900142644985e-09
1825,0.0,4.4027217427355936e-09
1826,7.0463874735082754e-09,2.642395191543301e-09
1827,1.8434546111834038e-09,0.0
1828,5.503380862137419e-09,9.172301251858528e-10
1829,8.57317605795771e-10,0.0
1830,6.262101504006523e-09,3.1310507520032616e-09
1831,3.1182412207897414e-09,0.0
1832,1.8941957335982806e-08,0.0
1833,0.0,4.6334514003376626e-09
1834,6.534171426153534e-09,2.8003592777992026e-09
1835,6.050470346963266e-09,5.294161553592858e-09
1836,1.2769425516978572e-08,3.36037508930076e-09
1837,5.5663127440652715e-09,2.0873671680021744e-09
1838,1.2624323808552163e-09,1.8936485712828244e-09
1839,1.3982950353153e-09,0.0
1840,6.369688665408546e-10,4.458782232319436e-09
1841,4.494383976094696e-09,2.5682194149112547e-09
1842,6.708265054555795e-10,2.0124795163667386e-09
1843,5.906911071384968e-10,5.906911071384968e-10
1844,0.0,4.9397050894128824e-09
1845,5.580227946389016e-10,1.3950569588416784e-08
1846,5.854501328173001e-09,5.854501328173001e-10
1847,2.1572894581822766e-09,1.6179670936367074e-09
1848,0.0,0.0
1849,3.3517659758786067e-09,8.379414939696517e-10
1850,5.431196825611551e-09,6.788996032014438e-10
1851,5.8044946626978344e-09,6.449438760824933e-10
1852,8.463708844885787e-09,3.2552727180501506e-09
1853,2.388772735173461e-09,1.7915795513800958e-09
1854,2.0782657816909023e-09,4.676098175337984e-09
1855,2.653468555990912e-09,1.0613874223963649e-09
1856,3.6240324075009767e-09,3.6240324075009767e-09
1857,2.4407544874094356e-09,4.881509085841174e-10
1858,2.4468380654951716e-09,1.468102750479261e-09
1859,5.601390462572908e-09,4.582956236731661e-09
1860,4.57718396518203e-09,1.8308735638683515e-09
1861,1.3676294763342867e-08,9.431927461278633e-10
1862,2.2589932147099034e-09,3.162590411776023e-09
1863,1.4983863039219614e-09,1.4983863039219614e-09
1864,2.3973640850272204e-09,2.3973640850272204e-09
1865,6.118897832863013e-09,1.882737743486018e-09
1866,2.919367858567057e-09,8.75810357570117e-09
1867,2.91168689159349e-09,1.455843445796745e-09
1868,4.93987406535723e-10,1.975949626142892e-09
1869,1.0743741896135361e-08,4.883519144627257e-10
1870,4.587239033071455e-09,2.8670243956696595e-09
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.047339518033823e-09,6.047339295989218e-10
1873,1.1972008939764578e-09,0.0
1874,5.974609140757536e-10,0.0
1875,1.716458086775674e-09,5.721527140956084e-10
1876,2.418405919968336e-09,6.04601479992084e-10
1877,3.710889595609501e-09,7.421779191219002e-09
1878,2.4156354694326865e-09,6.039088673581716e-10
1879,4.27652757650776e-09,6.10932526790009e-10
1880,6.417846254436199e-10,0.0
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,3.9932310791357395e-09,6.655385131892899e-10
1883,5.0554711528150165e-09,0.0
1884,5.941527270181268e-09,6.601696966868076e-10
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,6.453463874400711e-10,6.453463874400711e-10
1887,1.1752064210668323e-08,0.0
1888,6.340614699951175e-10,0.0
1889,5.012109394186837e-09,0.0
1890,1.0487018364813139e-08,6.554386478008212e-10
1891,5.736798147637501e-09,6.374220040683554e-10
1892,5.014809900671935e-09,0.0
1893,9.23762488724833e-09,0.0
1894,6.301539290376468e-10,0.0
1895,1.8055843487019274e-09,0.0
1896,3.5382172747233653e-09,0.0
1897,9.322741689743452e-09,5.826713556089658e-10
1898,9.05336783318944e-09,3.960848538042683e-09
1899,1.1055156790007459e-08,0.0
1900,6.22926377147337e-09,5.191053142894475e-10
1901,1.0059729937950124e-08,0.0
1902,1.4730852093691738e-09,4.910283846193408e-10
1903,1.0800440541913758e-09,2.1600881083827517e-09
1904,6.987012746151322e-09,2.1498500757388683e-09
1905,3.096455536422127e-09,5.160759042333041e-10
1906,4.115347618238729e-09,0.0
1907,1.5428529565042481e-09,0.0
1908,1.1296195090437777e-08,0.0
1909,1.6502950117569526e-09,5.500983557560346e-10
1910,2.67207544979442e-09,0.0
1911,2.128149656499545e-09,0.0
1912,1.2502610502451716e-08,5.209421227725386e-10
1913,5.833288518886093e-09,0.0
1914,4.018046340092951e-09,0.0
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,0.0,0.0
1917,4.386569774084137e-09,0.0
1918,0.0,1.1486376294556067e-09
1919,1.1970202606903513e-08,0.0
1920,1.2115570768855832e-08,0.0
1921,6.058197943303867e-09,0.0
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,1.3800733000834953e-08,0.0
1924,6.445812328337297e-09,0.0
1925,8.798542339150117e-09,2.1996355847875293e-09
1926,2.1177662290483568e-08,0.0
1927,8.919379901328739e-09,0.0
1928,9.14083297942625e-09,0.0
1929,8.912325100141061e-09,0.0
1930,8.402882833991043e-09,0.0
1931,6.843213995466613e-09,0.0
1932,8.767629289252454e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,2.0346082152400413e-08,0.0
1936,8.487299751891442e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,1.1668692678767911e-08,0.0
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,0.0
1946,1.5313215584455975e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,1.195907639583993e-08,0.0
1949,7.853606653895895e-09,0.0
1950,9.571825110299415e-09,1.0635361480382244e-09
1951,1.4925962688039363e-08,0.0
1952,7.381362632230548e-09,0.0
1953,7.54167928107563e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,5.232684952005684e-09,0.0
1957,5.301022731885041e-09,0.0
1958,5.790570245522986e-09,0.0
1959,6.975672928177801e-09,0.0
1960,4.152500121534786e-09,0.0
1961,7.64297514166401e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,8.405868889838075e-09,0.0
1964,9.125952438182594e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,0.0
1966,8.308612464702492e-09,5.539074754423723e-10
1967,6.902469706915326e-09,9.860671168482327e-10
1968,6.737123747768692e-09,0.0
1969,8.629339909305145e-09,0.0
1970,5.058597540852361e-09,9.197450023812337e-10
1971,7.707596338946132e-09,5.138397485282553e-10
1972,5.643161493651405e-09,0.0
1973,5.513203671370093e-09,1.102640756478479e-09
1974,1.6876715580593782e-09,0.0
1975,1.1422960355389478e-09,0.0
1976,2.856763492431469e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,4.158414057542359e-09,0.0
1979,4.096381456264453e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,4.427884725544118e-09,0.0
1982,4.345251713999687e-09,0.0
1983,3.157658134966823e-09,0.0
1984,2.8995041922996734e-09,0.0
1985,6.015558051686298e-10,0.0
1986,1.7983456945813714e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,0.0
1988,1.798966087207532e-09,0.0
1989,3.2928733073589456e-09,0.0
1990,2.179460389939436e-09,0.0
1991,6.4476117778156095e-09,5.861465202094962e-10
1992,1.1019888335184191e-09,0.0
1993,7.754890063438324e-09,5.539207426075166e-10
1994,5.274926717646622e-09,0.0
1995,4.880205572987961e-09,0.0
1996,3.736664311304594e-09,5.338092190498855e-10
1997,6.7128524960935465e-09,0.0
1998,4.291316191284977e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,4.418031274155965e-09,0.0
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,0.0
2003,2.9168460979889232e-09,8.333845835650777e-10
2004,6.607186797680242e-09,4.404791253964646e-10
2005,3.602999676388663e-09,0.0
2006,6.58862386870851e-09,4.1178899179428186e-10
2007,7.988958827809256e-09,0.0
2008,5.108927503272298e-09,0.0
2009,5.721831008997924e-09,4.76819250749827e-10
2010,9.447585824773341e-09,0.0
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,2.144679278615058e-08,0.0
2013,9.204113027294625e-09,1.3945624655065103e-09
2014,1.2126492698882885e-08,2.1654451842767486e-10
2015,1.440773989003219e-08,8.866301581811342e-10
2016,1.5535050579273957e-08,2.0713400439298368e-10
2017,7.043711836018929e-09,2.0124890642847504e-09
2018,8.518839855753413e-09,2.0651733656507076e-09
2019,1.403043281555938e-08,1.2754939326953263e-09
