year,pas_ADV accroché_VERB,pas_ADV raccroché_VERB
1921,3.7863738810983705e-09,0.0
1922,1.2542490601674672e-08,3.6889677978990676e-09
1923,9.554353752605493e-09,0.0
1924,1.5469948877466777e-08,2.578324886925998e-09
1925,1.2097995494286806e-08,0.0
1926,5.57306911730393e-09,1.1146138456652466e-09
1927,1.0034302277972529e-08,0.0
1928,7.998228745975666e-09,0.0
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,9.453243521306831e-09,0.0
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,1.53433514782364e-08,0.0
1933,9.176529758292418e-09,6.882397318719313e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.4361940969820353e-08,0.0
1936,8.487299751891442e-09,4.849885826274658e-09
1937,2.5182236296217297e-09,0.0
1938,2.074434313215079e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,0.0
1946,1.9489545977080525e-08,1.3921104269343232e-09
1947,1.907339353124371e-08,0.0
1948,1.195907639583993e-08,2.174377566888097e-09
1949,1.668891336237266e-08,5.890204768377316e-09
1950,1.595304155443955e-08,9.571825110299415e-09
1951,1.7058242818279723e-08,2.1322803522849654e-09
1952,1.2653764258629963e-08,6.326882129314981e-09
1953,2.477980309834038e-08,0.0
1954,1.3681550115052232e-08,9.772536113672459e-10
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,6.976913269340912e-09
1957,1.8553580005686854e-08,3.534015080575159e-09
1958,1.7371711180658167e-08,3.3088973783179654e-09
1959,1.9376869886400527e-08,1.5501495642666896e-09
1960,2.5607082676515347e-08,5.536666680683311e-09
1961,1.945484662257968e-08,1.3896318540318475e-09
1962,1.4586500007851555e-08,8.8787386332001e-09
1963,1.0345685197421517e-08,3.879631726988464e-09
1964,1.2776333768727e-08,6.083968329129164e-10
1965,2.134096988015699e-08,2.188817349590977e-09
1966,2.4925835617750636e-08,2.215629901769489e-09
1967,9.860671390526932e-09,6.902469706915326e-09
1968,1.7965662735264232e-08,4.042274071025531e-09
1969,9.537691525451919e-09,3.6334062425424918e-09
1970,1.5175793066646293e-08,9.197450023812337e-10
1971,1.2332153964678128e-08,3.5968783507200897e-09
1972,1.3851396474251487e-08,3.0780880067027283e-09
1973,1.9847533394568018e-08,3.3079223804577396e-09
1974,2.1377172032543967e-08,3.937900228123681e-09
1975,1.6563292959403952e-08,1.7134440533084216e-09
1976,1.9997344224975677e-08,3.4281160132820787e-09
1977,1.5867311020656416e-08,5.289103821581875e-09
1978,1.7227714366185864e-08,0.0
1979,2.2237498953359136e-08,1.1703946700691858e-09
1980,1.762396628635088e-08,4.548120546843393e-09
1981,1.5181319312773667e-08,4.427884725544118e-09
1982,2.3588508923921836e-08,8.069752865935698e-09
1983,1.5788289786655696e-08,5.68378455412244e-09
1984,1.2177918229383522e-08,4.059305780401701e-09
1985,1.9851341903631692e-08,5.414002135495366e-09
1986,2.038125046510686e-08,4.7955883708539204e-09
1987,1.649920555735207e-08,6.110816741511371e-09
1988,1.739000587974715e-08,6.596209356501959e-09
1989,1.6464365870660913e-08,5.488121956886971e-09
1990,2.2884334427430986e-08,7.083246433836621e-09
1991,2.8135033858234237e-08,5.8614650910726596e-09
1992,1.983579878128694e-08,6.060938417817852e-09
1993,1.772546376344053e-08,1.2186256448387667e-08
1994,2.2682185019107237e-08,5.802419433820205e-09
1995,1.843633334885908e-08,4.880205572987961e-09
1996,2.4555223632205525e-08,1.014237493990322e-08
1997,2.6371919759071716e-08,9.58978851883785e-09
1998,2.193339376788117e-08,8.582632382569955e-09
1999,2.3308025731694215e-08,2.285100553223174e-09
2000,2.7391795498488136e-08,3.092622158362701e-09
2001,2.760163475556965e-08,5.257454027685071e-09
2002,3.198291764761052e-08,5.6955880012310445e-09
2003,2.4584844382502524e-08,1.0417307017007715e-08
2004,1.9381081628466745e-08,2.642874807889939e-09
2005,2.8823997411109303e-08,6.7556245042510454e-09
2006,2.8825230202755847e-08,8.64756888319107e-09
2007,2.8760252845927425e-08,1.2782334302130494e-08
2008,2.809910171208685e-08,1.4049550856043425e-08
2009,3.6715082529781284e-08,1.8119131084404216e-08
2010,3.637320489247031e-08,2.4091344030807704e-08
2011,4.8564444909970916e-08,3.135657067332431e-08
2012,6.33190992971322e-08,3.948933269271038e-08
2013,5.1877727003102336e-08,3.625862632361532e-08
2014,6.27979090950248e-08,4.439162637481786e-08
2015,5.7187644841860674e-08,3.967669925941664e-08
2016,5.447624218390956e-08,3.3348573680314075e-08
2017,6.062623469915707e-08,6.037467414898856e-08
2018,6.195519830498597e-08,4.440122580717798e-08
2019,5.30605461790401e-08,4.9489162989857505e-08
