year,voulons_VERB établir_VERB,voulons_VERB etablir_VERB,voulons_VERB rétablir_VERB
1800,2.5153315874604232e-08,0.0,9.432493897065797e-09
1801,1.1905912700171939e-08,0.0,4.7623651688866175e-09
1802,1.3427040812530322e-08,0.0,3.5805442166747525e-08
1803,5.460949736857401e-08,0.0,3.900678446910888e-09
1804,4.69651695311768e-08,0.0,2.4718509461507665e-09
1805,5.401467717547348e-08,0.0,2.842877711017877e-09
1806,1.4408345627714425e-08,0.0,2.305335300434308e-08
1807,4.839823830593559e-08,0.0,2.562259560079383e-08
1808,4.5321479902327155e-09,0.0,4.5321479902327155e-09
1809,2.259030518203531e-09,0.0,9.036122072814123e-09
1810,0.0,0.0,0.0
1811,1.504245972228091e-08,0.0,2.5070767684098882e-09
1812,2.9339290108509886e-08,0.0,2.6672082320544632e-09
1813,5.463909147351842e-08,0.0,0.0
1814,1.8880061958270744e-08,0.0,1.5733386149463513e-08
1815,5.664169577812572e-08,0.0,1.0788894222457657e-08
1816,6.721051448721482e-08,0.0,2.3176038865813098e-09
1817,4.514932783195036e-08,0.0,1.556873407970727e-09
1818,2.98029441125891e-08,0.0,3.5763532135746345e-09
1819,3.415846450138815e-08,0.0,0.0
1820,2.966620371580575e-08,0.0,1.3053129244156025e-08
1821,3.944595405869222e-08,0.0,1.577838126820552e-08
1822,5.514088741165324e-08,0.0,2.0051231786055723e-09
1823,3.162459805139406e-08,0.0,9.882686891060644e-10
1824,1.035796870496597e-07,2.5263338088166165e-09,4.210556348027694e-09
1825,1.6730341556581152e-08,0.0,1.7610886082763955e-09
1826,7.839106075380187e-08,0.0,8.807984341885344e-10
1827,5.899054755786892e-08,0.0,1.3825909306319772e-08
1828,4.586150481600271e-08,0.0,7.337841001486822e-09
1829,4.9724420136953995e-08,0.0,1.800366966620004e-08
1830,7.201416707403041e-08,0.0,1.7742621594152297e-08
1831,3.1182413096075834e-08,0.0,1.5591206103948707e-09
1832,6.900284432731496e-08,0.0,1.488296597074168e-08
1833,9.151066393542351e-08,1.1583628500844156e-09,1.6217079235048004e-08
1834,1.3721761149554368e-07,0.0,6.534171426153534e-09
1835,6.42862474364847e-08,0.0,3.781543966852041e-09
1836,5.981467410265395e-08,0.0,2.688300027031687e-09
1837,6.192522761239161e-08,6.957890930081589e-10,1.1828414692161004e-08
1838,4.229148586887277e-08,6.312161904276081e-10,6.312161904276081e-10
1839,1.0347383039288616e-07,0.0,2.0974426639952526e-09
1840,9.299745329371945e-08,0.0,1.0191501864653674e-08
1841,1.0722315835209884e-07,6.420548537278137e-10,1.5409316489467528e-08
1842,1.2611538124929211e-07,0.0,7.379091560011375e-09
1843,8.624090241937665e-08,0.0,2.3627644285539873e-09
1844,9.00124064173724e-08,0.0,3.841992946007622e-09
1845,1.0993048960017404e-07,0.0,1.562463758375543e-08
1846,1.1299187718805115e-07,0.0,1.4050803187615202e-08
1847,1.089431194145618e-07,0.0,2.2112217834546755e-08
1848,9.815170187721378e-08,0.0,1.206783295515379e-08
1849,1.0474268918869711e-07,1.6758829879393033e-09,1.5920887719289567e-08
1850,8.486244951200206e-08,0.0,8.146795238417326e-09
1851,9.351686003356008e-08,0.0,4.514607354622058e-09
1852,6.77096707590863e-08,0.0,3.2552727180501506e-09
1853,6.449686651421871e-08,0.0,5.3747388761848924e-09
1854,6.546537179019651e-08,0.0,9.352196350675968e-09
1855,7.90733594158155e-08,0.0,4.2455496895854594e-09
1856,1.0406150607877862e-07,0.0,4.659470143053568e-09
1857,7.761599363220739e-08,0.0,2.147863931156735e-08
1858,9.004364187603642e-08,0.0,3.4255731584664773e-09
1859,6.008764330545091e-08,0.0,5.092173349652285e-10
1860,7.048863182035348e-08,0.0,1.373155145145688e-09
1861,1.145979169336897e-07,4.715963730639317e-10,7.073945429425521e-09
1862,8.177555343991116e-08,0.0,4.066187830886747e-09
1863,6.443060840410908e-08,0.0,2.2475793670651e-08
1864,8.630509995555258e-08,0.0,1.5343129433631475e-08
1865,7.813361690978127e-08,0.0,3.765475486972036e-09
1866,4.7683005988119476e-08,0.0,4.865612801552288e-09
1867,8.540948215340904e-08,0.0,1.649955905236311e-08
1868,8.990571132017067e-08,4.93987406535723e-10,1.4819621974027086e-08
1869,8.790334504737984e-08,0.0,6.348574999037737e-09
1870,8.945116292125022e-08,0.0,1.7202147262196377e-08
1871,1.1152236112366154e-07,0.0,9.559059321873065e-09
1872,1.2699412366146134e-07,0.0,9.071008832961525e-09
1873,7.18320549708551e-08,0.0,8.380406590902112e-09
1874,7.34876905994497e-08,0.0,2.3898436563030145e-09
1875,1.0470394329331612e-07,0.0,1.0298748520654044e-08
1876,1.0217765122888522e-07,0.0,1.5115036333668286e-08
1877,5.566334237983028e-08,0.0,2.4739263970730008e-09
1878,6.884560832531861e-08,0.0,1.2078177347163432e-09
1879,9.408361023588441e-08,0.0,1.4662380642960215e-08
1880,5.968597349692573e-08,2.5671385017744797e-09,1.4761046607247863e-08
1881,6.205532088188193e-08,1.3945015142624584e-09,1.8128519130300447e-08
1882,5.124646662579835e-08,0.0,1.2645231528551903e-08
1883,6.066565561013704e-08,0.0,1.1374810426900694e-08
1884,5.0172896948197376e-08,0.0,1.0562715146988921e-08
1885,6.445635847285303e-08,1.2891271383708158e-09,1.740321664556177e-08
1886,5.937186742244194e-08,0.0,5.162771099520569e-09
1887,6.267767815870684e-08,6.528924623161458e-10,4.570247291724172e-09
1888,6.657645457153194e-08,0.0,8.876860135842435e-09
1889,5.450668894013688e-08,0.0,7.51816386923565e-09
1890,7.996351314432104e-08,0.0,1.3108772733971819e-08
1891,6.756673087693343e-08,0.0,6.3742202627281586e-09
1892,7.584900174606446e-08,0.0,5.641661360300532e-09
1893,6.959010789842068e-08,0.0,4.926733243593162e-09
1894,6.679631781025819e-08,0.0,1.8904617871129403e-09
1895,8.486246372285677e-08,0.0,1.8055843042930064e-08
1896,6.014969500256484e-08,0.0,6.486732040400511e-09
1897,9.730611338909512e-08,0.0,2.330685422435863e-09
1898,9.053367477918073e-08,0.0,6.7900258748920805e-09
1899,6.135611840818456e-08,0.0,1.2713430308508578e-08
1900,4.4123950715402316e-08,0.0,8.824790675987515e-09
1901,7.377135347041985e-08,0.0,9.500856101851696e-09
1902,4.517461249520238e-08,4.910283846193408e-10,9.329538919189417e-09
1903,6.642270733436817e-08,0.0,5.940242076007962e-09
1904,8.06193796165644e-08,0.0,6.449550227216605e-09
1905,1.0166695574298501e-07,0.0,8.257214467732865e-09
1906,8.950880925340243e-08,0.0,6.173021205313489e-09
1907,7.354265818548811e-08,5.142843373384665e-10,3.0857059130084963e-09
1908,8.202020040926072e-08,0.0,7.858222517143076e-09
1909,6.106091632318567e-08,0.0,3.300590023513905e-09
1910,8.657524119826121e-08,0.0,1.4429207162436342e-08
1911,5.479985532019782e-08,0.0,1.0108711201439746e-08
1912,7.60575531444374e-08,0.0,3.125652625612929e-09
1913,5.674198888527826e-08,0.0,9.015082902408267e-09
1914,6.830678245250965e-08,0.0,3.3483718020477227e-09
1915,7.186265094105693e-08,0.0,1.295883844676382e-08
1916,6.152978926365904e-08,0.0,6.592477230782379e-09
1917,6.141197417264266e-08,0.0,1.0966424213165737e-08
1918,5.858051821405752e-08,1.1486376294556067e-09,1.033773866510046e-08
1919,6.353415216153735e-08,9.207848372660976e-10,1.4732557396257562e-08
1920,6.66356356759934e-08,0.0,1.2115570768855832e-08
1921,5.5281056177136634e-08,7.572747429129834e-10,1.3630945261411398e-08
1922,4.721878710256533e-08,0.0,1.770704471937279e-08
1923,4.777176698667063e-08,0.0,8.492758496458919e-09
1924,7.219309594574952e-08,0.0,2.0626599095407983e-08
1925,6.378942885021388e-08,0.0,5.499089184013428e-09
1926,6.35329868714507e-08,0.0,1.5604593173179637e-08
1927,4.0137209111890115e-08,0.0,8.919379901328739e-09
1928,2.9707706517001498e-08,0.0,1.1426041224282812e-09
1929,4.790374674712439e-08,1.1140406375176326e-09,1.0026365515614089e-08
1930,7.142450186847782e-08,0.0,9.453243521306831e-09
1931,3.877821086462063e-08,1.1405356659111021e-09,6.843213995466613e-09
1932,4.164623845781534e-08,0.0,2.1919073223131136e-09
1933,5.5059178549754506e-08,0.0,1.261772819560747e-08
1934,4.193552882725271e-08,0.0,9.585264137967897e-09
1935,5.2660450222674626e-08,0.0,3.590485242455088e-09
1936,4.243650053581405e-08,0.0,1.091224355320719e-08
1937,5.5400921183945684e-08,0.0,1.0072894518486919e-08
1938,4.926781471681352e-08,1.2965214457594243e-09,1.0372171566075394e-08
1939,4.435274547631707e-08,0.0,9.176430282309411e-09
1940,4.057252667166722e-08,0.0,2.5357829169792012e-09
1941,3.5418032950929046e-08,0.0,5.9030051957620344e-09
1942,4.8547388331598995e-08,0.0,6.068423541449874e-09
1943,4.935499831049128e-08,0.0,0.0
1944,7.711646787811333e-08,0.0,3.2131861615880553e-09
1945,5.8819608739213436e-08,0.0,8.714016175304096e-09
1946,9.048717686255259e-08,0.0,9.744772988540262e-09
1947,5.8412268799656886e-08,1.1920870957027319e-09,1.549713246618012e-08
1948,5.6533817627268945e-08,0.0,1.4133454406817236e-08
1949,4.417653798327592e-08,9.817008317369869e-10,6.8719057111366055e-09
1950,6.806631347444636e-08,0.0,7.444753258312176e-09
1951,3.838104589704017e-08,0.0,1.0661401539380222e-08
1952,3.585233443459401e-08,0.0,5.272402070488624e-09
1953,3.3398865895151175e-08,1.0773827385790469e-09,7.54167928107563e-09
1954,3.8112890621277984e-08,9.772536113672459e-10,1.7590565448699635e-08
1955,3.9419553843345057e-08,0.0,8.447047505910632e-09
1956,4.971050771018781e-08,0.0,6.976913269340912e-09
1957,4.4175187952077977e-08,2.6505113659425206e-09,1.3252556385623393e-08
1958,5.1287909030861556e-08,0.0,4.9633461784992505e-09
1959,3.022791617013354e-08,0.0,8.525822714489095e-09
1960,3.3220000972278285e-08,6.920833350854139e-10,8.997083078554624e-09
1961,2.640300600376122e-08,0.0,5.55852741612739e-09
1962,3.424656469519505e-08,0.0,6.341956404476434e-10
1963,4.526237162849611e-08,0.0,2.5864212993553792e-09
1964,5.1105335074908e-08,0.0,3.041984220075733e-09
1965,4.049311996823235e-08,0.0,1.0944086747954884e-09
1966,3.600398557068729e-08,5.539074754423723e-10,7.754704434148607e-09
1967,4.042875190179984e-08,0.0,4.930335695263466e-09
1968,5.6591840547071115e-08,0.0,5.838840522187638e-09
1969,6.085955561729861e-08,0.0,1.1354394757745467e-08
1970,5.196559271780643e-08,0.0,4.1388523719376735e-09
1971,4.1107178105903586e-08,0.0,5.652237344833111e-09
1972,4.2067203054330093e-08,0.0,3.0780880067027283e-09
1973,5.072147502005464e-08,0.0,1.1026407342740185e-08
1974,5.231781585735007e-08,5.625571675160757e-10,9.563471792262135e-09
1975,4.569184142155791e-08,0.0,4.569184142155791e-09
1976,3.599522102604169e-08,0.0,3.4281160132820787e-09
1977,4.4663540421652215e-08,0.0,6.464460078348111e-09
1978,3.5049488644745e-08,0.0,8.910887139279566e-09
1979,2.63338808537128e-08,5.851973350345929e-10,5.851973128301324e-09
1980,4.4912688679232815e-08,1.1370301367108482e-09,2.2740602734216964e-09
1981,3.28928564385933e-08,6.325549528618524e-10,4.427884725544118e-09
1982,2.7933760193832313e-08,0.0,2.483000915987077e-09
1983,4.0418022706489865e-08,0.0,1.1999100379966876e-08
1984,3.131464509920079e-08,0.0,4.059305780401701e-09
1985,3.4890238254092765e-08,0.0,3.0077789148208467e-09
1986,3.8364706966831363e-08,5.994485463567401e-10,1.8582904104391673e-08
1987,2.749867533680117e-08,0.0,3.6664902225425067e-09
1988,4.197587699650285e-08,0.0,8.395175221664886e-09
1989,4.006329135108899e-08,0.0,4.939309850016116e-09
1990,2.179460345530515e-08,0.0,5.448650863826288e-09
1991,4.10302547493302e-08,0.0,4.68917216167597e-09
1992,3.361066092111287e-08,0.0,1.1019888335184191e-09
1993,3.323524566667402e-08,5.539207426075166e-10,4.985286850001103e-09
1994,4.2199413741172975e-08,0.0,6.329911705904578e-09
1995,3.145021310047014e-08,0.0,7.0491861237087505e-09
1996,3.3629980578098184e-08,5.338092190498855e-10,3.2028553142993132e-09
1997,3.5482219828963935e-08,4.79489448146353e-10,6.233362714880286e-09
