year,petites_ADJ humeurs_NOUN,petites_ADJ rumeurs_NOUN
1800,9.432493897065797e-09,0.0
1801,2.8574191901498125e-08,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,1.5862518409903714e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,1.1700633351097167e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,7.866692897096073e-08,0.0
1815,2.697223555614414e-09,0.0
1816,6.952811659743929e-09,2.0858434979231788e-08
1817,1.71256075987003e-08,0.0
1818,3.5763532135746345e-09,0.0
1819,2.173720581311045e-08,0.0
1820,0.0,2.254631326081835e-08
1821,1.0847637454958203e-08,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,0.0
1824,1.431589158329416e-08,5.052667617633233e-09
1825,3.522177216552791e-09,8.805443041381977e-10
1826,5.284790383086602e-09,0.0
1827,1.1060727445055818e-08,0.0
1828,1.559291185060374e-08,0.0
1829,4.286587973467704e-09,0.0
1830,4.174734336004349e-09,0.0
1831,4.677361609140007e-09,0.0
1832,1.7588959622116818e-08,0.0
1833,3.4750886612755494e-09,0.0
1834,1.120143711119681e-08,1.8669061851994684e-09
1835,4.5378527602224494e-09,0.0
1836,1.0753200108126748e-08,1.3441500135158435e-09
1837,1.0436836284100082e-08,7.653680356156656e-09
1838,2.5248647617104325e-09,0.0
1839,1.8177836125232716e-08,6.9914751765765e-10
1840,2.5478754661634184e-09,3.821813088222825e-09
1841,1.926164561183441e-09,0.0
1842,5.366612043644636e-09,6.708265054555795e-10
1843,5.906910960362666e-09,0.0
1844,5.488561161115513e-09,0.0
1845,6.696273757711424e-09,0.0
1846,6.439951683034906e-09,1.1709002656346001e-09
1847,2.1572894581822766e-09,1.0247124926365814e-08
1848,0.0,1.6090443422100975e-09
1849,2.513824481908955e-09,2.513824481908955e-09
1850,1.3577992064028876e-09,1.3577992064028876e-09
1851,5.8044946626978344e-09,0.0
1852,3.906327261660181e-09,0.0
1853,4.777545470346922e-09,0.0
1854,1.610655964157104e-08,5.7152309551611324e-09
1855,2.1227748447927297e-09,0.0
1856,5.177189343896771e-09,5.177189232874468e-10
1857,4.881508974818871e-09,0.0
1858,3.9149408159744326e-09,5.3830437884982985e-09
1859,5.092173349652285e-09,3.5645213447565993e-09
1860,1.876645328025006e-08,5.950338888283113e-09
1861,6.13075279431996e-09,0.0
1862,1.0843167252971853e-08,9.035972525772706e-10
1863,4.994620717013731e-09,3.496234635136375e-09
1864,5.753673537611803e-09,1.9178911792039344e-09
1865,8.001635798393636e-09,4.706844358715045e-10
1866,5.838735717134114e-09,3.4059290943133647e-09
1867,0.0,4.85281148598915e-10
1868,1.877152122631287e-08,0.0
1869,6.8369265804335555e-09,1.953407657850903e-09
1870,1.1468097582678638e-09,5.734048791339319e-10
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.047339295989218e-10,1.8142017887967654e-09
1873,2.3944017879529156e-09,1.1972008939764578e-09
1874,3.5847653734322193e-09,0.0
1875,3.432916173551348e-09,4.005069165202713e-09
1876,5.441413541973361e-09,2.418405919968336e-09
1877,1.2369631985365004e-09,1.8554447978047506e-09
1878,1.3285995414946683e-08,1.8117265465633636e-09
1879,1.2829582729523281e-08,1.221865053580018e-09
1880,5.776061406947974e-09,1.2835692508872398e-09
1881,5.5780060570498335e-09,0.0
1882,2.6621540527571597e-09,2.6621540527571597e-09
1883,1.8958017378167824e-09,6.319338941018771e-10
1884,1.3203393933736152e-09,6.601696966868076e-10
1885,5.156508553483263e-09,2.5782542767416317e-09
1886,1.2906927748801422e-09,0.0
1887,6.528924623161458e-10,6.528924623161458e-10
1888,8.242799331981132e-09,6.340614699951175e-10
1889,5.6386229019267375e-09,1.2530273485467092e-09
1890,0.0,2.6217545912032847e-09
1891,1.2748440081367107e-09,6.374220040683554e-10
1892,4.387958441043338e-09,4.387958441043338e-09
1893,4.310891643655168e-09,0.0
1894,1.2603078580752936e-09,5.671385361338821e-09
1895,6.018614495673091e-10,0.0
1896,1.179405795248556e-09,0.0
1897,2.330685422435863e-09,2.330685422435863e-09
1898,2.8291773368493978e-09,7.921696743018458e-09
1899,5.527578395003729e-10,1.6582735185011188e-09
1900,2.595526460424935e-09,6.748368974740515e-09
1901,5.588738916095792e-10,5.588738916095792e-10
1902,4.910283846193408e-10,5.401312119790447e-09
1903,5.400220270956879e-10,0.0
1904,3.7622376325430196e-09,3.2247751136083025e-09
1905,0.0,1.5482277682110634e-09
1906,3.600929110447737e-09,6.6874399351490865e-09
1907,5.142843373384665e-10,0.0
1908,4.4202499438483756e-09,1.4734167219643268e-09
1909,2.2003934230241384e-09,1.1001967115120692e-09
1910,2.137660271017694e-09,3.740905363258662e-09
1911,5.320374141248863e-10,0.0
1912,5.209421227725386e-10,5.209421227725386e-10
1913,5.30298971401777e-10,0.0
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,0.0,2.3561523843085297e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,0.0
1922,2.951174193910333e-09,0.0
1923,6.369568872344189e-09,0.0
1924,5.156649773851996e-09,1.289162443462999e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,1.2264147031260109e-08,1.1149224876660924e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,3.4216069977333063e-09,2.2810713318222042e-09
1932,0.0,1.0959536611565568e-09
1933,3.4411986593596566e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,9.639558484764166e-09
1945,4.357008087652048e-09,0.0
1946,2.7842208538686464e-09,1.3921104269343232e-09
1947,3.5762612871081956e-09,2.3841741914054637e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,5.890204768377316e-09,0.0
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,0.0,0.0
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,0.0,9.385607846468247e-10
1956,8.72114158667614e-10,1.744228317335228e-09
1957,5.301022731885041e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,6.617794756635931e-09
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,4.152500121534786e-09,6.920833350854139e-10
1961,8.33779090214648e-09,6.948159270159238e-10
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,1.939815863494232e-09
1964,3.6503808864551957e-09,1.2167936658258327e-09
1965,7.1136563306595235e-09,5.472043373977442e-10
1966,4.431259803538978e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,1.4791006197611978e-09
1968,3.1439910674890825e-09,0.0
1969,3.1792304344691047e-09,1.8167031212712459e-09
1970,9.197450023812337e-10,4.5987250119061684e-10
1971,4.1107179882260425e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,0.0,1.6539611902288698e-09
1974,0.0,2.2502286700643026e-09
1975,1.1422960355389478e-09,1.1422960355389478e-09
1976,0.0,1.142705374768127e-09
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,1.7055452605774235e-09,1.1370301367108482e-09
1981,4.427884725544118e-09,0.0
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,1.739702604197646e-09,2.8995041922996734e-09
1985,6.015557829641693e-09,2.4062232206745193e-09
1986,5.994485352545098e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,1.8332451112712533e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,2.1794604454505873e-09
1991,5.861465202094962e-10,0.0
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,4.985286850001103e-09,5.539207426075166e-10
1994,5.274926606624319e-10,3.164955852952289e-09
1995,2.7112254663563817e-09,1.0844901643380922e-09
1996,5.871901187504136e-09,2.6690460952494277e-09
1997,1.438468344439059e-09,4.79489448146353e-10
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,1.8280804647829996e-09,2.7421206971744994e-09
2000,1.3254094488601709e-09,1.3254094488601709e-09
2001,2.6287270138425356e-09,8.762423564512289e-10
2002,6.571832411594869e-09,4.38122149670761e-10
2003,2.5001538617175356e-09,2.9168460979889232e-09
2004,2.642874807889939e-09,3.0833537945085254e-09
2005,2.251874686720612e-09,3.6029997874109654e-09
2006,2.0589450144825605e-09,3.706100981659688e-09
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,8.514879357157668e-10,1.7029758714315335e-09
2009,9.53638501499654e-10,2.860915504498962e-09
2010,1.8895172093635892e-09,1.4171379625338432e-09
2011,2.6767803529281764e-09,2.2943831279320648e-09
2012,2.382976926895708e-09,5.1063788752969685e-09
2013,4.183687618564136e-09,3.6258624991347688e-09
2014,3.4647122948427977e-09,2.5985342766432495e-09
2015,3.103205470367243e-09,3.768178213903184e-09
2016,3.1070099826280284e-09,2.0713401271965637e-09
2017,2.264050280587071e-09,2.0124890642847504e-09
2018,3.0977600484760615e-09,2.8396134332808742e-09
2019,3.5713827450933877e-09,4.3366790158927415e-09
