year,aurons_VERB appelé_VERB,aurons_VERB rappelé_VERB
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,1.3151444377967891e-08
1933,0.0,2.408838994938378e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,9.699771652549316e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,1.8151300906765755e-08
1939,0.0,3.058810094103137e-09
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211815133858e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,0.0,3.213186161588055e-08
1945,0.0,1.9606536838523425e-08
1946,0.0,2.0881657292193267e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,9.784699273041042e-09
1949,0.0,7.853606653895895e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,5.330700769690111e-09
1952,2.1089607837865287e-09,7.381362632230548e-09
1953,0.0,8.619061908632375e-09
1954,0.0,8.795282724349818e-09
1955,0.0,1.1262729415761896e-08
1956,0.0,7.849027205963921e-09
1957,0.0,5.301022731885041e-09
1958,0.0,9.099467845885556e-09
1959,7.750747821333448e-10,1.1626121398933265e-08
1960,6.920833350854139e-10,5.536666680683311e-09
1961,6.948159270159238e-10,5.55852741612739e-09
1962,1.9025869768540815e-09,3.170978146727066e-09
1963,0.0,7.1126584622049904e-09
1964,1.2167936658258327e-09,1.0951143103454797e-08
1965,5.472043373977442e-10,1.094408652591028e-08
1966,5.539074754423723e-10,4.431259803538978e-09
1967,4.930335584241163e-10,3.944268467392931e-09
1968,8.982831700699023e-10,1.2126823101255013e-08
1969,2.2708788183223305e-09,7.2668124850849836e-09
1970,0.0,1.241655755990223e-08
1971,0.0,4.624557625731995e-09
1972,5.130146862875051e-10,9.234264020108185e-09
1973,5.513203782392395e-10,1.6539611902288698e-09
1974,5.625571675160757e-10,5.625571564138454e-09
1975,0.0,2.8557400888473694e-09
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,0.0,5.876781838942691e-10
1978,0.0,3.5643548113029055e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,0.0,2.483000915987077e-09
1983,6.315316047889041e-10,2.5261264191556165e-09
1984,1.739702604197646e-09,0.0
1985,0.0,3.609334831011779e-09
1986,1.7983456945813714e-09,3.5966913891627428e-09
1987,0.0,7.332980445085013e-09
1988,0.0,1.798966087207532e-09
1989,0.0,2.1952488715726304e-09
1990,1.089730194969718e-09,2.179460389939436e-09
1991,5.861465202094962e-10,5.861465202094962e-10
1992,5.509944167592096e-10,2.2039776670368383e-09
1993,0.0,3.323524566667402e-09
1994,0.0,5.274926606624319e-10
1995,0.0,2.1689803286761844e-09
1996,5.338092190498855e-10,1.067618438099771e-09
1997,2.3974471297094624e-09,2.876936688878118e-09
1998,9.536258449571733e-10,1.9072516899143466e-09
1999,4.570201161957499e-10,9.140402323914998e-10
2000,8.836062992401139e-10,1.7672125984802278e-09
2001,0.0,5.257454027685071e-09
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,0.0,4.166922806803086e-09
2004,8.809582507929292e-10,4.404791253964646e-10
2005,4.5037495954858286e-10,1.8014998381943315e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,7.988958938831558e-10,1.997239706952314e-09
2008,2.1287198670449925e-09,4.257439678578834e-10
2009,4.291373478793048e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,4.723793023408973e-10
2011,4.206369030868018e-09,2.6767803529281764e-09
2012,2.382976926895708e-09,0.0
2013,5.578250084070646e-10,5.578250084070646e-10
2014,8.661780737106994e-10,1.9489005964601347e-09
2015,2.2165753954528356e-10,1.994917786518613e-09
2016,1.86420612280358e-09,3.935546111222266e-09
2017,1.509366853724714e-09,5.031222660711876e-10
2018,2.323319980845895e-09,2.5814667070633845e-10
2019,1.2754939326953263e-09,1.02039510174734e-09
