year,dois_VERB assurer_VERB,dois_VERB rassurer_VERB
1870,3.4404292748035914e-09,0.0
1871,0.0,3.18635318130589e-09
1872,3.0236697590169115e-09,2.4189357183956872e-09
1873,2.9930022904522957e-09,0.0
1874,8.364453130127458e-09,0.0
1875,1.2587359599081083e-08,2.2886108563824337e-09
1876,0.0,1.813804439976252e-09
1877,6.184816214727107e-09,9.27722432209066e-09
1878,6.039088784604019e-09,6.039088673581716e-10
1879,1.7717043832021773e-08,6.109325489944695e-09
1880,5.776061406947974e-09,5.134277003548959e-09
1881,6.2752567586699115e-09,2.091752326904839e-09
1882,9.317538740560849e-09,6.655385131892899e-10
1883,1.8958017378167824e-09,3.791603475633565e-09
1884,6.601696966868076e-09,6.601696966868076e-10
1885,2.2559724754955823e-08,7.090199094506033e-09
1886,1.613365974151293e-08,7.098810428374236e-09
1887,3.9173548849191775e-09,3.9173548849191775e-09
1888,1.2047167707862627e-08,5.07249175996094e-09
1889,1.4409814674820609e-08,6.265136742733546e-10
1890,6.554386366985909e-09,1.1797895993481688e-08
1891,8.92390783491237e-09,3.1871101313640793e-09
1892,1.002961980134387e-08,6.268512375839919e-10
1893,2.463366621796581e-09,1.2316833108982905e-09
1894,8.822155450616265e-09,1.8904617871129403e-09
1895,8.426059849853118e-09,5.416753268150387e-09
1896,2.948514543632541e-09,4.1279202278587945e-09
1897,5.2440420894583895e-09,0.0
1898,5.6583548957434e-10,4.52668391659472e-09
1899,7.185851913504848e-09,4.9748205555033564e-09
1900,5.19105292084987e-09,5.19105292084987e-09
1901,5.58873880507349e-09,2.235495566438317e-09
1902,8.347482705062248e-09,3.928227076954727e-09
1903,7.020286574288548e-09,0.0
1904,1.289910045443321e-08,2.6873125946735854e-09
1905,1.3417973399043603e-08,1.5482277682110634e-09
1906,1.5432553013283723e-09,2.572092316910357e-09
1907,3.599990305858114e-09,0.0
1908,2.9468334439286537e-09,5.40252820258047e-09
1909,7.151278680339601e-09,1.6502950117569526e-09
1910,6.412980813053082e-09,1.6032452032632705e-09
1911,7.448523575703803e-09,2.6601871816467337e-09
1912,2.0837684910901544e-09,0.0
1913,4.772690687104841e-09,1.060597942803554e-09
1914,8.705766774141921e-09,6.696743715117748e-10
1915,1.295883844676382e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,1.0966424435210342e-09,0.0
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,2.2716695191604686e-09,3.028892692213958e-09
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,2.951174193910333e-09,0.0
1923,6.369568872344189e-09,1.0615948120573648e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,1.114613823460786e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.5996457491951332e-08,1.1426041224282812e-09
1929,5.570202965543558e-09,1.1140406375176326e-09
1930,9.453243521306831e-09,2.100720708497761e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,4.383814644626227e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,0.0
1939,7.647025235257843e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.4305045148432782e-08,0.0
1948,6.523132700664291e-09,0.0
1949,8.835307596655184e-09,1.9634016634739737e-09
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,1.0661401761424827e-09
1952,1.0544804140977249e-08,1.0544803918932644e-09
1953,2.1547654771580937e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,8.447047505910632e-09,0.0
1956,8.72114114258693e-09,8.72114158667614e-10
1957,5.301022731885041e-09,0.0
1958,1.6544486891589827e-09,0.0
1959,6.200598257066758e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,2.076250060767393e-09
1961,2.08444772553662e-09,0.0
1962,1.0781326054143392e-08,0.0
1963,5.819448034571906e-09,0.0
1964,8.517555549758526e-09,0.0
1965,7.1136563306595235e-09,0.0
1966,8.862519607077957e-09,5.539074754423723e-10
1967,7.888536934785861e-09,0.0
1968,1.392338955241712e-08,2.6948494546985557e-09
1969,7.2668124850849836e-09,3.1792304344691047e-09
1970,4.1388523719376735e-09,4.5987250119061684e-10
1971,1.0790635052160269e-08,5.138397485282553e-10
1972,5.130146973897354e-09,2.565073486948677e-09
1973,5.513203671370093e-09,1.102640756478479e-09
1974,7.875800456247362e-09,1.1251143350321513e-09
1975,5.140332159925265e-09,2.2845920710778955e-09
1976,8.570290255249802e-09,0.0
1977,9.402850942308305e-09,1.7630346071939584e-09
1978,7.128709622605811e-09,0.0
1979,1.0533551808578068e-08,5.851973350345929e-10
1980,1.3075846183596695e-08,0.0
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,1.1173503899897241e-08,0.0
1983,8.209910973278056e-09,6.315316047889041e-10
1984,9.858314165001048e-09,1.739702604197646e-09
1985,7.218669662023558e-09,6.015558051686298e-10
1986,4.7955883708539204e-09,5.994485463567401e-10
1987,5.49973533381376e-09,3.0554083707556856e-09
1988,2.99827696004229e-09,0.0
1989,1.1525056464734007e-08,1.0976244357863152e-09
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,1.1570882918476855e-08,1.65298330578878e-09
1993,1.1632335983335906e-08,1.1078414852150331e-09
1994,1.0549853435293244e-08,1.0549853213248639e-09
1995,8.133675954979935e-09,5.422450821690461e-10
1996,1.2811421257197253e-08,0.0
1997,9.110299181713799e-09,2.3974471297094624e-09
1998,1.5734826774860267e-08,1.9072516899143466e-09
1999,1.3710603319339043e-08,4.570201161957499e-10
2000,1.0603275590881367e-08,8.836062992401139e-10
2001,7.886181485616817e-09,8.762423564512289e-10
2002,8.762443215459825e-09,2.6287327870022636e-09
2003,1.3334153337041244e-08,1.6667691671301554e-09
2004,2.642874719072097e-08,4.404791253964646e-10
2005,1.170974872621855e-08,1.3511248786457486e-09
2006,1.3589036562677848e-08,2.0589450144825605e-09
2007,1.6377365241737607e-08,3.595031605740928e-09
2008,1.830699147831183e-08,4.257439678578834e-10
2009,3.6715082529781284e-08,3.337734755248789e-09
2010,2.267420740054149e-08,4.2514138876015295e-09
2011,3.21213633469597e-08,5.7359579308524644e-09
2012,3.2680826933528806e-08,3.4042526575461807e-09
2013,3.095928846619245e-08,4.183687618564136e-09
2014,3.8761470477766125e-08,3.4647122948427977e-09
2015,2.992376835209143e-08,6.64972610309178e-09
2016,3.583418362040902e-08,4.971216327476213e-09
2017,4.0501340947685094e-08,9.559323110863716e-09
2018,4.233605466197332e-08,5.937373259712331e-09
2019,3.9285211528294894e-08,8.16316081397872e-09
