year,voudrais_VERB assurer_VERB,voudrais_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,1.1386155129855524e-08
1820,0.0,0.0
1821,0.0,0.0
1822,9.023054303725075e-09,0.0
1823,0.0,0.0
1824,5.052667617633233e-09,0.0
1825,1.7610886082763955e-09,0.0
1826,0.0,0.0
1827,0.0,9.217273055917019e-10
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,9.334531370086552e-09,0.0
1835,8.31939672707449e-09,0.0
1836,1.3441500135158435e-09,0.0
1837,1.3915781860163179e-09,6.957891152126194e-09
1838,0.0,1.2624323808552163e-09
1839,1.3982950353153e-09,6.9914751765765e-10
1840,8.917564464638872e-09,0.0
1841,0.0,3.2102742686390684e-09
1842,0.0,0.0
1843,0.0,0.0
1844,1.097712254427563e-09,0.0
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,0.0,0.0
1847,1.0786447290911383e-09,5.393223645455691e-10
1848,8.045221711050488e-10,0.0
1849,0.0,3.3517659758786067e-09
1850,2.0366988096043315e-09,0.0
1851,6.449438760824933e-10,0.0
1852,3.2552727180501506e-09,6.510545436100301e-10
1853,4.180352064508952e-09,0.0
1854,8.313063126763609e-09,0.0
1855,1.5920811335945473e-09,5.306937111981824e-10
1856,1.0354378465748937e-09,5.177189232874468e-10
1857,3.905207268672939e-09,7.322263684272912e-09
1858,1.9574704079872163e-09,0.0
1859,2.036869339860914e-09,1.018434669930457e-09
1860,5.950338888283113e-09,0.0
1861,2.357981809808507e-09,0.0
1862,9.035972525772706e-10,0.0
1863,1.4983863039219614e-09,0.0
1864,3.3563094525845827e-09,0.0
1865,1.4120533631256649e-09,3.765475486972036e-09
1866,8.271541673821048e-09,0.0
1867,1.455843445796745e-09,0.0
1868,1.4819622196071691e-09,2.9639244392143382e-09
1869,1.953407657850903e-09,0.0
1870,5.734048791339319e-10,0.0
1871,0.0,0.0
1872,5.442605477412599e-09,0.0
1873,2.9930022904522957e-09,0.0
1874,1.1949218281515073e-09,0.0
1875,2.2886108563824337e-09,1.716458086775674e-09
1876,0.0,3.627608879952504e-09
1877,0.0,4.329371083855449e-09
1878,1.2078177347163432e-09,0.0
1879,0.0,1.832797580370027e-09
1880,0.0,0.0
1881,6.2752567586699115e-09,2.7890030285249168e-09
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,6.951272890631799e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,1.9805090900604227e-09
1885,6.445635691854079e-10,6.445635691854079e-10
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,6.528924623161458e-10,0.0
1888,6.340614699951175e-10,5.07249175996094e-09
1889,3.132568426877924e-09,0.0
1890,0.0,0.0
1891,6.374220040683554e-10,1.9122659011827636e-09
1892,2.5074049503359674e-09,1.8805537127519756e-09
1893,6.158416554491453e-10,2.463366621796581e-09
1894,2.520615716150587e-09,0.0
1895,1.2037228991346183e-09,1.2037228991346183e-09
1896,5.89702897624278e-10,2.358811590497112e-09
1897,1.7480140668268973e-09,1.1653427112179315e-09
1898,0.0,5.092519295146758e-09
1899,0.0,2.7637891975018647e-09
1900,3.114631885736685e-09,2.595526460424935e-09
1901,2.235495566438317e-09,1.676621730339889e-09
1902,4.910283846193408e-10,2.455141867585553e-09
1903,2.1600881083827517e-09,2.1600881083827517e-09
1904,0.0,4.299700151477737e-09
1905,4.1286072338664326e-09,2.580379465655369e-09
1906,0.0,4.115347618238729e-09
1907,1.5428529565042481e-09,8.742834012309686e-09
1908,2.4556945366072114e-09,2.9468334439286537e-09
1909,0.0,1.1001967115120692e-09
1910,1.068830135508847e-09,3.206490406526541e-09
1911,0.0,2.128149656499545e-09
1912,0.0,3.646594803896619e-09
1913,2.121195885607108e-09,3.181793939432964e-09
1914,1.1384464038144415e-08,7.366418142140674e-09
1915,0.0,7.068456930880984e-09
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,0.0,8.773139548168274e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,0.0,1.1049418269237776e-08
1920,7.572231730534895e-10,3.786115865267448e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,7.377935484775833e-10,2.951174193910333e-09
1923,6.369568872344189e-09,1.1677542488541803e-08
1924,7.734974438733389e-09,1.4180787211159895e-08
1925,7.698724324711748e-09,8.798542339150117e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,4.570416489713125e-09,6.8556245125250825e-09
1929,6.684243825105796e-09,4.4561625500705304e-09
1930,7.352522590764465e-09,5.2518016602221e-09
1931,3.4216069977333063e-09,1.8248570654577634e-08
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,1.261772819560747e-08
1934,2.3963160344919743e-09,2.3963160344919743e-09
1935,2.393656828303392e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,8.487299751891442e-09
1937,1.2591118148108649e-09,1.0072894518486919e-08
1938,7.779128452511941e-09,1.0372171566075394e-08
1939,7.647025235257843e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,8.714016175304096e-09,6.535512131478072e-09
1946,4.1763312808029696e-09,1.3921104269343232e-08
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,9.784699273041042e-09,2.2830963786191205e-08
1949,1.668891336237266e-08,1.9634017078828947e-08
1950,6.381216888229346e-09,1.914365022059883e-08
1951,1.1727541604500402e-08,7.462981344019681e-09
1952,8.435843135146115e-09,1.2653764258629963e-08
1953,7.54167928107563e-09,1.508335856215126e-08
1954,1.3681550115052232e-08,1.3681550115052232e-08
1955,5.631364707880948e-09,1.0324168187025862e-08
1956,6.104799332717903e-09,1.1337483840634377e-08
1957,5.301022731885041e-09,1.501956425897788e-08
1958,6.617794756635931e-09,9.926692356998501e-09
1959,6.200598257066758e-09,1.3951345856355601e-08
1960,1.314958364417862e-08,1.591791587429725e-08
1961,8.33779090214648e-09,6.25334317660986e-09
1962,5.7077609305622445e-09,8.8787386332001e-09
1963,5.1728425987107585e-09,3.879631726988464e-09
1964,4.258777774879263e-09,1.3993127545575135e-08
1965,1.5321720781003023e-08,1.0396882466068291e-08
1966,9.970334780007306e-09,9.970334780007306e-09
1967,1.9721342336964653e-09,1.035370456037299e-08
1968,6.737123747768692e-09,9.431973424511852e-09
1969,8.629339909305145e-09,1.2262746373892242e-08
1970,9.197449912790034e-09,1.103694025061941e-08
1971,4.624557625731995e-09,1.3873672877195986e-08
1972,9.747279428040656e-09,9.234264020108185e-09
1973,7.718485406371656e-09,2.205281468548037e-08
1974,1.0688586016271984e-08,3.4878542720662153e-08
1975,5.140332159925265e-09,1.313640396460869e-08
1976,8.570290255249802e-09,2.285410793945175e-08
1977,4.11374712072643e-09,1.8218024422367307e-08
1978,4.158414057542359e-09,1.544553818177974e-08
1979,1.0533551808578068e-08,6.437170796402825e-09
1980,6.822181042309694e-09,1.762396628635088e-08
1981,9.488323904349727e-09,9.488323904349727e-09
1982,6.2075020679230875e-09,9.311253101884631e-09
1983,6.315316269933646e-09,5.052252838311233e-09
1984,6.378909400694965e-09,9.858314165001048e-09
1985,5.414002135495366e-09,6.617113967877231e-09
1986,6.593933843390687e-09,1.1988970705090196e-08
1987,1.4054879038383206e-08,9.166225112267057e-09
1988,7.795519785247507e-09,4.197587610832443e-09
1989,4.939309850016116e-09,6.036934507847036e-09
1990,5.448650863826288e-09,4.358920779878872e-09
1991,3.5168792322792797e-09,1.1722930182145319e-08
1992,7.713921945651236e-09,4.4079553340736766e-09
1993,8.862731881720265e-09,1.0524494165053966e-08
1994,1.002236071911966e-08,7.912389854425328e-09
1995,3.795715741716776e-09,7.591431483433553e-09
1996,8.007138063703678e-09,1.1743802375008272e-08
1997,8.151320507465698e-09,8.151320507465698e-09
1998,6.675381136744818e-09,2.3840645013706308e-09
1999,4.113180906983871e-09,2.285100553223174e-09
2000,4.859834756842929e-09,7.510653432518666e-09
2001,9.20054432640427e-09,1.0076787404500465e-08
2002,3.066854992184176e-09,5.6955880012310445e-09
2003,6.250384210204629e-09,5.000307723435071e-09
2004,3.9643119897903034e-09,7.928623979580607e-09
2005,3.1526248278623825e-09,2.702249757291497e-09
2006,3.294311934354255e-09,6.58862386870851e-09
2007,1.997239706952314e-09,3.1955835755326234e-09
2008,5.5346713878634546e-09,5.5346713878634546e-09
2009,6.198650481792356e-09,9.53638501499654e-09
2010,3.3066551718974324e-09,3.7790344187271785e-09
2011,1.1471915639660324e-09,4.206369030868018e-09
2012,3.4042526575461807e-09,3.744677901096338e-09
2013,3.6258624991347688e-09,6.414987652192394e-09
2014,4.547434873103384e-09,3.681256854903836e-09
2015,4.211493376260478e-09,8.422986752520956e-09
2016,2.6927420293532123e-09,5.178350193091319e-09
2017,8.301517695485927e-09,5.7859059765519305e-09
2018,3.0977600484760615e-09,4.3884935685412074e-09
2019,3.826481798085979e-09,5.867272001580659e-09
