year,avais_VERB établi_VERB,avais_VERB rétabli_VERB
1861,7.073945429425521e-09,0.0
1862,1.0843167252971853e-08,0.0
1863,5.494082966350788e-09,4.994620828036034e-10
1864,4.794728170054441e-09,0.0
1865,8.943004559114343e-09,0.0
1866,7.298419202328432e-09,9.731225825149181e-10
1867,6.79393608038481e-09,0.0
1868,4.939874287401835e-09,0.0
1869,7.813630631403612e-09,0.0
1870,9.17447806614291e-09,0.0
1871,3.18635318130589e-09,0.0
1872,9.675742873582749e-09,0.0
1873,2.0352414864532875e-08,0.0
1874,8.364453130127458e-09,0.0
1875,5.149374260327022e-09,1.1443054281912168e-09
1876,1.3301232115736639e-08,6.650616057868319e-09
1877,1.608052180301911e-08,6.184815992682502e-10
1878,1.9928991790152395e-08,0.0
1879,5.498392852132383e-09,0.0
1880,8.984985200299889e-09,0.0
1881,1.8825771164188154e-08,0.0
1882,1.4641846846075168e-08,0.0
1883,8.847074184359371e-09,0.0
1884,9.242375753615306e-09,6.601696966868076e-10
1885,5.80107206715752e-09,0.0
1886,3.2267319927115068e-09,0.0
1887,7.1818169189441505e-09,0.0
1888,1.268122939990235e-08,0.0
1889,6.891650361495749e-09,0.0
1890,9.176140736144589e-09,0.0
1891,5.736798147637501e-09,0.0
1892,9.402768341715273e-09,0.0
1893,9.23762488724833e-09,1.2316833108982905e-09
1894,1.0082462864602348e-08,6.301539290376468e-10
1895,1.745398137131815e-08,0.0
1896,8.255840455717589e-09,5.89702897624278e-10
1897,7.574727511894253e-09,0.0
1898,6.7900258748920805e-09,0.0
1899,9.39688327150634e-09,0.0
1900,1.038210584169974e-08,0.0
1901,7.824234593556412e-09,5.588738916095792e-10
1902,9.820567470342212e-09,4.910283846193408e-10
1903,8.640352433531007e-09,0.0
1904,9.674325340824907e-09,0.0
1905,1.5998352864698973e-08,5.160759042333041e-10
1906,7.201858220895474e-09,5.144184522798412e-10
1907,1.0799970695529737e-08,5.142843373384665e-10
1908,6.384805573134145e-09,4.911389073214423e-10
1909,8.801573692096554e-09,0.0
1910,1.7635697346918278e-08,0.0
1911,1.0108711201439746e-08,0.0
1912,7.814131564032323e-09,1.5628263128064646e-09
1913,4.772690687104841e-09,0.0
1914,6.027069510139427e-09,0.0
1915,1.1780761921542648e-09,0.0
1916,9.888715624128963e-09,0.0
1917,6.57985488317081e-09,0.0
1918,9.189101035644853e-09,0.0
1919,4.603924352863942e-09,9.207848372660976e-10
1920,6.057785384427916e-09,0.0
1921,1.2873671018098776e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,1.4862327368803108e-08,0.0
1924,9.02413699321869e-09,0.0
1925,9.898360353588487e-09,0.0
1926,1.3375366592072169e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,2.2852082448565625e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,3.1510811737689437e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.3764794637438627e-08,1.1470662197865522e-09
1934,4.7926320689839486e-09,0.0
1935,1.196828414151696e-09,0.0
1936,4.849885826274658e-09,0.0
1937,1.1332006444320086e-08,0.0
1938,9.075650453382877e-09,0.0
1939,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,8.854508237732261e-09,0.0
1942,6.068423541449874e-09,0.0
1943,0.0,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,9.784699273041042e-09,0.0
1949,4.908504269707237e-09,0.0
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,7.462981344019681e-09,0.0
1952,7.381362632230548e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,3.754243138587299e-09,0.0
1956,4.360570571293465e-09,0.0
1957,4.417518795207798e-09,0.0
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,5.425523585955716e-09,0.0
1960,4.844583401109048e-09,0.0
1961,2.08444772553662e-09,0.0
1962,9.512934440181198e-09,0.0
1963,5.819448034571906e-09,0.0
1964,3.041984220075733e-09,0.0
1965,6.0192477668863376e-09,0.0
1966,1.6617224263271169e-09,0.0
1967,2.9582012395223956e-09,0.0
1968,4.491415683816058e-09,0.0
1969,2.7250546263957176e-09,0.0
1970,5.518470125309705e-09,0.0
1971,2.569198631618974e-09,0.0
1972,2.565073486948677e-09,5.130146862875051e-10
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,3.937900228123681e-09,0.0
1975,3.4268881066168433e-09,0.0
1976,3.4281160132820787e-09,0.0
1977,5.289103821581875e-09,0.0
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,2.2740602734216964e-09,0.0
1981,1.8976649140967083e-09,6.325549528618524e-10
1982,4.345251713999687e-09,0.0
1983,2.5261264191556165e-09,0.0
1984,1.739702604197646e-09,0.0
1985,4.812446441349039e-09,0.0
1986,1.1988970927134801e-09,0.0
1987,4.277571630240118e-09,0.0
1988,4.197587610832443e-09,0.0
1989,8.232182935330457e-09,0.0
1990,3.2691906959314565e-09,0.0
1991,4.10302547493302e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,5.539207315052863e-09,0.0
1994,2.637463358823311e-09,0.0
1995,3.253470381991974e-09,0.0
1996,4.804283193493575e-09,0.0
1997,5.274384040632185e-09,0.0
1998,4.291316191284977e-09,0.0
1999,4.570201106446348e-09,0.0
2000,3.97622823555821e-09,0.0
2001,3.943090742808408e-09,0.0
2002,5.257465574004527e-09,0.0
2003,4.166922806803086e-09,0.0
2004,3.9643119897903034e-09,0.0
2005,3.602999676388663e-09,0.0
2006,2.0589450144825605e-09,0.0
2007,6.7906151812735516e-09,0.0
2008,5.5346713878634546e-09,0.0
2009,2.860915504498962e-09,4.76819250749827e-10
2010,5.196172381261022e-09,0.0
2011,4.5887662558641296e-09,0.0
2012,7.148930780687124e-09,0.0
2013,8.925200134513034e-09,8.367375126105969e-10
2014,9.744502982300673e-09,0.0
2015,4.211493376260478e-09,0.0
2016,6.214019965256057e-09,0.0
2017,2.7420163917213358e-08,2.515611330355938e-10
2018,5.162933192082164e-09,2.5814667070633845e-10
2019,3.826481798085979e-09,0.0
