year,plusieurs_DET ondes_NOUN,plusieurs_DET rondes_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,1.755305234496518e-08,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,2.881669125542885e-09
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,4.969867006821005e-08,0.0
1810,4.680253518074551e-09,0.0
1811,0.0,0.0
1812,2.6672083208723052e-08,0.0
1813,2.8757416004054903e-08,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,0.0,0.0
1820,0.0,4.746592452420373e-09
1821,0.0,2.9584463767662328e-09
1822,1.1028177482330648e-08,0.0
1823,1.9765373782121287e-09,0.0
1824,0.0,2.105278085196005e-08
1825,3.522177216552791e-09,0.0
1826,8.807984341885344e-10,0.0
1827,3.6869092223668076e-09,6.452091305675367e-09
1828,4.586150570418113e-09,0.0
1829,8.573175946935407e-09,9.430493719264632e-09
1830,1.5655253093882493e-08,0.0
1831,2.0268567268999504e-08,1.091384405071949e-08
1832,1.0823975493678972e-08,1.488296597074168e-08
1833,0.0,6.950177322551099e-09
1834,9.334530925997342e-10,0.0
1835,0.0,6.050470346963266e-09
1836,3.36037508930076e-09,1.3441500135158435e-09
1837,9.045257876039159e-09,4.87052354003481e-09
1838,6.312161904276081e-09,7.574594285131298e-09
1839,2.7965900706306e-09,1.3982950353153e-09
1840,1.7835128929277744e-08,0.0
1841,3.852329122366882e-09,1.926164561183441e-09
1842,3.3541325272778977e-09,6.708265054555795e-10
1843,1.4767278067040479e-08,1.7720733769266417e-09
1844,2.7442805805577564e-09,5.488561272137815e-10
1845,1.1718478631905782e-08,1.6740683839167048e-09
1846,5.854501328173001e-10,5.269050973311096e-09
1847,8.629157832729106e-09,0.0
1848,1.528592186161859e-08,9.65426583121598e-09
1849,2.011059585527164e-08,0.0
1850,1.3577992064028876e-09,1.3577992064028876e-09
1851,2.902247508984601e-08,1.2898877521649865e-09
1852,1.3021090872200602e-09,4.557382027314816e-09
1853,8.957897534855874e-09,5.971931837933653e-10
1854,7.27393034694046e-09,1.1430461910322265e-08
1855,3.767925349507095e-08,2.1227748447927297e-09
1856,4.504154560436291e-08,1.2942972915652717e-08
1857,1.8549734193129552e-08,1.4644527812635033e-09
1858,9.29798454896158e-09,2.4468380654951716e-09
1859,8.147477359443656e-09,8.147477359443656e-09
1860,9.15436793036406e-09,1.8308735638683515e-09
1861,9.903524222920623e-09,3.3011746669586728e-09
1862,8.132375661773494e-09,3.6143890103090826e-09
1863,2.4973103585068657e-09,1.4983863039219614e-09
1864,1.4384183844029508e-09,5.274200631788517e-09
1865,7.0602665935837194e-09,4.23615986733239e-09
1866,7.784980660119345e-09,9.731225825149181e-10
1867,6.308654931785895e-09,4.85281148598915e-10
1868,1.778354707937524e-08,3.4579119567723637e-09
1869,1.5138908793232986e-08,1.953407657850903e-09
1870,1.9495765446464475e-08,4.587239033071455e-09
1871,1.6993883633631413e-08,0.0
1872,1.814201766592305e-08,1.8142017887967654e-09
1873,2.3944017879529156e-09,5.986004469882289e-10
1874,1.0754296120296658e-08,4.182226565063729e-09
1875,1.716458086775674e-09,2.2886108563824337e-09
1876,9.673623679873344e-09,1.209202959984168e-09
1877,2.040989244278535e-08,0.0
1878,1.9325083755461492e-08,3.6234530931267273e-09
1879,1.221865097988939e-08,0.0
1880,1.1552122813895949e-08,1.9253538763308597e-09
1881,1.3945014920579979e-08,7.669758161910067e-09
1882,1.7304001787010748e-08,0.0
1883,2.9700892412165558e-08,1.895801682305631e-09
1884,4.621187876807653e-09,6.601696966868076e-10
1885,9.668453648803421e-09,3.86738152613475e-09
1886,1.7424351739236954e-08,6.453463874400711e-10
1887,4.570247291724172e-09,3.9173548849191775e-09
1888,6.974675947901687e-09,5.706553452000662e-09
1889,1.50363277384713e-08,5.012109394186837e-09
1890,1.9007721618891082e-08,8.520702365899524e-09
1891,8.286486163910922e-09,0.0
1892,4.387958441043338e-09,2.5074049503359674e-09
1893,2.771287377356657e-08,1.847525021858587e-09
1894,2.3945849747519787e-08,3.780923574225881e-09
1895,1.5648398132839247e-08,1.2037228991346183e-09
1896,1.0024948871034667e-08,2.358811590497112e-09
1897,0.0,0.0
1898,1.3014216371232123e-08,4.52668391659472e-09
1899,7.185851913504848e-09,5.527578395003729e-10
1900,7.267474400052265e-09,1.038210628578895e-09
1901,2.1237207603608255e-08,5.588738916095792e-09
1902,2.0132164380015638e-08,4.419255628107521e-09
1903,1.0800440541913758e-08,2.1600881083827517e-09
1904,8.599400302955473e-09,3.2247751136083025e-09
1905,6.708986699521802e-09,1.0321518084666081e-09
1906,9.773950537805831e-09,9.259531807970234e-09
1907,1.3885677496716653e-08,1.028568674676933e-09
1908,1.1296195090437777e-08,9.822778146428846e-10
1909,8.801573692096554e-09,6.60118004702781e-09
1910,9.085056262847502e-09,4.275320542035388e-09
1911,6.916486494645824e-09,5.320374141248863e-10
1912,2.135862686714063e-08,3.125652625612929e-09
1913,6.363587878865928e-09,5.30298971401777e-10
1914,2.0090231700464756e-08,1.3393487430235496e-09
1915,1.295883844676382e-08,4.712304768617059e-09
1916,3.2962386153911893e-09,0.0
1917,7.676496771580332e-09,0.0
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,1.3811772170413406e-08,7.366278753639932e-09
1920,1.514446346106979e-08,1.514446346106979e-09
1921,2.4232791773215467e-08,2.2718242842501013e-09
1922,8.853522359686394e-09,7.377935484775833e-10
1923,1.3800733000834953e-08,2.1231896241147297e-09
1924,1.5469948877466777e-08,0.0
1925,2.859526304632709e-08,1.0998177923937646e-09
1926,2.0063049888108253e-08,0.0
1927,3.0102906833917586e-08,2.2298449753321847e-09
1928,1.9424270192303084e-08,0.0
1929,1.2254447234738564e-08,0.0
1930,2.6259009189288918e-08,4.201441528017824e-09
1931,3.193499864551086e-08,1.1405356659111021e-09
1932,2.301502632917618e-08,2.1919073223131136e-09
1933,4.817677989876756e-08,1.1470662197865522e-09
1934,6.470052937856963e-08,0.0
1935,2.2739740757060645e-08,3.590485242455088e-09
1936,6.911087524485993e-08,7.274828739411987e-09
1937,6.169647726039784e-08,6.295559185076627e-09
1938,4.2785206488815675e-08,0.0
1939,2.5999884911698246e-08,4.588215141154706e-09
1940,2.2822046474857416e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,3.485606470121638e-08,6.535512131478072e-09
1946,2.227376771912759e-08,2.7842208538686464e-09
1947,3.814678706248742e-08,1.1920870957027319e-09
1948,2.717971980814582e-08,1.0871887834440486e-09
1949,1.6688914139528777e-08,2.945102384188658e-09
1950,5.849448858619155e-08,6.381216888229346e-09
1951,3.411648485940333e-08,0.0
1952,3.268889159357968e-08,6.326882129314981e-09
1953,2.908933460776808e-08,4.3095309543161875e-09
1954,2.834035517373934e-08,0.0
1955,2.7218263198847126e-08,3.754243138587299e-09
1956,2.9651880950609666e-08,0.0
1957,4.417518939536791e-08,2.6505113659425206e-09
1958,5.0460683853614796e-08,1.6544486891589827e-09
1959,3.3328214188443894e-08,7.750747821333448e-10
1960,2.6991250123842292e-08,3.460416619915918e-09
1961,1.9454845179289748e-08,4.86371165564492e-09
1962,1.7123282347597524e-08,6.341956404476434e-10
1963,2.392439668597035e-08,2.5864212993553792e-09
1964,2.0685492374550307e-08,3.041984220075733e-09
1965,1.6963333848707407e-08,2.188817349590977e-09
1966,3.212663202134536e-08,1.6617224263271169e-09
1967,1.1339771788243524e-08,9.860671168482327e-10
1968,1.976222918642634e-08,1.796566312384229e-09
1969,2.0892086283197386e-08,2.7250546263957176e-09
1970,2.345349692234322e-08,9.197450023812337e-10
1971,1.9525909777939887e-08,5.138397485282553e-10
1972,1.7955514408640738e-08,2.565073486948677e-09
1973,1.268036875501366e-08,1.102640756478479e-09
1974,1.5751600912494723e-08,2.2502286700643026e-09
1975,1.9419032160072902e-08,0.0
1976,3.370980805605939e-08,3.9994687561772935e-09
1977,2.056873604772136e-08,1.7630346071939584e-09
1978,1.0099005187669263e-08,4.158414057542359e-09
1979,1.345953837272873e-08,1.1703946700691858e-09
1980,5.6851505725319385e-09,5.116635559687666e-09
1981,1.0753434587229549e-08,5.69299452024552e-09
1982,1.2415004913002292e-08,3.724501262958313e-09
1983,8.84144257806696e-09,1.2630632095778083e-09
1984,6.378909400694965e-09,1.7397025486864948e-09
1985,1.3234227935754461e-08,6.015558051686298e-10
1986,4.7955883708539204e-09,1.7983456945813714e-09
1987,6.721898593298192e-09,3.055408426266837e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,5.488121956886971e-09,2.744061089465788e-09
1990,1.1442167213715493e-08,5.44865097484859e-10
1991,3.5168792322792797e-09,4.103025752488776e-09
1992,1.8733810946969243e-08,1.1019888335184191e-09
1993,9.970573089379542e-09,3.323524566667402e-09
1994,1.2132331583813993e-08,1.0549853213248639e-09
1995,7.049185846152994e-09,2.7112254663563817e-09
1996,4.270473752399084e-09,0.0
1997,1.4384683777457496e-08,4.315404922294874e-09
1998,8.582632937681467e-09,4.291316413329582e-09
1999,6.398281460207045e-09,6.8553016596695215e-09
2000,3.534425307982758e-09,6.627047355323157e-09
2001,1.0076787043677982e-08,2.6287270138425356e-09
2002,4.819343757400674e-09,1.752488598683044e-09
2003,8.750538071922165e-09,5.8336921959778465e-09
2004,8.809582230373536e-09,4.8452703238499595e-09
2005,9.007498746882447e-09,4.053374524914943e-09
2006,8.235780057930242e-09,2.4707340062768424e-09
2007,7.190063211481856e-09,2.3966877371606188e-09
2008,1.2346575400945525e-08,2.9802078582719105e-09
2009,1.0966842545201416e-08,2.860915504498962e-09
2010,1.369900015646408e-08,7.558068837454357e-09
2011,9.942326961720482e-09,2.294383100176489e-09
2012,1.6680838044180746e-08,5.1063788752969685e-09
2013,1.2829975526429394e-08,3.6258624991347688e-09
2014,8.878325463701486e-09,7.145969149746634e-09
2015,6.871383573248124e-09,3.103205609145121e-09
2016,6.4211539696490405e-09,8.906761994609269e-09
2017,8.049956534694758e-09,3.773417051045058e-09
2018,1.2391040193904246e-08,8.518840133309169e-09
2019,1.0969247454806208e-08,7.3978642656236104e-09
