year,telles_ADJ humeurs_NOUN,telles_ADJ rumeurs_NOUN
1888,0.0,1.9021844099853524e-09
1889,1.8795409673089125e-09,4.385595886446936e-09
1890,6.554386478008212e-10,3.2771931834929546e-09
1891,2.5496880162734215e-09,0.0
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,5.542574843531156e-09
1894,6.301539290376468e-10,3.150769645188234e-09
1895,0.0,1.2037228991346183e-09
1896,0.0,1.0614652268259306e-08
1897,2.9133566670225264e-09,2.330685422435863e-09
1898,0.0,5.6583546736987955e-09
1899,0.0,2.2110313580014918e-09
1900,5.191053142894475e-10,3.633737311048435e-09
1901,3.912117296778206e-09,3.912117296778206e-09
1902,9.820567692386817e-10,3.437198747846537e-09
1903,0.0,4.860198465905796e-09
1904,0.0,1.0749250378694342e-09
1905,0.0,5.160759042333041e-10
1906,5.144184522798412e-10,1.0288369045596824e-09
1907,1.028568674676933e-09,5.142843373384665e-10
1908,1.4734167219643268e-09,2.9468334439286537e-09
1909,5.500983557560346e-10,3.300590023513905e-09
1910,1.6032452032632705e-09,0.0
1911,5.320374141248863e-10,4.25629931299909e-09
1912,5.209421227725386e-10,4.167536982180309e-09
1913,0.0,1.060597942803554e-09
1914,0.0,7.366418142140674e-09
1915,0.0,3.416420923940677e-08
1916,0.0,1.538244731591476e-08
1917,0.0,0.0
1918,0.0,1.6080926812378493e-08
1919,0.0,3.6831393490643904e-09
1920,0.0,5.300562211374427e-09
1921,0.0,2.2718242842501013e-09
1922,1.4755870969551665e-09,2.951174193910333e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,0.0,1.0313299547703991e-08
1925,4.399271169575059e-09,4.399271169575059e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,0.0
1928,0.0,1.0283437212876834e-08
1929,0.0,8.912325100141061e-09
1930,2.100720708497761e-09,0.0
1931,2.2810713318222042e-09,5.7026783295555106e-09
1932,0.0,1.0959536389520963e-08
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,0.0
1935,4.787313656606784e-09,1.9149254626427137e-08
1936,0.0,9.699771652549316e-09
1937,0.0,1.1332006444320086e-08
1938,0.0,1.6854778905894818e-08
1939,0.0,1.070583532936098e-08
1940,0.0,1.0143131667916805e-08
1941,0.0,8.854508237732261e-09
1942,0.0,2.4273694165799498e-08
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.5249527862692958e-08
1946,2.7842208538686464e-09,1.9489545977080525e-08
1947,1.1920870957027319e-09,1.4305045148432782e-08
1948,0.0,5.435944139264848e-09
1949,0.0,8.835307596655184e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,9.595261474260042e-09
1952,3.1634410646574906e-09,8.435843135146115e-09
1953,0.0,0.0
1954,2.9317608341017376e-09,9.772536557761669e-09
1955,0.0,9.385607846468247e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,0.0,1.0602045463770082e-08
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,1.5501495642666896e-09,1.0851047171911432e-08
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,1.3896318540318475e-09,1.876002997391879e-08
1962,6.341956404476434e-10,1.3952304200870458e-08
1963,1.939815863494232e-09,1.4871922360271128e-08
1964,4.867174663303331e-09,1.4601523545820783e-08
1965,1.6416130677043839e-09,1.2038495533772675e-08
1966,0.0,1.606331601067268e-08
1967,0.0,1.3311906243984595e-08
1968,4.4914158503495116e-10,1.122853987567396e-08
1969,1.8167031212712459e-09,1.1354394757745467e-08
1970,2.2993624781975086e-09,1.3796174869185052e-08
1971,5.138397485282553e-10,8.735275613958038e-09
1972,1.0260293725750103e-09,6.669190977248718e-09
1973,5.513203782392395e-10,7.1671650836435674e-09
1974,1.1251143350321513e-09,7.313243344242437e-09
1975,1.7134440533084216e-09,2.1703623787061588e-08
1976,2.285410749536254e-09,6.2848797277581525e-09
1977,1.1753563677885381e-09,8.22749424145286e-09
1978,5.940591352171509e-10,1.7227714366185864e-08
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,1.1370301367108482e-09,1.4781392110307934e-08
1981,1.2651099057237047e-09,1.2018544381930951e-08
1982,6.207502289967692e-10,8.069752865935698e-09
1983,2.5261264191556165e-09,1.326216381158929e-08
1984,0.0,1.9136727757995686e-08
1985,6.015558051686298e-10,9.02333674446254e-09
1986,5.994485463567401e-10,1.3787316177626963e-08
1987,0.0,1.588812459374367e-08
1988,5.99655392008458e-09,1.3792074149421296e-08
1989,0.0,1.2073869015694072e-08
1990,1.6345953479657283e-09,2.1249737969242233e-08
1991,5.861465202094962e-10,1.934283488935762e-08
1992,0.0,1.4325855168806356e-08
1993,5.539207426075166e-10,1.0524494165053966e-08
1994,3.6924485691258724e-09,2.1099706870586488e-08
1995,5.422450821690461e-10,2.2232049090575856e-08
1996,0.0,1.4946657245218375e-08
1997,2.3974471297094624e-09,1.5343662340683295e-08
1998,0.0,1.5734826774860267e-08
1999,9.140402323914998e-10,1.828080442578539e-08
2000,4.4180314962005696e-10,1.988114206596947e-08
2001,8.762423564512289e-10,2.1029816110740285e-08
2002,0.0,1.0514931148009055e-08
2003,0.0,2.416815370054337e-08
2004,1.3214374039449694e-09,2.7309706496225772e-08
2005,4.5037495954858286e-10,2.0266872624574717e-08
2006,0.0,2.2236605445868918e-08
2007,3.1955835755326234e-09,2.0371844655642235e-08
2008,1.7029758714315335e-09,2.299017509699297e-08
2009,2.860915504498962e-09,2.6701878041990312e-08
2010,3.3066551718974324e-09,2.4091344030807704e-08
2011,1.529588788962144e-09,1.7590270573464295e-08
2012,1.0212758416727752e-09,1.974466634635519e-08
2013,5.29933741333366e-09,1.9244962956577183e-08
2014,0.0,2.7717698358742382e-08
2015,8.866301581811342e-10,1.9284206231873213e-08
2016,1.4499380585064614e-09,2.092053463798038e-08
2017,2.0124890642847504e-09,1.911864622172743e-08
2018,7.744400121190154e-10,1.7037679711506826e-08
2019,1.2754939326953263e-09,2.040790292312522e-08
