year,jeunes_ADJ oies_NOUN,jeunes_ADJ rois_NOUN
1845,2.7901139176833567e-09,3.4039391749729475e-08
1846,7.610851726624901e-09,5.678866443759034e-08
1847,9.168480197274675e-09,5.986478068820134e-08
1848,1.6090443422100975e-09,4.022610866627474e-08
1849,2.3462361831150247e-08,2.513824526317876e-08
1850,7.467895635215882e-09,2.987158254086353e-08
1851,1.9348316282474798e-09,3.0957306051959677e-08
1852,1.1067927019325907e-08,4.427170807730363e-08
1853,7.1663179834757784e-09,2.9262466227919504e-08
1854,3.117398783558656e-09,4.572184764128906e-08
1855,7.429711956774554e-09,5.200798369742188e-08
1856,1.5531567143511893e-08,2.3297352269580074e-08
1857,2.440754598431738e-09,4.246912960192972e-08
1858,1.4681028059904122e-09,4.35537159670929e-08
1859,5.092173349652285e-09,6.16152957544358e-08
1860,3.204028820036342e-09,2.8836257826014844e-08
1861,1.4619487842537637e-08,2.357981854217428e-08
1862,1.671654947799084e-08,3.11741068514948e-08
1863,1.4983863039219614e-09,2.8968800691586694e-08
1864,3.835782358407869e-09,2.3014693373291095e-08
1865,6.118897832863013e-09,5.271665731720887e-08
1866,2.919367858567057e-09,4.6709883294582255e-08
1867,4.85281148598915e-10,4.270474107670452e-08
1868,8.891772984576107e-09,1.6301584304656558e-08
1869,9.767038289254515e-10,1.9045725108135514e-08
1870,5.734048791339319e-10,1.77755516972411e-08
1871,2.1242354542039266e-09,8.496941816815706e-09
1872,9.675743095627354e-09,4.233137573805834e-08
1873,4.190203295451056e-09,2.5141218884527916e-08
1874,9.559374625212058e-09,1.0156835705821265e-08
1875,4.577221712764867e-09,1.7736734747586524e-08
1876,1.209202959984168e-08,7.255217537860403e-09
1877,1.0514186854493346e-08,3.277952531632877e-08
1878,7.850815109122777e-09,7.850815109122777e-09
1879,1.9549841301369497e-08,9.774920428640144e-09
1880,1.0910338854586143e-08,3.016387717380553e-08
1881,5.5780060570498335e-09,1.1156012114099667e-08
1882,6.655385131892899e-10,1.0648616211028639e-08
1883,1.2638677882037541e-09,2.1485751844352308e-08
1884,1.7824581810543805e-08,2.442627788923346e-08
1885,7.7347630522695e-09,2.0626034213933053e-08
1886,3.872078380151578e-09,2.2587123282846733e-08
1887,9.14049436140374e-09,3.133883907935342e-08
1888,6.340614699951175e-09,1.3315291091942072e-08
1889,3.7590820456401275e-09,2.1301465480405568e-08
1890,8.520702365899524e-09,1.0487018364813139e-08
1891,3.187110020341777e-09,7.0116419337296065e-09
1892,1.6924983192723175e-08,8.149066310636499e-09
1893,7.390099865389743e-09,1.0469308087124318e-08
1894,1.8904617871129403e-09,2.2685540557176864e-08
1895,7.824198622330414e-09,1.2037228991346183e-08
1896,4.7176231254830725e-09,2.4177819080151153e-08
1897,6.992056267307589e-09,1.2236098800855189e-08
1898,6.224190274295438e-09,2.4896761985360172e-08
1899,1.6582735185011188e-09,1.6582735185011188e-08
1900,2.07642125715779e-09,1.7649580130729703e-08
1901,4.470991132876634e-09,1.620734302321125e-08
1902,1.4730852093691738e-09,1.6694965410124496e-08
1903,4.860198465905796e-09,2.4841013690490854e-08
1904,2.6873125946735854e-09,1.5586413049106795e-08
1905,6.192911072844254e-09,1.290189799441066e-08
1906,1.646139019539916e-08,1.9033482345776065e-08
1907,8.742833790265081e-09,8.742834012309686e-09
1908,5.40252820258047e-09,5.40252820258047e-09
1909,1.0451868703853506e-08,7.70137675853988e-09
1910,1.12227167559098e-08,1.4963621453034648e-08
1911,1.5961122423746588e-09,5.852411444351446e-09
1912,1.354449502555255e-08,1.1981668990301841e-08
1913,1.590896969716482e-09,1.0605979205990934e-08
1914,3.3483718020477227e-09,1.6741859454327823e-08
1915,2.3561523843085297e-09,0.0
1916,6.592477230782379e-09,4.394984820521586e-09
1917,8.773139548168274e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,2.2972752589112133e-08
1919,3.6831393490643904e-09,1.9336480860943084e-08
1920,9.843901693784574e-09,3.786115865267448e-09
1921,3.0290989716519334e-09,1.2873670629520717e-08
1922,5.164554894854234e-09,1.4018077365562931e-08
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,1.1602461658100083e-08,1.0313299547703991e-08
1925,3.299453377181294e-09,1.3197813508725176e-08
1926,5.57306911730393e-09,8.916910765321973e-09
1927,6.689534814974252e-09,2.1183528042811872e-08
1928,7.998228745975666e-09,2.7422499715434867e-08
1929,2.2280812750352652e-09,1.2254446790649354e-08
1930,3.1510811737689437e-09,1.1553964007759987e-08
1931,9.124285327288817e-09,1.3686427990933225e-08
1932,5.4797681947604815e-09,1.3151443933878681e-08
1933,1.3764794637438627e-08,1.4911860191091364e-08
1934,8.38710612072191e-09,1.3179738189705859e-08
1935,5.98414207075848e-09,3.590485242455088e-09
1936,1.576212893539264e-08,1.6974599503782883e-08
1937,7.554670999887492e-09,1.1332006333297784e-08
1938,2.5930428915188486e-09,1.944782235252518e-08
1939,3.058810094103137e-09,1.6823455517567254e-08
1940,2.5357829169792012e-09,2.5357828725702802e-08
1941,3.24665290207804e-08,5.017554371988808e-08
1942,1.2136847082899749e-08,1.517105907566929e-08
1943,4.935499831049128e-08,1.7419411690866582e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.742803235060819e-08
1946,5.568441707737293e-09,1.9489545977080525e-08
1947,4.7683483828109274e-09,1.6689218895749036e-08
1948,7.610321262063735e-09,2.2830963786191205e-08
1949,3.9268033269479474e-09,2.4542519905246252e-08
1950,0.0,1.595304199852876e-08
1951,9.595261474260042e-09,1.2793681780642885e-08
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,8.619062019654677e-09,1.0773827274768166e-08
1954,5.863521668203475e-09,6.840775501615326e-09
1955,8.447047061821422e-09,1.1262729415761896e-08
1956,1.2209597777257386e-08,1.4825940475304833e-08
1957,5.301022731885041e-09,1.6786572132332367e-08
1958,4.1361216673863055e-09,1.6544486669545222e-08
1959,8.525822714489095e-09,7.750747599288843e-09
1960,2.7683333403416555e-09,7.612916630428401e-09
1961,4.16889545107324e-09,7.64297514166401e-09
1962,1.9025869768540815e-09,8.244543492352818e-09
1963,2.5864212993553792e-09,5.819448034571906e-09
1964,5.475571551727398e-09,1.0342746159519578e-08
1965,4.924839203113152e-09,9.849678073159396e-09
1966,7.754704434148607e-09,1.3293779854706145e-08
1967,4.930335584241163e-10,1.232583901611406e-08
1968,7.635406862327443e-09,1.4372530610096135e-08
1969,3.633406214786916e-09,9.083515495333927e-09
1970,5.518470042042978e-09,1.1036939917552502e-08
1971,5.652237344833111e-09,9.249115584530898e-09
1972,2.0520587451500205e-09,8.208234980600082e-09
1973,4.9618833486420044e-09,2.3155455775025757e-08
1974,2.812785782069227e-09,7.875800234202757e-09
1975,1.7134440533084216e-09,1.3707552426467373e-08
1976,3.4281160132820787e-09,1.5997875024709174e-08
1977,2.938390863960194e-09,1.116588582705802e-08
1978,5.940591352171509e-10,9.504946163474415e-09
1979,7.607565244427406e-09,6.437170463335917e-09
1980,1.7055452605774235e-09,9.664756106531058e-09
1981,1.2651099057237047e-09,5.060439622894819e-09
1982,3.1037510339615437e-09,5.586752171993226e-09
1983,1.89459470334441e-09,6.315316158911344e-09
1984,4.059305780401701e-09,1.2177917618760858e-08
1985,2.4062232206745193e-09,6.617113745832626e-09
1986,5.994485463567401e-10,9.591176741707841e-09
1987,6.721898593298192e-09,5.49973533381376e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,1.0976244357863152e-09,5.488121956886971e-09
1990,3.2691906959314565e-09,1.79805483835338e-08
1991,7.033758464558559e-09,7.033758464558559e-09
1992,2.2039776670368383e-09,1.5427844113347078e-08
1993,5.539207426075166e-10,5.539207315052863e-09
1994,4.747434001473039e-09,6.857404422078162e-09
1995,2.1689803286761844e-09,1.680959765826273e-08
1996,2.135236876199542e-09,8.007138063703678e-09
1997,2.3974471297094624e-09,1.822059936262832e-08
1998,4.768129224785866e-10,1.1920323172986969e-08
1999,3.656160929565999e-09,1.2339543081774096e-08
2000,3.092622158362701e-09,9.719669513685858e-09
2001,3.5049694258049158e-09,1.226739296256163e-08
2002,4.81934359086722e-09,1.708676389267083e-08
2003,5.8336921959778465e-09,1.2500769142054224e-08
2004,2.2023955992267474e-09,9.250062049659391e-09
2005,1.8014998381943315e-09,8.106749271874492e-09
2006,3.706100981659688e-09,1.1118302722934459e-08
2007,5.192823504529542e-09,7.988958827809256e-09
2008,5.960415716543821e-09,8.089135306033057e-09
2009,4.76819250749827e-09,7.629108011997232e-09
2010,5.196172381261022e-09,8.97520635589899e-09
2011,7.647944000321871e-09,4.971163480860241e-09
2012,3.4042526575461807e-09,6.127654827992046e-09
2013,5.578249862026041e-09,1.0319762822064149e-08
2014,4.7639794331644225e-09,1.4508482415465096e-08
2015,4.876465897751814e-09,1.1304534558442825e-08
2016,5.799752234025846e-09,9.735298317492536e-09
2017,5.282783988036499e-09,7.798394818792076e-09
2018,2.8396134332808742e-09,1.0325866828253538e-08
2019,3.06118530524202e-09,1.3520234709574197e-08
