year,avions_VERB acheté_VERB,avions_VERB racheté_VERB
1800,2.5153315874604232e-08,0.0
1801,1.6668277424969347e-08,0.0
1802,3.1329761895904085e-08,2.2378401354217203e-09
1803,1.1702034896643454e-08,3.900678446910888e-09
1804,1.2606439270257397e-07,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,0.0,0.0
1808,3.3991110370834576e-08,0.0
1809,4.969867006821005e-08,0.0
1810,6.084329839950442e-08,0.0
1811,2.757784400841956e-08,0.0
1812,2.1337665856435706e-08,0.0
1813,8.91479885467561e-08,0.0
1814,0.0,0.0
1815,5.394447111228828e-09,0.0
1816,2.3176038865813098e-08,0.0
1817,1.8682481339737933e-08,0.0
1818,4.053200441944682e-08,0.0
1819,4.140420006848444e-09,0.0
1820,2.7292905713238724e-08,0.0
1821,6.607196922914227e-08,0.0
1822,5.012807946513931e-09,1.0025615893027862e-09
1823,2.9648061783404955e-09,0.0
1824,6.736890156844311e-09,0.0
1825,1.2327619813845558e-08,1.7610886082763955e-09
1826,1.8496766784892316e-08,1.7615968683770689e-09
1827,9.217273055917019e-10,0.0
1828,3.5771975603893225e-08,0.0
1829,2.1432940755516938e-08,0.0
1830,1.1480519646056564e-08,0.0
1831,3.4300654760954785e-08,0.0
1832,4.7354891563600177e-08,0.0
1833,1.2162810492100107e-07,0.0
1834,4.29388435918554e-08,0.0
1835,6.126101226300307e-08,0.0
1836,1.2769425516978572e-08,0.0
1837,1.0436836284100082e-08,0.0
1838,1.3886756633496589e-08,6.312161904276081e-10
1839,4.194885327990505e-09,0.0
1840,7.0066574764382494e-09,6.369688665408546e-10
1841,3.146068650039524e-08,0.0
1842,1.8783142152756227e-08,0.0
1843,1.8311423488626133e-08,5.906911071384968e-10
1844,2.140538946093784e-08,5.488561272137815e-10
1845,9.48638767539478e-09,0.0
1846,2.2832555401919308e-08,2.3418005312692003e-09
1847,4.853901280910122e-09,6.47186837454683e-09
1848,1.367687652020777e-08,0.0
1849,5.362825561405771e-08,0.0
1850,6.721106160512136e-08,0.0
1851,1.870337307252612e-08,0.0
1852,3.2552727180501506e-09,0.0
1853,3.0456853039595444e-08,0.0
1854,1.2469595134234623e-08,0.0
1855,1.326734277995456e-08,0.0
1856,1.5531567143511893e-08,8.28350277259915e-09
1857,3.9540225316159194e-08,4.881509085841174e-10
1858,9.297984604472731e-09,0.0
1859,1.4258085379026397e-08,0.0
1860,1.6935580049448618e-08,0.0
1861,1.4619487842537637e-08,0.0
1862,2.4397126097142063e-08,0.0
1863,1.2986014041871385e-08,4.994620828036034e-10
1864,1.965838514195184e-08,4.794727948009836e-10
1865,1.6473954644879996e-08,0.0
1866,1.1190909532388105e-08,4.865612912574591e-10
1867,1.8925964795357686e-08,0.0
1868,1.9265508299781686e-08,9.87974813071446e-10
1869,2.24641887314192e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,1.3807530230280918e-08,0.0
1872,1.0280476914203973e-08,0.0
1873,8.979006871356887e-09,0.0
1874,1.1351757756017378e-08,0.0
1875,2.9179789251543298e-08,0.0
1876,7.255217759905008e-09,6.04601479992084e-10
1877,2.040989244278535e-08,0.0
1878,1.9325083755461492e-08,0.0
1879,1.9549840857280287e-08,6.10932526790009e-10
1880,2.1820676820993867e-08,0.0
1881,2.370652651961791e-08,0.0
1882,1.5972924316542958e-08,0.0
1883,1.4534479397809719e-08,3.159669414998234e-09
1884,1.650424152899177e-08,0.0
1885,1.353583467533781e-08,6.445635691854079e-10
1886,2.19417763958063e-08,1.936039106809062e-09
1887,1.9586773092328258e-08,0.0
1888,2.1558090423923204e-08,0.0
1889,1.8795409673089125e-08,6.265136742733546e-10
1890,6.554386366985909e-09,0.0
1891,1.8485238229004608e-08,0.0
1892,3.19694137829174e-08,0.0
1893,2.5249507373814595e-08,5.542574843531156e-09
1894,1.827446460822557e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,1.1794058174530164e-08,0.0
1897,1.3401440845939305e-08,0.0
1898,1.6975064909274806e-08,1.13167097914868e-09
1899,1.6582735185011188e-08,0.0
1900,2.2321527737290126e-08,0.0
1901,2.4031576728589243e-08,5.588738916095792e-10
1902,2.5042448115186744e-08,0.0
1903,9.1803746826713e-09,0.0
1904,1.827372564378038e-08,5.374625189347171e-10
1905,1.186974607492175e-08,1.5482277682110634e-09
1906,2.1091157265118454e-08,5.144184522798412e-10
1907,1.131425531042396e-08,0.0
1908,1.7680999775393502e-08,0.0
1909,2.9155213354670195e-08,0.0
1910,1.977335806202518e-08,1.068830135508847e-09
1911,1.649316061502759e-08,5.320374141248863e-10
1912,1.510732161591477e-08,0.0
1913,1.7499866444836698e-08,0.0
1914,9.37544086809794e-09,0.0
1915,2.3561524287174507e-08,0.0
1916,1.648119329900055e-08,3.2962386153911893e-09
1917,2.631941953268324e-08,0.0
1918,2.8715941624568586e-08,2.2972752589112133e-09
1919,2.9465114792515124e-08,0.0
1920,1.665890891899835e-08,7.572231730534895e-10
1921,1.2116395886607734e-08,0.0
1922,1.623145884366295e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,1.933743654092268e-08,0.0
1925,3.079489729884699e-08,0.0
1926,2.5636119005412183e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,7.798284684668033e-09,0.0
1930,1.2604324695075775e-08,0.0
1931,2.9653927313688655e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,2.154291145473053e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,2.5182236740306507e-08,0.0
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.832055301382752e-08,0.0
1946,2.5057987684817817e-08,0.0
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.3046265401328583e-08,0.0
1949,2.1597418964347526e-08,0.0
1950,3.19060831088791e-08,0.0
1951,1.4925962688039363e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.723812381726475e-08,1.0773827385790469e-09
1954,3.322662323057557e-08,0.0
1955,2.627970197011109e-08,0.0
1956,1.0465369904011368e-08,0.0
1957,1.8553580005686854e-08,0.0
1958,1.1581140491045971e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,2.9759583242139342e-08,0.0
1961,1.945484662257968e-08,0.0
1962,2.3465238641051656e-08,0.0
1963,1.1638896069143811e-08,0.0
1964,2.068549243006146e-08,0.0
1965,2.4624196015565758e-08,0.0
1966,1.7725039214155913e-08,0.0
1967,1.7256175155466735e-08,0.0
1968,1.661823922916028e-08,8.982831700699023e-10
1969,1.8167030546578644e-08,0.0
1970,1.7935027685211935e-08,4.5987250119061684e-10
1971,2.1581270104320538e-08,0.0
1972,1.846852804021637e-08,0.0
1973,2.0950174928202614e-08,5.513203782392395e-10
1974,2.2502286256553816e-08,0.0
1975,1.8276736568623164e-08,0.0
1976,1.8283285996290033e-08,0.0
1977,2.3507126911681553e-08,1.1753563677885381e-09
1978,2.970295653881294e-08,5.940591352171509e-10
1979,1.9311512389208474e-08,1.1703946700691858e-09
1980,2.4446148216838992e-08,0.0
1981,2.213942273954217e-08,1.2651099057237047e-09
1982,2.1726258125909226e-08,0.0
1983,1.1999100379966876e-08,0.0
1984,3.073474630355122e-08,0.0
1985,2.466378745680231e-08,0.0
1986,1.558566253834215e-08,1.1988970927134801e-09
1987,2.5054349706010726e-08,0.0
1988,1.739000587974715e-08,1.1993107618124554e-09
1989,2.359892548042808e-08,2.1952488715726304e-09
1990,2.887784944505256e-08,5.44865097484859e-10
1991,2.2273567878983158e-08,0.0
1992,2.4243753671271406e-08,1.1019888335184191e-09
1993,2.8249957040316076e-08,5.539207426075166e-10
1994,1.8989736005892155e-08,0.0
1995,2.4401028753118226e-08,0.0
1996,3.3096171137003694e-08,0.0
1997,2.4453962410575514e-08,0.0
1998,2.7178336026167926e-08,0.0
1999,2.1936966021485205e-08,9.140402323914998e-10
2000,2.5624583344097118e-08,1.3254094488601709e-09
2001,2.6287271026603776e-08,2.190605918883648e-09
2002,2.891606243338174e-08,8.76244299341522e-10
2003,3.375207668909752e-08,1.6667691671301554e-09
2004,3.832168360418109e-08,1.3214374039449694e-09
2005,3.0625496805214425e-08,4.5037495954858286e-10
2006,3.6237430833807593e-08,1.2353669198716943e-09
2007,5.991719120856942e-08,2.3966877371606188e-09
2008,5.577246042776096e-08,2.554463751636149e-09
2009,5.435739325321265e-08,4.76819250749827e-10
2010,3.8262722767967716e-08,1.8895172093635892e-09
2011,7.074348218338855e-08,1.911985902935953e-09
2012,7.523398437569995e-08,2.0425516833455504e-09
2013,8.144245100538683e-08,1.3945624655065103e-09
2014,7.903874887915663e-08,1.7323561474213989e-09
2015,7.669351020922477e-08,2.438232948875907e-09
2016,7.726098516513957e-08,1.0356699942093428e-09
2017,9.106513232381985e-08,1.7609279590047322e-09
2018,9.448168469816665e-08,2.8396134332808742e-09
2019,8.622338754094017e-08,2.5509878653906526e-09
