year,vous_PRON assurez_VERB,vous_PRON rassurez_VERB
1800,2.45244827112856e-07,2.829748080301897e-08
1801,1.8335105878009017e-07,3.095537337571841e-08
1802,2.6854081625060644e-07,4.0281122437590966e-08
1803,2.0673596168307995e-07,2.7304748684287006e-08
1804,2.8920656802711164e-07,1.9774807569206132e-08
1805,2.0753007490270647e-07,5.4014676953428875e-08
1806,1.3543844801233718e-07,2.881669125542885e-09
1807,2.4483814442533003e-07,4.555128185756985e-08
1808,2.016805877858019e-07,6.798221985349073e-09
1809,1.4231892819793757e-07,2.25903047379461e-08
1810,2.3167254958877948e-07,2.2699229162981283e-07
1811,1.7298830101708518e-07,2.5070767684098882e-09
1812,7.201462448591656e-08,1.3336041604361526e-08
1813,1.8404746526812232e-07,2.8757416448144113e-08
1814,2.0138733702879108e-07,3.776012391654149e-08
1815,1.9420010133330834e-07,2.966945977789237e-08
1816,1.2978581764855335e-07,3.9399267848239106e-08
1817,2.615547316509037e-07,4.514932783195036e-08
1818,1.2040388952527792e-07,2.1458119947581622e-08
1819,3.1260172050906476e-07,1.1386154796788617e-08
1820,2.539426944281331e-07,2.1359666035891678e-08
1821,7.267916970477017e-07,1.2622705014564417e-07
1822,3.930041430066922e-07,1.2431763707354548e-07
1823,1.9765373338032077e-07,4.74368975211803e-08
1824,1.6758014886875117e-07,3.2000228245010476e-08
1825,1.8579484617475828e-07,3.9624492131906663e-08
1826,1.5502052974625258e-07,2.818555067118922e-08
1827,2.0554519153392903e-07,3.041700225026034e-08
1828,1.779426419545871e-07,2.109629271274116e-08
1829,1.3888545069562497e-07,3.3435387791769244e-08
1830,2.577898428057779e-07,2.087367190206635e-08
1831,2.494592976631793e-07,1.2472964883158966e-08
1832,1.3394669906574563e-07,1.623596290745155e-08
1833,1.5753734317058843e-07,8.108539617524002e-08
1834,2.8563664500325103e-07,3.733812548034621e-08
1835,3.494146767479833e-07,7.260564416355919e-08
1836,1.2366179902301155e-07,2.150640088238731e-08
1837,2.574419646350634e-07,2.156946243836444e-08
1838,1.6664107604924538e-07,3.7241754569095065e-08
1839,9.648235632653268e-08,9.088917618527148e-09
1840,1.4968768624612494e-07,2.6115722917552375e-08
1841,1.361156289902965e-07,2.0545755319290038e-08
1842,1.1068637384425983e-07,4.092041550052272e-08
1843,2.0083498242229325e-07,2.4218335781256428e-08
1844,1.5093543481725646e-07,5.4885614275690386e-08
1845,1.3559953870867503e-07,1.618266076697239e-08
1846,1.0830827790186959e-07,1.3465353276842507e-08
1847,1.7042586719639985e-07,1.941560423546207e-08
1848,3.1537268796455464e-07,2.413566591030758e-08
1849,1.3742240767555813e-07,1.6758828991214614e-08
1850,1.3577992064028876e-07,1.1541293254424545e-08
1851,9.029214265154906e-08,1.1608989325395669e-08
1852,2.265669820644689e-07,1.0416872919805087e-08
1853,1.23618988823182e-07,3.881755716861335e-08
1854,1.4236120904342897e-07,1.667808309235852e-07
1855,9.28714030123956e-08,4.192480318465641e-08
1856,1.0613237755308091e-07,6.16085509275166e-08
1857,1.37658556553788e-07,1.0739319766805977e-08
1858,1.9623640312715906e-07,7.829881631948865e-09
1859,9.62420774186512e-08,1.4258085379026397e-08
1860,1.0390207272337193e-07,2.105504681715331e-08
1861,1.3346177674122828e-07,2.263662679524714e-08
1862,1.2288922768277644e-07,1.490935552794781e-08
1863,1.0488703594546678e-07,1.248655190355663e-08
1864,1.2610134447754717e-07,2.3973639406982272e-08
1865,1.0119715554424147e-07,1.553258677233771e-08
1866,8.076917490384972e-08,5.011581372116325e-08
1867,9.7056229719783e-08,1.8925964795357686e-08
1868,6.174842592798768e-08,1.679557115608077e-08
1869,1.162277545319057e-07,1.2208798194635051e-08
1870,1.393373878499915e-07,2.8670243512607385e-08
1871,8.178306565298499e-08,1.911811864374613e-08
1872,8.40580192118523e-08,1.5118347462816928e-08
1873,1.3109349339401888e-07,8.979006871356887e-09
1874,5.556386639682387e-08,1.672890553860995e-08
1875,1.699293541435054e-07,6.8658326801696035e-09
1876,1.0338685285660176e-07,1.0278225381910033e-08
1877,1.0823427665229701e-07,1.4225077116236662e-08
1878,1.2561304174596444e-07,3.0195443923020093e-09
1879,1.1118972054191545e-07,7.942122848270117e-09
1880,9.690948132856647e-08,1.0910338410496934e-08
1881,8.576184207242932e-08,6.9725074602899895e-09
1882,1.297800125144022e-07,8.652000893505374e-09
1883,7.772787125048808e-08,7.583206618200222e-09
1884,7.261866308283516e-08,4.621187876807653e-09
1885,5.607703013055243e-08,6.445635580831777e-09
1886,6.453463896605172e-08,1.7424351739236954e-08
1887,8.683469765458085e-08,8.48760173255414e-09
1888,6.974676125537371e-08,1.648559844191766e-08
1889,5.388017765284303e-08,4.385595886446936e-09
1890,5.440140871115773e-08,6.554386478008212e-10
1891,8.222743552721568e-08,1.2748440081367107e-09
1892,4.8894396087462155e-08,1.8805537127519756e-09
1893,7.944357438560701e-08,8.621783287310336e-09
1894,7.246770383773082e-08,5.671385139294216e-09
1895,6.680662067992671e-08,4.814891596538473e-09
1896,6.722612888587776e-08,2.358811590497112e-09
1897,6.817255027158353e-08,4.661370955894029e-09
1898,6.676858799181673e-08,3.395012826423738e-09
1899,7.130576129554811e-08,8.291367592505594e-09
1900,6.436905763962386e-08,5.710158568206225e-09
1901,7.097698473401692e-08,4.470991132876634e-09
1902,4.95938681233099e-08,2.9461704187383475e-09
1903,4.8061959967427015e-08,1.6200660812870638e-09
1904,4.83716249277677e-08,3.7622376325430196e-09
1905,8.257214378915023e-08,3.096455369888673e-09
1906,9.208090290258042e-08,1.5432553568395235e-09
1907,4.525702124169584e-08,3.0857059130084963e-09
1908,6.777717143080508e-08,1.4734167219643268e-09
1909,4.290767119385919e-08,5.5009836685826485e-09
1910,6.840512867256621e-08,7.481810726517324e-09
1911,5.905615285684007e-08,2.128149656499545e-09
1912,5.157327009897017e-08,4.167536982180309e-09
1913,4.9848103422789336e-08,3.71209285532359e-09
1914,6.094036919535029e-08,3.348371857558874e-09
1915,3.2986132492140996e-08,1.1780761921542648e-09
1916,2.8567401777479517e-08,1.0987461607214755e-08
1917,6.689518894376079e-08,2.1932848870420685e-09
1918,3.445912799548978e-08,2.2972752589112133e-09
1919,8.563299136454816e-08,6.445493971884986e-09
1920,8.405177176484813e-08,3.028892692213958e-09
1921,4.5436486573180446e-08,2.2718242842501013e-09
1922,6.049907153027334e-08,0.0
1923,5.732611896291928e-08,2.1231896241147297e-09
1924,7.219309905437399e-08,1.289162443462999e-09
1925,4.8391982421236435e-08,0.0
1926,5.5730692061217724e-08,7.802297141701331e-09
1927,7.469980822794042e-08,2.2298449753321847e-09
1928,5.484499698837908e-08,5.713020612141406e-09
1929,5.23599084090165e-08,1.1140406375176326e-09
1930,6.092090032439046e-08,8.402882833991043e-09
1931,7.86969591715092e-08,1.1405356659111021e-09
1932,8.110056848309455e-08,0.0
1933,4.817678078694598e-08,0.0
1934,8.866369149984621e-08,0.0
1935,2.5133396697185617e-08,3.590485242455088e-09
1936,4.364897199238271e-08,3.6374143697059935e-09
1937,4.658713548266746e-08,0.0
1938,2.5930429359277696e-08,1.2965214457594243e-09
1939,4.7411555570420205e-08,4.588215141154706e-09
1940,2.5357829391836617e-08,0.0
1941,3.541803028639379e-08,0.0
1942,6.978686961645053e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,8.032965581605822e-08,3.2131861615880553e-09
1945,4.1391576832694454e-08,0.0
1946,6.403707875080045e-08,2.7842208538686464e-09
1947,4.529930830443618e-08,2.3841741914054637e-09
1948,4.892349503293758e-08,1.0871887834440486e-09
1949,3.7304630939871686e-08,3.9268033269479474e-09
1950,7.338399132805762e-08,8.508289184305795e-09
1951,6.716682809937424e-08,1.0661401761424827e-09
1952,3.5852332658237174e-08,3.163441175679793e-09
1953,5.386913715099695e-08,4.3095309543161875e-09
1954,7.524852563278728e-08,3.9090144454689835e-09
1955,7.790054645795408e-08,1.8771215692936494e-09
1956,4.273359222040085e-08,1.744228317335228e-09
1957,5.742774522587979e-08,8.835037701437898e-10
1958,4.053399349501774e-08,1.6544486891589827e-09
1959,5.813060877102316e-08,1.5501495642666896e-09
1960,4.429333300137728e-08,8.305000243069571e-09
1961,5.628009036584558e-08,8.337791068679934e-09
1962,5.771180466851433e-08,3.805173953708163e-09
1963,5.754787402167949e-08,4.526237162849611e-09
1964,9.916868037862514e-08,9.734349104562057e-09
1965,4.596516323118749e-08,2.188817349590977e-09
1966,6.037591360197325e-08,1.6617224263271169e-09
1967,9.909974618693695e-08,6.409436315024664e-09
1968,6.737123836586534e-08,0.0
1969,1.2308163377383607e-07,4.5417576088890854e-09
1970,7.174010985266932e-08,1.8394900047624674e-09
1971,1.613456781512923e-07,4.1107179882260425e-09
1972,7.2335072154317e-08,1.0260293725750103e-09
1973,6.505580518734178e-08,2.205281512956958e-09
1974,6.244384564979555e-08,3.3753431161187564e-09
1975,5.597250662958686e-08,2.8557400888473694e-09
1976,8.284613883802194e-08,2.8567634369203176e-09
1977,5.9355496517810025e-08,2.938390863960194e-09
1978,5.287126381148255e-08,5.346532105932056e-09
1979,4.7400983138601305e-08,3.5111840102075575e-09
1980,6.139962849260883e-08,1.7055452605774235e-09
1981,5.756250054389511e-08,2.5302198114474095e-09
1982,6.331652180335823e-08,1.8622506869903077e-09
1983,4.294415045791311e-08,2.5261264191556165e-09
1984,7.538710899979151e-08,1.739702604197646e-09
1985,6.917891859359315e-08,6.015558051686298e-10
1986,8.871838197421766e-08,1.7983456945813714e-09
1987,7.088547437916759e-08,1.8332451112712533e-09
1988,8.215278590739672e-08,5.996553809062277e-10
1989,8.890757996482535e-08,3.841685636274406e-09
1990,8.990274302789203e-08,1.089730194969718e-09
1991,6.388996975914552e-08,1.7584395606284886e-09
1992,5.179347439820958e-08,7.713922001162388e-09
1993,6.480872905001434e-08,2.7696036575264316e-09
1994,5.8551687054375634e-08,2.637463358823311e-09
1995,7.211859642808349e-08,4.337960657352369e-09
1996,7.419948033771107e-08,2.135236876199542e-09
1997,8.343116419951002e-08,1.917957792585412e-09
1998,1.0060752586582566e-07,3.337690568372409e-09
1999,1.2750860989285684e-07,5.027221222642098e-09
2000,1.6744339603746994e-07,6.627046911233947e-09
2001,2.25632412309551e-07,3.943090687297257e-09
2002,1.572858536746935e-07,1.752488598683044e-09
2003,1.3250815200649413e-07,1.6667692226413067e-09
2004,1.4667955028357937e-07,2.642874724623212e-09
2005,1.5267711006572426e-07,4.503749595485829e-09
2006,1.2641922353395785e-07,4.941467846020231e-09
2007,1.5179022128108954e-07,1.5977917877663117e-09
2008,1.3070339477394555e-07,3.83169571072095e-09
2009,7.533744117438346e-08,5.245011758248097e-09
2010,8.927969030736449e-08,1.0392344318432833e-08
2011,1.2886785238919174e-07,8.03034105878453e-09
2012,1.341275552846355e-07,1.395743631782409e-08
2013,1.2021128803496595e-07,8.925200134513034e-09
2014,1.028586442686219e-07,1.1909948138821846e-08
2015,1.2434987972653744e-07,9.309616549879607e-09
2016,1.2800881421526356e-07,1.4499380585064614e-08
2017,1.2427119777669304e-07,1.4338984444250968e-08
2018,1.3062221526638496e-07,9.29328036747279e-09
2019,1.3698804224304695e-07,1.8877309493348093e-08
