year,voulons_VERB approcher_VERB,voulons_VERB rapprocher_VERB
1875,3.432916173551348e-09,3.432916173551348e-09
1876,0.0,4.232210137899983e-09
1877,0.0,4.9478527941460015e-09
1878,0.0,4.831270938865373e-09
1879,6.10932526790009e-10,4.887460214320072e-09
1880,2.5671385017744797e-09,5.134277003548959e-09
1881,0.0,0.0
1882,1.9966155395678697e-09,0.0
1883,1.8958017378167824e-09,5.687405213450347e-09
1884,1.9805090900604227e-09,5.281357573494461e-09
1885,0.0,6.445635580831777e-09
1886,0.0,6.453463874400711e-10
1887,1.3057849246322917e-09,6.528924623161458e-10
1888,0.0,3.804368819970705e-09
1889,0.0,6.265136742733546e-10
1890,0.0,5.243509182406569e-09
1891,6.374220040683554e-10,3.1871101313640793e-09
1892,1.8805537127519756e-09,6.268512375839919e-10
1893,6.158416554491453e-10,3.079208221734575e-09
1894,0.0,0.0
1895,6.6204757231957956e-09,3.0093072478365457e-09
1896,2.358811590497112e-09,5.897029087265082e-09
1897,5.826713556089658e-10,4.078699600285063e-09
1898,6.224190496340043e-09,9.619203211741478e-09
1899,0.0,6.080336234504102e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,0.0,4.470991132876634e-09
1902,9.820567692386817e-10,2.9461704187383475e-09
1903,5.400220270956879e-10,0.0
1904,5.374625189347171e-10,0.0
1905,0.0,6.192911072844254e-09
1906,0.0,3.600929110447737e-09
1907,5.142843373384665e-10,3.0857059130084963e-09
1908,1.964555629285769e-09,2.4556945366072114e-09
1909,1.1001967115120692e-09,1.6502950117569526e-09
1910,5.344150677544235e-10,0.0
1911,0.0,1.5961122423746588e-09
1912,5.209421227725386e-10,3.125652625612929e-09
1913,0.0,6.363587878865928e-09
1914,0.0,6.696743604095445e-09
1915,0.0,7.068456930880984e-09
1916,0.0,5.493730803607377e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,9.207848372660976e-10
1920,0.0,0.0
1921,0.0,2.2718242842501013e-09
1922,0.0,5.902348387820666e-09
1923,0.0,6.369568872344189e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,1.0998177923937646e-09,0.0
1926,3.343841648018042e-09,0.0
1927,1.1149224876660924e-09,3.3447675740205796e-09
1928,5.713020723163709e-09,3.4278122562625413e-09
1929,0.0,6.684243825105796e-09
1930,2.100720708497761e-09,3.1510811737689437e-09
1931,0.0,2.2810713318222042e-09
1932,0.0,2.1919073223131136e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,0.0
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,0.0
1938,0.0,1.4261735792331365e-08
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,2.178504043826024e-09
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,0.0,5.960435700558264e-09
1948,0.0,2.174377566888097e-09
1949,0.0,2.945102384188658e-09
1950,0.0,0.0
1951,0.0,0.0
1952,5.272402070488624e-09,7.381362632230548e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,2.9317608341017376e-09,0.0
1955,0.0,6.569925492527773e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,0.0,1.6544486891589827e-09
1959,6.200598257066758e-09,0.0
1960,6.920833350854139e-10,3.460416619915918e-09
1961,0.0,0.0
1962,6.341956404476434e-10,6.341956404476434e-10
1963,1.2932106496776896e-09,1.939815863494232e-09
1964,4.258777774879263e-09,1.8251904432275978e-09
1965,0.0,2.73602163147757e-09
1966,0.0,5.539074754423723e-10
1967,1.4791006197611978e-09,7.888536934785861e-09
1968,4.4914158503495116e-10,4.4914158503495116e-10
1969,3.1792304344691047e-09,3.1792304344691047e-09
1970,3.219107425067591e-09,4.1388523719376735e-09
1971,1.541519245584766e-09,5.138397485282553e-10
1972,2.0520587451500205e-09,3.5911027485013847e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,0.0,5.625571675160757e-10
1975,4.569184142155791e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,1.7555920051037788e-09,4.096381456264453e-09
1980,2.2740602734216964e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,6.325549528618524e-10
1982,7.449002747961231e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,0.0
1984,1.739702604197646e-09,0.0
1985,6.015557829641693e-09,6.015558051686298e-10
1986,1.7983456945813714e-09,2.3977941854269602e-09
1987,6.110816852533674e-10,2.4443267410134695e-09
1988,0.0,5.996553809062277e-10
1989,0.0,1.6464366536794728e-09
1990,2.724325431913144e-09,2.179460389939436e-09
1991,2.344586080837985e-09,0.0
1992,1.1019888335184191e-09,0.0
1993,1.1078414852150331e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,2.7112254663563817e-09
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,4.79489448146353e-10,3.835915585170824e-09
1998,4.768129224785866e-10,4.768129224785866e-10
1999,4.570201106446348e-09,3.1991407301035224e-09
2000,1.7672125984802278e-09,8.836062992401139e-10
2001,1.7524847129024579e-09,1.3143635069212678e-09
2002,8.76244299341522e-10,4.381221607729913e-09
2003,1.2500769308587678e-09,4.1669229178253886e-10
2004,2.2023955992267474e-09,1.3214374039449694e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,4.1178899179428186e-10,4.1178899179428186e-10
2007,2.7961355453243186e-09,2.7961355453243186e-09
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,2.860915504498962e-09,2.860915504498962e-09
2010,2.3618964561933353e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,1.1471915639660324e-09
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,1.3945624655065103e-09,8.367375126105969e-10
2014,1.0827225782605865e-09,2.1654451842767486e-10
2015,2.21657536769726e-09,8.866301581811342e-10
2016,1.86420612280358e-09,2.6927420293532123e-09
2017,1.7609279590047322e-09,1.0062445321423752e-09
2018,1.290733298020541e-09,7.744400121190154e-10
2019,1.02039510174734e-09,1.02039510174734e-09
