year,ces_DET août_NOUN,ces_DET routes_NOUN
1926,3.343841648018042e-09,8.370749853270354e-07
1927,0.0,8.395366037916574e-07
1928,0.0,7.244110236115375e-07
1929,1.1140406375176326e-09,7.330387461479404e-07
1930,0.0,6.627773601053377e-07
1931,0.0,8.303099718887097e-07
1932,0.0,6.783952883893107e-07
1933,0.0,6.262981742111151e-07
1934,0.0,8.542866680727457e-07
1935,0.0,6.762080744238119e-07
1936,0.0,7.238454742264366e-07
1937,0.0,6.736248110428278e-07
1938,0.0,6.2233029041181e-07
1939,1.5294050470515685e-09,6.499971547668792e-07
1940,0.0,5.680153662979137e-07
1941,0.0,6.581850726661287e-07
1942,0.0,7.312450520657876e-07
1943,0.0,5.341952693527219e-07
1944,0.0,8.193624552177425e-07
1945,0.0,6.143381341416898e-07
1946,0.0,6.29233902316173e-07
1947,0.0,7.188285024994912e-07
1948,0.0,1.277446813219285e-06
1949,0.0,6.714833844512214e-07
1950,0.0,6.221686419394246e-07
1951,0.0,7.708193479061265e-07
1952,0.0,5.662559630081887e-07
1953,0.0,5.634711754964883e-07
1954,0.0,5.286942155180441e-07
1955,0.0,5.237169276028908e-07
1956,0.0,5.572809342879737e-07
1957,0.0,1.397702931171807e-06
1958,0.0,4.764812260305007e-07
1959,0.0,6.00682959372989e-07
1960,0.0,4.879187684991848e-07
1961,0.0,6.190810140083158e-07
1962,1.9025869768540815e-09,6.931758207429084e-07
1963,0.0,5.476746949284461e-07
1964,0.0,5.019273991990758e-07
1965,0.0,4.957671322358692e-07
1966,0.0,4.7414479809049226e-07
1967,0.0,6.67074388616129e-07
1968,4.4914158503495116e-10,5.353767633664575e-07
1969,0.0,5.422858819770227e-07
1970,0.0,5.090788519623857e-07
1971,0.0,5.734451562489085e-07
1972,0.0,4.791557230987564e-07
1973,0.0,4.3168387264813646e-07
1974,0.0,4.061662650656217e-07
1975,0.0,7.693363670568942e-07
1976,5.713526873840635e-10,3.9309063737391625e-07
1977,5.876781838942691e-10,3.8492920495514227e-07
1978,0.0,4.0574238724389033e-07
1979,0.0,4.0963812608652006e-07
1980,5.685150683554241e-10,4.309344134867388e-07
1981,0.0,3.611888850230116e-07
1982,6.207502289967692e-10,3.81761392276303e-07
1983,0.0,3.827081656027076e-07
1984,0.0,3.734561424550975e-07
1985,0.0,3.789801610309951e-07
1986,5.994485463567401e-10,3.2849780851051946e-07
1987,0.0,3.391503469174495e-07
1988,0.0,3.136197612718661e-07
1989,0.0,3.759363806921101e-07
1990,5.44865097484859e-10,2.958617493220572e-07
1991,0.0,3.1241609121934744e-07
1992,0.0,3.04148922936065e-07
1993,0.0,3.0521032812202975e-07
1994,0.0,2.853735274754854e-07
1995,0.0,3.3293847323534465e-07
1996,5.338092190498855e-10,3.1815030254733756e-07
1997,0.0,3.131066179662412e-07
1998,0.0,3.4425892891931653e-07
1999,0.0,3.5144848098411785e-07
2000,4.4180314962005696e-10,3.3488677786408516e-07
2001,0.0,3.0668482153828336e-07
2002,0.0,2.9529433476227496e-07
2003,4.1669229178253886e-10,3.521049869448234e-07
2004,4.404791253964646e-10,3.321212496132375e-07
2005,0.0,3.0625498226299896e-07
2006,4.1178899179428186e-10,3.2778403280531165e-07
2007,0.0,3.2075669764708437e-07
2008,0.0,3.750804289381904e-07
2009,0.0,3.9146859975858206e-07
2010,0.0,4.076633324245904e-07
2011,3.82397197240536e-10,3.2542001804358733e-07
2012,1.0212758416727752e-09,3.8638266985913106e-07
2013,5.578250084070646e-10,3.7708969458094543e-07
2014,0.0,4.5907438561698655e-07
2015,0.0,4.085148326282706e-07
2016,4.1426800878596737e-10,4.1944634787682844e-07
2017,5.031222660711876e-10,3.539465218693749e-07
2018,1.8070267504555204e-09,4.0812988189031785e-07
2019,0.0,3.8800524393423075e-07
