year,seules_ADJ âmes_NOUN,seules_ADJ ames_NOUN,seules_ADJ rames_NOUN
1800,0.0,0.0,6.288328968651058e-09
1801,0.0,2.3811825844433088e-09,4.7623651688866175e-09
1802,0.0,4.475680270843441e-09,0.0
1803,5.851017448321727e-09,1.950339223455444e-09,3.900678446910888e-09
1804,0.0,3.460591457837836e-08,0.0
1805,5.685755422035754e-09,6.254330742194725e-08,0.0
1806,0.0,1.152667650217154e-08,0.0
1807,0.0,0.0,0.0
1808,0.0,6.798221985349073e-09,0.0
1809,0.0,4.518061036407062e-09,0.0
1810,0.0,0.0,0.0
1811,5.0141535368197765e-09,7.521229861140455e-09,0.0
1812,0.0,0.0,0.0
1813,5.751483289628823e-09,2.8757416448144113e-09,1.1502966579257645e-08
1814,6.293354282149721e-09,0.0,0.0
1815,0.0,0.0,0.0
1816,6.952811659743929e-09,0.0,0.0
1817,7.784366928831332e-09,0.0,0.0
1818,1.1921177378582115e-09,9.536941902865692e-09,0.0
1819,3.1053151161586356e-09,4.140420006848444e-09,0.0
1820,0.0,0.0,0.0
1821,1.2819934447350079e-08,9.86148829262845e-10,0.0
1822,1.1028177482330648e-08,0.0,0.0
1823,1.2847492847356534e-08,0.0,0.0
1824,1.6842225392110777e-09,0.0,0.0
1825,7.044354433105582e-09,0.0,0.0
1826,1.7615968683770689e-09,6.1655889282974385e-09,0.0
1827,0.0,0.0,0.0
1828,0.0,0.0,0.0
1829,2.571952872898464e-09,1.714635211591542e-09,0.0
1830,4.174734336004349e-09,1.0436835840010872e-09,0.0
1831,0.0,0.0,0.0
1832,5.411987746839486e-09,0.0,0.0
1833,3.4750886612755494e-09,1.1583628500844156e-09,0.0
1834,1.8669061851994684e-09,0.0,0.0
1835,0.0,0.0,0.0
1836,6.720750067579218e-10,0.0,0.0
1837,0.0,1.3915781860163179e-09,0.0
1838,2.5248647617104325e-09,6.312161904276081e-10,0.0
1839,6.9914751765765e-10,0.0,0.0
1840,6.3696887764308485e-09,6.369688665408546e-10,0.0
1841,7.704658244733764e-09,0.0,0.0
1842,6.037438549100216e-09,6.708265054555795e-10,0.0
1843,2.9534556134080958e-08,0.0,0.0
1844,3.841992946007622e-09,6.586273748609983e-09,0.0
1845,7.254296274794569e-09,1.1160455892778032e-09,0.0
1846,4.0981511517657054e-09,0.0,0.0
1847,1.1865092020002521e-08,0.0,0.0
1848,1.6090443422100975e-09,8.045221711050488e-10,0.0
1849,0.0,0.0,0.0
1850,1.0183494048021657e-08,0.0,0.0
1851,0.0,6.449438760824933e-10,0.0
1852,7.161600201754936e-09,0.0,0.0
1853,8.957897534855874e-09,0.0,0.0
1854,6.754363734984281e-09,0.0,0.0
1855,1.751289246954002e-08,0.0,0.0
1856,1.9155599773057475e-08,0.0,0.0
1857,3.905207268672939e-09,1.4644527812635033e-09,4.881509085841174e-10
1858,8.808616946964776e-09,4.893676019968041e-10,7.829881631948865e-09
1859,5.601390462572908e-09,0.0,0.0
1860,1.373155145145688e-09,0.0,4.577183909670879e-10
