year,auriez_VERB emporté_VERB,auriez_VERB remporté_VERB
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,3.82397197240536e-10,3.82397197240536e-10
2012,3.404252713057332e-10,0.0
2013,1.9523875849358774e-09,1.3945624655065103e-09
2014,1.0827225782605865e-09,1.5158115873603606e-09
2015,1.5516027351836215e-09,8.866301581811342e-10
2016,1.6570720351438695e-09,6.214020409345267e-10
2017,1.2578056374223934e-09,5.031222660711876e-10
2018,2.581466596041082e-09,7.744400121190154e-10
2019,1.02039510174734e-09,0.0
