year,peux_VERB ajouter_VERB,peux_VERB rajouter_VERB
1800,3.144164395507687e-08,0.0
1801,4.0480102825313224e-08,0.0
1802,6.265952379180817e-08,0.0
1803,2.7304748684287006e-08,0.0
1804,1.9774807569206132e-08,0.0
1805,0.0,0.0
1806,8.645007376628655e-09,0.0
1807,5.693910232196231e-09,0.0
1808,1.3596443970698147e-08,0.0
1809,6.551188391767937e-08,0.0
1810,2.106114038724627e-08,0.0
1811,1.0028307073639553e-08,0.0
1812,2.9339290108509886e-08,0.0
1813,2.5881675469463516e-08,0.0
1814,4.405347908686963e-08,0.0
1815,2.4275012222574333e-08,0.0
1816,3.244645441213834e-08,0.0
1817,3.580808893843823e-08,0.0
1818,4.6492591110336434e-08,0.0
1819,4.7614829412623294e-08,0.0
1820,1.6613073583471305e-08,0.0
1821,1.0847637454958203e-08,0.0
1822,4.210758675071702e-08,0.0
1823,1.581229902569703e-08,0.0
1824,1.1789557774477544e-08,0.0
1825,1.1447076175841175e-08,0.0
1826,8.80798456392995e-09,0.0
1827,1.566936447261469e-08,0.0
1828,2.384798314380987e-08,0.0
1829,6.858540846366168e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,3.585977381703742e-08,0.0
1832,4.329590197471589e-08,0.0
1833,2.0850531967653296e-08,0.0
1834,2.6136685704614138e-08,0.0
1835,2.3445572594482655e-08,0.0
1836,1.344150035720304e-08,0.0
1837,2.7831564608504777e-08,0.0
1838,1.3255539776935166e-08,0.0
1839,3.076248944466897e-08,0.0
1840,2.356784811752277e-08,0.0
1841,2.6966304744746594e-08,0.0
1842,2.1466448174578545e-08,0.0
1843,3.071593823733565e-08,0.0
1844,3.2931367854871496e-08,0.0
1845,1.6182660544927785e-08,0.0
1846,2.86870562860031e-08,0.0
1847,1.88762818709165e-08,0.0
1848,1.609044275596716e-08,0.0
1849,1.508294644736452e-08,0.0
1850,1.3577992064028876e-09,0.0
1851,1.805842941848823e-08,0.0
1852,1.5625309046640723e-08,0.0
1853,1.3735443005202796e-08,0.0
1854,2.0263090760863633e-08,0.0
1855,1.3798036491152743e-08,0.0
1856,1.5531567143511893e-08,0.0
1857,1.0739319655783675e-08,0.0
1858,1.0276719919488642e-08,0.0
1859,4.1755821911237945e-08,0.0
1860,1.6935580049448618e-08,0.0
1861,1.650587222457034e-08,0.0
1862,1.7620147119146168e-08,0.0
1863,1.39849385405455e-08,0.0
1864,1.821996598039277e-08,0.0
1865,2.5416959203994338e-08,0.0
1866,1.9462451206209153e-08,0.0
1867,1.94112459439566e-08,0.0
1868,2.3711395513714706e-08,0.0
1869,3.613804011592947e-08,0.0
1870,1.7202147262196377e-08,0.0
1871,2.1242353653860846e-08,0.0
1872,3.084143074261192e-08,0.0
1873,1.616221290134945e-08,0.0
1874,1.7326366119618797e-08,0.0
1875,3.089624556196213e-08,0.0
1876,1.5115036333668286e-08,0.0
1877,1.9172929910382663e-08,0.0
1878,2.1740719446938783e-08,0.0
1879,3.5434087664043545e-08,0.0
1880,1.4761046607247863e-08,0.0
1881,3.69542902944886e-08,0.0
1882,4.1263387373646765e-08,0.0
1883,2.8437025179073316e-08,0.0
1884,3.1027976632458376e-08,0.0
1885,1.2891271161663553e-08,0.0
1886,2.0005737511041843e-08,0.0
1887,1.3710741875172516e-08,0.0
1888,1.9655905347804037e-08,0.0
1889,2.0048437576747347e-08,0.0
1890,2.4251230357208442e-08,0.0
1891,1.9760081571007504e-08,0.0
1892,3.384996816180319e-08,0.0
1893,2.0322774574310642e-08,0.0
1894,2.0164925729204697e-08,0.0
1895,1.5648398132839247e-08,0.0
1896,2.6536630670648265e-08,0.0
1897,1.6897470089816125e-08,0.0
1898,2.1501747937691107e-08,0.0
1899,4.477338677588705e-08,0.0
1900,2.5436159845071415e-08,0.0
1901,3.520905522691464e-08,0.0
1902,3.0443761289689064e-08,0.0
1903,3.186130115295782e-08,0.0
1904,2.203596238814498e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,3.961022088105892e-08,0.0
1907,2.3142794347563722e-08,0.0
1908,2.2101250607420297e-08,0.0
1909,2.53045246978445e-08,0.0
1910,2.5651923252212327e-08,0.0
1911,2.500575924102577e-08,0.0
1912,3.2819354345292595e-08,0.0
1913,3.446943352969356e-08,0.0
1914,2.8795998474606677e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,3.076489463182952e-08,0.0
1917,3.5092558192673096e-08,0.0
1918,3.2161853624756986e-08,0.0
1919,2.762354434082681e-08,0.0
1920,4.543338860685253e-08,0.0
1921,2.9533714140939082e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,2.653987074552333e-08,0.0
1924,3.867487308184536e-08,0.0
1925,2.0896537833436923e-08,0.0
1926,4.0126099776216506e-08,0.0
1927,3.9022285847067906e-08,0.0
1928,4.227635130860108e-08,0.0
1929,3.676334259239411e-08,0.0
1930,3.571225093423891e-08,0.0
1931,3.193499864551086e-08,0.0
1932,3.3974561830518724e-08,0.0
1933,4.3588517684156614e-08,0.0
1934,2.516131836216573e-08,0.0
1935,3.7101681726881e-08,0.0
1936,4.364897421282876e-08,0.0
1937,3.5255130370615007e-08,0.0
1938,4.926781471681352e-08,0.0
1939,4.282334131744392e-08,0.0
1940,2.7893612752905028e-08,0.0
1941,2.066051862925633e-08,0.0
1942,4.8547388331598995e-08,0.0
1943,5.806470415592457e-09,0.0
1944,3.534504600111177e-08,0.0
1945,4.357008265287732e-08,0.0
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,5.602809238780537e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,3.043272656100271e-08,0.0
1950,3.616023036556726e-08,0.0
1951,3.731490494374157e-08,0.0
1952,2.319856839960721e-08,0.0
1953,4.0940545176226806e-08,0.0
1954,3.224936762080688e-08,0.0
1955,1.783265446420046e-08,0.0
1956,3.1396108823855684e-08,0.0
1957,3.268964121616591e-08,0.0
1958,4.549733745307094e-08,0.0
1959,2.712761748568937e-08,1.5501495642666896e-09
1960,3.8756667208872386e-08,0.0
1961,3.752005994783758e-08,0.0
1962,3.99543260698465e-08,0.0
1963,4.073613624200334e-08,0.0
1964,3.346182708696688e-08,0.0
1965,3.283226135408768e-08,0.0
1966,2.4925835617750636e-08,0.0
1967,3.451235031093347e-08,0.0
1968,3.772789369804741e-08,4.4914158503495116e-10
1969,5.223021304345821e-08,0.0
1970,3.081145649730388e-08,0.0
1971,3.648262136835001e-08,0.0
1972,4.001514497531389e-08,0.0
1973,4.3554308604143444e-08,5.513203782392395e-10
1974,2.700274492895005e-08,0.0
1975,3.1413140533231854e-08,2.2845920710778955e-09
1976,6.39915000988367e-08,5.713526873840635e-10
1977,3.467301112891619e-08,0.0
1978,3.445542873237173e-08,0.0
1979,2.3407892513205297e-08,0.0
1980,6.253665674194053e-08,0.0
1981,7.021360204362281e-08,0.0
