year,peux_VERB ajouter_VERB,peux_VERB rajouter_VERB
1982,4.593551850007316e-08,1.8622506869903077e-09
1983,4.736487113632393e-08,0.0
1984,5.0451372857196475e-08,1.739702604197646e-09
1985,4.511668549866954e-08,1.2031116103372597e-09
1986,7.073492724885e-08,5.994485463567401e-10
1987,3.483165755824302e-08,0.0
1988,3.47800117594943e-08,2.398621523624911e-09
1989,5.4332410570623324e-08,3.2928733073589456e-09
1990,4.304434142454738e-08,1.6345953479657283e-09
1991,5.2167038688821776e-08,0.0
1992,4.4079552452558346e-08,2.2039776670368383e-09
1993,3.988229480000882e-08,5.539207426075166e-10
1994,5.222177179575738e-08,2.1099706426497278e-09
1995,4.446409818115171e-08,1.0844901643380922e-09
1996,3.84342655479486e-08,0.0
1997,4.6030987022049885e-08,1.917957792585412e-09
1998,3.194646680526603e-08,2.3840645013706308e-09
1999,3.701862993921168e-08,4.570201161957499e-10
2000,5.3016378842585254e-08,7.95245647111642e-09
2001,4.425023902854264e-08,3.5049694258049158e-09
2002,3.811662807606808e-08,2.6287327870022636e-09
2003,3.166861262116072e-08,4.166922806803086e-09
2004,3.171449591832243e-08,2.2023955992267474e-09
2005,3.918261981539217e-08,4.053374524914943e-09
2006,5.1061835648624765e-08,3.294311934354255e-09
2007,4.47381687251891e-08,1.1983438685803094e-09
2008,3.9594187484226495e-08,2.9802078582719105e-09
2009,4.482101090275137e-08,5.245011536203492e-09
2010,5.337886221923327e-08,7.558068837454357e-09
2011,6.500752647298214e-08,8.795135286732148e-09
2012,6.842547861651838e-08,7.829781267787439e-09
2013,7.140160107610427e-08,6.414987652192394e-09
2014,8.380273186503473e-08,7.57905826986871e-09
2015,7.048709704804423e-08,9.087958829923082e-09
2016,8.451067401438195e-08,7.663958356829426e-09
2017,8.553078600925801e-08,1.3835862233690932e-08
2018,9.086762986498798e-08,1.4714360396794746e-08
2019,8.494789227597721e-08,1.4795729086358733e-08
