year,dix_DET oies_NOUN,dix_DET rois_NOUN
1854,1.558699391779328e-09,6.13088419476604e-08
1855,0.0,6.262185436867185e-08
1856,0.0,8.387046718238977e-08
1857,4.881509085841174e-10,1.1422731494015181e-07
1858,0.0,1.0472466932531788e-07
1859,1.5276520048956854e-09,6.772590377401855e-08
1860,9.154367819341758e-10,6.774232408357506e-08
1861,0.0,4.857442825745295e-08
1862,0.0,7.048058892067388e-08
1863,2.9967726078439227e-09,1.198709033145562e-07
1864,4.794727948009836e-10,5.3700954016910885e-08
1865,1.4120533631256649e-09,5.4599393950471864e-08
1866,0.0,9.2446641952737e-08
1867,9.7056229719783e-10,9.560038449762942e-08
1868,3.951899252285784e-09,6.668829732880965e-08
1869,3.906815315701806e-09,6.299739774284774e-08
1870,0.0,5.963410920628576e-08
1871,4.248470908407853e-09,6.903765381593985e-08
1872,6.047339295989218e-10,6.410179531624038e-08
1873,4.788803575905831e-09,1.5204451581096734e-07
1874,0.0,2.0373416687036183e-07
1875,0.0,6.408110431177505e-08
1876,1.209202959984168e-09,8.464420830911479e-08
1877,1.2369631985365004e-09,4.143826559666053e-08
1878,4.831270938865373e-09,9.179414439675071e-08
1879,0.0,6.170418598294702e-08
1880,6.417846254436199e-10,7.316345040919714e-08
1881,6.972507571312292e-10,7.390857703626352e-08
1882,0.0,3.9266770945900475e-08
1883,3.791603475633565e-09,3.159669503816076e-08
1884,1.3203393933736152e-09,4.819238874631537e-08
1885,6.445635691854079e-10,6.381179495917877e-08
1886,2.5813855497602844e-09,3.162197359518615e-08
1887,0.0,2.4809913734546996e-08
1888,0.0,2.0289966817799154e-08
1889,0.0,3.696430717070598e-08
1890,1.3108772956016423e-09,4.52252661986563e-08
1891,0.0,2.6134302499869477e-08
1892,0.0,1.9432387476925328e-08
1893,2.463366621796581e-09,4.495644123636566e-08
1894,0.0,1.260307835870833e-08
1895,1.2037228991346183e-09,2.166701307260155e-08
1896,0.0,2.122930353731789e-08
1897,0.0,3.61256249359343e-08
1898,0.0,3.791097724636927e-08
1899,2.2110313580014918e-09,3.316546859366554e-08
1900,2.595526460424935e-09,3.685647664841696e-08
1901,0.0,3.632680295462265e-08
1902,2.455141867585553e-09,2.160524859018409e-08
1903,0.0,2.3760968970165663e-08
1904,2.6873125946735854e-09,2.579820179704484e-08
1905,5.160759042333041e-10,2.373949165024314e-08
1906,2.0576738091193647e-09,2.1605575772909447e-08
1907,4.114274698707732e-09,1.6457098239719414e-08
1908,1.4734167219643268e-09,5.8936667546305443e-08
1909,4.400786735025974e-09,3.190570624367339e-08
1910,0.0,1.7635697346918278e-08
1911,5.320374141248863e-10,2.4473720383610953e-08
1912,1.0418842455450772e-09,3.2298411278830486e-08
1913,1.060597942803554e-09,1.6439268446521993e-08
1914,6.696743715117748e-10,3.750176569283781e-08
1915,0.0,1.8849219074468238e-08
1916,0.0,2.5271162940043723e-08
1917,0.0,8.773139548168274e-09
1918,0.0,2.412139021856774e-08
1919,1.8415696745321952e-09,2.5781975887539943e-08
1920,0.0,2.0445026116533427e-08
1921,1.5145494858259667e-09,2.044641850273976e-08
1922,0.0,1.8444838267850372e-08
1923,0.0,5.2018147567167716e-08
1924,1.289162443462999e-09,2.0626598873363378e-08
1925,0.0,2.5295809003011982e-08
1926,0.0,2.0063049888108253e-08
1927,0.0,2.452829506172094e-08
1928,0.0,2.285208267061023e-08
1929,1.1140406375176326e-09,2.2280812306263442e-08
1930,0.0,3.886333321823088e-08
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,0.0,2.5206933651489294e-08
1933,0.0,3.211785393197886e-08
1934,0.0,1.5576054224197833e-08
1935,1.196828414151696e-09,2.99207103537924e-08
1936,0.0,4.607391668187688e-08
1937,0.0,2.0145789036973838e-08
1938,5.186085783037697e-09,4.537825182282518e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,6.085879089567925e-08
1941,0.0,2.6563523380929155e-08
1942,0.0,2.1239482173029955e-08
1943,0.0,6.677441199975931e-08
1944,0.0,3.534504600111177e-08
1945,0.0,3.0499055725385915e-08
1946,0.0,2.3665878146061914e-08
1947,0.0,2.6225916327504706e-08
1948,0.0,8.697510267552389e-09
1949,0.0,3.043272656100271e-08
1950,1.0635361480382244e-09,2.9779011034847258e-08
1951,1.0661401761424827e-09,1.5992102975204148e-08
1952,1.0544803918932644e-09,2.214408867384776e-08
1953,0.0,1.2928592529881655e-08
1954,0.0,2.5408594339637602e-08
1955,0.0,1.3139850985055546e-08
1956,1.744228317335228e-09,1.744228272926307e-08
1957,0.0,3.180613605824334e-08
1958,8.272243445794913e-10,1.902615986981715e-08
1959,0.0,8.525822714489095e-09
1960,6.920833350854139e-10,1.522583353841256e-08
1961,0.0,2.7792637857793068e-08
1962,2.5367825617905737e-09,2.4099435003144265e-08
1963,6.466053248388448e-10,2.069137017279843e-08
1964,6.083968329129164e-10,3.893739702887089e-08
1965,0.0,2.1340969769134688e-08
1966,0.0,2.160239198634173e-08
1967,9.860671168482327e-10,2.514471181269684e-08
1968,2.245707841908029e-09,1.796566262424193e-08
1969,2.2708788183223305e-09,2.588801900627047e-08
1970,0.0,1.9774517356907495e-08
1971,5.138397485282553e-10,2.4150467403671882e-08
1972,5.130146862875051e-10,2.000757282072385e-08
1973,5.513203782392395e-10,1.543697070172101e-08
1974,5.625571675160757e-10,1.9689500196928833e-08
1975,1.1422960355389478e-09,1.028066476393974e-08
1976,3.9994687561772935e-09,4.9707684190991586e-08
1977,3.526069214387917e-09,1.1753563844418835e-08
1978,1.1881182704343018e-09,2.019801004227162e-08
1979,0.0,2.282269584430452e-08
1980,1.7055452605774235e-09,1.1938816435463906e-08
1981,5.060439622894819e-09,1.0753434309673793e-08
1982,6.207502289967692e-10,2.7313010964036266e-08
1983,6.315316047889041e-10,2.9050453487222683e-08
1984,0.0,1.0438215625185876e-08
1985,6.015558051686298e-10,2.2257564680217e-08
1986,0.0,1.498621410300771e-08
1987,0.0,1.7721368927858805e-08
1988,0.0,1.679035038781862e-08
1989,5.488122178931576e-10,3.1282296530932285e-08
1990,0.0,2.07048740930027e-08
1991,0.0,1.6412102732399347e-08
1992,3.856960972825618e-09,1.7631821169761253e-08
1993,6.093128224193833e-09,1.9941146789381747e-08
1994,1.5824779264761446e-09,1.8989735617314096e-08
1995,2.1689803286761844e-09,1.084490158786977e-08
1996,0.0,1.2277611816102763e-08
1997,9.58978896292706e-10,2.2536003951856287e-08
1998,5.2449422582867555e-09,1.6688452952884347e-08
1999,0.0,1.508166394548205e-08
2000,4.4180314962005696e-10,2.0322944771500318e-08
2001,0.0,2.1906058023102304e-08
2002,8.76244299341522e-10,2.190610659535963e-08
2003,4.1669229178253886e-10,1.2500769142054224e-08
2004,1.7619165015858584e-09,2.5988268120835656e-08
2005,4.5037495954858286e-10,1.3961624190095279e-08
2006,4.1178899179428186e-10,2.017766054240866e-08
2007,3.994479469415779e-10,2.6763012250796692e-08
2008,1.7029758714315335e-09,1.4049550856043425e-08
2009,9.53638501499654e-10,1.7165493026993772e-08
2010,0.0,1.7950413488954098e-08
2011,2.6767803529281764e-09,1.682547601244977e-08
2012,1.0212758416727752e-09,1.4638286471857498e-08
2013,5.578250084070646e-10,2.0360612196235195e-08
2014,4.330890368553497e-10,2.446953058232726e-08
2015,8.866301581811342e-10,1.9284205343694794e-08
2016,4.1426800878596737e-10,2.9620161989818428e-08
2017,2.515611330355938e-10,7.14433643356216e-08
2018,5.162933414126769e-10,2.7879839936684192e-08
2019,1.275493877184175e-09,2.499967988178753e-08
