year,sans_ADP égaler_VERB,sans_ADP régaler_VERB
1890,3.998175834851736e-08,0.0
1891,6.947899588993778e-08,0.0
1892,7.772955434859341e-08,0.0
1893,5.6041590035249556e-08,6.158416554491453e-10
1894,8.69612399867492e-08,1.2603078580752936e-09
1895,7.402895896291284e-08,6.018614495673091e-10
1896,5.0124745687440964e-08,0.0
1897,6.176316347250577e-08,0.0
1898,6.903192861784646e-08,5.6583548957434e-10
1899,4.090408189938444e-08,1.6582735185011188e-09
1900,4.1009321272156285e-08,0.0
1901,5.97995049034239e-08,0.0
1902,6.236060556830125e-08,0.0
1903,6.75027536090056e-08,1.0800440541913758e-09
1904,5.535864033845428e-08,5.374625189347171e-10
1905,6.038088073978543e-08,0.0
1906,5.812928627335623e-08,5.144184522798412e-10
1907,3.085706046235259e-08,0.0
1908,6.188350276659094e-08,0.0
1909,7.261298407001959e-08,5.500983557560346e-10
1910,5.878565900729882e-08,0.0
1911,4.575521828087403e-08,0.0
1912,5.4177980324254804e-08,0.0
1913,5.992378326880043e-08,0.0
1914,8.103059823127978e-08,0.0
1915,7.068457019698826e-08,1.1780761921542648e-09
1916,6.482602543655958e-08,0.0
1917,6.250861872558744e-08,0.0
1918,3.9053680289669046e-08,1.1486376294556067e-09
1919,3.6831393490643904e-08,0.0
1920,9.616734608641764e-08,0.0
1921,6.739745117556595e-08,0.0
1922,5.68101050646419e-08,0.0
1923,5.4141336747193236e-08,0.0
1924,5.543398540197586e-08,0.0
1925,5.49908882874206e-08,0.0
1926,6.130376384305691e-08,0.0
1927,5.6861045649725384e-08,1.1149224876660924e-09
1928,7.084145359215199e-08,0.0
1929,6.795647777835256e-08,0.0
1930,5.7769820926978355e-08,0.0
1931,5.7026785071911945e-08,0.0
1932,8.438843046576494e-08,0.0
1933,5.391211121974493e-08,0.0
1934,4.7926320689839486e-08,0.0
1935,3.949533766700597e-08,0.0
1936,3.3949199895744187e-08,0.0
1937,4.910535977842301e-08,0.0
1938,5.0564334941327616e-08,0.0
1939,3.6705722017416065e-08,0.0
1940,5.325144147860783e-08,0.0
1941,3.246652813260198e-08,0.0
1942,2.730790660265825e-08,0.0
1943,6.096794002985462e-08,0.0
1944,4.819779242382083e-08,0.0
1945,4.1391577276783664e-08,0.0
1946,3.7586980639048306e-08,0.0
1947,4.7683483828109274e-08,0.0
1948,6.414413888933268e-08,0.0
1949,2.5524221847206263e-08,0.0
1950,4.2541444145172136e-08,0.0
1951,5.330701036143637e-08,0.0
1952,5.9050901057844385e-08,0.0
1953,3.5553631150264664e-08,0.0
1954,4.788542717903965e-08,2.9317608341017376e-09
1955,4.8805161689813303e-08,0.0
1956,4.7094163235783526e-08,8.72114158667614e-10
1957,3.3573142488307894e-08,0.0
1958,3.391619785020339e-08,0.0
1959,4.5729414033246485e-08,0.0
1960,5.190624818851575e-08,0.0
1961,3.682524329917669e-08,0.0
1962,3.614915300431676e-08,0.0
1963,3.7503109062697604e-08,0.0
1964,2.7377857314547782e-08,6.083968329129164e-10
1965,3.9398711848548373e-08,5.472043373977442e-10
1966,2.2710205715981147e-08,0.0
1967,3.5991449820471644e-08,0.0
1968,3.27873352912178e-08,0.0
1969,3.8150766101807676e-08,0.0
1970,4.0008906410093914e-08,4.5987250119061684e-10
1971,4.367637762570098e-08,0.0
1972,3.33459553303328e-08,0.0
1973,3.583582408595021e-08,0.0
1974,2.025205736444491e-08,0.0
1975,2.341706872854843e-08,0.0
1976,3.142439819470155e-08,5.713526873840635e-10
1977,2.6445517775641747e-08,0.0
1978,3.1485134943665116e-08,0.0
1979,2.691907807772509e-08,0.0
1980,1.989802722590639e-08,0.0
1981,2.0241758491579276e-08,0.0
1982,2.9796011880023343e-08,1.8622506869903077e-09
1983,2.7787391054800992e-08,1.2630632095778083e-09
1984,3.07347454153728e-08,0.0
1985,2.466378745680231e-08,0.0
1986,2.997242765090391e-08,0.0
1987,2.688759437319277e-08,0.0
1988,2.278690436341435e-08,0.0
1989,2.798942233539492e-08,5.488122178931576e-10
1990,2.2884333539252566e-08,0.0
1991,2.8135032970055818e-08,0.0
1992,2.4243754559449826e-08,0.0
1993,3.32352447784956e-08,0.0
1994,2.5319647711796733e-08,0.0
1995,4.5006343540876514e-08,0.0
1996,2.2953797085278893e-08,0.0
1997,2.5412939752555985e-08,0.0
1998,2.193339421197038e-08,0.0
1999,2.7421207082767296e-08,0.0
2000,2.0322944660478015e-08,0.0
2001,1.883921130207966e-08,0.0
2002,2.0591740756970012e-08,0.0
2003,2.9585152105937595e-08,0.0
2004,1.7178685585150788e-08,0.0
2005,2.296912260391082e-08,0.0
2006,2.800165166405577e-08,0.0
2007,2.2369085916906783e-08,0.0
2008,1.95842231320853e-08,0.0
2009,2.2410504563197264e-08,0.0
2010,2.0784689525044087e-08,4.723793023408973e-10
2011,2.4473420623394304e-08,0.0
2012,1.7702113996875823e-08,0.0
2013,1.7013662478859715e-08,0.0
2014,1.9705551412840805e-08,1.2992671383216248e-09
2015,2.0835809078079137e-08,0.0
2016,2.941302934544865e-08,0.0
2017,1.7609279368002717e-08,0.0
2018,2.323320025254816e-08,0.0
2019,1.7091617898756795e-08,0.0
