year,devriez_VERB aller_VERB
1932,3.287861005674131e-08
1933,2.408838994938378e-08
1934,1.9170528275935794e-08
1935,2.5133395809007197e-08
1936,2.7886843056990074e-08
1937,2.2664012888640173e-08
1938,3.1116513810047763e-08
1939,4.282334131744392e-08
1940,2.7893612752905028e-08
1941,2.6563522936839945e-08
1942,3.3376331032286544e-08
1943,2.9032351633873077e-08
1944,5.1410978585408884e-08
1945,4.7927088075994106e-08
1946,5.707652661612883e-08
1947,3.099426493236024e-08
1948,4.4574740343250596e-08
1949,3.337782672474532e-08
1950,3.616023036556726e-08
1951,5.330700858507953e-08
1952,5.377849987553418e-08
1953,5.8178667217134716e-08
1954,4.69081733456278e-08
1955,3.566530892840092e-08
1956,6.279221764771137e-08
1957,5.212672249399475e-08
1958,3.9706769427994004e-08
1959,4.8829711829512235e-08
1960,5.605874875413974e-08
1961,4.446821932901912e-08
1962,3.361236977639237e-08
1963,3.620989730279689e-08
1964,4.806334885643082e-08
1965,2.954903344232207e-08
1966,5.2621210500092275e-08
1967,4.240088458118407e-08
1968,3.5931325470528463e-08
1969,3.179230390060184e-08
1970,3.4030566808951335e-08
1971,2.8261185391897925e-08
1972,2.0520587895589415e-08
1973,3.087394162548662e-08
1974,2.193973003272731e-08
1975,2.3988217634496323e-08
1976,2.2282755196556536e-08
1977,2.4094806150287695e-08
1978,3.26732525479656e-08
1979,3.920822067016161e-08
1980,3.240536017301565e-08
1981,3.479052068655619e-08
1982,3.1037512115972277e-08
1983,3.34711742766558e-08
1984,3.827345551599137e-08
1985,3.188245756291508e-08
1986,4.3160294893596074e-08
1987,3.299841111470414e-08
1988,4.077656612366809e-08
1989,3.5123981945162086e-08
1990,3.9775152060883556e-08
1991,2.8721180100887977e-08
1992,2.8100714644097025e-08
1993,2.8249957040316076e-08
1994,4.008944287647864e-08
1995,3.253470381991974e-08
1996,3.149474281372022e-08
1997,2.8289877107567918e-08
1998,3.146965354972053e-08
1999,2.559312584082818e-08
2000,3.004261373007466e-08
2001,2.6725391677473453e-08
2002,3.373540380380291e-08
2003,3.000184634061043e-08
2004,3.7000248198637564e-08
2005,3.0625496805214425e-08
2006,3.911995349881181e-08
2007,6.191443446823541e-08
2008,9.110920728971905e-08
2009,1.1682071487939538e-07
2010,1.3840713108947966e-07
2011,1.5601806069298618e-07
2012,1.9029772602152661e-07
2013,2.11136764960429e-07
2014,2.1719415599363856e-07
2015,2.0769311959156767e-07
2016,1.8911335075699753e-07
2017,2.1382696502314502e-07
2018,2.3723679021259159e-07
2019,2.2193593451902416e-07
