year,peux_VERB ouvrir_VERB,peux_VERB rouvrir_VERB
1979,1.287434159280565e-08,2.3407893401383717e-09
1980,1.0801786132219604e-08,2.8425752862659692e-09
1981,8.855769451088236e-09,0.0
1982,1.6760255405756652e-08,0.0
1983,1.6419821946556112e-08,6.315316047889041e-10
1984,2.145633182237816e-08,5.799008495621649e-10
1985,1.4437339324047116e-08,6.015558051686298e-10
1986,2.2779044428489215e-08,2.997242676272549e-09
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,1.9788627625416666e-08,0.0
1989,1.3720305780395847e-08,5.488122178931576e-10
1990,1.2531897297662908e-08,0.0
1991,1.934283488935762e-08,2.344586080837985e-09
1992,1.322386644631024e-08,1.1019888335184191e-09
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,2.162719958676007e-08,2.1099706426497278e-09
1995,1.626735190995987e-08,5.422450821690461e-10
1996,1.4412848692302305e-08,0.0
1997,3.4043750929413363e-08,4.79489448146353e-10
1998,1.1920323395031573e-08,4.768129224785866e-10
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,1.7230322058026104e-08,8.836062992401139e-10
2001,1.0514908055370142e-08,4.3812117822561447e-10
2002,1.7963008858146168e-08,4.38122149670761e-10
2003,1.7917768602160322e-08,1.2500769308587678e-09
2004,2.070251881036711e-08,8.809582507929292e-10
2005,1.9366122927522156e-08,9.007499190971657e-10
2006,2.4295550460351478e-08,1.6471559671771274e-09
2007,4.0344243501522215e-08,3.994479413904628e-09
2008,3.1079309792403365e-08,2.1287198670449925e-09
2009,3.814554005998616e-08,3.814554005998616e-09
2010,5.1016964874861515e-08,1.4171379625338432e-09
2011,6.806670427295103e-08,3.059177577924288e-09
2012,8.034036369508613e-08,7.148930780687124e-09
2013,8.590505018446493e-08,7.2517249982695375e-09
2014,9.268105571891283e-08,7.795602385840539e-09
2015,1.0174080955493991e-07,7.314698624583116e-09
2016,8.782481586422364e-08,7.663958356829426e-09
2017,1.2125246939831413e-07,1.1823373391450787e-08
2018,1.3139666066308564e-07,1.290733386838383e-08
2019,1.3188606828862248e-07,1.0714148679369373e-08
