year,pouvons_VERB ajouter_VERB,pouvons_VERB rajouter_VERB
1923,3.5138788234689855e-07,1.0615948120573648e-09
1924,3.85459571816682e-07,0.0
1925,3.5964040989711066e-07,0.0
1926,4.1798020333772e-07,0.0
1927,3.8799302615188935e-07,0.0
1928,3.747741459392273e-07,0.0
1929,3.342121885907545e-07,0.0
1930,3.770793739477085e-07,0.0
1931,4.1515497173350013e-07,0.0
1932,3.2001847216633905e-07,0.0
1933,3.6476706100074807e-07,0.0
1934,3.6783450241273385e-07,0.0
1935,4.28464574042664e-07,0.0
1936,3.1524257337878225e-07,0.0
1937,3.5758776562033745e-07,0.0
1938,3.772877334995428e-07,0.0
1939,3.441161311457108e-07,0.0
1940,4.0572527382209955e-07,0.0
1941,3.482772967799974e-07,0.0
1942,2.973527557514899e-07,0.0
1943,3.65807636626414e-07,0.0
1944,2.634812688029342e-07,0.0
1945,2.7449149797575956e-07,0.0
1946,2.603246400667558e-07,0.0
1947,3.111347268713871e-07,1.1920870957027319e-09
1948,3.044128504825494e-07,0.0
1949,2.8076644298380415e-07,0.0
1950,2.860912218238809e-07,0.0
1951,2.718657583500317e-07,0.0
1952,2.8998209700148436e-07,0.0
1953,3.059766982005385e-07,0.0
1954,2.56040436852345e-07,0.0
1955,2.5998133423854597e-07,0.0
1956,2.127958538267194e-07,0.0
1957,2.588666063729761e-07,0.0
1958,1.795076798316586e-07,0.0
1959,2.0306958958826726e-07,0.0
1960,2.567629167060659e-07,6.920833350854139e-10
1961,2.7445230443845503e-07,6.948159270159238e-10
1962,2.023084135771569e-07,0.0
1963,2.43770216457051e-07,6.466053248388448e-10
1964,2.5430986738683714e-07,0.0
1965,2.342034548519223e-07,0.0
1966,2.4538101683901914e-07,0.0
1967,2.3813521465854137e-07,0.0
1968,2.420873101982579e-07,4.4914158503495116e-10
1969,2.1437097075249767e-07,0.0
1970,2.0234389808138076e-07,0.0
1971,2.0810509226976137e-07,0.0
1972,2.652285786552966e-07,0.0
1973,2.5305604367531487e-07,1.102640756478479e-09
1974,2.334612219101473e-07,1.6876715580593782e-09
1975,1.7420013875835139e-07,5.711480177694739e-10
1976,1.9254585481576214e-07,0.0
1977,1.83355595595458e-07,1.1753563677885381e-09
1978,1.859405074355891e-07,5.940591352171509e-10
1979,2.0013749235658906e-07,1.7555920051037788e-09
1980,1.8704145077208523e-07,5.685150683554241e-10
1981,1.644642821929665e-07,0.0
1982,2.0112307197450718e-07,6.207502289967692e-10
1983,1.9135407569592644e-07,1.2630632095778083e-09
1984,1.5831292898838e-07,0.0
1985,1.8347452623856952e-07,2.4062232206745193e-09
1986,1.6664669999499893e-07,1.1988970927134801e-09
1987,1.8943532609227987e-07,1.2221633705067347e-09
1988,1.8229523846002849e-07,1.798966087207532e-09
1989,1.6574128380852926e-07,1.0976244357863152e-09
1990,1.6345953213203757e-07,1.089730194969718e-09
1991,1.1781545339317745e-07,1.1722930404189924e-09
1992,1.305856756061985e-07,4.958949695321735e-09
1993,1.4180371010752424e-07,5.539207315052863e-09
1994,1.5508284434417874e-07,0.0
1995,1.5833556687994133e-07,3.253470381991974e-09
1996,1.500003889987056e-07,1.6014276571496566e-09
1997,1.6686232129359269e-07,2.3974471297094624e-09
1998,1.7594396695130854e-07,1.43043876743576e-09
1999,1.494455830197694e-07,9.597422412355172e-09
2000,1.5816553400327393e-07,3.092622158362701e-09
2001,1.8225840392460668e-07,4.381211837767296e-09
2002,1.8138257473765407e-07,3.504977197366088e-09
2003,1.89178294363046e-07,8.750538071922165e-09
2004,1.854417064350855e-07,6.166707589017051e-09
2005,1.9276048135452584e-07,7.205999352777326e-09
2006,1.8612863073030894e-07,8.235780057930242e-09
2007,1.7495820259227912e-07,8.787854888225866e-09
2008,1.788124706081362e-07,7.2376473703172906e-09
2009,1.8500587373182498e-07,1.43045770784056e-08
2010,1.757251055778397e-07,8.502827775203059e-09
2011,1.4569333472991275e-07,1.3383901986685487e-08
2012,1.5182966706106527e-07,6.127654827992046e-09
2013,1.3443582247418817e-07,6.693900100884775e-09
2014,1.087053504988944e-07,3.897801192920269e-09
2015,1.210250104577426e-07,3.768178213903184e-09
2016,1.4975788076299068e-07,2.899876117012923e-09
2017,1.3408208587861736e-07,5.534344982294215e-09
2018,1.2003820870631898e-07,5.937373259712331e-09
2019,1.1122306631250467e-07,5.3570743396846865e-09
