year,devrais_VERB ajouter_VERB,devrais_VERB rajouter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.039466551195801e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,8.02049271442229e-09,0.0
1823,9.882686891060644e-10,0.0
1824,7.57900142644985e-09,0.0
1825,1.2327619813845558e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,4.608636583469661e-09,0.0
1828,0.0,0.0
1829,1.457439946506156e-08,0.0
1830,6.262101504006523e-09,0.0
1831,6.236482441579483e-09,0.0
1832,9.470978667991403e-09,0.0
1833,1.1583628500844156e-09,0.0
1834,1.8669061851994684e-09,0.0
1835,0.0,0.0
1836,5.376600054063374e-09,0.0
1837,3.339787468803479e-08,0.0
1838,3.787297142565649e-09,0.0
1839,4.894032734625853e-09,0.0
1840,9.554533164646273e-09,0.0
1841,1.926164561183441e-09,0.0
1842,1.8112315203211438e-08,0.0
1843,8.860366662588604e-09,0.0
1844,1.920996517412732e-08,0.0
1845,1.3392547515422848e-08,0.0
1846,5.854501328173001e-09,0.0
1847,8.089835468183537e-09,0.0
1848,6.43617736884039e-09,0.0
1849,3.100383594301093e-08,0.0
1850,2.2403686017469226e-08,0.0
1851,5.159551008659946e-09,0.0
1852,1.1067927019325907e-08,0.0
1853,1.3735443005202796e-08,0.0
1854,1.2989160858012383e-08,0.0
1855,1.3798036491152743e-08,0.0
1856,1.2942972915652717e-08,0.0
1857,2.4895696171256532e-08,0.0
1858,1.1744822003834088e-08,0.0
1859,1.018434669930457e-08,0.0
1860,2.197048232233101e-08,0.0
1861,9.431927239234028e-09,0.0
1862,8.584174260306554e-09,0.0
1863,3.646073309937492e-08,0.0
1864,2.0137857603685916e-08,0.0
1865,1.97687466396701e-08,0.0
1866,2.578774882522339e-08,0.0
1867,2.620518202434141e-08,0.0
1868,3.1615194018286275e-08,0.0
1869,2.3929244363785074e-08,0.0
1870,2.752343419842873e-08,0.0
1871,7.434824311758348e-09,0.0
1872,1.4513614310374123e-08,0.0
1873,8.380406590902112e-09,0.0
1874,2.0911132381229436e-08,0.0
1875,1.0298748520654044e-08,0.0
1876,1.209202959984168e-08,0.0
1877,2.4739264858908427e-08,0.0
1878,9.662541877730746e-09,0.0
1879,1.649517855639715e-08,0.0
1880,2.0537108014195837e-08,0.0
1881,1.673401861523871e-08,0.0
1882,1.8635077481121698e-08,0.0
1883,1.4534479397809719e-08,0.0
1884,2.9047466654219534e-08,0.0
1885,1.0313017106966527e-08,0.0
1886,1.2906927970846027e-08,0.0
1887,8.48760173255414e-09,0.0
1888,2.8532765483646472e-08,0.0
1889,1.628935564212952e-08,0.0
1890,1.3764211992395303e-08,0.0
1891,1.8485238229004608e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,6.15841644346915e-09,0.0
1894,1.764431090123253e-08,0.0
1895,2.2268872967856623e-08,0.0
1896,5.307326134129653e-09,0.0
1897,3.4960281336537946e-09,0.0
1898,9.05336783318944e-09,0.0
1899,2.432134493801641e-08,0.0
1900,2.0245106924221545e-08,0.0
1901,1.117747761014698e-08,0.0
1902,1.0311596021495006e-08,0.0
1903,8.640352433531007e-09,0.0
1904,8.599400302955473e-09,0.0
1905,1.3417973399043603e-08,0.0
1906,1.18316245689698e-08,0.0
1907,9.257117739025489e-09,0.0
1908,1.4734167663732478e-08,0.0
1909,1.6502950117569526e-08,0.0
1910,6.947395991829808e-09,0.0
1911,1.0640748726586935e-08,0.0
1912,1.5628263128064646e-08,0.0
1913,1.8030165804816534e-08,0.0
1914,1.0714789944188396e-08,0.0
1915,2.8273827723523937e-08,0.0
1916,5.493730803607377e-09,0.0
1917,9.869782324756216e-09,0.0
1918,8.040463406189247e-09,0.0
1919,2.1178051312631396e-08,0.0
1920,6.815008557481406e-09,0.0
1921,2.2718241510233383e-08,0.0
1922,2.3609393551282665e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,5.156649773851996e-09,0.0
1925,4.399271169575059e-09,0.0
1926,6.687683296036084e-09,0.0
1927,5.574612327308159e-09,0.0
1928,2.170947865920425e-08,0.0
1929,6.684243825105796e-09,0.0
1930,1.3654684494213143e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,8.767629289252454e-09,0.0
1933,1.1470662641954732e-08,0.0
1934,7.188948103475923e-09,0.0
1935,2.393656828303392e-09,0.0
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,1.9606536838523425e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,2.0265479960812627e-08,2.3841741914054637e-09
1948,7.610321262063735e-09,0.0
1949,1.3743811422273211e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,1.0661401539380222e-08,0.0
1952,2.1089608281954497e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,1.8567819282111486e-08,0.0
1955,5.631364707880948e-09,0.0
1956,1.0465369904011368e-08,0.0
1957,9.718541527092839e-09,0.0
1958,1.4062814024384807e-08,0.0
1959,2.5577467255288866e-08,0.0
1960,1.3841666479663672e-08,0.0
1961,1.181187059273725e-08,0.0
1962,6.341956293454132e-09,6.341956404476434e-10
1963,7.759263453976928e-09,0.0
1964,1.1559539991878864e-08,6.083968329129164e-10
1965,4.924839203113152e-09,0.0
1966,5.539074976468328e-09,5.539074754423723e-10
1967,1.0846738618397467e-08,0.0
1968,1.8414805680322388e-08,0.0
1969,2.180043701116574e-08,4.5417578031781147e-10
1970,1.3796174869185052e-08,0.0
1971,9.762954888969944e-09,5.138397485282553e-10
1972,1.5903454553267693e-08,0.0
1973,1.874489363729026e-08,0.0
1974,2.1377172032543967e-08,0.0
1975,1.599214449754527e-08,0.0
1976,1.542652228181396e-08,5.713526873840635e-10
1977,3.0559267116814226e-08,5.876781838942691e-10
1978,1.6039596317796168e-08,0.0
1979,1.0533551808578068e-08,5.851973350345929e-10
1980,2.4446148216838992e-08,0.0
1981,2.4669642328944974e-08,0.0
1982,2.5450759721934446e-08,0.0
1983,2.2103606056589342e-08,0.0
1984,1.797692661398287e-08,0.0
1985,2.4062231318566774e-08,6.015558051686298e-10
1986,3.057187569766029e-08,5.994485463567401e-10
1987,1.711028652096047e-08,0.0
1988,1.3792074149421296e-08,0.0
1989,2.8538234886354985e-08,1.0976244357863152e-09
1990,1.9070277801347402e-08,0.0
1991,2.4618154625954958e-08,0.0
1992,1.4876849085965205e-08,5.509944167592096e-10
1993,1.1632335983335906e-08,0.0
1994,1.476979427650349e-08,0.0
1995,1.1929391696696712e-08,0.0
1996,1.5480466686312866e-08,1.067618438099771e-09
1997,1.2466725429760572e-08,4.79489448146353e-10
1998,8.582632382569955e-09,9.536258449571733e-10
1999,1.5995704316651427e-08,0.0
2000,1.0161472552283612e-08,4.4180314962005696e-10
2001,1.0514908055370142e-08,8.762423564512289e-10
2002,8.324320788233308e-09,1.752488598683044e-09
2003,9.58392298855415e-09,4.1669229178253886e-10
2004,1.1011977996133737e-08,0.0
2005,8.557123898356167e-09,0.0
2006,9.882935358973555e-09,0.0
2007,1.3980677948666198e-08,0.0
2008,1.0217855006544596e-08,1.2772318758180745e-09
2009,1.4781396551200032e-08,3.337734755248789e-09
2010,9.447585824773341e-09,1.8895172093635892e-09
2011,1.5295887223487625e-08,7.64794394481072e-10
2012,2.0765941854961056e-08,3.404252713057332e-10
2013,1.8687137171014e-08,1.3945624655065103e-09
2014,2.425298539776577e-08,4.547434873103384e-09
2015,1.994917830927534e-08,3.32486305154589e-09
2016,2.2577607339258066e-08,2.6927420293532123e-09
2017,2.3646746782901573e-08,2.7671724911471074e-09
2018,2.2458760184917992e-08,1.8070267504555204e-09
2019,2.2703790847344862e-08,3.3162841361900064e-09
