year,ses_DET oies_NOUN,ses_DET rois_NOUN
1879,7.94212251520321e-09,8.583602015832525e-07
1880,1.3477476912271413e-08,7.329180151671721e-07
1881,2.6495528548942104e-08,5.082957992286197e-07
1882,1.5972924316542958e-08,7.021431089881958e-07
1883,1.7062215640351042e-08,6.022330021338007e-07
1884,1.8484752395409032e-08,6.403645969044192e-07
1885,1.933690724209569e-08,5.730170054007999e-07
1886,3.033128009866104e-08,4.982074179871177e-07
1887,1.828098916689669e-08,4.785701630538597e-07
1888,2.9800888867725916e-08,5.83336575488147e-07
1889,1.50363277384713e-08,6.152364102618435e-07
1890,2.3595790488162294e-08,5.361488399913128e-07
1891,1.5298128430707436e-08,4.6085609639590075e-07
1892,2.570090096298827e-08,5.641660898447753e-07
1893,1.539604177480669e-08,4.914416549262057e-07
1894,1.5753848003896564e-08,5.350006957449693e-07
1895,1.865770427045277e-08,4.7547054116137133e-07
1896,1.1794058174530164e-08,4.788387535370475e-07
1897,1.5149455578900017e-08,3.51350834648656e-07
1898,1.4711722506888236e-08,4.3060082033363756e-07
1899,3.8693048765026106e-08,4.0019666514012897e-07
1900,2.855079306307573e-08,4.194371028276578e-07
1901,7.824234593556412e-09,3.5712041146496176e-07
1902,2.160524809058373e-08,3.2456975818107026e-07
1903,1.7820727560291516e-08,3.3805378407691933e-07
1904,2.0961038238453966e-08,3.9879720148405795e-07
1905,7.225062881310862e-09,3.8138010172161785e-07
1906,3.806696469155213e-08,2.870455100278946e-07
1907,4.525702124169584e-08,3.738847107470633e-07
1908,2.1610112144188065e-08,3.6246050161281573e-07
1909,2.2003934396774838e-08,3.9882131774859886e-07
1910,2.672075316567657e-08,3.0568541564690577e-07
1911,3.724261865567513e-08,3.07517623809872e-07
1912,1.8753916364300238e-08,3.83934330550062e-07
1913,2.227255713194154e-08,3.6802747871433894e-07
1914,3.281404303834279e-08,4.406457367878147e-07
1915,7.068456930880984e-09,5.301342920205343e-07
1916,2.966614687238689e-08,4.757571172575581e-07
1917,1.315970976634162e-08,4.825226760374335e-07
1918,1.9526840588923733e-08,4.2269866185051796e-07
1919,1.012863304339362e-08,4.99065383685604e-07
1920,1.2872793941909322e-08,3.7936880437072773e-07
1921,1.7417319808643583e-08,2.733761723661132e-07
1922,2.7298360905092522e-08,3.6225663357924986e-07
1923,2.7601466001669905e-08,4.628553345042974e-07
1924,2.7072411756812187e-08,3.931945373736312e-07
1925,1.8696901804560184e-08,3.1454790061502536e-07
1926,1.7833821197577038e-08,4.346994071369181e-07
1927,7.246995892273844e-08,4.4931377374268777e-07
1928,2.5137291359556002e-08,3.3021259415733084e-07
1929,2.2280811862174232e-08,4.534145414680779e-07
1930,1.3654685049324655e-08,4.0753981078722745e-07
1931,2.167017854048936e-08,3.011014042542115e-07
1932,7.6716757391182e-09,3.890635555947597e-07
1933,1.8353059516584835e-08,3.1773734221474115e-07
1934,1.9170528275935794e-08,3.235026717618439e-07
1935,2.752705263731059e-08,3.2673414551709357e-07
1936,2.9099314957647948e-08,3.152425662733549e-07
1937,2.5182236740306507e-08,3.475148555587282e-07
1938,1.1668692678767911e-08,3.967355644007853e-07
1939,2.141167065872196e-08,2.661164852924003e-07
1940,2.028626333583361e-08,2.992223826492335e-07
1941,1.1806010391524069e-08,3.7779233430512704e-07
1942,6.068423541449874e-09,4.5816598692738353e-07
1943,3.4838823381733164e-08,3.658076392909493e-07
1944,6.4263723231761105e-09,3.791559759491747e-07
1945,1.5249527862692958e-08,3.790597009611929e-07
1946,2.3665877257883494e-08,4.1206468637255966e-07
1947,3.457052732969146e-08,3.123268119686884e-07
1948,1.522064252412747e-08,3.337669571834567e-07
1949,2.1597417965146803e-08,2.9843704973941954e-07
1950,2.4461330738745346e-08,4.147790937381046e-07
1951,1.9190522948520083e-08,3.187759078926433e-07
1952,2.5307528517259925e-08,2.7627384913131436e-07
1953,2.693456835345387e-08,2.984350153667492e-07
1954,1.3681550115052232e-08,2.1010953332734061e-07
1955,1.220129064449793e-08,2.271317112167992e-07
1956,1.2209597999301991e-08,2.197727670960603e-07
1957,3.180613461495341e-08,2.6770164307521327e-07
1958,2.1507833736222892e-08,2.6057567792392433e-07
1959,1.5501495198577686e-08,2.0461974337138145e-07
1960,2.4914999841030294e-08,2.754491670309278e-07
1961,1.876002997391879e-08,3.0502419523514845e-07
1962,1.2683912586908264e-08,2.4289692479584346e-07
1963,1.6165133231993423e-08,2.463566337596035e-07
1964,1.946869854219102e-08,2.975060580112654e-07
1965,2.0246559984116175e-08,2.5773324097144723e-07
1966,5.095948907296588e-08,2.4371928564193013e-07
1967,1.972134178185314e-08,3.377279984562165e-07
1968,1.886394726535734e-08,3.449407293132367e-07
1969,4.587175481129968e-08,3.397234804580762e-07
1970,1.7935028046034418e-08,2.736241375700388e-07
1971,3.596878228595557e-08,2.72335052287076e-07
1972,2.0007572487656944e-08,2.8728822742962734e-07
1973,2.5360738176161135e-08,1.786278018833798e-07
1974,1.0688586016271984e-08,2.103963852029267e-07
1975,1.4278700888326057e-08,2.0104410314303323e-07
1976,1.3712464053128315e-08,1.9654532001922576e-07
1977,1.116588582705802e-08,2.0392432986682252e-07
1978,2.1386128423728223e-08,1.8594051542919487e-07
1979,2.8089471748593553e-08,2.5046445450982446e-07
1980,2.6720207435548815e-08,2.222893979997309e-07
1981,1.4548763582755697e-08,1.821758313091948e-07
1982,3.2279010242497463e-08,2.2098708907236642e-07
1983,2.273513821648976e-08,1.7809191232842636e-07
1984,2.7835240168361253e-08,2.0006579026787819e-07
1985,1.9851341903631692e-08,1.8588074057745985e-07
1986,1.498621315931814e-08,2.6315790724318333e-07
1987,1.2221633483022742e-08,2.1021210683258573e-07
1988,1.5591039570495013e-08,2.404618135720682e-07
1989,1.8659615408367358e-08,2.530024383329277e-07
1990,1.471135746555774e-08,2.2666388233005819e-07
1991,1.4653663171770859e-08,1.916699168269531e-07
1992,2.5345743781546304e-08,2.380295960335843e-07
1993,1.0524494165053966e-08,2.0273498790857047e-07
1994,2.479215582829042e-08,1.703801308927666e-07
1995,2.1689803730851054e-08,1.9629271452714647e-07
1996,2.028475121207407e-08,2.001784631389114e-07
1997,1.1507746866534774e-08,2.1193434074362472e-07
1998,1.6211639697338853e-08,2.0932087885228157e-07
1999,1.7366764665238676e-08,2.358223865073228e-07
2000,1.1928684817696933e-08,2.1427453011924058e-07
2001,1.401987734239718e-08,2.1993683851917467e-07
2002,1.9715496790695397e-08,2.0679365098086322e-07
2003,1.5417615628621206e-08,2.2709729696757108e-07
2004,1.673820673731008e-08,1.995370437768429e-07
2005,2.7022498017004182e-08,2.0807323419802515e-07
2006,1.4412614379732958e-08,1.8736398832430723e-07
2007,1.477957436990529e-08,1.9612893842335666e-07
2008,1.830699147831183e-08,1.702975938044915e-07
2009,2.0026408975581944e-08,1.826217710387823e-07
2010,2.8815136610127468e-08,1.412414141199747e-07
2011,2.7532598423363197e-08,1.3613340454909917e-07
2012,4.765953676155732e-08,1.6136157299229126e-07
2013,4.0442312609911824e-08,1.7125228257697245e-07
2014,5.543539623176219e-08,1.9467351952684453e-07
2015,4.189327339199078e-08,2.3739522569954374e-07
2016,4.0391132216655024e-08,3.1070100270369494e-07
2017,2.3646747338013085e-08,2.04770766565332e-07
2018,5.3436360447634e-08,1.3914104846080022e-07
2019,3.4693431849586176e-08,1.8851800076546965e-07
