year,voulais_VERB ajouter_VERB,voulais_VERB rajouter_VERB
1908,6.875944702500192e-09,0.0
1909,4.950885035270858e-09,0.0
1910,9.085056262847502e-09,0.0
1911,1.0108711201439746e-08,0.0
1912,1.0418842677495377e-08,0.0
1913,1.856046338843953e-08,0.0
1914,9.37544086809794e-09,0.0
1915,1.295883844676382e-08,0.0
1916,4.394984820521586e-09,0.0
1917,4.386569774084137e-09,0.0
1918,2.2972752589112133e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,8.329454459499175e-09,0.0
1921,9.087297137000405e-09,0.0
1922,8.115729421831475e-09,0.0
1923,6.369568872344189e-09,0.0
1924,7.734974438733389e-09,0.0
1925,7.698724324711748e-09,0.0
1926,8.916910765321973e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,1.2254447234738564e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.8248570654577634e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,1.4911860191091364e-08,0.0
1934,8.38710612072191e-09,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,7.554670666820584e-09,0.0
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,3.058810094103137e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,5.568441707737293e-09,0.0
1947,8.344609447874518e-09,0.0
1948,5.435944139264848e-09,0.0
1949,5.890204768377316e-09,0.0
1950,7.444753258312176e-09,0.0
1951,1.1727541604500402e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,1.8315507332999914e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,8.447047505910632e-09,0.0
1956,9.593255967388359e-09,0.0
1957,7.068030161150318e-09,0.0
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,1.3951345856355601e-08,2.325224457422337e-09
1960,1.2457499920515147e-08,0.0
1961,1.181187059273725e-08,0.0
1962,8.244543714397423e-09,0.0
1963,1.681173777967615e-08,0.0
1964,1.2167936880302932e-08,0.0
1965,1.9699356812452606e-08,0.0
1966,1.0524241922382771e-08,0.0
1967,1.627010703941778e-08,0.0
1968,1.3025106326836067e-08,0.0
1969,2.4525492747784483e-08,4.5417578031781147e-10
1970,1.3796174869185052e-08,0.0
1971,2.003974941544584e-08,5.138397485282553e-10
1972,1.9494558856081312e-08,0.0
1973,1.4334330167287135e-08,0.0
1974,1.5751600912494723e-08,2.2502286700643026e-09
1975,1.4278700888326057e-08,0.0
1976,2.5710871653927825e-08,0.0
1977,1.1753563455840776e-08,0.0
1978,1.6039596317796168e-08,5.940591352171509e-10
1979,1.7555919384903973e-08,0.0
1980,2.3309118191150446e-08,0.0
1981,1.5813874654213578e-08,0.0
1982,2.1726258125909226e-08,0.0
1983,1.7682884490000106e-08,0.0
1984,2.551563760277986e-08,0.0
1985,1.2031115659283387e-08,0.0
1986,1.6185110141009318e-08,0.0
1987,1.099947066762752e-08,0.0
1988,1.739000587974715e-08,0.0
1989,1.8659616074501173e-08,1.0976244357863152e-09
1990,1.7435683119515488e-08,0.0
1991,2.1687421636329418e-08,5.861465202094962e-10
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,1.4955860550003308e-08,0.0
1994,1.5824779708850656e-08,1.0549853213248639e-09
1995,1.0844901865425527e-08,1.0844901643380922e-09
1996,1.2811421257197253e-08,2.135236876199542e-09
1997,1.4864173003559245e-08,1.438468344439059e-09
1998,1.2397135762398648e-08,0.0
1999,1.6452723627935484e-08,4.570201161957499e-10
2000,5.743440834038438e-09,1.7672125984802278e-09
2001,1.9715452381774412e-08,4.3812117822561447e-10
2002,9.200564754507923e-09,4.38122149670761e-10
2003,1.2917460878725251e-08,2.5001538617175356e-09
2004,1.6738207264666016e-08,1.3214374039449694e-09
2005,1.1259373877692269e-08,0.0
2006,1.523619275189958e-08,2.4707338397433887e-09
2007,1.1983438241713884e-08,7.988958938831558e-10
2008,1.0643598891135753e-08,4.257439678578834e-10
2009,1.1443662017995848e-08,0.0
2010,2.0312310056169736e-08,9.447586046817946e-10
2011,1.606068167347985e-08,3.82397197240536e-10
2012,2.144679278615058e-08,1.0212758416727752e-09
2013,1.9802786965783525e-08,1.3945624655065103e-09
2014,3.204858955996315e-08,1.5158115873603606e-09
2015,2.0614150386677466e-08,6.649726325136385e-10
2016,2.195620396605591e-08,3.5212781579474495e-09
2017,2.1634257052483008e-08,4.528100561174142e-09
2018,1.8070267060465994e-08,1.5488800242380307e-09
2019,2.1173198305746155e-08,2.5509878653906526e-09
