year,pouvez_VERB ajouter_VERB,pouvez_VERB rajouter_VERB
1933,2.408838994938378e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,9.574627313213568e-09,0.0
1936,2.66743711563322e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,1.9447821131279852e-08,0.0
1939,6.117620188206274e-09,0.0
1940,3.0429394115571995e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,3.099426493236024e-08,0.0
1948,1.7395020535104777e-08,0.0
1949,1.3743811422273211e-08,0.0
1950,3.084254984742074e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,1.687168627029223e-08,0.0
1953,3.5553629373907825e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,1.220129064449793e-08,0.0
1956,1.2209598665435806e-08,2.616342476002842e-09
1957,1.4136060322300636e-08,0.0
1958,1.7371711180658167e-08,0.0
1959,1.9376869886400527e-08,0.0
1960,8.305000243069571e-09,0.0
1961,9.72742331128984e-09,0.0
1962,3.4880759613997725e-08,0.0
1963,1.2932106940866106e-08,0.0
1964,2.251068309533366e-08,0.0
1965,2.681301225493371e-08,5.472043373977442e-10
1966,1.8278946356531378e-08,0.0
1967,2.662381248796919e-08,0.0
1968,2.4702787371211343e-08,1.3474247273492779e-09
1969,2.0892086283197386e-08,9.083515606356229e-10
1970,2.8052221878738237e-08,0.0
1971,2.1067430466814585e-08,5.138397485282553e-10
1972,1.539044092169206e-08,1.0260293725750103e-09
1973,1.6539610570021068e-08,1.102640756478479e-09
1974,1.1251143128276908e-08,0.0
1975,2.513051278185685e-08,5.711480177694739e-10
1976,1.428381679602353e-08,1.142705374768127e-09
1977,1.704266772151186e-08,5.876781838942691e-10
1978,1.9603952239322098e-08,0.0
1979,2.2237498953359136e-08,5.851973350345929e-10
1980,1.989802811408481e-08,5.685150683554241e-10
1981,2.5302197670384885e-08,0.0
1982,1.738100685599875e-08,0.0
1983,2.652432762317858e-08,6.315316047889041e-10
1984,2.0876431250371752e-08,1.739702604197646e-09
1985,2.707001200974446e-08,1.2031116103372597e-09
1986,2.517683839187157e-08,1.7983456945813714e-09
1987,2.5054349706010726e-08,0.0
1988,2.4585871116755698e-08,2.99827696004229e-09
1989,2.030605195102453e-08,2.1952488715726304e-09
1990,1.5801088437683575e-08,2.179460389939436e-09
1991,1.817054240405014e-08,3.5168792322792797e-09
1992,2.3692759754112558e-08,2.2039776670368383e-09
1993,3.0465642453236796e-08,1.661762283333701e-09
1994,2.320967773528082e-08,1.5824779264761446e-09
1995,3.0907969517102174e-08,1.626735190995987e-09
1996,2.882569738460461e-08,1.067618438099771e-09
1997,3.308477047880842e-08,3.835915585170824e-09
1998,2.288702027897216e-08,3.814503379828693e-09
1999,3.153438754566196e-08,0.0
2000,2.783359853708589e-08,8.836062992401139e-10
2001,5.9146358921680076e-08,2.6287270138425356e-09
2002,8.236696658059373e-08,2.6287327870022636e-09
2003,1.0042284515066058e-07,4.166922806803086e-09
2004,1.6473919117743208e-07,2.642874807889939e-09
2005,2.1302736286088475e-07,1.4862373554080932e-08
2006,1.7253958617402532e-07,1.1118302722934459e-08
2007,2.352748396106108e-07,1.1983438241713884e-08
2008,2.933375924385473e-07,1.0217855006544596e-08
2009,4.3438234342829674e-07,1.1443662017995848e-08
2010,3.9963288145372644e-07,1.842279218067233e-08
2011,5.946276360191405e-07,2.4473420623394304e-08
2012,6.434037800318038e-07,2.5872321174347235e-08
2013,4.83634266856825e-07,1.7013663367038134e-08
2014,3.9627647652196174e-07,1.4941571535587173e-08
2015,4.187110960174323e-07,2.0614150386677466e-08
2016,3.875477148085338e-07,3.210577048662344e-08
2017,4.5935061621094064e-07,2.1131135952145996e-08
2018,4.011599230580032e-07,2.6589107804397827e-08
2019,4.3137202965226606e-07,2.7550667525133576e-08
