year,nos_DET aigles_NOUN,nos_DET règles_NOUN
1800,5.973912209356058e-08,1.9179402688251912e-07
1801,4.0480102825313224e-08,7.619784492263193e-08
1802,2.0140561218795483e-08,7.384872446891677e-08
1803,2.9255089017965474e-08,7.606323038089613e-08
1804,1.0381774084855522e-07,8.404293083685843e-08
1805,6.538618801954499e-08,1.734155357091538e-07
1806,6.627838899930794e-08,1.4984679275187318e-07
1807,1.736642643024311e-07,2.476850982091605e-07
1808,7.70465131694209e-08,1.2010191596800723e-07
1809,1.6039116901289674e-07,1.174695865024944e-07
1810,9.594519845279592e-08,4.914266127364897e-07
1811,4.011322651820137e-08,7.270522672797597e-08
1812,3.200649878465356e-08,1.0402111882967802e-07
1813,1.0640244352266848e-07,2.8469841062417345e-07
1814,1.6048053108619342e-07,3.0208101575723845e-07
1815,3.263640582229499e-07,1.0519171667056071e-07
1816,1.390562385239491e-07,1.0197456923322079e-07
1817,2.5221348209925054e-07,2.584409823924716e-07
1818,2.5034473161156257e-08,1.2040389174572397e-07
1819,7.142224767164862e-08,1.9149442476162903e-07
1820,1.4358441458028892e-07,1.59010852485153e-07
1821,1.8440983140521894e-07,2.504818057413871e-07
1822,2.8372491556183377e-07,2.3359685030754918e-07
1823,9.981513615642257e-08,1.7690009712634236e-07
1824,6.568467902923203e-08,2.1642259184773138e-07
1825,1.3824545685992007e-07,2.1661389837390743e-07
1826,1.0569581432307018e-07,1.788020875803653e-07
1827,1.4378945278892274e-07,1.8342373075963536e-07
1828,8.163348264034198e-08,1.2290883910637262e-07
1829,1.1316592268828529e-07,1.774647376828753e-07
1830,1.200236157128387e-07,1.8995041006775182e-07
1831,1.41879973991621e-07,1.9177182930540937e-07
1832,1.028277702985747e-07,1.3394669162725137e-07
1833,1.8070460860997173e-07,2.1893058255173514e-07
1834,1.3721760616647316e-07,1.6335428876246283e-07
1835,1.0210168710500511e-07,1.467239059138592e-07
1836,9.005804901818237e-08,2.466515247601109e-07
1837,9.810625989370436e-08,1.4889887278712877e-07
1838,9.657607669133483e-08,1.1677499234252764e-07
1839,6.432156895996854e-08,1.4542268145234516e-07
1840,1.3631133111147165e-07,1.2038710933692798e-07
1841,1.1235959629374292e-07,9.374000997652843e-08
1842,8.385331184967981e-08,3.481589474496616e-07
1843,6.852016487535195e-08,1.6598420549129855e-07
1844,4.610391579618067e-08,1.3995831249502544e-07
1845,6.807878349945895e-08,1.9698204845042255e-07
1846,4.156695831980528e-08,1.8031864579270973e-07
1847,5.015697901455951e-08,9.384208876639377e-08
1848,8.447482802154127e-08,9.654266164282888e-08
1849,8.463209155706863e-08,1.080944542763973e-07
1850,4.480737381129529e-08,1.7176160227450055e-07
1851,6.513933392682247e-08,1.670404703446593e-07
1852,1.035176726560394e-07,1.4453411445458642e-07
1853,8.778740112624916e-08,1.3138249865818352e-07
1854,1.3248944430443998e-07,4.104575017649381e-07
1855,2.0590915283946742e-07,1.4541008397372934e-07
1856,3.380704594047046e-07,1.28394287535194e-07
1857,1.7475802499555826e-07,1.3033629930880863e-07
1858,8.857553490670966e-08,1.316398876571867e-07
1859,1.150831203666769e-07,1.8535511681072592e-07
1860,1.1488731410658204e-07,2.1100817715336007e-07
1861,1.07052375408756e-07,1.7449066480601516e-07
1862,9.081152574363927e-08,2.055683734347724e-07
1863,1.0938219707767871e-07,1.5882894111030055e-07
1864,8.342827007012943e-08,1.5103392825288608e-07
1865,1.049626263682768e-07,2.2075099903595685e-07
1866,5.449486312203433e-08,2.1311384124089727e-07
1867,7.570386095778758e-08,1.5868693203913153e-07
1868,7.064020124403214e-08,1.7338958380186398e-07
1869,1.3478512272957488e-07,1.9534077111416082e-07
1870,6.651496775589294e-08,1.2786928538233155e-07
1871,6.372706140567175e-08,1.0090118252037428e-07
1872,5.1402382683640724e-08,1.0945684203456096e-07
1873,3.591602615315992e-08,1.8077733177079836e-07
1874,4.361464545077354e-08,1.631068253793444e-07
1875,5.034943961756966e-08,2.0368636977075028e-07
1876,2.8416270225761764e-08,1.4752276666918362e-07
1877,9.895705699314306e-09,1.1441909530951477e-07
1878,3.1403261102624924e-08,1.0387232363129328e-07
1879,3.421222061206208e-08,1.1607718031214631e-07
1880,2.1820676598949262e-08,1.7649077688197679e-07
1881,2.7192778806472973e-08,1.2062437937387926e-07
1882,1.8635077481121698e-08,1.643880167545575e-07
1883,2.527735559754163e-08,1.4155319627562335e-07
1884,1.650424241717019e-08,1.1486952367079084e-07
1885,2.6427106059045968e-08,1.1731056903663273e-07
1886,1.8715044847184004e-08,9.292987868114722e-08
1887,2.0239665943222462e-08,9.009915680202596e-08
1888,2.3460273723685532e-08,7.735550200393959e-08
1889,2.8819628794529706e-08,1.434716292436633e-07
1890,1.8352282304956447e-08,1.6910316968932193e-07
1891,1.4023284533593028e-08,7.457837147839541e-08
1892,1.3790727448892426e-08,1.1659432752608723e-07
1893,4.865149016985981e-08,1.1947327838157662e-07
1894,2.2685541001266074e-08,1.0775632475201746e-07
1895,5.717683726480516e-08,1.233815940526739e-07
1896,2.004989851922545e-08,1.1794058107916783e-07
1897,3.787363822560508e-08,9.497543373981898e-08
1898,2.6594267232837865e-08,1.2787882397446992e-07
1899,2.65323762960179e-08,2.072841827072125e-07
1900,2.284063294055727e-08,1.495023269626472e-07
1901,2.9620316921441514e-08,1.1065703153789741e-07
1902,2.7988617645746672e-08,1.2423018436180655e-07
1903,4.3741786193152166e-08,1.0098411862280443e-07
1904,2.1498500757388683e-08,1.3866533254969227e-07
1905,4.076999537971915e-08,1.3108328111854917e-07
1906,2.1605575772909447e-08,1.6204181019219277e-07
1907,1.491424583832668e-08,1.1365683549868777e-07
1908,1.620758327547378e-08,9.086069763242222e-08
1909,3.190570474487231e-08,1.611788187361185e-07
1910,2.9392829392627107e-08,1.2879402611076785e-07
1911,3.1922245735671595e-08,1.526947350782848e-07
1912,4.844761702926803e-08,1.260679960424227e-07
1913,2.1211958689537624e-08,1.5855939317077627e-07
1914,2.2768929186511855e-08,1.0848724674161758e-07
1915,1.6493066468115103e-08,8.71776384414602e-08
1916,2.307367008569372e-08,7.471474194886696e-08
1917,3.28992719733634e-08,1.2282395278617741e-07
1918,2.986457925402419e-08,1.1601239968683785e-07
1919,2.025726569820918e-08,1.602165560776747e-07
1920,1.2115571212945042e-08,1.3630017159371732e-07
1921,1.3630945483456003e-08,1.9310506149672335e-07
1922,5.4596721810185045e-08,3.644700115046362e-07
1923,3.1847845249899365e-08,2.7707623306838514e-07
1924,3.9964035303263756e-08,2.1529013460863666e-07
1925,3.079489818702541e-08,1.5067504044452562e-07
1926,1.7833821530643945e-08,1.3821211131137545e-07
1927,1.8953682179301268e-08,2.1072034694924469e-07
1928,1.0283437212876834e-08,9.255093524895841e-08
1929,2.33948540540041e-08,1.9495711489625478e-07
1930,9.453243299262226e-09,1.228921649998327e-07
1931,1.9389105432310316e-08,1.4028588779524398e-07
1932,1.8631212572728373e-08,7.452484906966816e-08
1933,1.4911860635180574e-08,1.1355955575886867e-07
1934,1.677421224144382e-08,1.0543790551764687e-07
1935,8.377798899061872e-09,8.497481562841358e-08
1936,1.2124715009775855e-08,1.0184760235176782e-07
1937,7.554670666820584e-09,1.1583828984917943e-07
1938,2.5930429359277696e-08,8.557041319967595e-08
1939,1.3764645423464117e-08,1.1317597614635133e-07
1940,7.607348528892999e-09,6.593035539737002e-08
1941,2.9515025978810172e-09,6.788455708672814e-08
1942,2.4273694831933312e-08,1.153000468434584e-07
1943,2.322588166236983e-08,1.0451646836884265e-07
1944,1.6065930807940276e-08,4.4984606262232774e-08
1945,1.9606536838523425e-08,1.1546071609913611e-07
1946,8.352662561605939e-09,1.6426902771371488e-07
1947,9.536696765621855e-09,1.060957501852755e-07
1948,2.174377611297018e-08,1.0763168800664857e-07
1949,9.817008317369869e-09,9.326158245670513e-08
1950,9.571825110299415e-09,1.0103593583998816e-07
1951,8.529121409139861e-09,9.275419665666362e-08
1952,2.1089608281954497e-08,1.1704732238992932e-07
1953,1.0773827163745864e-08,7.218464359581844e-08
1954,2.9317608341017376e-09,1.1238416708359011e-07
1955,1.407841132561316e-08,1.4078411503248844e-07
1956,6.976913269340912e-09,1.0378158510349067e-07
1957,7.951533764760654e-09,1.1043797060183991e-07
1958,4.136121722897457e-09,9.513079968215266e-08
1959,7.750747599288843e-09,1.193615166705797e-07
1960,1.1073333472388924e-08,1.4118499486182046e-07
1961,1.59807664878997e-08,1.0213794432445411e-07
1962,6.976151933901775e-09,1.2620493183845838e-07
1963,8.405868889838075e-09,1.2414822059270136e-07
1964,1.7035110877472448e-08,1.1985417586179992e-07
1965,1.641613067704384e-08,1.5650043572179584e-07
1966,8.308612242657887e-09,1.0191897859002097e-07
1967,2.1693476792705724e-08,1.2966782136913935e-07
1968,2.3804503590518777e-08,9.701458547617392e-08
1969,1.6804503677469995e-08,1.1717735315386335e-07
1970,7.357960157827748e-09,1.1680761513588322e-07
1971,2.5691987426412766e-09,1.6288720594559436e-07
1972,1.2825367434743384e-08,1.2312352137833216e-07
1973,4.410563081425067e-09,1.0695615371147937e-07
1974,8.438357568252286e-09,1.1757444662308103e-07
1975,7.4249242310031605e-09,8.852794408653608e-08
1976,3.9994687561772935e-09,1.068429509309965e-07
1977,2.938390863960194e-09,1.2693848994160817e-07
1978,1.1287123347081263e-08,8.316828248311481e-08
1979,5.266776126333639e-09,1.0240953418616527e-07
1980,5.116635726221119e-09,8.811983903678211e-08
1981,5.0604397339171214e-09,1.0057623511805502e-07
1982,7.449002858983533e-09,1.7008555763808886e-07
1983,8.841442689089263e-09,1.0420271223665623e-07
1984,1.1018115864125377e-08,1.351168990026963e-07
1985,4.812446441349039e-09,1.612169517883899e-07
1986,4.795588426365072e-09,2.3917998026590226e-07
1987,9.16622522328936e-09,1.6926962720376082e-07
1988,4.197587610832443e-09,2.0268352152186253e-07
1989,6.036934174780129e-09,1.8714496619054444e-07
1990,1.0897301727652575e-08,1.9342711143899294e-07
1991,5.275318515352012e-09,2.0984045789873562e-07
1992,3.305966445044106e-09,1.5813540299447482e-07
1993,1.1078414852150331e-09,1.7337719465659873e-07
1994,5.802419378309054e-09,2.236568810154438e-07
1995,6.506940763983948e-09,1.5670883080076692e-07
1996,2.6690460952494277e-09,1.7989371237092655e-07
1997,4.794894370441227e-09,1.6925977641690793e-07
1998,8.58263260461456e-09,1.5734825931090768e-07
1999,5.0272213059088244e-09,1.796089039718396e-07
2000,7.51065365456327e-09,1.7407044228257007e-07
2001,1.007678718245586e-08,1.743722330971309e-07
2002,1.0076809331405201e-08,1.5071402409416734e-07
