year,pouvons_VERB établir_VERB,pouvons_VERB etablir_VERB,pouvons_VERB rétablir_VERB
1900,1.4534948888922372e-07,0.0,5.19105292084987e-09
1901,1.2239338786912413e-07,0.0,5.029864968975062e-09
1902,1.3650588925884222e-07,0.0,4.910283735171106e-09
1903,1.8036735127680004e-07,0.0,1.3500550899436803e-08
1904,1.7252547479529312e-07,0.0,1.3974025492302644e-08
1905,1.589513800581699e-07,0.0,1.1353670004154992e-08
1906,1.563832086048933e-07,0.0,2.0576738091193647e-09
1907,1.727995311284758e-07,1.028568674676933e-09,2.057137349353866e-09
1908,1.4439483209116588e-07,0.0,1.080505640516094e-08
1909,1.7328098067537212e-07,0.0,4.400786846048277e-09
1910,1.464297270103998e-07,0.0,5.34415089958884e-09
1911,1.6546363212910364e-07,0.0,5.852411444351446e-09
1912,1.4534285242007172e-07,0.0,7.293189607793238e-09
1913,1.6280178272154444e-07,0.0,6.893886794756554e-09
1914,1.8148175229271146e-07,0.0,5.357394972094198e-09
1915,2.0262910993551486e-07,0.0,2.0027295377644805e-08
1916,1.4063951425669075e-07,0.0,3.2962386153911893e-09
1917,1.414668702182098e-07,0.0,4.386569774084137e-09
1918,1.527688056057741e-07,0.0,6.89182577673364e-09
1919,1.2062281484759296e-07,0.0,1.1970202606903513e-08
1920,1.703752161574812e-07,0.0,1.3630017114962811e-08
1921,1.2797943327313988e-07,0.0,1.438822039290244e-08
1922,1.6231457777848846e-07,0.0,1.475587119159627e-08
1923,1.1146745748646936e-07,0.0,9.554353752605493e-09
1924,1.2762707513047644e-07,0.0,3.867487219366694e-09
1925,1.506750351154551e-07,0.0,5.499089184013428e-09
1926,1.8614051100485085e-07,0.0,1.671920735191179e-08
1927,1.4939961090476572e-07,0.0,4.4596899506643695e-09
1928,1.8395925849290506e-07,1.1426041224282812e-09,2.2852082448565625e-09
1929,1.6599204855083372e-07,0.0,1.5596569369336066e-08
1930,2.1742459921370028e-07,0.0,1.05036033204442e-08
1931,1.790641022125783e-07,0.0,1.0264820993199919e-08
1932,2.2357454554366996e-07,1.0959536611565568e-09,6.575722188983946e-09
1933,1.45677404361777e-07,1.1470662197865522e-09,5.735331320977366e-09
1934,2.0248870669092867e-07,0.0,1.1981580172459871e-08
1935,1.7354011561110383e-07,1.196828414151696e-09,4.787313656606784e-09
1936,1.5883375681369216e-07,0.0,9.699771652549316e-09
1937,1.9390321881473938e-07,1.2591118148108649e-09,1.7627565185307503e-08
1938,1.9836778619719553e-07,0.0,6.482607339819424e-09
1939,1.636463338172689e-07,0.0,1.3764645423464117e-08
1940,2.2314890202324023e-07,0.0,7.607348528892999e-09
1941,2.1250818349471956e-07,0.0,0.0
1942,2.4273694521070865e-07,0.0,6.068423541449874e-09
1943,2.29355578085233e-07,8.709705845433291e-09,5.806470415592457e-09
1944,1.9600435052780085e-07,0.0,0.0
1945,2.0695787839031254e-07,0.0,0.0
1946,1.7401380603132566e-07,0.0,9.744772988540262e-09
1947,2.0146272561305523e-07,1.1920870957027319e-09,1.4305045148432782e-08
1948,1.652527004125659e-07,0.0,1.522064252412747e-08
1949,1.266394065169152e-07,9.817008317369869e-10,6.8719057111366055e-09
1950,1.7973761146095057e-07,0.0,2.1270722960764488e-09
1951,1.6845014272348635e-07,0.0,9.595261474260042e-09
1952,1.4868173536797258e-07,3.1634410646574906e-09,6.326882129314981e-09
1953,1.669943259230422e-07,0.0,1.0773827163745864e-08
1954,1.573378369812417e-07,0.0,2.9317608341017376e-09
1955,1.5767821537338023e-07,9.385607846468247e-10,7.508486277174597e-09
1956,1.5872477376888128e-07,1.744228317335228e-09,1.0465369904011368e-08
1957,1.7405024266281544e-07,0.0,6.184526224473075e-09
1958,1.6048151962877455e-07,0.0,4.9633461784992505e-09
1959,2.1237049452338397e-07,0.0,3.100299128533379e-09
1960,1.7094458826250047e-07,6.920833350854139e-10,6.2287499602575735e-09
1961,1.361839281344146e-07,0.0,6.94815938118154e-09
1962,1.8264834977799183e-07,0.0,6.976152100435229e-09
1963,1.6100472066682414e-07,0.0,7.1126584622049904e-09
1964,1.6974271943581698e-07,0.0,5.475571551727398e-09
1965,1.58689260842948e-07,5.472043373977442e-10,4.377634699181954e-09
1966,1.584175350899386e-07,0.0,7.200797291773142e-09
1967,1.291747935283638e-07,0.0,4.437302081328198e-09
1968,1.6483495812735782e-07,4.4914158503495116e-10,5.3896989093971115e-09
1969,1.8348701757986419e-07,4.5417578031781147e-10,9.991866889436096e-09
1970,1.457795804071793e-07,4.5987250119061684e-10,4.598724956395017e-09
1971,1.6442871242361434e-07,5.138397485282553e-10,6.166076982339064e-09
1972,1.2568860086048517e-07,0.0,2.0520587451500205e-09
1973,1.312142501319613e-07,5.513203782392395e-10,4.9618833486420044e-09
1974,1.6426669446900632e-07,0.0,3.3753431161187564e-09
1975,1.330774921370903e-07,1.7134440533084216e-09,3.998036124386317e-09
1976,1.6797768864762475e-07,0.0,6.2848797277581525e-09
1977,1.328152734458854e-07,0.0,2.938390863960194e-09
1978,1.4257419422847306e-07,0.0,7.128709622605811e-09
1979,1.363509767315918e-07,1.7555920051037788e-09,1.7555920051037788e-09
1980,1.364436172934802e-07,0.0,2.2740602734216964e-09
1981,1.220831080672724e-07,6.325549528618524e-10,3.1627747087981106e-09
1982,1.5270455833160668e-07,1.2415004579935385e-09,3.1037510339615437e-09
1983,1.3262163633953605e-07,0.0,1.2630632095778083e-09
1984,1.2235908286584163e-07,0.0,4.639206796497319e-09
1985,1.2512360569871817e-07,6.015558051686298e-10,2.4062232206745193e-09
1986,1.025057017045583e-07,0.0,8.991728250862252e-09
1987,1.1793876808496861e-07,6.110816852533674e-10,1.8332451112712533e-09
1988,1.307248709281339e-07,1.1993107618124554e-09,6.596209356501959e-09
1989,9.933501132763922e-08,1.6464366536794728e-09,9.878619700032232e-09
1990,9.371679965397561e-08,2.179460389939436e-09,1.6345953479657283e-09
1991,1.0374793646406033e-07,1.1722930404189924e-09,2.9307325455363298e-09
1992,1.124028585763881e-07,5.509944167592096e-10,1.1019888335184191e-09
1993,9.195084516022689e-08,0.0,4.4313659408601325e-09
1994,1.0022360896755345e-07,1.0549853213248639e-09,3.6924485691258724e-09
1995,9.001268352903935e-08,0.0,3.795715741716776e-09
1996,8.754471281235965e-08,0.0,1.6014276571496566e-09
1997,1.0644665593417812e-07,0.0,2.3974471297094624e-09
1998,1.0108433912137116e-07,0.0,3.814503379828693e-09
1999,1.0602866495901253e-07,4.570201161957499e-10,1.8280804647829996e-09
2000,1.2503029722665815e-07,0.0,2.6508188977203417e-09
2001,1.1785459719249047e-07,8.762423564512289e-10,4.381211837767296e-09
2002,1.318747706591239e-07,0.0,1.752488598683044e-09
2003,1.1334030602938583e-07,4.1669229178253886e-10,6.250384210204629e-09
2004,1.189293641346012e-07,0.0,5.285749615779878e-09
2005,1.1214336836928851e-07,0.0,2.702249757291497e-09
2006,1.1077123929226218e-07,4.1178899179428186e-10,2.4707338397433887e-09
2007,1.0705205255590045e-07,0.0,1.5977917877663117e-09
2008,1.0728747668053984e-07,0.0,1.2772318758180745e-09
2009,1.2254254500021489e-07,0.0,2.860915504498962e-09
2010,9.967203595806495e-08,0.0,2.3618964561933353e-09
2011,9.406971201997294e-08,0.0,3.059177577924288e-09
2012,8.510631488434228e-08,0.0,4.425528388196653e-09
2013,8.61839666299602e-08,0.0,4.183687618564136e-09
2014,7.7306395951382e-08,0.0,6.279790909502481e-09
2015,7.425527570603663e-08,0.0,2.21657536769726e-09
2016,7.43611110465281e-08,0.0,4.764082017771898e-09
2017,8.075112134520168e-08,0.0,1.7609279590047322e-09
2018,7.382994482441063e-08,0.0,3.3559066636712487e-09
2019,6.938686425428386e-08,0.0,3.5713827450933877e-09
