year,voudrions_VERB apporter_VERB,voudrions_VERB rapporter_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,1.1700633351097167e-08
1811,0.0,0.0
1812,0.0,1.3336041604361526e-08
1813,0.0,0.0
1814,0.0,1.2586708564299443e-08
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,5.9168927535324656e-09
1822,0.0,0.0
1823,0.0,9.882686891060644e-10
1824,0.0,3.3684450784221553e-09
1825,0.0,3.522177216552791e-09
1826,0.0,8.807984341885344e-10
1827,0.0,0.0
1828,0.0,1.8344602503717056e-09
1829,0.0,2.571952872898464e-09
1830,0.0,5.218417697960831e-09
1831,0.0,0.0
1832,0.0,6.764984572527055e-09
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,2.2689263801112247e-09
1836,6.720750067579218e-10,0.0
1837,0.0,5.5663127440652715e-09
1838,0.0,0.0
1839,0.0,0.0
1840,6.369688665408546e-10,0.0
1841,6.420548537278137e-10,0.0
1842,0.0,2.0124795163667386e-09
1843,1.1813822142769936e-09,1.1813822142769936e-09
1844,0.0,1.097712254427563e-09
1845,5.580227946389016e-10,2.7901139176833567e-09
1846,1.1709002656346001e-09,0.0
1847,1.6179670936367074e-09,0.0
1848,3.218088684420195e-09,0.0
1849,0.0,0.0
1850,0.0,2.7155984128057753e-09
1851,7.094382858952031e-09,2.579775504329973e-09
1852,0.0,0.0
1853,1.1943863675867306e-09,5.971931837933653e-09
1854,1.558699391779328e-09,4.1565315633818045e-09
1855,2.1227748447927297e-09,5.837630823180007e-09
1856,0.0,2.5885946719483854e-09
1857,4.881509085841174e-10,1.4644527812635033e-09
1858,0.0,9.787352039936081e-10
1859,1.018434669930457e-09,1.018434669930457e-09
1860,0.0,4.577183909670879e-10
1861,1.4147891747029462e-09,2.357981809808507e-09
1862,0.0,1.3553959066214816e-09
1863,1.9978483312144135e-09,4.994620828036034e-10
1864,4.794728170054441e-09,1.9178911792039344e-09
1865,0.0,9.41368871743009e-10
1866,5.352174259343201e-09,0.0
1867,4.85281148598915e-09,2.91168689159349e-09
1868,0.0,9.87974813071446e-10
1869,0.0,1.4650557433881772e-09
1870,3.4404292748035914e-09,0.0
1871,1.0621177271019633e-09,2.1242354542039266e-09
1872,4.23313739617015e-09,0.0
1873,4.788803575905831e-09,5.986004469882289e-10
1874,0.0,0.0
1875,0.0,5.721527140956084e-10
1876,1.813804439976252e-09,0.0
1877,0.0,0.0
1878,6.039088673581716e-10,0.0
1879,6.10932526790009e-10,6.10932526790009e-10
1880,0.0,6.417846254436199e-10
1881,1.3945015142624584e-09,6.972507571312292e-10
1882,0.0,0.0
1883,6.319338941018771e-10,3.791603475633565e-09
1884,1.9805090900604227e-09,6.601696966868076e-10
1885,0.0,6.445635691854079e-10
1886,1.2906927748801422e-09,0.0
1887,4.570247291724172e-09,0.0
1888,5.07249175996094e-09,0.0
1889,8.14467782106476e-09,0.0
1890,1.9663159989136147e-09,0.0
1891,4.461953917456185e-09,1.9122659011827636e-09
1892,5.641661360300532e-09,1.2537024751679837e-09
1893,4.310891643655168e-09,3.695050043717174e-09
1894,4.411077725308132e-09,0.0
1895,2.4074457982692365e-09,0.0
1896,9.435246361988447e-09,5.89702897624278e-10
1897,6.992056267307589e-09,4.078699600285063e-09
1898,5.092519295146758e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,7.26747462209687e-09,1.5573159428683425e-09
1901,1.117747761014698e-08,2.235495566438317e-09
1902,6.38336894454028e-09,4.910283846193408e-10
1903,1.0260418292773466e-08,2.1600881083827517e-09
1904,1.1286712897629059e-08,5.374625189347171e-10
1905,1.5998352864698973e-08,0.0
1906,1.18316245689698e-08,5.144184633820714e-09
1907,5.65712765521198e-09,5.142843373384665e-10
1908,1.3751889405000384e-08,0.0
1909,1.320236009405562e-08,1.1001967115120692e-09
1910,3.206490406526541e-09,4.275320542035388e-09
1911,6.384448969498635e-09,4.788336838146279e-09
1912,1.0939784189645252e-08,1.5628263128064646e-09
1913,6.363587878865928e-09,4.242391771214216e-09
1914,1.2054139020278853e-08,2.678697486047099e-09
1915,9.424609537234119e-09,3.534228465440492e-09
1916,4.394984820521586e-09,0.0
1917,1.6449636319748606e-08,0.0
1918,1.6080926812378493e-08,2.2972752589112133e-09
1919,7.366278698128781e-09,9.207848372660976e-10
1920,1.0601124422748853e-08,7.572231730534895e-10
1921,1.2873671018098776e-08,9.087297137000405e-09
1922,2.0658220023506146e-08,1.4018077365562931e-08
1923,1.3800733000834953e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,2.578324886925998e-09
1925,1.0998178368026856e-08,1.0998177923937646e-09
1926,1.7833821530643945e-08,3.343841648018042e-09
1927,1.1149224654616319e-08,1.6723836537835268e-08
1928,9.14083297942625e-09,2.2852082448565625e-09
1929,1.7824650200282122e-08,7.798284684668033e-09
1930,1.8906487042613662e-08,7.352522590764465e-09
1931,2.3951248095954725e-08,1.1405356659111021e-08
1932,2.4110979879310435e-08,1.3151444377967891e-08
1933,2.2941325283909464e-08,5.735331320977366e-09
1934,1.677421224144382e-08,7.188948103475923e-09
1935,3.590485420090772e-08,1.0771455727365264e-08
1936,1.576212937948185e-08,1.6974599503782883e-08
1937,2.895957251780601e-08,1.0072894518486919e-08
1938,2.463390735840676e-08,1.6854778905894818e-08
1939,1.8352860564618823e-08,2.2941076593951948e-08
1940,2.2822046474857416e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,1.2136847082899749e-08
1943,3.193558839598154e-08,1.4516175816936538e-08
1944,3.855823393905666e-08,1.2852744646352221e-08
1945,1.742803235060819e-08,4.357008087652048e-09
1946,2.3665876369705074e-08,4.1763312808029696e-09
1947,1.6689218895749036e-08,8.344609447874518e-09
1948,3.044128504825494e-08,1.3046265401328583e-08
1949,2.1597418964347526e-08,6.8719057111366055e-09
1950,3.19060831088791e-08,7.444753258312176e-09
1951,2.6653504292539765e-08,8.529121409139861e-09
1952,3.268889159357968e-08,5.272402070488624e-09
1953,3.016671712430252e-08,1.0773827163745864e-08
1954,3.9090146231046674e-08,2.14995790059902e-08
1955,1.8771215692936494e-08,1.9709776921672528e-08
1956,2.1802854632824165e-08,2.2674967681268754e-08
1957,4.240818185508033e-08,1.5903067307476704e-08
1958,2.8952852559882558e-08,1.3235589513271862e-08
1959,2.9452841943111707e-08,1.5501495198577686e-08
1960,2.6991250123842292e-08,6.2287499602575735e-09
1961,3.47407969059077e-08,1.876002997391879e-08
1962,3.424656469519505e-08,1.3952304200870458e-08
1963,3.168366191630412e-08,1.4225316924409981e-08
1964,2.311907998375773e-08,9.734349326606662e-09
1965,2.188817305182056e-08,9.849678406226303e-09
1966,2.437192847537517e-08,9.416426749453422e-09
1967,2.1200442290592036e-08,1.1832804958089582e-08
1968,1.5719955115400808e-08,1.0330256650092906e-08
1969,2.497966811176866e-08,8.629339909305145e-09
1970,3.081145649730388e-08,7.3579600190498695e-09
1971,2.363662865434435e-08,6.679916619845017e-09
1972,2.61637485010624e-08,1.2312352026810913e-08
1973,2.9771300091852027e-08,1.0475087464101307e-08
1974,2.81278591529599e-08,2.2502286700643026e-09
1975,3.484002775167028e-08,6.8537762132336866e-09
1976,2.628222439682304e-08,6.8562320265641574e-09
1977,2.3507126911681553e-08,1.7630346071939584e-09
1978,2.673266052966028e-08,4.158414057542359e-09
1979,2.3407892513205297e-08,1.580032815695631e-08
1980,1.9329512213062117e-08,5.116635559687666e-09
1981,3.985096341807548e-08,6.958104314946922e-09
1982,1.738100685599875e-08,6.828252629986764e-09
1983,2.3366668600033336e-08,1.2630632539867293e-08
1984,2.0876431250371752e-08,4.059305780401701e-09
1985,3.549179083961462e-08,4.210890747202711e-09
1986,2.1580147446798037e-08,5.994485463567401e-10
1987,1.8943532964499354e-08,8.555143260480236e-09
1988,2.1587593934668803e-08,1.1993107618124554e-09
1989,1.5915555096057687e-08,2.1952488715726304e-09
1990,1.3621627381610324e-08,1.6345953479657283e-09
1991,1.817054240405014e-08,2.9307325455363298e-09
1992,2.5345743281945943e-08,1.65298330578878e-09
1993,1.827938511667071e-08,3.877445031719162e-09
1994,1.8989736005892155e-08,0.0
1995,1.7894087989134277e-08,2.7112254663563817e-09
1996,1.1209993822092201e-08,4.804283193493575e-09
1997,2.3015493511024943e-08,2.876936688878118e-09
1998,1.0489884516573511e-08,1.43043876743576e-09
1999,1.5081663917726473e-08,1.3710603763428253e-09
2000,1.2812291672048559e-08,2.2090156370779823e-09
2001,2.1467938537966802e-08,2.6287270138425356e-09
2002,1.62105191492401e-08,2.1906108038649563e-09
2003,2.1667998950647416e-08,0.0
2004,1.5857247959161214e-08,8.809582507929292e-10
2005,9.457874483587148e-09,9.007499190971657e-10
2006,1.4000825387938676e-08,4.1178899179428186e-10
2007,1.3980677948666198e-08,1.1983438685803094e-09
2008,8.940623352771127e-09,4.257439678578834e-10
2009,9.059565542202108e-09,4.76819250749827e-10
2010,9.919965293647692e-09,1.4171379625338432e-09
2011,5.353560705856353e-09,0.0
2012,4.425528388196653e-09,3.404252713057332e-10
2013,1.9523875849358774e-09,5.578250084070646e-10
2014,4.114345752981308e-09,8.661780737106994e-10
2015,4.211493376260478e-09,2.2165753954528356e-10
2016,4.764082017771898e-09,1.4499380585064614e-09
2017,3.5218559180094644e-09,2.515611330355938e-10
2018,3.3559066636712487e-09,7.744400121190154e-10
2019,4.3366790158927415e-09,5.1019755087367e-10
