year,voudrais_VERB apporter_VERB,voudrais_VERB rapporter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.881669125542885e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,1.600324850414836e-08
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,6.227493631882908e-09
1818,0.0,1.1921177378582115e-09
1819,4.140420006848444e-09,6.210630232317271e-09
1820,0.0,0.0
1821,9.86148829262845e-10,1.0847637454958203e-08
1822,0.0,0.0
1823,0.0,3.9530747564242574e-09
1824,0.0,3.3684450784221553e-09
1825,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,0.0
1827,9.217273055917019e-10,5.530363722527909e-09
1828,0.0,0.0
1829,1.714635211591542e-09,4.286587973467704e-09
1830,0.0,6.262101504006523e-09
1831,0.0,2.182768810143898e-08
1832,0.0,1.3529969367098715e-09
1833,4.6334514003376626e-09,1.1583628500844156e-09
1834,0.0,5.600718555598405e-09
1835,7.563087933704082e-10,7.563087933704082e-10
1836,1.3441500135158435e-09,2.016224964762614e-09
1837,0.0,1.3915781860163179e-09
1838,2.5248647617104325e-09,0.0
1839,0.0,8.38977065598101e-09
1840,1.9109065441114126e-09,3.821813088222825e-09
1841,6.420548537278137e-10,0.0
1842,7.379091560011375e-09,0.0
1843,2.953455480181333e-09,1.7720733769266417e-09
1844,8.232841963717874e-09,5.488561272137815e-10
1845,3.9061593959388574e-09,1.562463758375543e-08
1846,0.0,1.2879903366069811e-08
1847,6.47186837454683e-09,3.235934187273415e-09
1848,1.126331028444838e-08,4.82713291560799e-09
1849,6.703531951757213e-09,7.54147322368226e-09
1850,6.788996032014438e-10,0.0
1851,3.2247193804124663e-09,9.029214709244116e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,3.5831591027601917e-09,2.388772735173461e-09
1854,5.195664454227256e-10,1.558699391779328e-09
1855,0.0,0.0
1856,3.6240324075009767e-09,2.0708756931497874e-09
1857,8.78671624349181e-09,3.4170564155999728e-09
1858,3.9149408159744326e-09,2.936205500958522e-09
1859,6.110608019582742e-09,5.092173349652285e-10
1860,6.865775947773045e-09,9.154367819341758e-10
1861,5.659156698811785e-09,1.8863854922557266e-09
1862,2.2589932147099034e-09,4.066187830886747e-09
1863,9.989241656072068e-10,2.4973103585068657e-09
1864,4.794727948009836e-10,4.794728170054441e-09
1865,9.88437331983505e-09,9.88437331983505e-09
1866,1.9462451650298362e-09,1.4596839292835284e-09
1867,1.94112459439566e-09,1.455843445796745e-09
1868,9.385760613156435e-09,3.457911734727759e-09
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,8.601073631098188e-09,0.0
1871,7.434824311758348e-09,1.0621177271019633e-09
1872,1.3304146229131675e-08,1.2094678591978436e-09
1873,4.788803575905831e-09,0.0
1874,5.974609140757536e-10,5.974609140757536e-10
1875,1.2587359599081083e-08,0.0
1876,1.813804439976252e-09,8.464420275799966e-09
1877,2.4739263970730008e-09,1.8554447978047506e-09
1878,1.268208649207736e-08,5.435179861734696e-09
1879,6.109325489944695e-09,6.10932526790009e-10
1880,7.701415505323439e-09,7.701415505323439e-09
1881,1.4642266066289267e-08,3.4862537301449947e-09
1882,1.9966155395678697e-09,6.655385131892899e-10
1883,3.791603475633565e-09,6.319338941018771e-10
1884,1.0562715146988921e-08,3.9610181801208455e-09
1885,3.86738152613475e-09,6.445635691854079e-10
1886,5.808117542471791e-09,5.808117542471791e-09
1887,9.140494583448344e-09,1.9586774424595887e-09
1888,1.268122939990235e-08,4.4384300679212174e-09
1889,6.265136853755848e-09,6.265136853755848e-09
1890,1.3764211992395303e-08,0.0
1891,4.461953917456185e-09,2.5496880162734215e-09
1892,9.402768341715273e-09,0.0
1893,9.23762488724833e-09,3.695050043717174e-09
1894,9.452309157609307e-09,1.8904617871129403e-09
1895,1.1435367319734269e-08,1.0833506536300774e-08
1896,5.307326134129653e-09,2.948514543632541e-09
1897,1.1070755867592652e-08,4.078699600285063e-09
1898,2.3765091228256097e-08,3.960848538042683e-09
1899,1.326618814800895e-08,5.527578395003729e-10
1900,2.28406342728249e-08,5.19105292084987e-09
1901,2.179608138419553e-08,2.794369402536745e-09
1902,8.347482705062248e-09,4.419255628107521e-09
1903,1.7820726228023887e-08,8.640352433531007e-09
1904,2.042357571951925e-08,1.1824175416563776e-08
1905,1.857873321853276e-08,7.2250627702885595e-09
1906,1.9547901075611662e-08,3.0865106026567446e-09
1907,2.674278576364486e-08,4.6285588695127444e-09
1908,2.7503778810000767e-08,1.1296195090437777e-08
1909,2.2554033307642385e-08,9.351672325408344e-09
1910,2.4583092894658876e-08,8.550641084070776e-09
1911,3.2454281040372734e-08,1.0108711201439746e-08
1912,1.719108944087111e-08,4.688478938419394e-09
1913,1.7499866444836698e-08,1.4318072061314524e-08
1914,2.4108278040557707e-08,1.2054139020278853e-08
1915,1.295883844676382e-08,1.295883844676382e-08
1916,3.186363883855847e-08,1.4283700444650549e-08
1917,3.5092558192673096e-08,7.676496771580332e-09
1918,3.445912710731136e-08,8.040463406189247e-09
1919,2.1178051312631396e-08,1.1970202606903513e-08
1920,2.5745588771997063e-08,1.2115570768855832e-08
1921,2.2718241510233383e-08,8.330022005509363e-09
1922,2.951174238319254e-08,5.164555005876537e-09
1923,3.8217415010421973e-08,3.1847844361720945e-09
1924,1.933743654092268e-08,6.445812328337297e-09
1925,1.9796720707176974e-08,3.299453377181294e-09
1926,2.229227646921572e-08,1.5604593173179637e-08
1927,3.2332753363562006e-08,1.2264147031260109e-08
1928,3.884854038460617e-08,1.1426041446327417e-08
1929,4.233354289340241e-08,5.570202965543558e-09
1930,2.2057568216382606e-08,1.6805765667982087e-08
1931,4.219981875053236e-08,1.8248570654577634e-08
1932,4.383814555808385e-08,9.863582839386709e-09
1933,4.932384811695556e-08,1.8353059516584835e-08
1934,2.995395220750652e-08,1.677421224144382e-08
1935,3.231436807027421e-08,1.0771455727365264e-08
1936,5.092380206406233e-08,1.33371855781661e-08
1937,5.666003133342201e-08,5.0364472592434595e-09
1938,5.0564334941327616e-08,1.1668692678767911e-08
1939,3.5176316970364496e-08,2.2941076593951948e-08
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,5.8819608739213436e-08,2.3963544037997053e-08
1946,6.821341003160342e-08,6.960552134671616e-09
1947,8.702235732016561e-08,1.1920871401116528e-08
1948,8.806229345736938e-08,1.4133454406817236e-08
1949,7.755436826073492e-08,2.945102384188658e-09
1950,8.082874813908347e-08,8.508289184305795e-09
1951,4.584402901741669e-08,9.595261474260042e-09
1952,7.592258555177978e-08,1.8980646387944944e-08
1953,7.649417455013463e-08,1.939288907237824e-08
1954,7.915754451914836e-08,4.886268278880834e-09
1955,7.977766358635563e-08,3.754243138587299e-09
1956,9.069987072507502e-08,1.744228228517386e-08
1957,8.746687285565713e-08,2.1204090927540165e-08
1958,7.941353885598801e-08,9.099467845885556e-09
1959,8.138285068071127e-08,1.2401196514133517e-08
1960,8.30499971016252e-08,1.9378333604436193e-08
1961,6.322824930293791e-08,6.25334317660986e-09
1962,6.4053757853344e-08,8.8787386332001e-09
1963,8.858492606123036e-08,1.7458344103715717e-08
1964,8.395875994438029e-08,1.1559539991878864e-08
1965,9.685516744184497e-08,1.2038495533772675e-08
1966,7.200797114137458e-08,1.2185964237687585e-08
1967,9.3183345484249e-08,1.1339771788243524e-08
1968,8.803174722515905e-08,8.084548142051062e-09
1969,7.902658438752042e-08,1.3171097990039016e-08
1970,8.737577417150533e-08,1.0577067222072856e-08
1971,9.403267142715777e-08,8.221435976452085e-09
1972,1.231235273735365e-07,1.7955514408640738e-08
1973,9.758370822510187e-08,1.268036875501366e-08
1974,1.0857353061055619e-07,7.875800456247362e-09
1975,1.0794697402616293e-07,6.8537762132336866e-09
1976,1.1541324340669235e-07,9.141642998145016e-09
1977,1.0695742957977927e-07,1.4104276857551667e-08
1978,1.1108905795254032e-07,1.0099005187669263e-08
1979,1.029947327424452e-07,1.1703946256602649e-08
1980,1.0972340902526412e-07,1.0801786132219604e-08
1981,1.1765521890083619e-07,4.427884725544118e-09
1982,8.007678076182856e-08,1.2415004135846175e-08
1983,8.841442422635737e-08,8.841442245000053e-09
1984,9.33640365019528e-08,9.858314165001048e-09
1985,8.842870613534615e-08,4.210890747202711e-09
1986,7.553051517561471e-08,8.392279760016663e-09
1987,9.655090593696514e-08,1.2221633483022742e-08
1988,8.09534768109188e-08,9.594486094499644e-09
1989,1.0153026153147948e-07,1.4817929994137558e-08
1990,8.71784138212206e-08,7.628111475810329e-09
1991,8.968041953494321e-08,1.1722930182145319e-08
1992,6.77723122066709e-08,1.1570882918476855e-08
1993,5.594599628011565e-08,5.539207315052863e-09
1994,7.226649501035354e-08,9.494868002946077e-09
1995,5.1513282528503623e-08,4.337960657352369e-09
1996,6.992900836166882e-08,8.007138063703678e-09
1997,5.849771156363204e-08,8.630809844589749e-09
1998,5.435667205233585e-08,8.582632382569955e-09
1999,5.9869634583265e-08,8.226361813967742e-09
2000,4.9923755796044134e-08,4.418031274155965e-09
2001,5.5641390162008975e-08,1.0076787404500465e-08
2002,5.0384048932983205e-08,5.6955880012310445e-09
2003,4.3752692135967663e-08,9.167230530238157e-09
2004,4.3166952679030146e-08,1.1452457648886138e-08
2005,4.909087181204086e-08,1.170974872621855e-08
2006,4.4884998828820244e-08,6.1768350434476815e-09
2007,4.47381687251891e-08,7.589511241690161e-09
2008,3.15050527888161e-08,9.79211112195344e-09
2009,2.4794601927169424e-08,1.3827758493789588e-08
2010,3.637320489247031e-08,8.502827775203059e-09
2011,1.5678285336662157e-08,5.7359579308524644e-09
2012,2.2808492872172792e-08,1.05531832161887e-08
2013,1.8687137171014e-08,6.9728125495771565e-09
2014,2.0571729208995748e-08,8.661780626084692e-09
2015,2.238741103610664e-08,8.644644111654998e-09
2016,1.8434926474242275e-08,7.871092222444531e-09
2017,1.9370206771895937e-08,6.792150397672003e-09
2018,2.1684320117287825e-08,1.161660012627408e-08
2019,2.0918099252753564e-08,6.377469219387422e-09
