year,voulez_VERB appeler_VERB,voulez_VERB rappeler_VERB
1982,3.7245013739806154e-09,0.0
1983,5.68378455412244e-09,0.0
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,6.015557829641693e-09,0.0
1986,6.593933843390687e-09,1.1988970927134801e-09
1987,9.777306964053878e-09,1.8332451112712533e-09
1988,1.0194141530917022e-08,2.398621523624911e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,1.7980548605578406e-08,1.089730194969718e-09
1991,3.5168792322792797e-09,5.861465202094962e-10
1992,6.61193322315512e-09,1.65298330578878e-09
1993,3.877445031719162e-09,0.0
1994,3.164955852952289e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,1.9072516899143466e-09,0.0
1999,4.570201106446348e-09,4.570201161957499e-10
2000,4.859834756842929e-09,1.7672125984802278e-09
2001,9.638665865452367e-09,0.0
2002,5.257465574004527e-09,3.504977197366088e-09
2003,7.083769126836614e-09,2.083461403401543e-09
2004,7.488145215006625e-09,0.0
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,9.882935358973555e-09,0.0
2007,6.7906151812735516e-09,7.988958938831558e-10
2008,8.51487946817997e-09,8.514879357157668e-10
2009,2.1933685090402832e-08,2.384096253749135e-09
2010,1.842279218067233e-08,0.0
2011,1.158663494038592e-07,7.64794394481072e-10
2012,4.731911218414098e-08,2.7234021704458655e-09
2013,3.151711425175563e-08,1.1156500168141292e-09
2014,2.165445245339015e-08,1.0827225782605865e-09
2015,2.8593822420930337e-08,1.5516027351836215e-09
2016,2.278474120487317e-08,2.4856081637381067e-09
2017,1.9370206771895937e-08,7.54683426862357e-10
2018,2.090988004965766e-08,2.5814667070633845e-10
2019,1.9387506711154856e-08,1.2754939326953263e-09
