year,leurs_DET ans_NOUN,leurs_DET rangs_NOUN
1927,1.1149224876660924e-08,7.536876078795274e-07
1928,4.570416489713125e-09,6.649956008075719e-07
1929,1.1140406153131721e-08,7.252404703450566e-07
1930,5.2518016602221e-09,7.972235280817586e-07
1931,1.596749932275543e-08,6.786187434215663e-07
1932,9.863582950409011e-09,7.364808736198825e-07
1933,0.0,6.905338647555936e-07
1934,1.1981580172459871e-09,6.733648270085268e-07
1935,1.9149255514605557e-08,7.528050929295205e-07
1936,1.2124714565686645e-08,7.602196285816376e-07
1937,6.295558963032022e-09,6.459243342415988e-07
1938,2.2040864577910213e-08,7.454998232070409e-07
1939,1.988226472349197e-08,6.316443004195094e-07
1940,1.2678914584896006e-08,6.415530680037307e-07
1941,1.4757512545315876e-08,6.670395880092883e-07
1942,2.1239483061208375e-08,8.131687774248775e-07
1943,1.7419411024732767e-08,8.245188072297793e-07
1944,2.2492303131116387e-08,1.0378590751258798e-06
1945,2.178504043826024e-09,9.912193914551892e-07
1946,1.3921104269343232e-08,9.118323145429486e-07
1947,2.1457568166738383e-08,8.594947953355359e-07
1948,2.5005341797168512e-08,8.577919254904032e-07
1949,1.178041031391075e-08,7.696534769507934e-07
1950,2.8715476219076663e-08,7.572377600517655e-07
1951,6.396841056854896e-09,7.313721628321446e-07
1952,9.49032352703938e-09,7.107198030098516e-07
1953,7.541679392097933e-09,6.992214105494554e-07
1954,1.0749790169128914e-08,6.42055635324823e-07
1955,7.508486277174597e-09,5.715835231789868e-07
1956,1.0465369681966763e-08,5.747232041386496e-07
1957,3.5340151360863103e-09,6.99734972187116e-07
1958,1.4062813691317899e-08,6.477166341056773e-07
1959,1.1626122287111684e-08,6.355613422215356e-07
1960,1.2457499698470542e-08,6.512504242550676e-07
1961,8.33779090214648e-09,7.34420417813908e-07
1962,7.610347574349419e-09,7.743528893655593e-07
1963,1.3578711488548834e-08,8.037304057850747e-07
1964,1.4601524378488051e-08,8.286364989729122e-07
1965,1.9699356812452606e-08,7.261401311353666e-07
1966,1.2185964237687585e-08,7.699313933073881e-07
1967,2.4158644196248247e-08,7.597647329049551e-07
1968,1.4372531054185345e-08,8.861563607354128e-07
1969,1.0446042669753908e-08,8.524879340221503e-07
1970,1.5175792733579385e-08,8.107552442737642e-07
1971,2.0553589163974095e-08,7.53289067567664e-07
1972,1.1286323153836264e-08,8.254406478336307e-07
1973,1.1577728109557484e-08,8.545465952636278e-07
1974,6.750686232237513e-09,7.99956318076056e-07
1975,1.3707552426467373e-08,7.819016536458889e-07
1976,7.4275851025262796e-09,7.250465694497166e-07
1977,5.289103821581875e-09,8.256878594181671e-07
1978,8.910887139279566e-09,8.691085087164652e-07
1979,5.851973239323627e-09,8.514620963850916e-07
1980,5.116635615198817e-09,7.885303734411764e-07
1981,1.3283654176632353e-08,7.780426107828475e-07
1982,6.828252629986764e-09,7.362097864671568e-07
1983,8.841442245000053e-09,7.041577152477885e-07
1984,6.958810416790584e-09,7.857656285636949e-07
1985,6.015557940663996e-09,7.302887623517051e-07
1986,9.591176797218992e-09,7.73288645117276e-07
1987,7.33298027855156e-09,8.10905383286098e-07
1988,3.597932174415064e-09,8.431154432386734e-07
1989,1.0427432250992297e-08,8.577934949016708e-07
1990,9.807571754727462e-09,7.747981651817781e-07
1991,1.2895223555631219e-08,7.291662527109111e-07
1992,9.91789939064347e-09,8.160227089604177e-07
1993,9.970573700002205e-09,7.771507992693216e-07
1994,2.1099706426497278e-09,8.265810143015528e-07
1995,9.760411145975922e-09,8.3180393595228e-07
1996,1.0676184380997711e-08,8.177956978272505e-07
1997,7.671831170341648e-09,7.925960829879841e-07
1998,7.152193948201102e-09,7.953239817837243e-07
1999,6.8553016596695215e-09,8.102966706502457e-07
2000,1.1045078629479121e-08,9.220431831380438e-07
2001,4.381211837767296e-09,8.354971110513532e-07
2002,7.448076377869484e-09,8.749299329480209e-07
2003,3.333538389771462e-09,8.883879498711167e-07
2004,1.7619165015858584e-09,8.576128549542261e-07
2005,6.7556245042510454e-09,8.692236681540066e-07
2006,3.706100981659688e-09,7.877523309218759e-07
2007,1.2782334662952977e-08,8.276561196396415e-07
2008,7.2376473703172906e-09,7.944382716118525e-07
2009,9.059565542202108e-09,8.306191139340058e-07
2010,3.3066551718974324e-09,8.172161836128566e-07
2011,3.059177577924288e-09,8.225363945513209e-07
2012,4.765953853791416e-09,8.980418755299979e-07
2013,5.578249862026041e-09,1.0219354678042691e-06
2014,3.897801192920269e-09,9.69686361429467e-07
2015,5.098123256885856e-09,1.0085417923022533e-06
2016,1.0356700386182638e-08,1.1582933332476841e-06
2017,4.024978128569501e-09,9.164372194447878e-07
2018,3.0977600484760615e-09,9.393957380865459e-07
2019,3.5713827450933877e-09,9.020292690564702e-07
