year,voulais_VERB acheter_VERB,voulais_VERB racheter_VERB
1862,1.490935552794781e-08,0.0
1863,5.9935452156878455e-09,0.0
1864,8.151037178549814e-09,0.0
1865,1.7415324293779122e-08,0.0
1866,2.2868380966656332e-08,4.865612912574591e-10
1867,1.164674756637396e-08,1.455843445796745e-09
1868,5.433861360870651e-09,9.385760613156435e-09
1869,1.2208797528501236e-08,4.883519144627257e-10
1870,1.9495765002375265e-08,5.734048791339319e-10
1871,4.248470908407853e-09,2.1242354542039266e-09
1872,1.0885210954825197e-08,0.0
1873,5.9860045809045914e-09,5.986004469882289e-10
1874,1.3144139998644278e-08,0.0
1875,6.865832347102696e-09,5.721527140956084e-10
1876,1.6928840551599933e-08,0.0
1877,1.2369632429454214e-08,0.0
1878,1.872117572077059e-08,0.0
1879,6.720257683667796e-09,0.0
1880,1.0910338410496934e-08,0.0
1881,1.4642266066289267e-08,0.0
1882,1.3976308999019693e-08,0.0
1883,1.0110942305630033e-08,6.319338829996468e-09
1884,1.650424152899177e-08,0.0
1885,7.090199094506033e-09,0.0
1886,5.162771099520569e-09,3.872078213618124e-09
1887,6.528924512139156e-09,6.528924623161458e-10
1888,9.510921827882157e-09,1.9021844099853524e-09
1889,1.3783300722991498e-08,0.0
1890,1.0487018364813139e-08,0.0
1891,4.461953917456185e-09,0.0
1892,6.8953633913793055e-09,7.522214851007902e-09
1893,6.774258043407144e-09,0.0
1894,9.452309157609307e-09,0.0
1895,7.824199066419624e-09,0.0
1896,7.076434549446731e-09,2.358811590497112e-09
1897,6.992056267307589e-09,0.0
1898,4.52668391659472e-09,0.0
1899,8.291367592505594e-09,0.0
1900,6.22926377147337e-09,5.191053142894475e-10
1901,6.147612641171918e-09,1.1177477832191585e-09
1902,4.910283735171106e-09,9.820567692386817e-10
1903,9.1803746826713e-09,0.0
1904,9.674325340824907e-09,0.0
1905,1.186974607492175e-08,0.0
1906,8.230695236477459e-09,0.0
1907,7.199980611716228e-09,0.0
1908,8.349361202419914e-09,0.0
1909,1.4302557360679202e-08,0.0
1910,9.085056262847502e-09,0.0
1911,9.576673676292558e-09,0.0
1912,3.646594803896619e-09,0.0
1913,1.113627856597077e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,0.0,0.0
1916,3.2962386153911893e-09,0.0
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,8.040463406189247e-09,0.0
1919,7.366278698128781e-09,0.0
1920,2.2716695191604686e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,7.377935595798135e-09,0.0
1923,8.492758496458919e-09,0.0
1924,6.445812328337297e-09,0.0
1925,9.898360353588487e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.4493992672726108e-08,0.0
1928,1.4853853258500749e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,8.402882833991043e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,7.6716757391182e-09,0.0
1933,1.3764794637438627e-08,0.0
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,1.0771455727365264e-08,0.0
1936,9.699771652549316e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,7.779128452511941e-09,1.2965214457594243e-09
1939,1.5294050470515685e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.213186161588055e-08,0.0
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,0.0
1947,7.152522574216391e-09,0.0
1948,6.523132700664291e-09,0.0
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,1.3825969702452312e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,2.6362009464264702e-08,0.0
1953,1.0773827163745864e-08,0.0
1954,1.172704333640695e-08,0.0
1955,7.508486277174597e-09,0.0
1956,3.488456634670456e-09,0.0
1957,1.7670075402875796e-09,2.6505113659425206e-09
1958,1.3235589513271862e-08,0.0
1959,8.525822714489095e-09,0.0
1960,1.868625076895114e-08,0.0
1961,2.292892631317045e-08,6.948159270159238e-10
1962,1.8391673961559718e-08,0.0
1963,1.2285501505004959e-08,0.0
1964,1.9468698653213323e-08,1.2167936658258327e-09
1965,1.2038495533772675e-08,0.0
1966,1.7725039214155913e-08,0.0
1967,8.381570104631919e-09,9.860671168482327e-10
1968,1.3025106326836067e-08,0.0
1969,1.2716921737876419e-08,0.0
1970,8.277704743875347e-09,4.5987250119061684e-10
1971,1.1304474689666222e-08,0.0
1972,4.6171320100540925e-09,0.0
1973,9.923766697284009e-09,0.0
1974,6.750686232237513e-09,0.0
1975,9.138368284311582e-09,0.0
1976,1.199840671262109e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,1.1753563677885381e-09
1978,8.316828115084718e-09,0.0
1979,8.777959692451986e-09,1.7555920051037788e-09
1980,1.193881615790815e-08,0.0
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,1.1794254461960918e-08,0.0
1983,1.3893695083311286e-08,0.0
1984,1.8556827185989277e-08,0.0
1985,1.5038894574104233e-08,0.0
1986,1.7983456501724504e-08,0.0
1987,7.332980445085013e-09,6.110816852533674e-10
1988,7.795519785247507e-09,5.996553809062277e-10
1989,1.2073869015694072e-08,0.0
1990,1.2531897297662908e-08,5.44865097484859e-10
1991,1.817054240405014e-08,1.7584396161396398e-09
1992,1.0468894195980738e-08,5.509944167592096e-10
1993,1.883330469354405e-08,0.0
1994,1.5824779708850656e-08,3.164955852952289e-09
1995,1.8978578708583882e-08,5.422450821690461e-10
1996,1.5480466686312866e-08,0.0
1997,1.1987236092636522e-08,0.0
1998,1.0013071261028017e-08,9.536258449571733e-10
1999,1.5081663917726473e-08,4.570201161957499e-10
2000,1.3254094710646314e-08,4.4180314962005696e-10
2001,1.7086726700199506e-08,1.3143635069212678e-09
2002,1.8839251936242363e-08,1.3143663935011318e-09
2003,1.1667384391955693e-08,8.333845835650777e-10
2004,2.9071621554521698e-08,0.0
2005,1.7114247796712334e-08,2.702249757291497e-09
2006,1.2765458912156191e-08,0.0
2007,3.475197019042753e-08,0.0
2008,3.448526086913262e-08,4.257439734089985e-09
2009,2.9562793102400065e-08,3.814554005998616e-09
2010,3.3538931631937885e-08,0.0
2011,4.206369297321544e-08,3.059177577924288e-09
2012,4.4595712012096556e-08,2.0425516833455504e-09
2013,5.299337502151502e-08,3.3469500504423877e-09
2014,5.00217822718696e-08,3.2481677347817595e-09
2015,5.474941389138621e-08,4.43315073539452e-09
2016,4.8676490393972927e-08,3.314144070287739e-09
2017,4.4526320408522224e-08,3.5218559180094644e-09
2018,4.672454778642532e-08,2.8396134332808742e-09
2019,4.489738358870454e-08,2.04079020349468e-09
