year,devais_VERB appeler_VERB,devais_VERB rappeler_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.0898113522728181e-08
1818,1.1921177378582115e-09,0.0
1819,0.0,1.6561680027393777e-08
1820,2.3732962262101864e-09,0.0
1821,9.86148829262845e-10,0.0
1822,0.0,5.012807946513931e-09
1823,9.882686891060644e-10,0.0
1824,1.6000115010683658e-08,8.421112696055388e-10
1825,0.0,5.283265824829186e-09
1826,7.0463874735082754e-09,1.7615968683770689e-09
1827,5.530363722527909e-09,0.0
1828,9.172301251858528e-10,2.7516904310687096e-09
1829,5.143905745796928e-09,2.0575622983187714e-08
1830,4.174734336004349e-09,5.218417697960831e-09
1831,7.795603274018958e-09,3.1182412207897414e-09
1832,1.3529969367098715e-09,2.705993873419743e-09
1833,3.4750886612755494e-09,0.0
1834,9.334531370086552e-09,0.0
1835,0.0,1.5126175867408165e-09
1836,0.0,0.0
1837,1.3915781860163179e-09,5.5663127440652715e-09
1838,0.0,8.837027110075724e-09
1839,1.3982950353153e-09,3.4957374772659477e-09
1840,6.3696887764308485e-09,9.554533164646273e-09
1841,3.852329122366882e-09,0.0
1842,2.683306021822318e-09,2.0124795163667386e-09
1843,2.3627644285539873e-09,2.953455480181333e-09
1844,1.6465684371524958e-09,1.3721403568922597e-08
1845,2.2320911785556063e-09,3.9061593959388574e-09
1846,4.0981511517657054e-09,5.854501328173001e-10
1847,5.393223645455691e-10,0.0
1848,2.413566457803995e-09,0.0
1849,8.379414495607307e-09,9.217356655710773e-09
1850,2.7155984128057753e-09,6.788996032014438e-10
1851,1.1608989325395669e-08,1.2898877521649865e-09
1852,3.906327261660181e-09,0.0
1853,5.971931837933653e-10,0.0
1854,1.558699391779328e-09,6.754363734984281e-09
1855,1.0613874223963649e-08,5.306937111981824e-10
1856,4.141751386299575e-09,4.659470143053568e-09
1857,5.369659827891837e-09,4.393358121745905e-09
1858,7.34051397444091e-09,4.404308473482388e-09
1859,7.638259802433822e-09,2.5460866748261424e-09
1860,1.8308735638683515e-09,9.612086238064421e-09
1861,1.8863854922557266e-09,3.3011746669586728e-09
1862,9.035972525772706e-10,2.710791813242963e-09
1863,9.989241434027463e-09,4.495158911765884e-09
1864,4.794728170054441e-09,4.794727948009836e-10
1865,2.3534221238463715e-09,2.8241067262513297e-09
1866,9.731225825149181e-10,5.838735717134114e-09
1867,9.7056229719783e-10,4.367530337390235e-09
1868,8.397785578040384e-09,1.4819622196071691e-09
1869,4.883519144627257e-10,2.9301114867763545e-09
1870,1.7202146374017957e-09,5.160643912205387e-09
1871,1.805600113868877e-08,1.0621177271019633e-09
1872,2.4189357183956872e-09,4.8378714367913744e-09
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,1.1949218281515073e-09,0.0
1875,3.432916173551348e-09,1.1443054281912168e-09
1876,5.441413541973361e-09,6.04601479992084e-09
1877,3.0924081073635534e-09,6.184816214727107e-09
1878,3.6234530931267273e-09,2.4156354694326865e-09
1879,0.0,4.887460214320072e-09
1880,2.5671385017744797e-09,7.701415505323439e-09
1881,1.3945015142624584e-09,7.669758161910067e-09
1882,6.655385131892899e-10,3.3276925659464496e-09
1883,0.0,3.159669414998234e-09
1884,3.300848483434038e-09,6.601696966868076e-10
1885,3.86738152613475e-09,7.7347630522695e-09
1886,2.5813855497602844e-09,6.4534639854230136e-09
1887,6.528924623161458e-10,6.528924512139156e-09
1888,1.014498351992188e-08,0.0
1889,1.0650732740202784e-08,6.891650361495749e-09
1890,4.5880703680722945e-09,0.0
1891,6.374220040683554e-10,3.824531802365527e-09
1892,3.1342561879199593e-09,8.149066310636499e-09
1893,2.463366621796581e-09,1.847525021858587e-09
1894,5.041231432301174e-09,1.8904617871129403e-09
1895,4.213029924926559e-09,1.1435367319734269e-08
1896,1.7691086373616827e-09,1.1204354777305525e-08
1897,5.826713556089658e-10,5.826713556089658e-10
1898,1.6975064687230201e-09,1.6975064687230201e-09
1899,3.8693048765026106e-09,2.7637891975018647e-09
1900,2.595526460424935e-09,1.038210628578895e-09
1901,2.235495566438317e-09,4.470991132876634e-09
1902,9.820567692386817e-10,1.9641135384773634e-09
1903,1.0800440541913758e-09,2.1600881083827517e-09
1904,2.6873125946735854e-09,9.13686282189019e-09
1905,6.192911072844254e-09,4.1286072338664326e-09
1906,1.5432553013283723e-09,6.173021205313489e-09
1907,2.057137349353866e-09,1.5428529565042481e-09
1908,4.911389073214423e-10,9.822778146428846e-10
1909,1.6502950117569526e-09,1.1001967115120692e-09
1910,4.809735720812114e-09,2.67207544979442e-09
1911,1.0640748282497725e-09,5.320374141248863e-10
1912,5.209421227725386e-10,2.6047106693738442e-09
1913,6.363587878865928e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,3.534228465440492e-09,2.3561523843085297e-09
1916,3.2962386153911893e-09,5.493730803607377e-09
1917,0.0,1.0966424435210342e-09
1918,1.1486376294556067e-09,3.44591288836682e-09
1919,5.524709134618888e-09,2.762354567309444e-09
1920,3.786115865267448e-09,0.0
1921,1.5145494858259667e-09,3.7863738810983705e-09
1922,3.6889677978990676e-09,0.0
1923,0.0,2.1231896241147297e-09
1924,6.445812328337297e-09,1.289162443462999e-09
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,0.0,4.570416489713125e-09
1929,0.0,4.4561625500705304e-09
1930,3.1510811737689437e-09,0.0
1931,1.4826963656844327e-08,0.0
1932,2.1919073223131136e-09,2.1919073223131136e-09
1933,1.1470662197865522e-09,0.0
1934,7.188948103475923e-09,4.7926320689839486e-09
1935,0.0,0.0
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,0.0
1938,0.0,3.8895642262559704e-09
1939,0.0,6.117620188206274e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,4.7683483828109274e-09
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,7.853606653895895e-09
1950,0.0,1.0635361480382244e-09
1951,0.0,8.529121409139861e-09
1952,4.2179215675730575e-09,0.0
1953,3.232148326759443e-09,2.1547654771580937e-09
1954,0.0,0.0
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,1.744228317335228e-09,7.849027205963921e-09
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,2.325224457422337e-09
1960,4.152500121534786e-09,2.076250060767393e-09
1961,6.94815938118154e-09,1.3896318540318475e-09
1962,1.2683912808952869e-09,2.5367825617905737e-09
1963,5.1728425987107585e-09,2.5864212993553792e-09
1964,4.258777774879263e-09,3.041984220075733e-09
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,4.431259803538978e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,1.4791006197611978e-09
1968,4.940557296606585e-09,0.0
1969,2.2708788183223305e-09,2.2708788183223305e-09
1970,4.598724956395017e-09,9.197450023812337e-10
1971,7.193756701440179e-09,5.138397485282553e-10
1972,3.5911027485013847e-09,1.5390440033513642e-09
1973,2.7566018356850464e-09,2.205281512956958e-09
1974,1.1251143350321513e-09,1.1251143350321513e-09
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,5.713526984862938e-09,0.0
1977,1.7630346071939584e-09,1.1753563677885381e-09
1978,5.940591130126904e-09,0.0
1979,2.925986564150662e-09,5.851973350345929e-10
1980,7.390696055153967e-09,0.0
1981,5.060439622894819e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,2.483000915987077e-09
1983,5.052252838311233e-09,1.2630632095778083e-09
1984,5.799008384599347e-09,5.219107812592938e-09
1985,2.4062232206745193e-09,2.4062232206745193e-09
1986,4.7955883708539204e-09,5.994485463567401e-10
1987,4.277571630240118e-09,0.0
1988,1.798966087207532e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,4.390497743145261e-09
1990,3.814055737905164e-09,1.089730194969718e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,7.713921945651236e-09,1.1019888335184191e-09
1993,7.200969598386564e-09,0.0
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,5.422450821690461e-10
1996,4.270473752399084e-09,1.6014276571496566e-09
1997,4.315404922294874e-09,2.3974471297094624e-09
1998,6.198567881199324e-09,4.768129224785866e-10
1999,6.8553016596695215e-09,2.285100553223174e-09
2000,7.068850393920911e-09,1.3254094488601709e-09
2001,5.695575122643959e-09,2.190605918883648e-09
2002,6.133709984368352e-09,2.1906108038649563e-09
2003,9.58392298855415e-09,2.5001538617175356e-09
2004,6.166707589017051e-09,3.0833537945085254e-09
2005,6.305249655724765e-09,2.251874686720612e-09
2006,7.823991232669414e-09,2.4707338397433887e-09
2007,1.3181781888249589e-08,3.595031605740928e-09
2008,1.4475294740634581e-08,3.8316958494988285e-09
2009,4.196009228962794e-08,3.337734755248789e-09
2010,2.0784689525044087e-08,3.7790344187271785e-09
2011,2.2179037273417634e-08,4.206369030868018e-09
2012,2.4170194734551842e-08,2.7234021704458655e-09
2013,3.402732673407627e-08,4.183687618564136e-09
2014,4.049382340554075e-08,6.9294245896855955e-09
2015,3.9455041900282595e-08,7.979671146074452e-09
2016,3.3348573680314075e-08,4.142679976837371e-09
2017,3.647636503956164e-08,7.798394818792076e-09
2018,4.724084234908332e-08,8.002547069452248e-09
2019,3.4948531180134523e-08,7.1427654901867754e-09
