year,véritables_ADJ oies_NOUN,véritables_ADJ rois_NOUN
1855,0.0,2.175844215912548e-08
1856,0.0,1.3978411317339123e-08
1857,0.0,2.1966791163841037e-08
1858,0.0,3.474509924217273e-08
1859,3.055304009791371e-09,2.2405561850291633e-08
1860,0.0,3.204028686809579e-08
1861,0.0,2.923897596263103e-08
1862,0.0,1.8071945717679228e-08
1863,0.0,3.49623441309177e-08
1864,3.835782358407869e-09,1.2466292664825573e-08
1865,1.4120533631256649e-09,2.023943146411966e-08
1866,0.0,3.113992264047738e-08
1867,0.0,2.232293283555009e-08
1868,0.0,2.9639243948054173e-08
1869,0.0,1.8557372527538973e-08
1870,0.0,1.8922360567330543e-08
1871,0.0,2.442870794538976e-08
1872,0.0,2.660829245826335e-08
1873,0.0,3.412022664406322e-08
1874,0.0,2.4495896866483235e-08
1875,0.0,4.577221712764867e-09
1876,0.0,8.464420275799966e-09
1877,0.0,2.4120781816350245e-08
1878,0.0,2.5968081018845623e-08
1879,0.0,2.9324761841031943e-08
1880,0.0,2.3746030919369332e-08
1881,0.0,1.673401861523871e-08
1882,0.0,1.9300615994310988e-08
1883,0.0,8.847074184359371e-09
1884,6.601696966868076e-10,2.1125430293977843e-08
1885,0.0,1.160214413431504e-08
1886,0.0,2.9040586824180536e-08
1887,0.0,2.480991301290203e-08
1888,0.0,1.7119660356001987e-08
1889,0.0,1.8795409673089125e-08
1890,0.0,1.3764211992395303e-08
1891,0.0,1.5935549768641977e-08
1892,0.0,9.402768341715273e-09
1893,0.0,2.5249507373814595e-08
1894,0.0,3.150769645188234e-09
1895,0.0,9.629783193076946e-09
1896,0.0,2.4177818858106548e-08
1897,0.0,8.740070001067579e-09
1898,1.6975064687230201e-09,5.6583546736987955e-09
1899,0.0,1.1055156790007459e-08
1900,0.0,1.972600216504361e-08
1901,0.0,1.1736351446245408e-08
1902,0.0,8.347482705062248e-09
1903,0.0,1.0260418292773466e-08
1904,0.0,1.2361637935498493e-08
1905,1.5482277682110634e-09,1.2385822145688508e-08
1906,3.600929110447737e-09,1.543255334635063e-08
1907,0.0,9.257117739025489e-09
1908,0.0,4.911389073214423e-09
1909,0.0,1.1001967337165297e-08
1910,0.0,5.878565634276356e-09
1911,0.0,1.0108711201439746e-08
1912,0.0,5.730363461520227e-09
1913,0.0,4.242391771214216e-09
1914,0.0,6.696743604095445e-09
1915,0.0,9.424609537234119e-09
1916,0.0,1.3184954017475548e-08
1917,0.0,4.386569774084137e-09
1918,0.0,1.4932290071101306e-08
1919,9.207848372660976e-10,8.287063479883727e-09
1920,7.572231730534895e-10,6.057785384427916e-09
1921,0.0,2.2718242842501013e-09
1922,0.0,1.4018077088007175e-08
1923,0.0,1.3800733000834953e-08
1924,0.0,1.1602462102189293e-08
1925,0.0,1.3197813952814386e-08
1926,0.0,1.2260752413340015e-08
1927,0.0,1.0034302277972529e-08
1928,0.0,1.1426041446327417e-08
1929,0.0,8.912325100141061e-09
1930,0.0,1.05036033204442e-08
1931,0.0,4.5621426636444085e-09
1932,0.0,1.753525857850491e-08
1933,0.0,1.261772819560747e-08
1934,0.0,1.3179738189705859e-08
1935,0.0,2.393656828303392e-09
1936,0.0,6.0623572828433225e-09
1937,0.0,8.813782592653752e-09
1938,0.0,1.8151300906765755e-08
1939,0.0,1.2235240376412548e-08
1940,0.0,0.0
1941,0.0,2.6563522936839945e-08
1942,0.0,0.0
1943,0.0,2.6129116648121453e-08
1944,0.0,0.0
1945,0.0,4.357008087652048e-09
1946,0.0,6.960552134671616e-09
1947,0.0,2.1457568166738383e-08
1948,0.0,1.9569398546082084e-08
1949,0.0,1.2762110479513922e-08
1950,0.0,1.595304155443955e-08
1951,0.0,1.0661401539380222e-08
1952,0.0,7.381362632230548e-09
1953,0.0,9.69644453618912e-09
1954,0.0,1.6613311615287785e-08
1955,0.0,4.6928039232341234e-09
1956,0.0,6.104799332717903e-09
1957,0.0,9.718541527092839e-09
1958,0.0,7.445018934681968e-09
1959,0.0,4.650448914844674e-09
1960,0.0,2.7683333403416555e-09
1961,6.948159270159238e-10,9.72742331128984e-09
1962,0.0,5.0735651235811474e-09
1963,1.939815863494232e-09,1.3578711488548834e-08
1964,0.0,1.4601524378488051e-08
1965,0.0,1.0396882466068291e-08
1966,0.0,6.6468897053084675e-09
1967,0.0,6.4094360374689074e-09
1968,0.0,9.431973424511852e-09
1969,0.0,8.175164073476182e-09
1970,4.5987250119061684e-10,9.657322413980651e-09
1971,0.0,8.73527572498034e-09
1972,0.0,7.182205497002769e-09
1973,0.0,5.513203726881244e-09
1974,0.0,9.563471847773286e-09
1975,0.0,7.996072248772634e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,5.289103821581875e-09
1978,0.0,6.534650598410963e-09
1979,0.0,1.1703946256602649e-08
1980,5.685150683554241e-10,4.548120546843393e-09
1981,0.0,2.5302198114474095e-09
1982,0.0,4.345251602977385e-09
1983,0.0,5.68378455412244e-09
1984,0.0,5.799008662155103e-09
1985,6.015558051686298e-10,6.617113967877231e-09
1986,0.0,9.591176741707841e-09
1987,0.0,1.0388388815840699e-08
1988,0.0,5.396898483667201e-09
1989,0.0,7.683371272548811e-09
1990,5.44865097484859e-10,8.172976073694826e-09
1991,0.0,4.689172272698272e-09
1992,0.0,6.61193322315512e-09
1993,0.0,7.20096987594232e-09
1994,0.0,7.3848970827405935e-09
1995,0.0,8.675921314704738e-09
1996,0.0,9.60856638698715e-09
1997,0.0,6.233362825902589e-09
1998,4.768129224785866e-10,6.198567881199324e-09
1999,0.0,7.312321692598545e-09
2000,0.0,6.627047466345459e-09
2001,0.0,6.133696300869573e-09
2002,0.0,1.1391176002462089e-08
2003,4.1669229178253886e-10,7.5004612520857e-09
2004,0.0,3.0833537945085254e-09
2005,4.5037495954858286e-10,7.656374201303606e-09
2006,0.0,7.412201852297073e-09
2007,0.0,5.192823504529542e-09
2008,0.0,5.5346713878634546e-09
2009,0.0,4.76819250749827e-09
2010,4.723793023408973e-10,6.140930985942816e-09
2011,0.0,2.2943831279320648e-09
2012,0.0,3.744677928851914e-09
2013,0.0,6.136075203500013e-09
2014,0.0,9.094869662940042e-09
2015,0.0,9.752931795503628e-09
2016,2.0713400439298368e-10,9.73529803993678e-09
2017,2.515611330355938e-10,5.7859059765519305e-09
2018,0.0,5.162933192082164e-09
2019,0.0,8.16316081397872e-09
