year,aviez_VERB appelé_VERB,aviez_VERB rappelé_VERB
1863,1.2486552236623538e-08,0.0
1864,1.7740493518658695e-08,4.794727948009836e-10
1865,3.294791106611683e-09,0.0
1866,6.3252967308358166e-09,4.865612912574591e-10
1867,5.82337378318698e-09,0.0
1868,5.9278488784286765e-09,9.87974813071446e-10
1869,1.953407657850903e-09,0.0
1870,9.747882501187632e-09,0.0
1871,1.6993883633631413e-08,0.0
1872,7.861540751719076e-09,0.0
1873,1.855661402316855e-08,8.380406590902112e-09
1874,1.3144139998644278e-08,2.3898436563030145e-09
1875,1.6592428764283795e-08,5.149374260327022e-09
1876,1.813804395567331e-08,1.209202959984168e-09
1877,3.0924081073635534e-08,1.2369631985365004e-09
1878,1.1474268646338714e-08,1.8117265465633636e-09
1879,8.55305515301552e-09,1.832797580370027e-09
1880,1.9253538763308597e-09,0.0
1881,1.3945014920579979e-08,4.183504653809678e-09
1882,8.652000893505374e-09,7.986462158271479e-09
1883,9.479008689083912e-09,0.0
1884,2.1125430293977843e-08,0.0
1885,1.0957580620640783e-08,0.0
1886,1.871504551331782e-08,3.872078213618124e-09
1887,1.3057849024278312e-08,0.0
1888,6.340614699951175e-09,0.0
1889,1.8795409673089125e-09,0.0
1890,0.0,0.0
1891,7.0116419337296065e-09,0.0
1892,1.1283322720601063e-08,1.8805537127519756e-09
1893,5.542574843531156e-09,1.847525021858587e-09
1894,9.452309157609307e-09,1.8904617871129403e-09
1895,3.0093072478365457e-09,0.0
1896,8.255840455717589e-09,0.0
1897,9.905413378419325e-09,5.826713556089658e-10
1898,6.224190496340043e-09,0.0
1899,1.1055156790007459e-09,8.291367592505594e-09
1900,3.114631885736685e-09,5.191053142894475e-10
1901,4.470991132876634e-09,2.794369402536745e-09
1902,8.347482705062248e-09,4.910283846193408e-10
1903,4.860198465905796e-09,0.0
1904,1.3436562973367927e-08,0.0
1905,6.192911072844254e-09,0.0
1906,7.716276506641861e-09,5.144184522798412e-10
1907,6.1714118260169926e-09,1.028568674676933e-09
1908,6.384805573134145e-09,0.0
1909,1.0451868703853506e-08,0.0
1910,4.275320542035388e-09,0.0
1911,5.3203743632934675e-09,0.0
1912,6.772247651554153e-09,0.0
1913,2.6514948014977335e-09,0.0
1914,2.678697486047099e-09,0.0
1915,1.4136913861761968e-08,0.0
1916,1.2086208478478966e-08,1.0987462051303964e-09
1917,6.57985488317081e-09,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.1970202606903513e-08,4.603924352863942e-09
1920,1.0601124422748853e-08,0.0
1921,8.330022005509363e-09,1.5145494858259667e-09
1922,4.426761179843197e-09,1.4755870969551665e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,1.4297631523163545e-08,1.0998177923937646e-09
1926,3.343841648018042e-09,3.343841648018042e-09
1927,6.689535148041159e-09,0.0
1928,9.14083297942625e-09,0.0
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,1.0503603542488804e-09
1931,9.124285327288817e-09,0.0
1932,8.767629289252454e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,4.7926320689839486e-09,0.0
1935,2.393656828303392e-09,0.0
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.0728784083369192e-08,4.7683483828109274e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,9.817008317369869e-10,0.0
1950,4.2541445921528975e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,5.272402070488624e-09,3.1634410646574906e-09
1953,8.619061908632375e-09,0.0
1954,5.863521668203475e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,0.0
1956,5.232684952005684e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,7.445019267748876e-09,0.0
1959,7.750747821333448e-10,0.0
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,5.55852741612739e-09,0.0
1962,7.610347907416326e-09,0.0
1963,3.2330267352165265e-09,0.0
1964,2.4335873316516654e-09,3.6503808864551957e-09
1965,7.1136563306595235e-09,0.0
1966,7.754704434148607e-09,0.0
1967,1.4791006197611978e-09,0.0
1968,4.042274071025531e-09,4.4914158503495116e-10
1969,1.2716921737876419e-08,2.7250546263957176e-09
1970,5.058597540852361e-09,0.0
1971,6.679916619845017e-09,0.0
1972,5.130146973897354e-09,5.130146862875051e-10
1973,2.205281512956958e-09,2.205281512956958e-09
1974,5.625571564138454e-09,0.0
1975,0.0,5.711480177694739e-10
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,5.876781838942691e-10,0.0
1978,5.940591352171509e-10,0.0
1979,1.7555920051037788e-09,0.0
1980,2.8425752862659692e-09,1.1370301367108482e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,0.0
1983,1.89459470334441e-09,0.0
1984,1.739702604197646e-09,0.0
1985,5.414002135495366e-09,0.0
1986,4.196139880008332e-09,0.0
1987,4.277571630240118e-09,6.110816852533674e-10
1988,1.798966087207532e-09,0.0
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,5.44865097484859e-10
1991,8.7921980806982e-09,0.0
1992,2.7549720282848966e-09,5.509944167592096e-10
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,2.1099706426497278e-09
1995,3.253470381991974e-09,5.422450821690461e-10
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,4.315404922294874e-09,9.58978896292706e-10
1998,3.814503379828693e-09,0.0
1999,6.398281460207045e-09,4.570201161957499e-10
2000,4.859834756842929e-09,0.0
2001,6.571817756650944e-09,8.762423564512289e-10
2002,4.81934359086722e-09,4.38122149670761e-10
2003,6.250384210204629e-09,2.5001538617175356e-09
2004,4.845270407116686e-09,0.0
2005,3.602999676388663e-09,9.007499190971657e-10
2006,2.8825228870488218e-09,0.0
2007,1.0385647009059085e-08,1.997239706952314e-09
2008,7.663391698997657e-09,1.7029758714315335e-09
2009,1.2874119548200724e-08,1.430457752249481e-09
2010,1.2754241218715379e-08,4.723793023408973e-10
2011,1.1089518636708817e-08,1.1471915639660324e-09
2012,1.599998711299122e-08,3.404252713057332e-10
2013,1.4782362889320666e-08,5.578250084070646e-10
2014,1.5807749775831326e-08,1.9489005964601347e-09
2015,1.1969507163200888e-08,8.866301581811342e-10
2016,1.2635174684305639e-08,1.2428040818690533e-09
2017,1.5345229087415646e-08,2.515611330355938e-10
2018,1.858655984676716e-08,1.0325866828253538e-09
2019,1.7346716063570966e-08,1.02039510174734e-09
