year,aux_ADP oies_NOUN,aux_ADP rois_NOUN
1933,5.964744431707913e-08,1.0679186837059262e-06
1934,5.511526701695857e-08,1.370692796598405e-06
1935,5.146362269670135e-08,1.2411111152133003e-06
1936,5.698615801463802e-08,1.1385106963857083e-06
1937,4.0291578073947676e-08,1.13320064931699e-06
1938,3.5006079368571363e-08,1.1902066887614637e-06
1939,9.788192567583565e-08,1.1118774123630715e-06
1940,1.369322788491445e-07,1.267891482470418e-06
1941,1.26914614373419e-07,1.210116026939545e-06
1942,7.282108072104165e-08,1.1954794274515734e-06
1943,1.1612941008820599e-07,1.4719402674501225e-06
1944,9.318239690969676e-08,1.2370766508951192e-06
1945,7.624764108982163e-08,1.0151828702120724e-06
1946,5.150808579656996e-08,1.2960547746132534e-06
1947,4.7683483828109274e-08,1.1718216521572344e-06
1948,5.3272248834446145e-08,1.1361123339881374e-06
1949,3.141442572740516e-08,1.0258773883720096e-06
1950,4.147791021757996e-08,1.335801361967981e-06
1951,6.823297127311889e-08,1.115182564070949e-06
1952,4.2179213899373735e-08,9.36378580007613e-07
1953,4.417269394707546e-08,9.674896870315308e-07
1954,4.3976413399704484e-08,1.1121145666592724e-06
1955,4.22352348650179e-08,9.169738945935535e-07
1956,4.7966278060584955e-08,1.0369437140056448e-06
1957,7.42143149157215e-08,1.0195633493026435e-06
1958,4.6324563740540725e-08,1.1084806317285256e-06
1959,8.138285423342495e-08,9.936458775783308e-07
1960,7.958958292419993e-08,9.848345818852522e-07
1961,4.794229990778831e-08,1.2819353942816747e-06
1962,4.693047800374828e-08,1.0870112827632283e-06
1963,7.435961180135564e-08,1.0500870342156077e-06
1964,4.137098486012292e-08,1.2672905809196777e-06
1965,4.541796094770234e-08,1.180867004180186e-06
1966,7.200797114137458e-08,1.1105845363346134e-06
1967,4.240088635754091e-08,1.3652099140060159e-06
1968,4.4914157726339e-08,1.2495119090516482e-06
1969,6.994307166774405e-08,1.1018303860410583e-06
1970,5.610444731019015e-08,1.2251003216334766e-06
1971,6.474380676024794e-08,9.68587911209795e-07
1972,4.873639625202486e-08,1.0132040229038353e-06
1973,6.781240774467179e-08,9.047167326414751e-07
1974,5.85059468649618e-08,9.602850967738163e-07
1975,5.711480133285818e-08,1.01721464940141e-06
1976,6.627691084837295e-08,9.433032785999274e-07
1977,6.053085321866547e-08,8.462565719291604e-07
1978,6.178215161689593e-08,9.023758389403724e-07
1979,6.261611462665684e-08,1.0656443407697225e-06
1980,1.205251900504578e-07,8.999593350544899e-07
1981,5.692994659023398e-08,8.039773486956392e-07
1982,7.697303061604543e-08,8.485655778045498e-07
1983,1.0483424506269046e-07,8.083604265962663e-07
1984,8.466552109398506e-08,9.31900655309903e-07
1985,6.376491445969634e-08,9.101539033551376e-07
1986,5.2751471690815066e-08,9.327419165927608e-07
1987,6.844115035820053e-08,8.267935331929266e-07
1988,7.315795608198172e-08,7.843492380033013e-07
1989,8.780995386370449e-08,8.989544189041965e-07
1990,5.557624138674555e-08,9.774879816681903e-07
1991,8.088821967788817e-08,9.958629583195489e-07
1992,4.407955345175907e-08,1.0094217515188575e-06
1993,7.644106259085959e-08,8.84057505423641e-07
1994,9.653115773389231e-08,8.788027647810281e-07
1995,4.771756589860843e-08,8.659653758513741e-07
1996,6.512472250363999e-08,8.498242869414696e-07
1997,5.7538734665740776e-08,9.29730051169031e-07
1998,5.292623317387779e-08,9.169112704654481e-07
1999,5.712751499631352e-08,9.122121822358054e-07
2000,6.185244161294179e-08,9.529693851817456e-07
2001,4.6002722159377285e-08,9.459036265369036e-07
2002,7.448076466687326e-08,1.1180877157457303e-06
2003,7.292115178358927e-08,9.238067963934782e-07
2004,5.770276489958093e-08,8.972559912834299e-07
2005,8.241861693125685e-08,9.246198189316601e-07
2006,5.517972495594492e-08,8.894642133938646e-07
2007,4.993099303463033e-08,9.766502184760384e-07
2008,7.748540298280204e-08,8.029531328723749e-07
2009,1.7785358430444376e-07,9.383803041274064e-07
2010,4.818268850570462e-08,7.496659768513325e-07
2011,7.342026364653975e-08,6.542816137766749e-07
2012,6.638292626703901e-08,7.261271304237482e-07
2013,5.912944922581431e-08,6.791519764348664e-07
2014,4.763979455368883e-08,8.027305122837447e-07
2015,5.984753714827207e-08,9.440394439508282e-07
2016,7.456823958307268e-08,9.246462120415799e-07
2017,4.4023198086939885e-08,7.146851626060879e-07
2018,5.1887479757262156e-08,6.709232009960431e-07
2019,5.0509558091604845e-08,7.828981258839462e-07
