year,deux_DET ondes_NOUN,deux_DET rondes_NOUN
1800,0.0,9.432493897065797e-09
1801,2.3811825400343878e-08,1.6668277424969347e-08
1802,0.0,4.475680270843441e-09
1803,1.755305234496518e-08,0.0
1804,0.0,9.887403784603066e-09
1805,0.0,2.842877711017877e-09
1806,1.729001475325731e-08,3.458002950651462e-08
1807,0.0,3.131650672116848e-08
1808,0.0,1.1330369531492579e-08
1809,1.3554183553310395e-08,1.8072244145628247e-08
1810,0.0,3.042164786748458e-08
1811,0.0,2.0056614147279106e-08
1812,0.0,1.8670457180292033e-08
1813,8.627225156487839e-09,8.627225156487839e-09
1814,3.1466771410748606e-09,0.0
1815,1.8880564667256294e-08,0.0
1816,4.1716869958463576e-08,6.952811659743929e-09
1817,9.185553295765203e-08,7.940054302935096e-08
1818,1.3113295338484932e-08,4.768470951432846e-09
1819,3.8298885840504227e-08,4.140419918030602e-08
1820,1.898636980968149e-08,1.4239777357261119e-08
1821,2.2681422962023134e-08,2.3667571014129862e-08
1822,1.1028177482330648e-08,0.0
1823,5.929612356680991e-09,1.9765373338032077e-08
1824,1.6842225392110777e-08,2.5263338088166165e-08
1825,7.924898959288385e-09,6.163810151171845e-08
1826,2.2900759399924198e-08,3.170874407487645e-08
1827,1.935627302884768e-08,1.8434546111834038e-09
1828,1.559291185060374e-08,4.494427585655103e-08
1829,6.77280880267972e-08,3.429270423183084e-09
1830,4.5922078584226256e-08,1.982998831806526e-08
1831,4.677361786775691e-08,3.1182413096075834e-08
1832,5.141388426110893e-08,3.382492430592521e-08
1833,2.7800708068959068e-08,1.2741991461950875e-08
1834,1.8669061851994684e-09,1.7735608537350345e-08
1835,1.2100940693926532e-08,2.193295500774184e-08
1836,2.688300071440608e-08,2.1506400216253496e-08
1837,2.5048407792382932e-08,1.1828414692161004e-08
1838,2.9667161172142187e-08,2.2723781967215473e-08
1839,3.5656523067473245e-08,4.824117993962318e-08
1840,4.0766007458614695e-08,7.643626342979104e-09
1841,2.5040138851295524e-08,1.4767261191650505e-08
1842,3.4882980060046975e-08,1.609983657502312e-08
1843,8.91943585656918e-08,1.1223130869097986e-08
1844,1.2623690537338916e-08,1.3721403568922597e-08
1845,1.5066614622583074e-08,1.562463758375543e-08
1846,1.6978054517835517e-08,2.5174355267054693e-08
1847,1.8714486405002617e-07,1.1865092020002521e-08
1848,2.494018680465615e-08,8.84974404868899e-09
1849,3.5193544078993e-08,1.8434713311421547e-08
1850,3.190828135046786e-08,5.431196825611551e-09
1851,7.352360142931502e-08,1.6768540334055615e-08
1852,5.338647213193326e-08,1.8880582430824688e-08
1853,4.598387537413373e-08,4.1206330569920624e-08
1854,4.364358119346434e-08,7.27393034694046e-09
1855,1.8043586180738203e-08,1.6451505047143655e-08
1856,3.9346637947801355e-08,3.831120015673761e-08
1857,1.757343248698362e-08,1.757343248698362e-08
1858,9.493731312204545e-08,6.851146261421803e-09
1859,6.161529597648041e-08,8.147477359443656e-09
1860,1.5104706818647173e-08,1.3273833671112456e-08
1861,6.366551197345416e-08,6.130753071875716e-09
1862,2.3493528900075944e-08,1.2650361813637545e-08
1863,1.1587520276634677e-07,4.994620717013731e-09
1864,5.7057263802562375e-08,1.8699438442126848e-08
1865,4.753912818955541e-08,7.0602665935837194e-09
1866,1.2358657386357663e-07,2.092213513549268e-08
1867,8.443891807985437e-08,1.0190904120577216e-08
1868,7.558007042440806e-08,1.975949570631741e-08
1869,1.6896975851832252e-07,4.88351925564956e-09
1870,9.23181886491875e-08,5.734048791339319e-09
1871,1.359510690690513e-07,3.9298356568906456e-08
1872,1.0038583297955483e-07,2.1770421798628092e-08
1873,3.771182865985878e-08,1.4366410450161737e-08
1874,5.974609251779839e-08,1.553398404352535e-08
1875,6.865832591351761e-08,1.4303817685856757e-08
1876,6.95291717534019e-08,1.6928840551599933e-08
1877,7.112538380482647e-08,6.80329748092845e-09
1878,4.287753085918666e-08,4.227361960484899e-09
1879,5.742765629701552e-08,9.774920317617841e-09
1880,8.150664410067066e-08,2.0537108458285047e-08
1881,1.4921166752168702e-07,2.0220271901294495e-08
1882,8.585446664710616e-08,1.0648616211028639e-08
1883,7.709593585758512e-08,1.2638677659992936e-08
1884,8.252121475038621e-08,1.650424152899177e-08
1885,8.18595751184148e-08,7.090199094506033e-09
1886,6.517998429877991e-08,1.936039240035825e-08
1887,1.1360328816545362e-07,1.2404957061562527e-08
1888,8.940266837953459e-08,3.1703073499755874e-09
1889,9.898916175643535e-08,1.0650732740202784e-08
1890,9.24168475080478e-08,8.520702365899524e-09
1891,2.02700200957473e-07,3.059625663937027e-08
1892,2.2817384781603778e-07,1.5044429702015805e-08
1893,1.3918021624093058e-07,7.390099754367441e-09
1894,1.3044185731558855e-07,6.364554994142679e-08
1895,1.2759463174916164e-07,2.5880042109349688e-08
1896,1.1145385059307955e-07,1.1794058174530164e-08
1897,6.118049078462917e-08,5.244042311502994e-09
1898,8.430948761350976e-08,9.05336783318944e-09
1899,1.1994844761886725e-07,2.266307141951529e-08
1900,6.488816650662699e-08,8.824790675987515e-09
1901,1.9672361251110715e-07,8.38310842965484e-09
1902,1.2324812814767938e-07,9.329538919189417e-09
1903,9.126372191303744e-08,7.560308601384236e-09
1904,9.620579000113594e-08,1.4511488011237361e-08
1905,1.1095632079793916e-07,1.651442893546573e-08
1906,1.1883066086681993e-07,2.3663248860383845e-08
1907,1.4554246163811513e-07,1.182853937020667e-08
1908,9.233411191189589e-08,1.4243028090277221e-08
1909,5.721022944271681e-08,1.320236009405562e-08
1910,1.1489924012231256e-07,1.3894791983659616e-08
1911,9.151043656174807e-08,1.170482277768059e-08
1912,1.625339454136565e-07,1.771203156364365e-08
1913,1.3257474318351115e-07,1.9621061941865747e-08
1914,9.844213444409888e-08,6.027069343605973e-09
1915,1.1780761610680202e-07,8.246533234057551e-09
1916,1.2525707315802492e-07,4.394984820521586e-09
1917,9.32146072551987e-08,2.4126133979507358e-08
1918,1.5506607464743638e-07,3.445912977184662e-08
1919,1.0220711588182496e-07,2.301962176431971e-08
1920,1.2721349973432439e-07,1.2872794385998532e-08
1921,1.4766857170389613e-07,1.741731914250977e-08
1922,1.3206503979290574e-07,9.591316185719734e-09
1923,1.475616824286874e-07,3.1847844361720945e-09
1924,1.959526940709111e-07,1.675911143195208e-08
1925,1.605733954690436e-07,5.499089184013428e-09
1926,1.749943685513955e-07,6.687682962969177e-09
1927,1.5831899835561103e-07,2.1183527820767267e-08
1928,1.5539415609833185e-07,9.140832757381645e-09
1929,1.2811467287043854e-07,7.798284462623428e-09
1930,1.869641472751482e-07,1.470504518152893e-08
1931,2.007342780885324e-07,9.124285327288817e-09
1932,1.4795374003728767e-07,6.575722188983946e-09
1933,1.915600620350233e-07,1.1470662641954732e-08
1934,1.8811080160219262e-07,4.7926320689839486e-09
1935,1.7473694846614762e-07,1.6755597798123745e-08
1936,2.5825642868682053e-07,1.576212937948185e-08
1937,2.0523522170634578e-07,1.888667711114067e-08
1938,2.5671123893289405e-07,7.779128452511941e-09
1939,3.257632830155899e-07,1.5294050470515685e-08
1940,3.017581615694098e-07,3.0429395447839624e-08
1941,1.8004165447393916e-07,1.4757512545315876e-08
1942,1.4260795921927638e-07,3.641054280301148e-08
1943,1.7129087837020052e-07,2.6129116648121453e-08
1944,1.0924833304670756e-07,9.639558484764166e-09
1945,1.7645882310901584e-07,2.3963545370264683e-08
1946,2.2552189182789562e-07,1.3921104269343232e-08
1947,1.8000515478178158e-07,1.311295849681926e-08
1948,2.2396088339426967e-07,2.283096489641423e-08
1949,1.8161465753507855e-07,1.4725512254010198e-08
1950,2.105801515384087e-07,5.849448903028076e-08
1951,1.5032577183049511e-07,9.595261585282344e-09
1952,2.119505526643195e-07,1.5817205323287453e-08
1953,2.0793486532610927e-07,2.154765532669245e-08
1954,2.736310102946504e-07,2.5408593451459183e-08
1955,2.684283901821516e-07,1.9709777365761738e-08
1956,2.947745745274233e-07,2.703553869665143e-08
1957,2.6681813453111047e-07,1.9437083054185678e-08
1958,4.103032784641414e-07,1.4062814024384807e-08
1959,1.7361675475058291e-07,2.557746836551189e-08
1960,2.2838749402787073e-07,1.314958320008941e-08
1961,1.8829511316820202e-07,1.0422238516660798e-08
1962,2.1245554604476524e-07,1.3318108227355907e-08
1963,1.9786122962273112e-07,2.0044765847160306e-08
1964,1.837358367673403e-07,1.4601523545820783e-08
1965,1.5759484606192586e-07,2.7360217091931816e-08
1966,2.453810008518076e-07,1.0524242255449678e-08
1967,1.8192937867311798e-07,1.6270107816573898e-08
1968,1.7606349611565264e-07,1.976222918642634e-08
1969,1.7031592380867266e-07,1.5896152616434733e-08
1970,1.747515505634567e-07,1.103694025061941e-08
1971,1.7367784099775463e-07,3.956565963747494e-08
1972,1.6057359741861177e-07,2.0520587895589415e-08
1973,1.2073916544341756e-07,1.7642251715077606e-08
1974,1.1757444728921485e-07,2.250228731126569e-08
1975,1.473561863640782e-07,5.711480177694739e-09
1976,1.4398087516687141e-07,6.284879672247001e-09
1977,1.181233133529247e-07,1.645498992619565e-08
1978,7.782174549220144e-08,1.425741957827853e-08
1979,1.0709111419870965e-07,2.106710472737916e-08
1980,9.892161978442005e-08,1.762396639737318e-08
1981,7.653914618765967e-08,1.8344093466460265e-08
1982,7.573152993600729e-08,1.6139505731871395e-08
1983,7.19945999483329e-08,1.8314416649900522e-08
1984,9.510373755183821e-08,1.7397026319532216e-08
1985,5.8350912768290186e-08,1.2031116214394899e-08
1986,5.934540597829496e-08,1.738400828843467e-08
1987,7.088547215872154e-08,1.2832715334809564e-08
1988,9.954279489576834e-08,1.4991384078566483e-08
1989,5.158834748275609e-08,1.0976244468885454e-08
1990,1.1660113319322818e-07,1.1442167213715493e-08
1991,5.978694367358983e-08,1.3481370353396471e-08
1992,1.0028098529346607e-07,2.1488782309120324e-08
1993,6.31469649903238e-08,2.2156829260211452e-08
1994,5.644171341412374e-08,2.162719958676007e-08
1995,4.500634120940816e-08,1.6809597269684673e-08
1996,4.270473730194624e-08,1.3879039695297024e-08
1997,2.15770258327197e-08,1.6302642014132118e-08
1998,5.67407373308626e-08,1.3827575195968222e-08
1999,5.0272211282731405e-08,2.7878227726318983e-08
2000,8.526800643338106e-08,8.836062659334232e-09
2001,3.6802177832973015e-08,1.445799924226776e-08
2002,6.265146668127386e-08,1.577239705508049e-08
2003,3.000184545243201e-08,2.2918076769684603e-08
2004,5.241701672709098e-08,1.673820693159911e-08
2005,4.458712254962194e-08,1.306087415997581e-08
2006,7.412201763479231e-08,1.647156044892739e-08
2007,4.713485646234972e-08,1.797515772339331e-08
2008,5.108927458863377e-08,1.702975893635994e-08
2009,5.1019658720008465e-08,1.1443661795951243e-08
2010,1.2895955414649052e-07,1.558851736582767e-08
2011,5.391800328435892e-08,2.2179037217906483e-08
2012,1.2017012185339127e-07,1.7021262954663996e-08
2013,6.693900189702617e-08,1.9244963567199846e-08
2014,7.79560287433867e-08,2.360335199513841e-08
2015,7.669351198558161e-08,1.418608289172063e-08
2016,7.622531050799353e-08,2.2163337970448893e-08
2017,6.238716032669345e-08,1.861552334503358e-08
2018,9.706314774149405e-08,2.1684319506665162e-08
2019,6.173390443287019e-08,2.3213988120662776e-08
