year,sans_ADP ajouter_VERB,sans_ADP rajouter_VERB
1856,7.330899993718276e-07,0.0
1857,6.467999273951364e-07,0.0
1858,6.875614904089389e-07,2.4468380654951716e-09
1859,6.787867103952294e-07,0.0
1860,7.112944011566924e-07,0.0
1861,6.74382825138764e-07,1.8863854922557266e-09
1862,7.427569475026985e-07,0.0
1863,6.308206010885442e-07,1.4983863039219614e-09
1864,7.12017104831375e-07,0.0
1865,7.323849544604855e-07,0.0
1866,6.077150800365416e-07,0.0
1867,6.725996684053825e-07,0.0
1868,6.352677992538247e-07,0.0
1869,6.329040687091947e-07,4.883519144627257e-10
1870,6.318921954573398e-07,0.0
1871,7.084325410744441e-07,0.0
1872,6.912108965195785e-07,0.0
1873,6.243402772554418e-07,0.0
1874,6.088126571768271e-07,0.0
1875,5.795907007666301e-07,0.0
1876,6.305993345279148e-07,1.209202959984168e-09
1877,5.603443220536519e-07,0.0
1878,5.664665287952175e-07,6.039088673581716e-10
1879,4.97299062374168e-07,1.832797580370027e-09
1880,5.609197373246388e-07,1.2835692508872398e-09
1881,5.445528117320464e-07,2.091752326904839e-09
1882,5.583868372127654e-07,0.0
1883,5.83274999854666e-07,3.159669414998234e-09
1884,5.829298572734842e-07,0.0
1885,6.458526904395967e-07,0.0
1886,5.711315722578547e-07,0.0
1887,5.751982357082852e-07,0.0
1888,5.224666388414789e-07,0.0
1889,4.561019615323403e-07,0.0
1890,4.824028465577612e-07,0.0
1891,4.914523632493228e-07,0.0
1892,4.3315419517853115e-07,0.0
1893,5.456357179411953e-07,0.0
1894,4.776566893127665e-07,0.0
1895,4.6764634831220064e-07,0.0
1896,4.540712303935379e-07,0.0
1897,5.040107211584655e-07,0.0
1898,4.65116757553119e-07,0.0
1899,4.715024459756023e-07,5.527578395003729e-10
1900,4.241090376666534e-07,0.0
1901,4.834259179631317e-07,0.0
1902,4.1541001838396596e-07,0.0
1903,4.222972282974524e-07,0.0
1904,3.622497359856425e-07,0.0
1905,4.407288178853719e-07,5.160759042333041e-10
1906,4.382845268935398e-07,1.0288369045596824e-09
1907,4.2891312901360834e-07,0.0
1908,4.155035178143862e-07,1.4734167219643268e-09
1909,4.092731842320063e-07,2.2003934230241384e-09
1910,4.269976532356168e-07,0.0
1911,3.990280479371222e-07,0.0
1912,4.365494916669377e-07,0.0
1913,3.643153974053348e-07,0.0
1914,3.984562582104445e-07,0.0
1915,4.087924292406342e-07,0.0
1916,4.2631353380784276e-07,0.0
1917,3.377658712722109e-07,0.0
1918,3.3540220112371344e-07,0.0
1919,3.480566679314734e-07,0.0
1920,3.5968101386174567e-07,0.0
1921,3.9756922731726263e-07,0.0
1922,3.925061680121189e-07,0.0
1923,4.5330097897533506e-07,0.0
1924,3.931945320445607e-07,0.0
1925,4.234298494054656e-07,0.0
1926,3.834271584679527e-07,0.0
1927,4.861061988492565e-07,0.0
1928,3.95341031023122e-07,0.0
1929,4.4004603694247635e-07,0.0
1930,3.949355056320769e-07,0.0
1931,3.455823129883129e-07,2.2810713318222042e-09
1932,3.408416002770309e-07,5.4797681947604815e-09
1933,3.865613109610422e-07,1.1470662197865522e-09
1934,3.498621428121851e-07,0.0
1935,3.9375653670958854e-07,0.0
1936,3.5889154403889734e-07,0.0
1937,3.714379825936476e-07,0.0
1938,3.4228165013416856e-07,0.0
1939,3.7317482792786905e-07,0.0
1940,3.4740226784180095e-07,0.0
1941,3.8959835180207847e-07,0.0
1942,3.4590013875401837e-07,3.034211770724937e-09
1943,4.035497074283967e-07,0.0
1944,3.341713679105851e-07,3.2131861615880553e-09
1945,3.6816719273247145e-07,2.178504043826024e-09
1946,2.951274096218981e-07,5.568441707737293e-09
1947,3.9815708952062323e-07,1.1920870957027319e-09
1948,3.0984880350359845e-07,2.174377566888097e-09
1949,2.8763834869494076e-07,0.0
1950,2.8502769744420675e-07,1.0635361480382244e-09
1951,3.955380059039726e-07,0.0
1952,3.237254873056372e-07,0.0
1953,3.39375560542976e-07,0.0
1954,3.576748355271775e-07,0.0
1955,3.256805900520021e-07,0.0
1956,3.052399595304678e-07,0.0
1957,3.6312005846639295e-07,1.7670075402875796e-09
1958,3.2344472344902897e-07,1.6544486891589827e-09
1959,3.1700559599556755e-07,7.750747821333448e-10
1960,3.467337386098279e-07,3.460416619915918e-09
1961,3.1266716593592037e-07,2.779263708063695e-09
1962,3.3168432889141286e-07,2.5367825617905737e-09
1963,3.265356873782821e-07,6.466053248388448e-10
1964,3.0541522022531353e-07,1.8251904432275978e-09
1965,3.146424916167234e-07,1.6416130677043839e-09
1966,3.3677574151624867e-07,5.539074754423723e-10
1967,3.249091093948664e-07,9.860671168482327e-10
1968,3.4314416552660987e-07,0.0
1969,3.1928556332161406e-07,1.8167031212712459e-09
1970,2.8466108936697765e-07,0.0
1971,2.8312569178012836e-07,1.541519245584766e-09
1972,4.3606246968863616e-07,0.0
1973,2.4644020690800517e-07,1.102640756478479e-09
1974,2.6327676128090616e-07,1.1251143350321513e-09
1975,2.564454657516535e-07,3.4268881066168433e-09
1976,2.46824360061737e-07,5.142174241967723e-09
1977,3.761140430214027e-07,5.876781727920388e-09
1978,2.7623750487038023e-07,2.9702956760857546e-09
1979,2.528052567285499e-07,4.681578680276743e-09
1980,2.4332444148456034e-07,2.2740602734216964e-09
1981,2.2518956832584536e-07,3.795329828193417e-09
1982,3.8114065148420195e-07,1.8622506869903077e-09
1983,2.702955193001344e-07,4.4207211225000265e-09
1984,3.050278394312045e-07,5.219107812592938e-09
1985,2.4784099394992154e-07,6.617113634810323e-09
1986,2.7334854024729793e-07,3.5966913891627428e-09
1987,2.8109757366223675e-07,1.8332451112712533e-09
1988,2.8783457928227563e-07,2.9982769045311386e-09
1989,2.4531906639424506e-07,2.7440609784434855e-09
1990,2.2884333539252566e-07,3.2691906959314565e-09
1991,2.3445861074833374e-07,1.7584396161396398e-09
1992,2.4849847690688875e-07,3.30596661157756e-09
1993,2.3098495027795707e-07,4.985286850001103e-09
1994,2.574164152946423e-07,2.637463358823311e-09
1995,2.3967232998245436e-07,8.133675954979935e-09
1996,2.311393902942882e-07,8.007138507792888e-09
1997,2.06659951373922e-07,9.110299403758404e-09
1998,2.1122812476903619e-07,5.721754847698435e-09
1999,2.449627807266097e-07,6.8553018817141265e-09
2000,2.1957617235557336e-07,5.743440834038438e-09
2001,2.2081307538002193e-07,9.638666198519275e-09
2002,2.1161299201821748e-07,3.943099347036849e-09
2003,2.3293098561083525e-07,1.3334153337041244e-08
2004,2.3037058660690946e-07,8.369103104977071e-09
2005,2.5761447375316493e-07,8.106749160852189e-09
2006,2.44190868414762e-07,9.882935358973555e-09
2007,3.8267113922074714e-07,1.2382886188655462e-08
2008,3.542189865868295e-07,1.021785517307805e-08
2009,4.22938668975803e-07,8.582746735541491e-09
2010,4.912744628882137e-07,1.0392344762522043e-08
2011,5.185305909094495e-07,1.644307973114323e-08
2012,6.294463119616012e-07,1.5999987890147338e-08
2013,6.91145189080089e-07,1.9802787409872735e-08
2014,6.909935592602778e-07,2.338680737956622e-08
2015,7.589554371634222e-07,2.017083566840938e-08
2016,7.680528852915813e-07,2.5270348480432858e-08
2017,6.548136113337932e-07,2.9432651871275084e-08
2018,7.91477674511043e-07,2.2458760629007202e-08
2019,7.604494527413408e-07,2.806086474294034e-08
