year,pourrais_VERB avoir_VERB,pourrais_VERB ravoir_VERB
1939,1.2999943521663226e-07,0.0
1940,9.128818589942966e-08,0.0
1941,1.2986610897769424e-07,0.0
1942,1.3957374278561474e-07,0.0
1943,1.0451646659248581e-07,0.0
1944,1.1888788975511488e-07,0.0
1945,1.3942425880486553e-07,0.0
1946,1.4477947729574225e-07,0.0
1947,1.3232167361820757e-07,0.0
1948,1.0437012321062866e-07,0.0
1949,1.197675061348491e-07,0.0
1950,1.3613262694889272e-07,0.0
1951,1.5352418358816067e-07,0.0
1952,1.413003758443665e-07,0.0
1953,1.1958948675783176e-07,0.0
1954,1.2215670608384244e-07,0.0
1955,1.2858282616434735e-07,0.0
1956,1.2384020919853356e-07,0.0
1957,1.0336994193949067e-07,0.0
1958,1.2739255339511146e-07,0.0
1959,1.2866240695075248e-07,7.750747821333448e-10
1960,1.6194749719034007e-07,0.0
1961,1.2020315409699833e-07,0.0
1962,1.2747332789331267e-07,0.0
1963,1.545386680845695e-07,0.0
1964,1.4723202923505596e-07,0.0
1965,1.1162968149847075e-07,0.0
1966,9.582599602708797e-08,0.0
1967,1.2818873074138537e-07,0.0
1968,1.1587852810635013e-07,0.0
1969,1.2353581269053393e-07,4.5417578031781147e-10
1970,1.1818723066880921e-07,9.197450023812337e-10
1971,1.2075234678832203e-07,0.0
1972,7.182205763456295e-08,0.0
1973,1.1136671673739329e-07,0.0
1974,1.1363654550677893e-07,0.0
1975,7.938957224951082e-08,0.0
1976,9.712995563404547e-08,0.0
1977,9.050243932051671e-08,0.0
1978,1.229702348837236e-07,2.3762365408686037e-09
1979,1.0650591519834052e-07,0.0
1980,1.0858637722321873e-07,0.0
1981,1.201854473720232e-07,0.0
1982,1.0925204207978823e-07,0.0
1983,8.904595460990095e-08,1.2630632095778083e-09
1984,1.0844146203226046e-07,0.0
1985,1.0346759893309354e-07,0.0
1986,1.1329577631613574e-07,5.994485463567401e-10
1987,9.96063178604345e-08,0.0
1988,1.0493969426761396e-07,0.0
1989,1.1470175564909368e-07,5.488122178931576e-10
1990,1.1442167391351177e-07,1.6345953479657283e-09
1991,1.4653663527042227e-07,5.861465202094962e-10
1992,1.1570882918476855e-07,5.509944167592096e-10
1993,1.362645036806498e-07,0.0
1994,1.0497103630768834e-07,0.0
1995,1.1224473439597205e-07,0.0
1996,1.040927983808615e-07,1.067618438099771e-09
1997,1.2562622941914015e-07,4.79489448146353e-10
1998,1.1491191287404945e-07,0.0
1999,1.1425503032569395e-07,0.0
2000,1.2105405744478048e-07,0.0
2001,1.2267392435205693e-07,0.0
2002,1.2486481182349962e-07,0.0
2003,1.4417553018120088e-07,8.333845835650777e-10
2004,1.4007235904500703e-07,0.0
2005,1.400666178597021e-07,0.0
2006,1.5153834453940362e-07,0.0
2007,2.600406219244178e-07,0.0
2008,2.2777302888243867e-07,8.514879357157668e-10
2009,2.369791616274597e-07,4.76819250749827e-10
2010,3.97270980556641e-07,0.0
2011,4.0381144117418444e-07,1.529588788962144e-09
2012,5.092762194180978e-07,1.0212758416727752e-09
2013,5.706550041395531e-07,1.3945624655065103e-09
2014,6.119548174865486e-07,6.496335691608124e-10
2015,6.541113748426142e-07,1.5516027351836215e-09
2016,6.228519282558409e-07,1.0356699942093428e-09
2017,7.144336109377036e-07,1.0062445321423752e-09
2018,7.488835080948775e-07,5.162933414126769e-10
2019,7.101949677235098e-07,5.1019755087367e-10
