year,ces_DET humeurs_NOUN,ces_DET rumeurs_NOUN
1888,6.023583942749156e-08,1.718306563702754e-07
1889,4.636201111907212e-08,1.85448049805359e-07
1890,7.668632306945256e-08,2.1301756447655862e-07
1891,6.310477962401251e-08,1.8676465352029936e-07
1892,1.0154989737998221e-07,1.7489149151117545e-07
1893,9.97663467394716e-08,1.8475249596860976e-07
1894,6.049477807579251e-08,1.4115447477536236e-07
1895,7.463081619363265e-08,1.4083558319555323e-07
1896,1.2029939266966494e-07,2.099342335526444e-07
1897,1.0080214707386403e-07,1.5265989006252312e-07
1898,5.375437051036158e-08,1.850282096427236e-07
1899,7.462230477983667e-08,2.0562591274142505e-07
1900,7.630848353201714e-08,1.796104376339258e-07
1901,7.321247652569696e-08,2.0063571959383353e-07
1902,3.388095920486833e-08,1.586021660671122e-07
1903,3.510143331553195e-08,1.8414750613260367e-07
1904,6.01958012325099e-08,1.68763232721858e-07
1905,4.5414678073729675e-08,1.9249631755258179e-07
1906,7.150416764245549e-08,1.270613521064945e-07
1907,5.1942717682607054e-08,1.8051380656913807e-07
1908,6.090122361968042e-08,2.077517535781226e-07
1909,5.611003039973639e-08,2.414931845606816e-07
1910,4.275320364399704e-08,1.6459983598338113e-07
1911,6.810078656549479e-08,1.9951403373852372e-07
1912,6.668059260306336e-08,2.3650771652228286e-07
1913,7.15903594183942e-08,1.86665243262496e-07
1914,6.094036830717187e-08,2.1697449348323516e-07
1915,1.7671142660269368e-08,2.061633264105467e-07
1916,4.834483280369284e-08,3.230313865287826e-07
1917,4.386569829595288e-08,2.7854717821185204e-07
1918,3.101321510712296e-08,3.0438897979934154e-07
1919,4.511845741461684e-08,3.40690398559218e-07
1920,6.133507834960028e-08,2.1505137759447734e-07
1921,6.664017426771807e-08,2.4005609589039523e-07
1922,5.6810101956017434e-08,2.449474649779404e-07
1923,5.8387714219065856e-08,1.9957982644314143e-07
1924,7.477142061063091e-08,1.9079603852389937e-07
1925,1.2647905123230885e-07,2.0016683421886228e-07
1926,5.5730692949396143e-08,1.9505741732928072e-07
1927,8.027442000013707e-08,2.26329262886793e-07
1928,5.713020723163709e-08,2.033835357906355e-07
1929,6.2386274812809e-08,2.673697565569455e-07
1930,6.197125768103717e-08,1.9326630251725874e-07
1931,7.185374784057785e-08,2.3266927229315115e-07
1932,4.931791597329038e-08,3.0138725293227253e-07
1933,7.455930717270576e-08,2.38589771939246e-07
1934,5.511526701695857e-08,2.0129055045003952e-07
1935,7.540019186791369e-08,1.675559762048806e-07
1936,6.789840334420205e-08,2.1460745358581335e-07
1937,9.443338866432782e-08,2.1278989947859372e-07
1938,5.8343464726107186e-08,2.3207734400898516e-07
1939,6.423501108798746e-08,1.942344454164413e-07
1940,2.028626333583361e-08,2.0032685643656123e-07
1941,6.493305493293633e-08,2.1250818349471956e-07
1942,7.282108072104165e-08,2.0025797198286455e-07
1943,9.580676163523094e-08,2.700008714384694e-07
1944,4.177142187700156e-08,2.056439125652787e-07
1945,8.278315277721049e-08,2.6142048525912287e-07
1946,8.352662206334571e-08,2.4361932915439866e-07
1947,4.529931052488223e-08,2.515303840766592e-07
1948,5.0010683150247814e-08,2.3700714990582128e-07
1949,4.712163892417465e-08,2.464069126517643e-07
1950,7.444752903040808e-08,1.946271215302886e-07
1951,6.076998815274237e-08,1.8337610541152571e-07
1952,3.268889159357968e-08,1.5395413655028278e-07
1953,6.8952495269059e-08,2.0901225461500417e-07
1954,3.518113000922085e-08,2.1010952622191326e-07
1955,3.2849627018549654e-08,2.5904278189159413e-07
1956,6.976913446976596e-08,1.831439710997529e-07
1957,4.4175188840256396e-08,2.1027389074390612e-07
1958,4.1361217117952265e-08,1.88607149453901e-07
1959,3.022791672524505e-08,2.3174736085707082e-07
1960,6.367166616172426e-08,1.7302082788717144e-07
1961,4.168895673117845e-08,2.3345815947095616e-07
1962,1.166919982864556e-07,2.9807193868691684e-07
1963,6.207411296088594e-08,2.457100301000992e-07
1964,7.179082839314788e-08,2.16589270962686e-07
1965,8.919431060405714e-08,2.238065768267461e-07
1966,6.81306195904341e-08,2.4427319189612717e-07
1967,7.494110043637647e-08,2.7412664849180146e-07
1968,4.087188543167031e-08,2.322061938286879e-07
1969,4.587175306269842e-08,2.993018348718124e-07
1970,7.311972760604135e-08,2.2717701142482838e-07
1971,4.52178992027541e-08,2.065635769099572e-07
1972,4.2580217574084145e-08,2.631765312344214e-07
1973,4.520827001641692e-08,2.2769530971800123e-07
1974,4.837991612882675e-08,2.396493528067367e-07
1975,3.541117532535054e-08,2.467359507818401e-07
1976,4.399415542977181e-08,2.2454160841789417e-07
1977,3.173462098660096e-08,2.3448359343092307e-07
1978,5.584155804427837e-08,2.6198007319067074e-07
1979,4.271940667877061e-08,2.563164329671963e-07
1980,6.99273527970945e-08,2.46167029871458e-07
1981,7.843681171237904e-08,2.8907761162599854e-07
1982,3.972801554397165e-08,2.6443959555422225e-07
1983,4.357567995327827e-08,2.627171546976115e-07
1984,5.799008340190426e-08,2.499372691033841e-07
1985,6.61711396787723e-08,2.6047366574744046e-07
1986,4.316029511564068e-08,2.715501956629396e-07
1987,5.866384267250169e-08,2.5665430669619127e-07
1988,5.99655392008458e-08,2.8123838191618233e-07
1989,5.7625281435491615e-08,3.040419827016194e-07
1990,4.903785777443659e-08,3.481687897988195e-07
1991,5.5683918809279476e-08,2.754888690503776e-07
1992,6.336435909304328e-08,2.749462133522229e-07
1993,5.539207315052863e-08,2.764064497284835e-07
1994,5.802419433820205e-08,3.1860556504170745e-07
1995,5.747797793276277e-08,2.928123485901324e-07
1996,5.3380922793166974e-08,2.5729604402613404e-07
1997,6.521056628017163e-08,3.3180668879140285e-07
1998,6.675380959109134e-08,3.47596632366276e-07
1999,5.392837465478806e-08,3.0574645037972914e-07
2000,4.68311323054138e-08,3.503498859913634e-07
2001,3.680217997015234e-08,2.7251136813788435e-07
2002,6.703268695673614e-08,3.250866313919687e-07
2003,6.208715142008714e-08,3.0168522968665457e-07
2004,7.928624379260896e-08,3.330022337877381e-07
2005,5.989986906485001e-08,3.5894885286325007e-07
2006,5.806224745441568e-08,3.491970730351568e-07
2007,7.150118186416421e-08,3.3154180556493884e-07
2008,5.83269237353079e-08,3.444268834584818e-07
2009,6.43705968528252e-08,4.143559166891464e-07
2010,6.424358467427282e-08,4.0908047083121346e-07
2011,7.15082735247563e-08,4.672893680890411e-07
2012,5.68510194476346e-08,4.813613259102567e-07
2013,6.805465257997412e-08,5.251922416960042e-07
2014,7.059351547766823e-08,5.513223513275989e-07
2015,5.253283541506448e-08,4.942963229837005e-07
2016,7.08398308901792e-08,4.94014599894399e-07
2017,5.232471433913588e-08,4.5708657836485145e-07
2018,5.6792266001082226e-08,4.886716524765689e-07
2019,5.790742108047198e-08,4.6963685207401795e-07
