year,nos_DET âmes_NOUN,nos_DET ames_NOUN,nos_DET rames_NOUN
1896,1.927738729534667e-06,7.076434815900257e-08,1.8280790214930676e-08
1897,1.896012548741055e-06,2.6569813660337616e-07,1.0488084178916779e-08
1898,1.911958133149483e-06,2.8235190807635036e-07,1.1316709569442196e-08
1899,1.768272383628755e-06,4.477338499953021e-08,2.2110313580014918e-08
1900,1.7078564340522462e-06,5.242963774243492e-08,2.2840633051579573e-08
1901,1.4849278819895062e-06,4.0238921084068124e-08,1.900171220370339e-08
1902,1.615483380845717e-06,4.517460983066712e-08,1.1293653123800595e-08
1903,1.4602195577140265e-06,5.9402424978927115e-08,3.2401321625741275e-09
1904,1.5484295374790236e-06,4.944655085381555e-08,1.2361637935498493e-08
1905,1.6571197249959368e-06,2.9416326707831786e-08,6.192911072844254e-09
1906,1.6358507011204892e-06,6.738881852541567e-08,1.851906511474155e-08
1907,1.6174241963540226e-06,5.759984622599745e-08,1.542852956504248e-08
1908,1.7685912396814274e-06,8.987841981777933e-08,6.875944702500192e-09
1909,1.8615327803672699e-06,3.740668819141035e-08,7.151278680339601e-09
1910,1.7710515294311335e-06,4.0615546481603815e-08,1.3894791872637313e-08
1911,1.850426173177766e-06,5.320374263373395e-08,1.5961122201701983e-08
1912,1.7144205344266084e-06,4.948950271810304e-08,2.031674206648404e-08
1913,2.084075042319e-06,3.871182463477396e-08,2.3333155463323152e-08
1914,2.116840619237337e-06,6.294938925677229e-08,5.357394972094198e-09
1915,2.588233385836247e-06,5.0657275707521876e-08,1.5314990164938536e-08
1916,2.63479333284522e-06,4.6147340837521256e-08,2.197492321442951e-08
1917,2.636328346738992e-06,2.3029491202919417e-08,8.773139548168274e-09
1918,2.524705479345357e-06,5.398597036077035e-08,2.2972752589112133e-09
1919,2.68685018056658e-06,6.16925844854066e-08,9.207848317149825e-09
1920,1.9771098109799823e-06,4.1647274073852714e-08,7.572231730534895e-09
1921,1.8212458101629636e-06,5.225195809366312e-08,9.087297137000405e-09
1922,1.755948694892595e-06,5.754789655920689e-08,9.591316185719734e-09
1923,1.7856024498996703e-06,6.688047538006003e-08,1.6985516992917837e-08
1924,2.0794189765638293e-06,9.15305322646276e-08,1.9337436318878076e-08
1925,1.6497266628334728e-06,1.1988014270158942e-07,2.1996355847875293e-08
1926,1.9461157982902932e-06,6.130376206670007e-08,2.3406890647947876e-08
1927,1.6255569832424044e-06,4.7941667524753484e-08,8.919379901328739e-09
1928,1.2831444742289477e-06,4.913197582112616e-08,5.713020723163709e-09
1929,1.4270860688725406e-06,8.578113241952678e-08,7.798284684668033e-09
1930,1.1785042630663156e-06,4.8316577849760733e-08,1.2604324695075775e-08
1931,1.3081944132409262e-06,1.2431838847248855e-07,9.124285327288817e-09
1932,1.1058172653122256e-06,3.397456294074175e-08,1.0959536389520963e-08
1933,1.1447720495993963e-06,6.308864053394814e-08,1.0323596200123575e-08
1934,1.0783422244031726e-06,3.834105655187159e-08,1.1981580172459871e-08
1935,1.3404478025336175e-06,5.8644593181611526e-08,0.0
1936,1.3155315343738039e-06,3.516167312866969e-08,1.8187071404440758e-08
1937,1.5096751013743415e-06,6.04373662227431e-08,5.0364472592434595e-09
1938,1.0281415185886544e-06,9.205302520243208e-08,1.1668692678767911e-08
1939,1.2219946867730869e-06,5.65879849645512e-08,1.070583532936098e-08
1940,1.2222473948497736e-06,3.296517814277422e-08,2.5357829169792012e-09
1941,1.5672478426154157e-06,6.493305670929317e-08,1.4757512545315876e-08
1942,1.3957374420670021e-06,3.641054280301148e-08,2.7307905936524435e-08
1943,1.6287149620097807e-06,4.93549991986697e-08,2.0322646676618206e-08
1944,1.4941316202055077e-06,1.927911696952833e-08,6.4263723231761105e-09
1945,1.5924864626981616e-06,3.267756065739036e-08,1.089252066321933e-08
1946,1.3976788793002015e-06,6.960552045853774e-08,2.645009899993056e-08
1947,1.6057412892678258e-06,4.8875569591544377e-08,1.4305045592521992e-08
1948,1.3633347890618097e-06,3.913879775829798e-08,1.0871887834440486e-08
1949,1.035694403128673e-06,5.399354596757888e-08,6.8719057111366055e-09
1950,1.2762434344892881e-06,8.189228051236341e-08,1.1698897850465073e-08
1951,1.1237117760742876e-06,4.0513328247726577e-08,1.4925962688039363e-08
1952,1.0597528117273214e-06,3.690681182888511e-08,1.370824520563474e-08
1953,9.717992313085233e-07,3.5553628929818615e-08,1.6160740301529586e-08
1954,1.002662255444875e-06,4.49536656788041e-08,9.772536335717064e-09
1955,1.044618109347084e-06,3.378818780319648e-08,8.447047505910632e-09
1956,1.0526418066092447e-06,3.9245136917998025e-08,6.976913269340912e-09
1957,9.5506759834052e-07,3.7107157180304995e-08,5.301022731885041e-09
1958,9.562713501054532e-07,6.865962004498627e-08,1.4062814024384807e-08
1959,9.69618525914484e-07,1.0463509303448859e-07,5.425523585955716e-09
1960,9.876029345434745e-07,6.297958465850684e-08,3.114374891310945e-08
1961,1.1158744293027212e-06,1.5494395122495064e-07,1.2506686519753174e-08
1962,1.0901823017661627e-06,1.2620493494708285e-07,4.4393695941558065e-09
1963,9.938323906055757e-07,3.879632104464292e-08,1.1638895958121509e-08
1964,1.2362623991180044e-06,3.005480402329397e-07,1.520992043424485e-08
1965,1.2219072793584473e-06,1.2585699993294952e-07,9.849678406226303e-09
1966,1.0092194138167088e-06,8.696347408854166e-08,2.215629901769489e-09
1967,9.633875492909283e-07,2.1052533405452323e-07,1.035370456037299e-08
1968,1.3460772905204976e-06,1.5630127236931912e-07,1.527081394669949e-08
1969,1.103647182532086e-06,9.083515528640618e-08,2.089208669953102e-08
1970,9.795284370284207e-07,1.2186621001220033e-07,1.287642992231497e-08
1971,1.0482330665695372e-06,1.9988366695145032e-07,6.166076871316761e-09
1972,7.66956954834086e-07,1.610866062762284e-07,1.1286323320369718e-08
1973,6.025931682529517e-07,8.876258306145246e-08,4.410563025913916e-09
1974,5.574941503994069e-07,8.550869012857731e-08,6.750686232237513e-09
1975,6.448261302693936e-07,5.311676476438265e-08,3.998036124386317e-09
1976,6.776242642558827e-07,9.14164268728257e-08,7.427584769459372e-09
1977,5.600573143027532e-07,5.935549662883233e-08,1.057820764316375e-08
1978,6.540591215298264e-07,1.0277223383425849e-07,5.940591130126904e-09
1979,6.056792543063239e-07,5.442335104799412e-08,9.363157360553487e-09
1980,6.623200778932414e-07,9.32364733197133e-08,1.8192482298395873e-08
1981,6.312898506166675e-07,8.033447684852035e-08,4.427884725544118e-09
1982,6.133012533382498e-07,6.76617775141608e-08,1.6760256515979677e-08
1983,5.052252607384844e-07,5.1785590926556324e-08,8.841442245000053e-09
1984,7.64309326939383e-07,3.7693554499895754e-08,1.1598016769198694e-08
1985,6.370475986727797e-07,4.3312019637475885e-08,6.015557829641693e-09
1986,8.104544626519328e-07,5.0953125496633334e-08,6.593933843390687e-09
1987,7.137434057113978e-07,9.838415104823639e-08,9.777306964053878e-09
1988,5.798667324086182e-07,3.837794371186476e-08,5.9965538645734284e-09
1989,7.419941105979433e-07,3.4026358175509586e-08,6.036934507847036e-09
1990,6.391267586280946e-07,6.102489236159414e-08,5.448650863826288e-09
1991,7.25649382360416e-07,5.4511626323971996e-08,1.6412102177287835e-08
1992,7.151907333025065e-07,5.7303420286647366e-08,8.264915862810085e-09
1993,7.561017874024856e-07,8.364202885857708e-08,8.308810806045841e-09
1994,7.289948591449047e-07,4.1144427642691994e-08,8.43988251508776e-09
1995,8.209590554031365e-07,9.001268330699475e-08,1.138714633697191e-08
1996,8.370128270485111e-07,6.832757648567167e-08,3.2028553142993132e-09
1997,7.844447331706306e-07,3.931813630231318e-08,4.794894370441227e-09
1998,8.606473169692208e-07,4.768129258092557e-08,8.10582001520288e-09
1999,7.536261534824007e-07,5.712751316444553e-08,1.416762351880152e-08
2000,7.846424043833622e-07,1.1486882112166086e-07,3.97622823555821e-09
2001,6.869740154513693e-07,5.213642073620406e-08,8.324302303019948e-09
2002,8.140309333271034e-07,5.8708367944859674e-08,9.200564754507923e-09
2003,7.000430670700553e-07,4.875299741691208e-08,8.750538071922165e-09
2004,6.646830179590779e-07,1.0351259238650101e-07,1.585724862529503e-08
2005,7.345615813392214e-07,8.106748938807584e-08,3.1526248278623825e-09
2006,7.671628736716229e-07,4.200247660790524e-08,6.58862386870851e-09
2007,8.032898222154472e-07,5.8718848894301345e-08,6.7906151812735516e-09
2008,8.28497771721004e-07,4.725757940526876e-08,5.108927669805752e-09
2009,8.873606240911158e-07,3.194689024432762e-08,3.814554005998616e-09
2010,8.984654336074982e-07,2.125706777267311e-08,4.2514138876015295e-09
2011,8.925150396521531e-07,9.55992968121322e-09,1.3766299183926023e-08
2012,9.429780263303655e-07,1.9404241269338485e-08,1.6680838738070136e-08
2013,1.0495477695826594e-06,1.3945624821598557e-08,1.1993237625240738e-08
2014,1.1080582424938257e-06,4.547434831470021e-09,1.7540106256319632e-08
2015,1.2862787102108086e-06,5.763096139199675e-09,1.6845972283796584e-08
2016,1.5209850161568284e-06,2.5063213948683938e-08,2.9413027791136415e-08
2017,1.2064872194628151e-06,1.2829617590526254e-08,8.049956257139002e-09
2018,1.2233570814146333e-06,1.264918708665519e-08,1.8070267060465994e-08
2019,1.3721762925911207e-06,7.652963485149655e-09,1.35202348205965e-08
