year,ses_DET arts_NOUN,ses_DET rares_ADJ
1867,3.4746130594953684e-07,5.614702871525878e-07
1868,3.0429623620875645e-07,5.735193600031607e-07
1869,2.934994881576003e-07,6.255788278508589e-07
1870,2.4599069670117046e-07,5.470282289365969e-07
1871,2.48535537705763e-07,5.183134490494012e-07
1872,2.5277879345253496e-07,5.357942871597743e-07
1873,2.2806677124620478e-07,4.7469016806189757e-07
1874,2.330097538805198e-07,5.371173870116763e-07
1875,2.437370534291716e-07,5.109323666374621e-07
1876,2.4788661101560194e-07,4.649385285659946e-07
1877,2.8944940022590515e-07,4.725199431732108e-07
1878,2.584729816290654e-07,7.083851230049731e-07
1879,1.9610934343106123e-07,5.504502151865154e-07
1880,2.149978506338357e-07,5.038009405211596e-07
1881,2.440377678825101e-07,6.519294828422062e-07
1882,2.5423569893767706e-07,5.903326538714282e-07
1883,1.718860143662404e-07,5.561018383559713e-07
1884,2.2049667602885847e-07,5.155925393296457e-07
1885,1.553398247255977e-07,5.459453156220206e-07
1886,1.9424926323008407e-07,6.137244206172454e-07
1887,1.932561749518058e-07,5.020743145678352e-07
1888,1.5724724566901216e-07,5.592422382960649e-07
1889,2.1489419732567683e-07,5.607297310916692e-07
1890,2.3464704074216414e-07,5.617109160027667e-07
1891,2.0907441844464358e-07,5.609313724619369e-07
1892,1.6360817300942188e-07,5.45987441924467e-07
1893,1.5457625601733582e-07,5.302396761663886e-07
1894,2.0038895121032851e-07,6.024271748117371e-07
1895,1.5648398021816945e-07,5.657497510469511e-07
1896,1.4447721485844056e-07,5.555001045820518e-07
1897,1.5965194832823215e-07,5.657738579856186e-07
1898,1.7597483858988738e-07,5.788497041692153e-07
1899,1.232649911031558e-07,4.941655138424039e-07
1900,1.894734381613361e-07,4.5265984383036084e-07
1901,1.0562716279416406e-07,4.38716016404328e-07
1902,1.0508007691756305e-07,4.119728060913985e-07
1903,1.0368422964646129e-07,4.584787074435326e-07
1904,1.4027771744196116e-07,4.869410359376047e-07
1905,1.496620174457064e-07,4.5001820225820666e-07
1906,1.4609483400818135e-07,4.933273078933098e-07
1907,1.8102808052589126e-07,4.5668448933611216e-07
1908,1.6698723181995945e-07,5.058730550011603e-07
1909,1.2157174356097755e-07,5.027899003806624e-07
1910,1.5284271537296945e-07,5.141072740855179e-07
1911,1.6280344317110007e-07,4.55956072897834e-07
1912,1.2398422455373037e-07,4.995834856913461e-07
1913,1.3575654023156858e-07,5.027234113441637e-07
1914,1.627308711116271e-07,5.129705868966994e-07
1915,2.3325908626858904e-07,3.911212989038404e-07
1916,2.0216930041172532e-07,4.724608739792302e-07
1917,2.2152176981649063e-07,4.737495409301573e-07
1918,2.4351118277365913e-07,5.076978482065897e-07
1919,1.942855962222545e-07,4.465806426878771e-07
1920,1.4614407461976953e-07,3.9527050255117047e-07
1921,1.537267735329806e-07,3.907537706737685e-07
1922,1.3722959479878227e-07,4.677610974113122e-07
1923,1.6454720030978365e-07,4.076524167118123e-07
1924,1.0571131836556447e-07,4.370260704433804e-07
1925,1.4957522265213186e-07,3.915351243222176e-07
1926,1.4044134355462035e-07,3.611348997623054e-07
1927,1.382503952429559e-07,4.2924516119313694e-07
1928,1.576793642321661e-07,3.987688312889759e-07
1929,1.0806194472579023e-07,3.9771249937814446e-07
1930,1.008345975606062e-07,4.243455791197448e-07
1931,1.2203731891702319e-07,3.7181462886337613e-07
1932,1.3261039999434843e-07,4.153664363570897e-07
1933,1.2044195640825706e-07,4.381792937380169e-07
1934,1.2460843379358266e-07,4.0258110622914955e-07
1935,1.5080037396586476e-07,3.363087763830208e-07
1936,1.0063513089519915e-07,3.710162630454761e-07
1937,1.422796291894457e-07,3.538104085265559e-07
1938,1.2316953035274025e-07,3.9154947728547995e-07
1939,9.788192478765723e-08,3.945864897048068e-07
1940,1.166460117385526e-07,3.068297314001711e-07
1941,9.444808402037097e-08,3.984528404998855e-07
1942,1.365395263519531e-07,3.36797505440245e-07
1943,1.7129087859224512e-07,5.109693734794973e-07
1944,8.675602636287749e-08,3.727296089550691e-07
1945,9.367567610496508e-08,4.5966435724409394e-07
1946,1.1136883681928111e-07,3.2853806786192763e-07
1947,1.5139505671335485e-07,4.625297904681247e-07
1948,1.1632919760806715e-07,3.750801225166356e-07
1949,9.718837867822572e-08,3.0530894790103957e-07
1950,9.997240102421756e-08,3.573481404117729e-07
1951,1.0661401483869071e-07,3.379664264002713e-07
1952,1.0861148047602853e-07,3.511419723878362e-07
1953,7.002987900683877e-08,3.609232184231814e-07
1954,1.1727043625064937e-07,3.049031214175102e-07
1955,9.385608157330694e-08,3.970112096851608e-07
1956,1.1599118576732792e-07,3.1657742560753377e-07
1957,9.011738344444353e-08,4.1347976065253533e-07
1958,8.8513003926316e-08,3.2179027265044624e-07
1959,9.068375017573516e-08,3.255314124928077e-07
1960,9.689166952098205e-08,3.5365458117553317e-07
1961,1.1256018117578037e-07,3.8840210336843484e-07
1962,9.32267576470025e-08,3.8749353858946733e-07
1963,8.729171874222175e-08,3.6339219633418907e-07
1964,1.0342746348257492e-07,3.504365615469851e-07
1965,1.0232721209257889e-07,3.682685267847319e-07
1966,8.253221250864584e-08,3.833039770029245e-07
1967,1.1389075182943742e-07,4.0280842839024444e-07
1968,1.1767509688898059e-07,4.0287999603094704e-07
1969,9.310603688028607e-08,3.165605200194932e-07
1970,9.9792333729809e-08,3.628394029675519e-07
1971,1.2948761385356278e-07,3.6739541542374354e-07
1972,1.0824610097159848e-07,3.621883593041275e-07
1973,7.001768648207118e-08,3.335488312217194e-07
1974,8.550868596524097e-08,2.857790448729247e-07
1975,6.453972556386134e-08,2.91285502385108e-07
1976,7.541855784332085e-08,2.885331049640172e-07
1977,7.345977626194156e-08,2.926637439060187e-07
1978,8.673263318659252e-08,3.106929256091462e-07
1979,7.666084822499641e-08,3.4936280712827283e-07
1980,6.310517353114165e-08,3.1097773067756407e-07
1981,7.970192106299123e-08,3.2070535382899834e-07
1982,9.373328524464597e-08,3.6375962508827797e-07
1983,7.515226174703571e-08,3.568153630340021e-07
1984,8.06062170899402e-08,3.635978380600591e-07
1985,8.542092089225406e-08,4.078548307973051e-07
1986,8.871838264035148e-08,3.6566361849565965e-07
1987,7.455196215921944e-08,3.642046966234602e-07
1988,6.896036780501547e-08,3.98770820808636e-07
1989,7.738252483235897e-08,3.7099704641718745e-07
1990,9.09924736114398e-08,4.091936887107295e-07
1991,6.564841292799883e-08,3.65169286808964e-07
1992,8.760811326391504e-08,3.928590111001995e-07
1993,8.142634710939234e-08,4.0491607222747916e-07
1994,8.545381180447009e-08,3.9561949094490956e-07
1995,8.025226971852817e-08,3.6276195913842457e-07
1996,8.594328759770065e-08,3.998231061785873e-07
1997,7.815677949274402e-08,3.692068855087882e-07
1998,6.770743710138305e-08,4.2340988848366123e-07
1999,8.363467784988643e-08,3.966934656318699e-07
2000,1.073581634702947e-07,4.099933157419855e-07
2001,8.762423475694447e-08,4.337399630571781e-07
2002,7.798574308548467e-08,3.693369716728512e-07
2003,9.583922927491884e-08,4.246094569282377e-07
2004,7.708385030280596e-08,4.0215743801752524e-07
2005,8.016674468702689e-08,3.8867358220784354e-07
2006,9.265252165491233e-08,4.332020324682162e-07
2007,1.0585370890936474e-07,4.3819439454750864e-07
2008,8.302007631355579e-08,4.891798255357571e-07
2009,1.0251614246392649e-07,5.197329642214754e-07
2010,7.983210137396668e-08,5.725237173237474e-07
2011,6.424272736005321e-08,5.953924500090579e-07
2012,7.829781029089489e-08,6.308080422456896e-07
2013,6.303422850351126e-08,6.191857515602806e-07
2014,6.994387691250381e-08,7.797767906936315e-07
2015,8.467318257654455e-08,6.620910610877218e-07
2016,1.1744498351617949e-07,6.955559577193071e-07
2017,6.766994486984146e-08,6.437449187046695e-07
2018,8.338137724717143e-08,6.753116821300864e-07
2019,6.428489429666229e-08,6.469304913991891e-07
