year,nos_DET adieux_NOUN,nos_DET radieux_ADJ
1866,1.9997669031823762e-07,0.0
1867,1.795540267579554e-07,0.0
1868,1.7734147661485622e-07,0.0
1869,1.7727174839166082e-07,4.883519144627257e-10
1870,1.1066714034058123e-07,0.0
1871,1.6144190073674736e-07,0.0
1872,1.6509235711836823e-07,0.0
1873,1.3947389732038573e-07,0.0
1874,1.9656464456119238e-07,0.0
1875,1.5734200076167326e-07,0.0
1876,1.0399145367046003e-07,0.0
1877,1.7008244590499544e-07,0.0
1878,1.4312640228553164e-07,0.0
1879,1.1546624811842321e-07,0.0
1880,1.6429685789631776e-07,0.0
1881,1.8128520373750234e-07,0.0
1882,1.9167509535122917e-07,0.0
1883,2.2812814215456e-07,0.0
1884,1.940898890495646e-07,0.0
1885,1.7080934444635432e-07,0.0
1886,1.4262155190181147e-07,0.0
1887,1.5277683651504503e-07,0.0
1888,1.3442103785621384e-07,0.0
1889,1.4347163457273382e-07,0.0
1890,1.2977685059922806e-07,6.554386478008212e-10
1891,1.663671458373983e-07,0.0
1892,1.7301094068500333e-07,0.0
1893,2.2108715569402193e-07,0.0
1894,2.2496494977986004e-07,6.301539290376468e-10
1895,1.588914262384833e-07,6.018614495673091e-10
1896,1.8103878751674074e-07,0.0
1897,1.6256530877001296e-07,0.0
1898,1.7257982953822193e-07,0.0
1899,1.1884293726893702e-07,2.2110313580014918e-09
1900,1.3600558723680933e-07,5.191053142894475e-10
1901,1.335708557093085e-07,5.588738916095792e-10
1902,1.1686475254180095e-07,0.0
1903,1.3230539863684498e-07,5.400220270956879e-10
1904,1.3167831625082727e-07,1.6123875568041512e-09
1905,1.1250454967637324e-07,0.0
1906,9.259532429695128e-08,1.0288369045596824e-09
1907,1.1057112914159006e-07,1.028568674676933e-09
1908,1.1738219640733405e-07,9.822778146428846e-10
1909,1.2982320818366588e-07,2.2003934230241384e-09
1910,1.3948232613358869e-07,0.0
1911,1.1332397242824754e-07,5.320374141248863e-10
1912,1.1460726589973547e-07,0.0
1913,1.2621115796918048e-07,0.0
1914,1.325955292230674e-07,1.3393487430235496e-09
1915,7.893110698375949e-08,1.1780761921542648e-09
1916,1.1536835131664702e-07,0.0
1917,1.1514745601459708e-07,2.1932848870420685e-09
1918,6.891826132005008e-08,0.0
1919,1.1601888605383692e-07,6.4454939163738345e-09
1920,1.1661236776205897e-07,0.0
1921,8.027112530228919e-08,1.5145494858259667e-09
1922,1.4091857103437633e-07,7.377935484775833e-10
1923,1.316377544746672e-07,0.0
1924,1.4438618656242852e-07,0.0
1925,8.578578736262443e-08,0.0
1926,1.1146138234607861e-07,0.0
1927,1.460548499920833e-07,0.0
1928,1.2225863788017932e-07,0.0
1929,9.469345485513259e-08,0.0
1930,6.512233863276151e-08,0.0
1931,8.896178282924438e-08,0.0
1932,9.315606286364186e-08,0.0
1933,1.2044195063509733e-07,0.0
1934,8.98618495170922e-08,0.0
1935,9.454944471798399e-08,0.0
1936,7.274828517367382e-08,0.0
1937,6.16964799249331e-08,0.0
1938,6.352954962096646e-08,0.0
1939,8.411727581147943e-08,0.0
1940,7.860926931613221e-08,0.0
1941,5.607854891565012e-08,0.0
1942,5.461581054078124e-08,0.0
1943,1.0451646836884265e-07,0.0
1944,9.31823986860536e-08,0.0
1945,1.5685229648454424e-07,0.0
1946,1.1415305412043608e-07,0.0
1947,1.0728783950142429e-07,0.0
1948,1.1198044358451398e-07,0.0
1949,1.0111518555788734e-07,0.0
1950,6.593923984610228e-08,0.0
1951,7.462981166383997e-08,0.0
1952,7.803155277485985e-08,0.0
1953,9.911921328153994e-08,0.0
1954,9.088458607919847e-08,0.0
1955,9.761032515598345e-08,0.0
1956,1.0378158332713383e-07,0.0
1957,6.97968005614058e-08,0.0
1958,7.693186354629233e-08,0.0
1959,9.998464456373313e-08,0.0
1960,9.066291539738813e-08,0.0
1961,7.156603887281676e-08,0.0
1962,7.800606560692813e-08,0.0
1963,8.211887614351099e-08,0.0
1964,9.308471815572261e-08,0.0
1965,7.277817637429962e-08,0.0
1966,9.08408281929951e-08,0.0
1967,6.902469795733168e-08,0.0
1968,1.118362540353246e-07,0.0
1969,7.720988115522687e-08,4.5417578031781147e-10
1970,8.185730804299851e-08,1.8394900047624674e-09
1971,9.249115251463991e-08,0.0
1972,9.02905847866009e-08,0.0
1973,8.931390027555608e-08,0.0
1974,7.819544567411185e-08,5.625571675160757e-10
1975,5.425906168810002e-08,0.0
1976,7.598990681145779e-08,0.0
1977,4.9364967669163207e-08,0.0
1978,5.8811854941609454e-08,0.0
1979,7.841644311668006e-08,0.0
1980,7.902359611122733e-08,0.0
1981,5.566483629593222e-08,0.0
1982,7.07655263276763e-08,6.207502289967692e-10
1983,5.178559214780165e-08,0.0
1984,6.958810061519216e-08,5.799008495621649e-10
1985,4.692135124884089e-08,0.0
1986,6.414099340545931e-08,0.0
1987,6.110816830329213e-08,0.0
1988,5.396898483667201e-08,0.0
1989,8.671233153734192e-08,0.0
1990,7.791570677539994e-08,0.0
1991,8.557739050729651e-08,0.0
1992,7.879220298434575e-08,0.0
1993,1.0302926156668946e-07,0.0
1994,7.859640671625812e-08,0.0
1995,8.079452040732349e-08,0.0
1996,6.992900614122277e-08,0.0
1997,5.466179819890726e-08,0.0
1998,9.488576857563658e-08,0.0
1999,8.591978151173407e-08,0.0
2000,8.659341510508511e-08,0.0
2001,9.331981409843593e-08,0.0
2002,7.930010781365127e-08,0.0
2003,8.708869092544091e-08,0.0
2004,8.501246817615993e-08,0.0
2005,8.24186194847698e-08,0.0
2006,9.512325771510177e-08,0.0
2007,9.906308751084225e-08,0.0
2008,1.0004982975431176e-07,0.0
2009,1.0585387233419397e-07,4.76819250749827e-10
2010,1.1620530848688304e-07,0.0
2011,1.3842778523454058e-07,0.0
2012,1.9812750196024353e-07,0.0
2013,1.9663332206931727e-07,0.0
2014,2.063669217733377e-07,8.661780737106994e-10
2015,2.404984229542606e-07,0.0
2016,2.8895194148503833e-07,6.214020409345267e-10
2017,1.8590368000559465e-07,0.0
2018,2.483371019934566e-07,0.0
2019,2.1326257204634658e-07,0.0
