year,peux_VERB appeler_VERB,peux_VERB rappeler_VERB
1800,2.2009151834367913e-08,0.0
1801,4.7623651688866175e-09,7.143547975374531e-09
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,3.900678446910888e-09,5.851017448321727e-09
1804,0.0,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,2.106114038724627e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,2.8757416448144113e-09,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,6.227493631882908e-09
1818,8.344824387052086e-09,1.1921176934492905e-08
1819,1.035105001712111e-09,1.1386155129855524e-08
1820,1.1866481131050932e-09,0.0
1821,1.8736827200882544e-08,1.0847637454958203e-08
1822,5.012807946513931e-09,9.023054303725075e-09
1823,2.9648061783404955e-09,0.0
1824,6.736890156844311e-09,8.421112696055388e-10
1825,4.4027217427355936e-09,2.641632912414593e-09
1826,8.807984341885344e-10,2.642395191543301e-09
1827,0.0,3.6869092223668076e-09
1828,7.337841001486822e-09,1.2841221419535032e-08
1829,8.57317605795771e-10,8.57317605795771e-10
1830,7.305785310052215e-09,3.1310507520032616e-09
1831,0.0,2.494592976631793e-08
1832,2.705993873419743e-09,0.0
1833,0.0,9.266902800675325e-09
1834,3.733812370398937e-09,0.0
1835,8.31939672707449e-09,3.025235173481633e-09
1836,2.016224964762614e-09,0.0
1837,2.0873671680021744e-09,3.478945576063097e-09
1838,4.418513555037862e-09,6.312161904276081e-10
1839,4.194885327990505e-09,1.11863602825224e-08
1840,6.3696887764308485e-09,6.369688665408546e-10
1841,4.494383976094696e-09,1.926164561183441e-09
1842,4.024959032733477e-09,2.0124795163667386e-09
1843,7.678984559333912e-09,5.31621990873532e-09
1844,5.488561161115513e-09,2.7442805805577564e-09
1845,5.580227835366713e-09,1.1160455892778032e-09
1846,4.0981511517657054e-09,0.0
1847,9.168480197274675e-09,1.6179670936367074e-09
1848,1.6090443422100975e-09,8.045221711050488e-10
1849,3.3517659758786067e-09,0.0
1850,8.146795238417326e-09,4.073397619208663e-09
1851,3.8696632564949596e-09,0.0
1852,5.208436348880241e-09,1.9531636308300904e-09
1853,7.166318205520383e-09,5.971931837933653e-10
1854,5.195664343204953e-09,0.0
1855,0.0,0.0
1856,4.141751386299575e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,3.4170564155999728e-09
1858,3.4255731584664773e-09,2.936205500958522e-09
1859,5.092173349652285e-10,3.055304009791371e-09
1860,4.577183909670879e-10,2.288591982591015e-09
1861,1.8863854922557266e-09,9.431927461278633e-10
1862,4.517986262886353e-10,2.2589932147099034e-09
1863,3.496234635136375e-09,0.0
1864,9.589455896019672e-10,0.0
1865,9.41368871743009e-10,1.4120533631256649e-09
1866,1.1677471434268227e-08,2.432806400776144e-09
1867,3.396968040192405e-09,9.7056229719783e-10
1868,4.939874287401835e-09,8.89177353968762e-09
1869,9.767038733343725e-09,5.860222973552709e-09
1870,1.490852596930381e-08,1.1468097582678638e-09
1871,2.0180236148803488e-08,9.559059321873065e-09
1872,8.4662747923403e-09,6.047339295989218e-10
1873,1.3767810003173508e-08,4.190203295451056e-09
1874,3.5847653734322193e-09,1.7923826867161097e-09
1875,1.94531928343622e-08,1.716458086775674e-09
1876,6.650616057868319e-09,1.3301232115736639e-08
1877,1.8554447978047506e-09,1.8554447978047506e-09
1878,7.2469061862534545e-09,3.6234530931267273e-09
1879,8.55305515301552e-09,1.4662380642960215e-08
1880,2.5671385017744797e-09,7.059631101924424e-09
1881,5.5780060570498335e-09,0.0
1882,6.655385131892899e-10,6.655385131892899e-10
1883,1.1374810426900694e-08,6.319338941018771e-10
1884,3.300848483434038e-09,0.0
1885,1.6758653131887513e-08,2.5782542767416317e-09
1886,4.5174246565693466e-09,8.38950331427668e-09
1887,6.528924512139156e-09,6.528924512139156e-09
1888,1.0779045211961602e-08,1.268122939990235e-09
1889,3.759081934617825e-09,1.2530273485467092e-09
1890,1.3108772956016423e-09,8.520702365899524e-09
1891,8.92390783491237e-09,5.099376032546843e-09
1892,6.8953633913793055e-09,5.641661360300532e-09
1893,0.0,0.0
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,4.814891596538473e-09,3.0093072478365457e-09
1896,7.076434549446731e-09,5.897029087265082e-09
1897,4.078699600285063e-09,6.409385022720926e-09
1898,2.26334195829736e-09,1.6975064687230201e-09
1899,1.1055156790007459e-09,4.4220627160029835e-09
1900,5.710158568206225e-09,5.710158568206225e-09
1901,6.147612641171918e-09,0.0
1902,1.3257766440233354e-08,1.9641135384773634e-09
1903,3.2401321625741275e-09,3.2401321625741275e-09
1904,4.837162670412454e-09,4.299700151477737e-09
1905,6.708986699521802e-09,7.2250627702885595e-09
1906,6.6874399351490865e-09,1.1317205839134203e-08
1907,5.65712765521198e-09,5.65712765521198e-09
1908,1.080505640516094e-08,4.4202499438483756e-09
1909,1.1001967337165297e-08,3.300590023513905e-09
1910,1.3894791983659616e-08,4.809735720812114e-09
1911,9.044636151145369e-09,4.788336838146279e-09
1912,8.335073964360618e-09,6.251305251225858e-09
1913,1.0075680734189518e-08,4.772690687104841e-09
1914,1.339348720819089e-08,4.68772043404897e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,1.2086208478478966e-08
1917,2.0836205649743533e-08,2.1932848870420685e-09
1918,1.033773866510046e-08,6.89182577673364e-09
1919,6.4454939163738345e-09,4.603924352863942e-09
1920,6.057785384427916e-09,1.2115570768855832e-08
1921,4.543648568500203e-09,5.300923255902035e-09
1922,1.4018077365562931e-08,9.591316185719734e-09
1923,2.229349149729387e-08,4.246379248229459e-09
1924,1.4180787211159895e-08,5.156649773851996e-09
1925,2.5295809891190402e-08,2.1996355847875293e-09
1926,7.802296586589819e-09,2.229227691330493e-09
1927,2.0068604555945058e-08,5.574612327308159e-09
1928,1.1426041446327417e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,6.684243825105796e-09
1930,8.402882833991043e-09,4.201441416995522e-09
1931,1.596749932275543e-08,4.5621426636444085e-09
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,2.064719240024715e-08,2.2941324395731044e-09
1934,4.7926320689839486e-09,5.990790086229936e-09
1935,8.377798899061872e-09,3.590485242455088e-09
1936,7.274828739411987e-09,8.487299751891442e-09
1937,5.0364472592434595e-09,7.554670666820584e-09
1938,1.4261735792331365e-08,7.779128452511941e-09
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,7.607348528892999e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,2.5705489292704442e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,1.9489545977080525e-08,4.1763312808029696e-09
1947,2.622591566137089e-08,9.536696765621855e-09
1948,1.0871888278529696e-08,6.523132700664291e-09
1949,3.5341230386620737e-08,9.817008539414473e-09
1950,1.2762433776458693e-08,3.190608444114673e-09
1951,1.0661401539380222e-08,8.529121409139861e-09
1952,1.0544804140977249e-08,5.272402070488624e-09
1953,1.8315507332999914e-08,4.3095309543161875e-09
1954,1.8567819282111486e-08,1.9545072227344917e-09
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,2.52913103793162e-08,1.2209598665435806e-08
1957,1.501956425897788e-08,9.718541527092839e-09
1958,1.9026160202884057e-08,7.445019267748876e-09
1959,2.1702094343822864e-08,3.100299128533379e-09
1960,1.9378333604436193e-08,4.844583401109048e-09
1961,1.181187059273725e-08,2.779263708063695e-09
1962,1.331810839388936e-08,8.8787386332001e-09
1963,2.5864213881732212e-08,5.1728425987107585e-09
1964,3.224503331011874e-08,6.6923653285755336e-09
1965,1.91521518644322e-08,5.47204326295514e-09
1966,1.6617224929404983e-08,6.6468897053084675e-09
1967,1.9721342781053863e-08,4.930335695263466e-09
1968,2.2007936806289763e-08,7.635406973349745e-09
1969,1.4533624970169967e-08,8.629339909305145e-09
1970,1.5635665207014426e-08,1.3796175313274261e-09
1971,2.209510974182649e-08,5.652237344833111e-09
1972,1.898154344814884e-08,2.565073486948677e-09
1973,2.205281468548037e-08,2.7566018356850464e-09
1974,1.7439271360331077e-08,3.937900228123681e-09
1975,1.4849848462006321e-08,3.4268881066168433e-09
1976,1.199840671262109e-08,9.712995741040231e-09
1977,2.11564152863275e-08,4.11374712072643e-09
1978,2.0198010375338527e-08,2.970295565063452e-09
1979,1.8726314721106974e-08,8.192762912528906e-09
1980,3.809050852510154e-08,8.527726080842513e-09
1981,2.6567308353264707e-08,5.060439622894819e-09
1982,3.289976291398489e-08,6.2075020679230875e-09
1983,3.599730291625747e-08,6.946847541655643e-09
1984,2.0296528902008504e-08,4.639206796497319e-09
1985,2.707001200974446e-08,4.210890747202711e-09
1986,3.11713250766843e-08,1.019062523255343e-08
1987,3.5442738521851425e-08,5.49973533381376e-09
1988,2.6984492862425213e-08,8.994830658082265e-09
1989,2.798942233539492e-08,7.134558721588746e-09
1990,2.397406362319998e-08,7.628111475810329e-09
1991,3.223805933316726e-08,1.0550637696837839e-08
1992,3.636563050690711e-08,6.060938417817852e-09
1993,3.545092752688106e-08,6.093128224193833e-09
1994,3.3759530282395644e-08,9.494868002946077e-09
1995,2.9281235214284607e-08,1.6809597269684673e-08
1996,2.2419987644184403e-08,8.540947504798169e-09
1997,2.924885578181602e-08,1.4864173003559245e-08
1998,2.2410207023426665e-08,1.0013071261028017e-08
1999,2.102292562256025e-08,1.3253583119876566e-08
2000,4.064589020913445e-08,1.4579503826439577e-08
2001,3.329720854594598e-08,1.270551397425379e-08
2002,4.162160394116654e-08,1.4019908789464353e-08
2003,3.958576755280774e-08,5.416999737661854e-09
2004,3.03930605127789e-08,8.369103632333008e-09
2005,3.512924706683407e-08,8.106749049829887e-09
2006,3.8296377624646993e-08,9.882935358973555e-09
2007,7.110173783075879e-08,1.078509459517818e-08
2008,7.067350082934354e-08,1.0643598891135753e-08
2009,8.43970084929424e-08,1.5735034608610476e-08
2010,1.133710298972801e-07,1.6060896612657416e-08
2011,1.4110456447724573e-07,1.3001504761689375e-08
2012,1.4229776468255295e-07,1.6680838044180746e-08
2013,1.6149033399415202e-07,1.5061274893923837e-08
2014,1.773499604951212e-07,1.8839372728507442e-08
2015,1.6890304266325984e-07,1.9284206231873213e-08
2016,1.7606390656510484e-07,1.8020658743012063e-08
2017,1.97978607729965e-07,2.4149869659595424e-08
2018,2.1813393402680958e-07,1.8070267060465994e-08
2019,2.1045649134521227e-07,1.9642605764147447e-08
