year,peux_VERB avoir_VERB,peux_VERB ravoir_VERB
1800,1.5720821977538435e-07,0.0
1801,1.5953922627431893e-07,0.0
1802,2.3497321421928064e-07,0.0
1803,1.4042441875972145e-07,0.0
1804,1.2359254242255702e-07,0.0
1805,1.02343598484822e-07,0.0
1806,8.645007198992971e-08,0.0
1807,1.537355700520493e-07,0.0
1808,7.478044494746428e-08,0.0
1809,1.1069249694628525e-07,0.0
1810,8.190443878675069e-08,0.0
1811,1.1031137603367824e-07,0.0
1812,1.893717893608482e-07,0.0
1813,8.339650747757332e-08,0.0
1814,4.72001566720337e-08,0.0
1815,7.821948599939788e-08,0.0
1816,6.489290882427667e-08,0.0
1817,1.6814232139950036e-07,0.0
1818,1.323250700124845e-07,0.0
1819,7.24573467891787e-08,0.0
1820,1.5426425648001896e-07,3.5599443393152796e-09
1821,3.816396088041074e-07,0.0
1822,1.9449694832474052e-07,0.0
1823,1.3341627891350072e-07,0.0
1824,1.9958037000833428e-07,0.0
1825,1.2327620879659662e-07,0.0
1826,8.103345550125596e-08,0.0
1827,1.4839810091871186e-07,0.0
1828,1.1373653308055509e-07,0.0
1829,8.144517238406479e-08,0.0
1830,1.4298464634521224e-07,0.0
1831,2.899964215430373e-07,0.0
1832,3.287782419647556e-07,0.0
1833,9.151066393542351e-08,0.0
1834,1.0548019702127931e-07,0.0
1835,1.1722786297241328e-07,0.0
1836,1.6533044799871277e-07,0.0
1837,1.4124518088465265e-07,0.0
1838,7.763959075646198e-08,0.0
1839,1.230499577786759e-07,0.0
1840,8.599079848181646e-08,0.0
1841,9.11717918938848e-08,6.420548537278137e-10
1842,1.1336967986608215e-07,0.0
1843,1.1104992836408201e-07,0.0
1844,9.550096535804187e-08,0.0
1845,6.863680113156079e-08,0.0
1846,9.777016884982004e-08,0.0
1847,8.197699941092651e-08,0.0
1848,7.160247150750365e-08,0.0
1849,7.876649732452279e-08,0.0
1850,1.0183494225657341e-07,0.0
1851,7.803821233665076e-08,0.0
1852,5.0131198747749295e-08,0.0
1853,7.285756709052293e-08,0.0
1854,7.377843758149538e-08,7.27393034694046e-09
1855,1.1516053177729191e-07,0.0
1856,8.076415269897552e-08,0.0
1857,9.518942789554785e-08,1.9526036343364694e-09
1858,1.1842696068242731e-07,0.0
1859,8.402086137948572e-08,0.0
1860,1.0207119771621365e-07,0.0
1861,1.1742749705945243e-07,3.3011746669586728e-09
1862,9.939569878270049e-08,9.035972525772706e-10
1863,1.3335638016087614e-07,0.0
1864,1.1411452760512475e-07,0.0
1865,1.3085026751014084e-07,0.0
1866,1.0315099530089356e-07,0.0
1867,1.1404107169710187e-07,9.7056229719783e-10
1868,8.101393689230463e-08,2.4699371437009177e-09
1869,1.2355303624644876e-07,4.883519144627257e-10
1870,9.461180638936639e-08,0.0
1871,9.771483178155904e-08,0.0
1872,1.2034205099098472e-07,0.0
1873,8.32054638522095e-08,5.986004469882289e-10
1874,9.798358746593294e-08,0.0
1875,1.281622132864868e-07,0.0
1876,1.287801154603585e-07,0.0
1877,1.1318213211097827e-07,0.0
1878,9.058633310132791e-08,0.0
1879,8.308682453161964e-08,0.0
1880,2.361767457159658e-07,0.0
1881,1.5618417137375218e-07,0.0
1882,1.271178575734666e-07,0.0
1883,8.02556030521373e-08,0.0
1884,7.591951600716129e-08,0.0
1885,7.734762874633816e-08,0.0
1886,5.679048342699389e-08,0.0
1887,6.333056745688737e-08,0.0
1888,7.164894810784972e-08,0.0
1889,6.828999232766364e-08,0.0
1890,7.799719980994269e-08,0.0
1891,6.246735750892185e-08,0.0
1892,7.961011050383604e-08,0.0
1893,7.390099909798664e-08,0.0
1894,6.868678070759415e-08,0.0
1895,8.125129369318529e-08,0.0
1896,1.0791563198608856e-07,0.0
1897,8.856604694074122e-08,0.0
1898,1.1260126342449439e-07,0.0
1899,1.1386811138436315e-07,0.0
1900,9.447716564636721e-08,0.0
1901,7.936009183140413e-08,0.0
1902,6.236060556830125e-08,0.0
1903,8.910363646918995e-08,0.0
1904,9.781818022247535e-08,0.0
1905,8.928113004458282e-08,0.0
1906,5.24706820215215e-08,0.0
1907,9.205689366353909e-08,0.0
1908,1.159087830160388e-07,0.0
1909,1.1827114576590247e-07,0.0
1910,1.1276157607653658e-07,0.0
1911,7.874153595821554e-08,0.0
1912,1.1512820918824218e-07,0.0
1913,1.0393859639634684e-07,0.0
1914,1.3259553099942423e-07,0.0
1915,1.0131455496775743e-07,0.0
1916,9.888715624128963e-08,0.0
1917,1.0747096013119517e-07,0.0
1918,1.1601240146319469e-07,0.0
1919,5.7088659133341935e-08,0.0
1920,1.0979736231320203e-07,0.0
1921,9.39020665668977e-08,0.0
1922,1.0845565157069359e-07,7.377935484775833e-10
1923,1.1359064444604883e-07,1.0615948120573648e-09
1924,1.7145860908840405e-07,1.289162443462999e-09
1925,1.4407612525246805e-07,0.0
1926,1.270659737429014e-07,0.0
1927,1.8061744810893288e-07,0.0
1928,1.1768822361091225e-07,0.0
1929,1.4705337036957644e-07,0.0
1930,1.23942527352483e-07,0.0
1931,1.4142642612569034e-07,0.0
1932,1.1836299762535418e-07,0.0
1933,1.387950163689311e-07,0.0
1934,1.4258080227591563e-07,0.0
1935,1.579813471153102e-07,0.0
1936,1.1518478970629076e-07,0.0
1937,1.0702450481403503e-07,2.5182236296217297e-09
1938,1.4780344770315423e-07,0.0
1939,1.0705835506996664e-07,0.0
1940,8.875240098404902e-08,0.0
1941,1.5052663115966425e-07,0.0
1942,1.517105943094066e-07,0.0
1943,1.335488235554294e-07,0.0
1944,1.4138018400444707e-07,0.0
1945,1.8517283706387389e-07,2.178504043826024e-09
1946,2.157771206157122e-07,0.0
1947,3.1232681863002654e-07,1.1920870957027319e-09
1948,1.380729770517064e-07,1.0871887834440486e-09
1949,1.5805383668521245e-07,3.9268033269479474e-09
1950,1.6378456280108367e-07,2.1270722960764488e-09
1951,1.6738400177018775e-07,0.0
1952,1.6344445441518474e-07,0.0
1953,1.8315506622457178e-07,3.232148326759443e-09
1954,1.8274641888638143e-07,0.0
1955,1.4547691762345494e-07,0.0
1956,2.407035140095104e-07,0.0
1957,1.8906980869815015e-07,0.0
1958,2.043244080596196e-07,0.0
1959,1.8834316506399773e-07,1.5501495642666896e-09
1960,2.1316166964879812e-07,5.536666680683311e-09
1961,2.0566551484080264e-07,0.0
1962,1.9216128066545934e-07,1.9025869768540815e-09
1963,1.7781646022285713e-07,0.0
1964,2.530930771627027e-07,1.2167936658258327e-09
1965,1.7236936855624663e-07,0.0
1966,1.3847686375356716e-07,1.1078149508847446e-09
1967,2.1594870247554354e-07,0.0
1968,1.7247036510070757e-07,1.3474247273492779e-09
1969,1.6668251134888123e-07,9.083515606356229e-10
1970,1.752114258124493e-07,0.0
1971,1.6391487633882207e-07,1.541519245584766e-09
1972,1.5133933572997194e-07,0.0
1973,1.8358969100518152e-07,0.0
1974,1.6989226025998505e-07,0.0
1975,1.6506177757946716e-07,0.0
1976,1.7597662349544407e-07,5.713526873840635e-10
1977,1.9452147625997895e-07,0.0
1978,1.859405074355891e-07,0.0
1979,1.8609274832215306e-07,0.0
1980,2.0580245063683833e-07,0.0
1981,1.87868820944459e-07,0.0
1982,1.9491557168294094e-07,0.0
1983,2.103000298347979e-07,1.2630632095778083e-09
1984,1.942667893217731e-07,1.1598016991243298e-09
1985,1.9670875417432399e-07,1.2031116103372597e-09
1986,1.996163661033279e-07,1.1988970927134801e-09
1987,2.02268040538911e-07,1.8332451112712533e-09
1988,2.1407697659014957e-07,0.0
1989,2.337940117058679e-07,1.0976244357863152e-09
1990,1.8470926477220928e-07,1.089730194969718e-09
1991,2.455954017932527e-07,5.861465202094962e-10
1992,1.9395002937017125e-07,1.1019888335184191e-09
1993,2.3652415848118835e-07,0.0
1994,2.3262425941084075e-07,0.0
1995,2.0876436224170902e-07,5.422450821690461e-10
1996,2.5516081336718344e-07,0.0
1997,2.737884869929985e-07,4.79489448146353e-10
1998,2.5509490342301433e-07,4.768129224785866e-10
1999,2.4404874920946895e-07,0.0
2000,2.469679714067752e-07,0.0
2001,2.5586277274669555e-07,4.3812117822561447e-10
2002,2.913512275881658e-07,1.3143663935011318e-09
2003,2.916846142397844e-07,0.0
2004,3.034901112641819e-07,2.642874807889939e-09
2005,2.9769785214739386e-07,4.5037495954858286e-10
2006,3.594917927784991e-07,0.0
2007,4.026435362902703e-07,1.1983438685803094e-09
2008,4.274469347365084e-07,8.514879357157668e-10
2009,5.211634288571076e-07,0.0
2010,6.353501476041856e-07,1.8895172093635892e-09
2011,6.871677555864153e-07,2.2943831279320648e-09
2012,7.908079169283155e-07,2.382976926895708e-09
2013,9.385405519424239e-07,4.462600067256517e-09
2014,9.259443345399632e-07,3.2481677347817595e-09
2015,9.227603641193127e-07,4.43315073539452e-09
2016,9.459810144107905e-07,3.72841224560716e-09
2017,1.1239751529501518e-06,2.7671724911471074e-09
2018,1.1869583431689534e-06,3.872199894061623e-09
2019,1.1714136007867637e-06,4.08158040698936e-09
