year,avez_VERB accompagné_VERB,avez_VERB raccompagné_VERB
1872,2.2979889990892843e-08,0.0
1873,1.3767810003173508e-08,0.0
1874,3.584765551067903e-08,0.0
1875,1.6592428764283795e-08,0.0
1876,1.209202959984168e-08,0.0
1877,9.895705588292003e-09,0.0
1878,1.5701630218245555e-08,0.0
1879,9.163987790827832e-09,0.0
1880,1.2193908105473383e-08,0.0
1881,9.064259565150223e-09,0.0
1882,9.983077475794744e-09,0.0
1883,6.951272890631799e-09,0.0
1884,5.941527270181268e-09,0.0
1885,9.023890079618013e-09,0.0
1886,1.1616235084943582e-08,0.0
1887,9.140494583448344e-09,0.0
1888,6.974675947901687e-09,0.0
1889,1.2530273707511697e-08,0.0
1890,1.7696843102044113e-08,0.0
1891,8.286486163910922e-09,0.0
1892,1.0656471260972467e-08,0.0
1893,9.853466487186324e-09,0.0
1894,3.780923574225881e-09,0.0
1895,7.22233739480771e-09,0.0
1896,1.1204354777305525e-08,0.0
1897,1.0488084178916779e-08,0.0
1898,8.487532454637403e-09,0.0
1899,1.326618814800895e-08,0.0
1900,1.349673794948103e-08,0.0
1901,1.7325090695408107e-08,0.0
1902,3.437198747846537e-09,0.0
1903,8.640352433531007e-09,0.0
1904,1.5586412160928376e-08,0.0
1905,3.6125313851442797e-09,0.0
1906,9.259531807970234e-09,0.0
1907,1.0799970695529737e-08,0.0
1908,5.40252820258047e-09,0.0
1909,1.0451868703853506e-08,0.0
1910,5.878565634276356e-09,0.0
1911,6.916486494645824e-09,0.0
1912,7.814131564032323e-09,0.0
1913,9.545381374209683e-09,0.0
1914,5.357394972094198e-09,0.0
1915,7.068456930880984e-09,0.0
1916,5.493730803607377e-09,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,1.8415696745321952e-09,0.0
1920,1.590168707821249e-08,0.0
1921,1.5145494858259667e-09,0.0
1922,1.9182632371439468e-08,0.0
1923,3.1847844361720945e-09,0.0
1924,1.675911143195208e-08,0.0
1925,3.299453377181294e-09,0.0
1926,1.0031524944054127e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.1426041224282812e-09,0.0
1929,5.570202965543558e-09,0.0
1930,5.2518016602221e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536389520963e-08,0.0
1933,6.882397318719313e-09,0.0
1934,7.188948103475923e-09,0.0
1935,1.3165112555668657e-08,0.0
1936,2.0612015205756506e-08,0.0
1937,6.295559185076627e-09,0.0
1938,1.2965214679638848e-08,0.0
1939,1.2235240376412548e-08,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.517105907566929e-08,0.0
1943,8.709705845433291e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.5313215584455975e-08,0.0
1947,3.5762612871081956e-09,0.0
1948,6.523132700664291e-09,0.0
1949,3.9268033269479474e-09,0.0
1950,5.317680518146517e-09,0.0
1951,9.595261474260042e-09,0.0
1952,1.370824520563474e-08,0.0
1953,2.1547654771580937e-09,0.0
1954,1.6613311615287785e-08,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,5.232684952005684e-09,1.744228317335228e-09
1957,0.0,0.0
1958,1.4890038535497752e-08,0.0
1959,8.525822714489095e-09,0.0
1960,8.305000243069571e-09,0.0
1961,2.08444772553662e-09,0.0
1962,3.170978146727066e-09,0.0
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,3.6503808864551957e-09,0.0
1965,2.188817349590977e-09,0.0
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,1.2818872185960117e-08,9.860671168482327e-10
1968,8.084548142051062e-09,0.0
1969,1.2262746373892242e-08,4.5417578031781147e-10
1970,8.277704743875347e-09,0.0
1971,5.652237344833111e-09,0.0
1972,4.6171320100540925e-09,5.130146862875051e-10
1973,6.064523994098181e-09,0.0
1974,5.06301445213353e-09,0.0
1975,3.998036124386317e-09,0.0
1976,8.570290255249802e-09,0.0
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,5.346532105932056e-09,0.0
1979,3.5111840102075575e-09,0.0
1980,4.548120546843393e-09,0.0
1981,1.5181319312773667e-08,0.0
1982,8.069752865935698e-09,0.0
1983,6.315316269933646e-09,0.0
1984,5.799008384599347e-09,0.0
1985,9.02333674446254e-09,0.0
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,1.2832715334809564e-08,0.0
1988,4.197587610832443e-09,0.0
1989,4.390497743145261e-09,0.0
1990,9.80757164370516e-09,5.44865097484859e-10
1991,7.6199047072123e-09,0.0
1992,3.856960972825618e-09,5.509944167592096e-10
1993,7.200969598386564e-09,5.539207426075166e-10
1994,7.384897138251745e-09,5.274926606624319e-10
1995,7.591431483433553e-09,5.422450821690461e-10
1996,4.804283193493575e-09,0.0
1997,9.110299181713799e-09,0.0
1998,5.72175506974304e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,7.95245647111642e-09,0.0
2001,1.0514908055370142e-08,0.0
2002,1.0076809608960957e-08,1.752488598683044e-09
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,7.928623979580607e-09,1.7619165015858584e-09
2005,3.602999676388663e-09,0.0
2006,7.412201963319376e-09,1.6471559671771274e-09
2007,1.2382886716011399e-08,1.5977917877663117e-09
2008,1.5326783397995314e-08,8.514879357157668e-10
2009,1.2397300963584712e-08,4.76819250749827e-10
2010,1.1337103700270745e-08,2.8342759250676863e-09
2011,1.6825476123472072e-08,4.5887662558641296e-09
2012,2.0425515501187874e-08,2.0425516833455504e-09
2013,2.091843853690989e-08,3.6258624991347688e-09
2014,1.9705550968751595e-08,3.031623174720721e-09
2015,1.7067630864175953e-08,1.329945265027277e-09
2016,2.0299133041135065e-08,1.4499380585064614e-09
2017,1.735771881783421e-08,1.509366853724714e-09
2018,1.4456214003644163e-08,2.0651733656507076e-09
2019,1.5561024468979667e-08,1.2754939326953263e-09
