year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET rames_NOUN
1853,2.708271196638634e-06,9.734249051263077e-08,2.0304568471019024e-08
1854,4.285903770551158e-06,2.5198972686268917e-07,2.0782657372819813e-08
1855,2.91350842474003e-06,1.4275661186502475e-07,3.237231638308913e-08
1856,3.7368951524285876e-06,1.90002852562543e-07,9.836659209394583e-09
1857,2.71704796261929e-06,1.9184330035670882e-07,4.1004676099021253e-08
1858,2.6836918749495453e-06,2.006407138210875e-07,1.565976281980852e-08
1859,2.774725288645641e-06,1.5021911736745608e-07,1.1202781591279631e-08
1860,2.547202811342686e-06,6.087654647046747e-08,1.006980487883169e-08
1861,2.7484637712404947e-06,1.1176834213699749e-07,6.130752971955644e-08
1862,2.627660720122549e-06,1.3825038003290047e-07,3.7951084941312274e-08
1863,2.9268478414223864e-06,1.8130473833366523e-07,2.9967724579638144e-08
1864,3.010130299685443e-06,2.536411125575455e-07,1.5343129766698382e-08
1865,2.9653118787109634e-06,1.299089058548475e-07,2.7770382438063734e-08
1866,2.957319537699732e-06,6.130672369764056e-08,2.9680237823015432e-08
1867,2.4817277619604283e-06,6.308654931785895e-08,3.34843974769683e-08
1868,2.356319996010825e-06,8.84237492115858e-08,1.432563490055827e-08
1869,2.6043808531994728e-06,4.785848917165936e-08,1.3185501579471293e-08
1870,2.5499314659782613e-06,7.339582452914328e-08,1.6628741050794815e-08
1871,1.7408109727057308e-06,6.903765070731538e-08,9.55905954391767e-09
1872,2.313107273721471e-06,1.0824737239900628e-07,1.3304146673220885e-08
1873,2.1723210466007004e-06,7.841666072039288e-08,1.6760813348337678e-08
1874,1.6047799888951886e-06,4.1822265373081535e-08,6.990292478192828e-08
1875,1.925293922511173e-06,1.4303818396399492e-07,2.8607636259891933e-09
1876,1.8011078140034442e-06,7.799359313942489e-08,1.3905833817773328e-08
1877,1.933991967462134e-06,8.040260923714015e-08,3.0924081073635534e-09
1878,1.7718686677881124e-06,8.092378989132953e-08,1.0870359501424787e-08
1879,1.7680387642826645e-06,7.51447007951711e-08,2.260450426838645e-08
1880,1.6641475184542287e-06,2.3746030475280122e-08,2.0537108014195837e-08
1881,1.6294750508905054e-06,2.5798277736299724e-08,3.067903492359747e-08
1882,1.5926336303095923e-06,6.788492723508455e-08,1.5972924094498353e-08
1883,1.5760431395506203e-06,4.0443769444564737e-08,3.159669414998234e-08
1884,1.7237030363048689e-06,2.970763635090634e-08,2.2445770575529878e-08
1885,1.5811144677968514e-06,2.3848852226393547e-08,2.8360796489046436e-08
1886,1.6585402420332684e-06,2.710454793941608e-08,1.2261581527894805e-08
1887,1.4892477153694017e-06,4.8966935950467416e-08,2.415702216040927e-08
1888,1.5743746502039357e-06,2.028996703984376e-08,1.4583413587843097e-08
1889,1.3664263107671104e-06,2.130146414813794e-08,1.3156787215251597e-08
1890,1.516029541903663e-06,3.3427371648464543e-08,6.554386544621593e-08
1891,1.6031162957119705e-06,2.932141229816665e-08,2.0397503686098162e-08
1892,1.5564716164817582e-06,2.9462009276670642e-08,5.641661360300532e-09
1893,1.5279031302384283e-06,4.9267332102864714e-08,1.29326747089209e-08
1894,1.4386414690648053e-06,9.830401381805132e-08,1.4493540367865876e-08
1895,1.661137559949566e-06,6.680661979174829e-08,8.426059849853118e-09
1896,1.6641416209495219e-06,2.3588116737638387e-08,2.063960102827167e-08
1897,1.5947714686603831e-06,1.7363606197307035e-07,6.409384800676321e-09
1898,1.6675172105351521e-06,8.317781641231647e-08,6.790025763869778e-09
1899,1.6737507024799925e-06,2.8743407654019393e-08,7.185851913504848e-09
1900,1.6678853853591136e-06,1.661137005726232e-08,1.9206896517687255e-08
1901,1.7671592971169048e-06,2.8502568527599692e-08,7.824234371511807e-09
1902,1.4023770944504577e-06,2.455141911994474e-08,4.075535553482723e-08
1903,1.3392545881174556e-06,1.566063878577495e-08,1.1340462569009446e-08
1904,1.3173206028227469e-06,1.8811188162715098e-08,1.5586413049106795e-08
1905,1.4481090104823124e-06,1.7546580910465792e-08,5.6768351130997985e-09
1906,1.546341877656232e-06,3.755254773807337e-08,1.3889298378089165e-08
1907,1.4430817998345447e-06,4.422845201190739e-08,3.0857059130084963e-09
1908,1.641386276673984e-06,4.2237946917822455e-08,4.4202501658929805e-09
1909,1.8076231782515606e-06,2.9155212466491776e-08,5.5009836685826485e-09
1910,1.7058529167002234e-06,3.847788443422928e-08,5.34415089958884e-09
1911,1.6541042668904993e-06,4.362706818028528e-08,7.980561211873294e-09
1912,1.6279440799848999e-06,1.9274858487072777e-08,8.335073853338315e-09
1913,1.7940014203077226e-06,2.7045247430468322e-08,1.8030165360727324e-08
1914,1.6273087339868653e-06,5.8931346302859566e-08,1.4732836284281348e-08
1915,1.895524547990135e-06,5.890381027384706e-08,0.0
1916,2.1095926001635235e-06,2.4172416290824117e-08,2.307367008569372e-08
1917,1.7601111608200881e-06,8.663475492554085e-08,2.6319418644504822e-08
1918,1.8573470015326166e-06,3.216185273657857e-08,8.040463406189247e-09
1919,1.7890849193236136e-06,3.9593748335509105e-08,1.2890987610703064e-08
1920,1.648474835747038e-06,2.8017257402979112e-08,2.7260033341747203e-08
1921,1.4660839013913574e-06,2.1960967766521122e-08,3.1048264403921166e-08
1922,1.7884116090272073e-06,1.8444838545406128e-08,1.1804696553596727e-08
1923,1.595577003854487e-06,2.7601464669402276e-08,3.1847843473542525e-08
1924,1.6939595042231304e-06,3.0939899087201184e-08,2.5783248869259978e-08
1925,1.6299299545607937e-06,5.059161645171173e-08,1.979672092922158e-08
1926,1.5671470237066387e-06,4.0126098888038086e-08,1.114613867869707e-08
1927,1.6411659515824795e-06,3.9022287623424745e-08,6.689535148041159e-09
1928,1.4945262449828078e-06,3.08503116386305e-08,1.5996457491951332e-08
1929,1.4259720373388518e-06,3.4535259985091216e-08,8.912325322185666e-09
1930,1.1722021469040556e-06,2.9410089696924047e-08,1.57554049806663e-08
1931,1.0983358862404202e-06,6.044838851693157e-08,2.167017765231094e-08
1932,1.1781501569885222e-06,1.753525868952721e-08,2.6302887423668153e-08
1933,1.0667716026091512e-06,4.817678012081217e-08,1.7205993074753678e-08
1934,1.1622132234379023e-06,1.1981580172459871e-08,2.875579241390369e-08
1935,1.2195681264870473e-06,3.949533677882755e-08,1.9149254626427137e-08
1936,1.105773968390622e-06,2.909931406946953e-08,1.9399543305098632e-08
1937,1.1231277170509202e-06,2.5182236185194995e-08,3.021868355546076e-08
1938,1.0125832403673485e-06,1.9447821797413667e-08,6.482607117774819e-09
1939,1.0644659269587464e-06,2.2941075705773528e-08,1.070583532936098e-08
1940,1.0523499156533944e-06,1.2678914584896006e-08,3.0429395447839624e-08
1941,9.651413535038955e-07,2.6563523380929155e-08,2.6563523380929155e-08
1942,9.89153051023095e-07,1.2136846860855144e-08,9.102635312174812e-09
1943,1.1467778833207376e-06,2.6129117536299873e-08,3.1935586841669306e-08
1944,1.574461208520006e-06,2.2492303131116387e-08,2.5705489292704442e-08
1945,1.23739031465675e-06,2.3963544482086263e-08,4.357008087652048e-09
1946,1.2361940946448158e-06,4.1763311031672856e-08,5.986074569364064e-08
1947,1.3494426127635961e-06,3.4570526663557644e-08,2.264965504039651e-08
1948,1.1926461311873027e-06,3.261566461354448e-08,3.4790041070209554e-08
1949,9.365426194563042e-07,2.945102517415421e-08,2.1597417632079896e-08
1950,1.1635085144234836e-06,3.4033156071089365e-08,1.0635361480382244e-08
1951,9.488647378930182e-07,2.4521223718210194e-08,3.3050346459617685e-08
1952,1.0903327165578958e-06,1.7926166329118587e-08,2.2144088784870064e-08
1953,7.951084626256488e-07,2.3702420470783636e-08,5.171436967543741e-08
1954,9.752991019240653e-07,5.86352189024808e-08,2.5408594339637602e-08
1955,8.888170910381632e-07,1.3139850540966336e-08,3.4726748587843304e-08
1956,8.65137224081991e-07,4.534993558458211e-08,1.9186511934776718e-08
1957,7.624637703429471e-07,2.8272120311534366e-08,6.184526490926601e-08
1958,7.461563633626156e-07,2.1507832959066775e-08,2.0680608781020737e-08
1959,7.556979042533385e-07,6.045583145208866e-08,1.705164542897819e-08
1960,8.284237296152241e-07,1.3841666701708277e-08,1.7994166601198458e-08
1961,9.324429655066524e-07,2.987708563884084e-08,1.3896318540318475e-08
1962,8.409434144596162e-07,4.4393693277022805e-08,2.1562652108286784e-08
1963,7.086794369115523e-07,1.8751554531348802e-08,3.7503108174519184e-08
1964,9.612670126557532e-07,5.1713731519242856e-08,2.068549198597225e-08
1965,9.483051357506156e-07,6.78533365605638e-08,1.0944086969999489e-08
1966,7.727009574409749e-07,3.932743153356455e-08,1.3293779410616935e-08
1967,7.346200163738104e-07,9.712761350755272e-08,2.1200443178770456e-08
1968,9.786795374111534e-07,7.994720241377706e-08,1.3474247273492779e-08
1969,6.653675335144271e-07,6.267625696221302e-08,1.3625273131978588e-08
1970,7.086635136488439e-07,6.024329723963717e-08,6.898087434592526e-09
1971,6.387028257393013e-07,2.589752332582407e-07,1.5415191789713845e-08
1972,5.843237218527975e-07,1.2979271524216074e-07,1.6929484480954216e-08
1973,5.860535381430054e-07,4.79648734064142e-08,2.1501495250930702e-08
1974,4.2079276951767497e-07,2.5315073592935278e-08,7.875800511758513e-09
1975,5.026102591898507e-07,2.9128548906243168e-08,1.1422959911300268e-08
1976,4.479404971391432e-07,3.370980761197018e-08,1.9425991037991253e-08
1977,3.2851211706486083e-07,2.174409208244299e-08,1.2928919712607012e-08
1978,5.227720123457402e-07,4.6930670460909596e-08,1.0099005187669263e-08
1979,4.64646674913638e-07,4.623058846853212e-08,1.1703946922736463e-08
1980,4.4457878445314236e-07,2.728872394719417e-08,1.1370301367108482e-08
1981,4.744162076519842e-07,5.0604397783260424e-08,1.3283654287654656e-08
1982,4.77977678770003e-07,1.924325732094445e-08,1.9243257542989056e-08
1983,4.206000419060274e-07,1.9577480081522936e-08,8.841442022955448e-09
1984,5.039338475398836e-07,2.7255340484533264e-08,8.69851302098823e-09
1985,4.1447195897603706e-07,1.6843562544721635e-08,3.007779025843149e-09
1986,5.2032134689739e-07,2.3378493807513223e-08,3.5966913891627428e-09
1987,4.528115304935909e-07,2.0776776965547583e-08,1.2832715778898773e-08
1988,4.239563615726638e-07,2.878345822798778e-08,8.395175110642583e-09
1989,4.291711519499586e-07,2.140367716396696e-08,1.0427432139969994e-08
1990,4.1573207809619817e-07,2.6153523902117115e-08,2.1249738635376048e-08
1991,4.777094098074031e-07,6.154538595426473e-08,1.055063725274863e-08
1992,4.931400106045203e-07,2.644773250404242e-08,1.2672871751995274e-08
1993,4.652934286752952e-07,2.769603768548734e-08,1.4401939196773128e-08
1994,5.549222628076222e-07,1.5824780152939866e-08,2.3737169563275984e-08
1995,4.809713871622989e-07,2.819674393972349e-08,4.337960546330066e-09
1996,4.3718975106799007e-07,2.829188883168854e-08,1.1209993822092201e-08
1997,4.732560725528856e-07,1.678213090716696e-08,6.233362936924891e-09
1998,4.706143528210305e-07,2.145658195562561e-08,6.198567881199324e-09
1999,4.337120778075132e-07,3.793266922791361e-08,1.553868411718895e-08
2000,4.912851032656818e-07,1.413770067681952e-08,8.836062992401139e-09
2001,4.906957116190824e-07,1.8401089318942354e-08,1.0953029816462845e-08
2002,5.029642373699517e-07,2.891606243338174e-08,1.1391175558372879e-08
2003,4.816962970721761e-07,1.9584537214178965e-08,1.0000615113803235e-08
2004,4.66026914835993e-07,2.4226351813538827e-08,5.726228602398464e-09
2005,5.008169594589162e-07,3.1526247390445405e-08,6.7556242822064405e-09
2006,4.430849607217624e-07,1.6059770402421236e-08,6.588623757686207e-09
2007,4.433872327069821e-07,2.8760252401838216e-08,7.589511019645556e-09
2008,5.036551087300722e-07,1.0217855339611503e-08,5.5346716099080595e-09
2009,4.79203333014766e-07,3.2423709050988236e-08,8.105927262747059e-09
2010,4.5773553125627586e-07,1.4171379181249222e-08,9.447586046817946e-09
2011,4.588766238100561e-07,6.500752269822385e-09,1.1854312864656436e-08
2012,6.018718750055996e-07,1.9404241213827333e-08,1.2595734677489645e-08
2013,6.328524797538648e-07,1.1156500001607839e-08,8.367375015083667e-09
2014,6.922928506014614e-07,3.6812567438815336e-09,1.3642304730332455e-08
2015,8.713357999567961e-07,5.319780949086805e-09,8.644644111654998e-09
2016,1.0205492415593653e-06,1.3463710257788364e-08,1.367084456749268e-08
2017,6.311668840908169e-07,5.03122282724533e-09,9.056201122348284e-09
2018,8.619517473107408e-07,1.084215994762161e-08,1.1616600570363289e-08
2019,9.275391406049494e-07,4.08158040698936e-09,1.0459049404332177e-08
