year,mêmes_ADJ ans_NOUN,mêmes_ADJ rangs_NOUN
1800,0.0,3.144164395507687e-08
1801,1.4287095950749062e-08,4.286128785224719e-08
1802,0.0,7.384872446891677e-08
1803,0.0,1.2677205063482688e-07
1804,2.4718509461507665e-09,2.9662210465630778e-08
1805,0.0,1.7057265822018053e-08
1806,0.0,6.627838899930794e-08
1807,5.693910232196231e-09,1.1387820464392462e-08
1808,0.0,1.8128591960930862e-08
1809,4.518061036407062e-09,4.0662548883574345e-08
1810,2.3401267590372754e-09,4.680253518074551e-09
1811,2.5070767684098882e-09,1.0028307073639553e-08
1812,0.0,7.20146218213813e-08
1813,2.8757416448144113e-09,2.8757416004054903e-08
1814,0.0,6.608021863030444e-08
1815,0.0,7.282503844407984e-08
1816,2.3176038865813098e-09,1.3905623319487859e-08
1817,0.0,1.1676550570882682e-07
1818,5.960588467246453e-09,6.675859509641668e-08
1819,1.035105001712111e-09,7.03871378959775e-08
1820,1.0679833017945839e-08,7.119888323359191e-08
1821,4.930744257336528e-09,7.691961201317099e-08
1822,1.0025615893027862e-09,5.213320264374488e-08
1823,1.9765373782121287e-09,1.4231069656034379e-07
1824,8.421112696055388e-10,6.736890156844311e-08
1825,1.7610886082763955e-09,9.069606221601134e-08
1826,2.642395191543301e-09,9.072223861039674e-08
1827,1.8434546111834038e-09,7.005127855563842e-08
1828,1.8344602503717056e-09,7.613009955775851e-08
1829,8.57317605795771e-10,8.058785283537873e-08
1830,2.0873671680021744e-09,1.4194097275321838e-07
1831,1.5591206103948707e-09,7.639690835503643e-08
1832,1.3529969367098715e-09,6.494385473843067e-08
1833,1.1583628500844156e-09,8.108539617524002e-08
1834,9.334530925997342e-10,4.947301235347368e-08
1835,1.5126175867408165e-09,8.31939672707449e-08
1836,1.3441500135158435e-09,4.5701099793404865e-08
1837,2.7831562610103333e-09,7.444943150858307e-08
1838,3.1560809521380406e-09,7.32210807541378e-08
1839,6.9914751765765e-10,5.453350482298447e-08
1840,1.2739377330817092e-09,6.369688776430849e-08
1841,1.2841097074556274e-09,7.255219713897532e-08
1842,2.0124795163667386e-09,5.2324466537356784e-08
1843,3.544146642830981e-09,6.202256486176339e-08
1844,1.6465683816413446e-09,4.445734802516199e-08
1845,1.674068439427856e-09,7.589110140315825e-08
1846,5.854501328173001e-10,7.142491398326456e-08
1847,2.1572894581822766e-09,3.613459753637471e-08
1848,0.0,6.194820656446609e-08
1849,0.0,6.535943697372204e-08
1850,6.788996032014438e-10,1.4528451686146582e-07
1851,1.9348316282474798e-09,5.288539739467524e-08
1852,4.557381805270211e-09,5.729280161403949e-08
1853,3.5831591027601917e-09,5.1358615138497044e-08
1854,6.754363734984281e-09,5.403490987987425e-08
1855,2.653468555990912e-09,7.53585069901419e-08
1856,2.5885946164372342e-09,7.248065259091163e-08
1857,1.9526036343364694e-09,6.736482305313984e-08
1858,2.446837954472869e-09,7.780944599744544e-08
1859,1.5276520048956854e-09,7.078121200265741e-08
1860,3.661747072225552e-09,9.245911769539816e-08
1861,2.3579819208308095e-09,4.7631232291678316e-08
1862,1.8071945051545413e-09,6.325181090005572e-08
1863,3.4962345241140724e-09,4.6449972757045543e-08
1864,2.8768367688059016e-09,7.048249983654387e-08
1865,3.765475597994339e-09,7.719224726088214e-08
1866,9.731225825149181e-10,8.417510599656453e-08
1867,9.7056229719783e-10,1.747012134956094e-08
1868,2.9639244392143382e-09,4.2482916740027576e-08
1869,4.8835191446272574e-09,5.4207063726607885e-08
1870,4.587239033071455e-09,4.7019199200803996e-08
1871,4.248470908407853e-09,3.292564798584863e-08
1872,1.2094678591978436e-09,3.5679303067581714e-08
1873,5.986004469882289e-10,6.045864608950069e-08
1874,0.0,4.779687401423871e-08
1875,1.716458086775674e-09,4.405575992905142e-08
1876,6.04601479992084e-10,4.6554312405078235e-08
1877,1.2369631985365004e-09,4.762308236649915e-08
1878,6.039088673581716e-10,5.193616203769125e-08
1879,5.498392741110081e-09,5.009646741882534e-08
1880,6.417846254436199e-10,4.55667077403632e-08
1881,0.0,3.765154232837631e-08
1882,0.0,4.3925542314582344e-08
1883,1.8958017378167824e-09,4.9922778799782463e-08
1884,1.3203393933736152e-09,5.215340692643622e-08
1885,1.9336907075562237e-09,5.607703101873085e-08
1886,1.2906927748801422e-09,2.9040586824180536e-08
1887,0.0,3.9173546184656516e-08
1888,0.0,6.657645457153194e-08
1889,2.5060546970934183e-09,4.2602930960811136e-08
1890,6.554386478008212e-10,4.129263331265065e-08
1891,5.0993759215245404e-09,3.1233678754460925e-08
1892,1.8805537127519756e-09,4.952124754709075e-08
1893,4.310891532632866e-09,4.310891554837326e-08
1894,6.301539290376468e-10,2.9617234886814003e-08
1895,3.611168697403855e-09,3.009307292245467e-08
1896,2.94851448812139e-09,3.125425251937486e-08
1897,4.07869948926276e-09,5.477110676110897e-08
1898,4.52668391659472e-09,2.1501747937691107e-08
1899,2.7637891975018647e-09,1.2160672469008205e-08
1900,3.114631885736685e-09,2.180242297811219e-08
1901,1.1177477832191585e-09,3.24146860464225e-08
1902,1.4730852093691738e-09,1.718599307309887e-08
1903,2.1600881083827517e-09,3.2401320737562855e-08
1904,5.374625189347171e-10,1.1824175416563776e-08
1905,6.708986699521802e-09,1.8062657147766004e-08
1906,1.5432553568395235e-09,2.3148830408104004e-08
1907,1.5428530120153994e-09,2.0571373937627868e-08
1908,1.4734167219643268e-09,3.781769564170645e-08
1909,1.1001967115120692e-09,1.320236009405562e-08
1910,2.137660271017694e-09,1.977335806202518e-08
1911,2.128149656499545e-09,2.4473720827700163e-08
1912,1.5628263683176158e-09,2.7088990606216612e-08
1913,0.0,3.2878535449754054e-08
1914,3.348371913070025e-09,2.6117300322425763e-08
1915,0.0,4.2410743361642744e-08
1916,7.69122321386817e-09,3.955486249651585e-08
1917,4.3865698851064394e-09,4.0575770299255964e-08
1918,0.0,8.499918635607173e-08
1919,2.762354567309444e-09,3.591060959706738e-08
1920,5.300562211374427e-09,3.104614876292544e-08
1921,5.300923255902035e-09,3.559191341651058e-08
1922,3.688967686876765e-09,2.1396012073182646e-08
1923,5.307974060286824e-09,1.6985516992917837e-08
1924,1.289162443462999e-09,3.867487219366694e-09
1925,2.1996355847875293e-09,2.3096173862313663e-08
1926,0.0,1.671920735191179e-08
1927,3.3447675740205796e-09,3.2332753363562006e-08
1928,3.4278122562625413e-09,2.742249805010033e-08
1929,1.1140406375176326e-09,1.3368487650211591e-08
1930,1.0503603542488804e-09,2.3107928015519974e-08
1931,3.4216069977333063e-09,1.4826963656844327e-08
1932,0.0,2.4110979879310435e-08
1933,5.735331320977366e-09,8.02946331646126e-09
1934,1.1981580172459871e-09,1.9170528275935794e-08
1935,3.590485242455088e-09,1.6755597798123745e-08
1936,0.0,1.2124714565686645e-08
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,2.5930428915188486e-09,1.5558256905023882e-08
1939,4.588215141154706e-09,3.058810094103137e-08
1940,0.0,0.0
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,0.0,2.322588166236983e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,0.0,1.089252066321933e-08
1946,1.3921104269343232e-09,1.9489545977080525e-08
1947,0.0,2.9802176726434482e-08
1948,4.348755133776194e-09,1.522064252412747e-08
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,2.1270722960764488e-09,1.701657836861159e-08
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,1.0544803918932644e-09,4.956057964022875e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,2.9317608341017376e-09,1.07497895029951e-08
1955,2.815682353940474e-09,1.407841132561316e-08
1956,1.744228317335228e-09,1.657016923672927e-08
1957,2.6505113659425206e-09,7.068030161150318e-09
1958,4.136121778408608e-09,7.445019267748876e-09
1959,4.650448914844674e-09,1.0851047171911432e-08
1960,1.3841666701708277e-09,8.305000243069571e-09
1961,6.948159270159238e-10,1.250668635321972e-08
1962,6.341956404476434e-10,6.976152100435229e-09
1963,6.466053248388448e-10,1.0992290633282664e-08
1964,2.433587276140514e-09,1.4601523545820783e-08
1965,1.0944086747954884e-09,1.3680108601477059e-08
1966,2.769537488234164e-09,1.3293779410616935e-08
1967,1.972134178185314e-09,9.367637332502454e-09
1968,0.0,1.1677681044375277e-08
1969,2.2708788738334817e-09,1.725867981861029e-08
1970,1.8394900047624674e-09,1.4715920038099739e-08
1971,1.0276794970565106e-09,1.2332153964678128e-08
1972,5.130146862875051e-10,1.2312352026810913e-08
1973,0.0,1.0475087464101307e-08
1974,1.1251143350321513e-09,1.800182936051442e-08
1975,1.7134440533084216e-09,1.6563292959403952e-08
1976,5.713526873840635e-10,1.8854638739185248e-08
1977,1.1753563677885381e-09,1.880570188461661e-08
1978,5.940591352171509e-10,2.613860239364385e-08
1979,4.096381456264453e-09,1.287434159280565e-08
1980,1.1370301367108482e-09,1.7055452161685025e-08
1981,3.795329717171114e-09,9.488323904349727e-09
1982,1.2415004579935385e-09,8.690503427999374e-09
1983,1.2630632095778083e-09,1.3893695083311286e-08
1984,2.8995042478108246e-09,1.5077421977593986e-08
1985,6.015558051686298e-10,1.2632671797518924e-08
1986,1.1988970927134801e-09,5.994485352545098e-09
1987,6.110816852533674e-10,9.777306964053878e-09
1988,0.0,1.139345240375178e-08
1989,1.0976244357863152e-09,9.329808037250586e-09
1990,2.1794604454505873e-09,1.198703181159999e-08
1991,0.0,1.52398094144246e-08
1992,1.65298330578878e-09,1.0468894195980738e-08
1993,1.1078414852150331e-09,2.1602909683338112e-08
1994,5.274926606624319e-10,9.494868002946077e-09
1995,5.422450821690461e-10,1.3556126887692699e-08
1996,1.067618438099771e-09,1.6548085568501847e-08
1997,0.0,1.054876808126437e-08
1998,0.0,1.0013071261028017e-08
1999,9.140402323914998e-10,1.7366764026860437e-08
2000,8.836062992401139e-10,1.2812291672048559e-08
2001,0.0,9.638665865452367e-09
2002,8.76244299341522e-10,2.2782352004924178e-08
2003,8.333845835650777e-10,1.0833999475323708e-08
2004,1.7619165015858584e-09,1.3214373595360485e-08
2005,0.0,1.170974872621855e-08
2006,4.1178899179428186e-10,2.1001238081908014e-08
2007,0.0,1.2782334302130494e-08
2008,0.0,9.366367237362283e-09
2009,0.0,1.192048149079028e-08
2010,0.0,9.447585824773341e-09
2011,3.82397197240536e-10,9.942326961720482e-09
2012,0.0,1.327658516458996e-08
2013,5.578250084070646e-10,8.925200134513034e-09
2014,8.661780737106994e-10,6.063246349441442e-09
2015,2.2165753954528356e-10,1.2856137487915476e-08
2016,2.0713400439298368e-10,1.491364898242864e-08
2017,0.0,9.30776167251679e-09
2018,0.0,7.744399788123246e-09
2019,0.0,9.183556137770665e-09
