year,pourrons_VERB assurer_VERB,pourrons_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,3.3567602031325805e-08,0.0
1803,0.0,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,9.341240669868967e-09,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,0.0,0.0
1822,4.010246357211145e-09,1.0025615893027862e-09
1823,0.0,0.0
1824,0.0,0.0
1825,2.641632912414593e-09,0.0
1826,2.642395191543301e-09,0.0
1827,0.0,0.0
1828,3.668920500743411e-09,0.0
1829,6.858540846366168e-09,0.0
1830,1.3567886369969528e-08,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,1.2741991461950875e-08,0.0
1834,0.0,0.0
1835,5.294161553592858e-09,0.0
1836,1.3441500135158435e-09,0.0
1837,1.2524203896191466e-08,0.0
1838,1.2624323808552163e-09,0.0
1839,6.9914751765765e-10,0.0
1840,8.280594876453051e-09,0.0
1841,8.346713542550788e-09,0.0
1842,6.708265054555795e-10,0.0
1843,1.7720733769266417e-09,0.0
1844,6.586273748609983e-09,0.0
1845,3.9061593959388574e-09,1.1160455892778032e-09
1846,8.196302303531411e-09,0.0
1847,2.1572894581822766e-09,0.0
1848,4.82713291560799e-09,0.0
1849,6.703531951757213e-09,0.0
1850,7.467895635215882e-09,0.0
1851,6.449438760824933e-10,0.0
1852,1.3021090872200602e-09,0.0
1853,2.9859659189668264e-09,0.0
1854,4.676098175337984e-09,0.0
1855,2.653468555990912e-09,0.0
1856,1.0354378465748937e-09,0.0
1857,0.0,0.0
1858,4.404308473482388e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,1.373155145145688e-09,0.0
1861,4.715963730639317e-10,0.0
1862,2.2589932147099034e-09,0.0
1863,5.494082966350788e-09,0.0
1864,9.589455896019672e-10,0.0
1865,4.706844247692743e-09,0.0
1866,4.865612912574591e-10,0.0
1867,3.88224918879132e-09,0.0
1868,6.915823469455518e-09,0.0
1869,9.767038289254515e-10,4.883519144627257e-10
1870,3.4404292748035914e-09,0.0
1871,9.559059321873065e-09,0.0
1872,7.861540751719076e-09,4.23313739617015e-09
1873,5.986004469882289e-10,0.0
1874,5.974609140757536e-10,5.974609140757536e-10
1875,5.721527251978387e-09,0.0
1876,6.04601479992084e-10,0.0
1877,2.4739263970730008e-09,0.0
1878,1.8117265465633636e-09,0.0
1879,4.887460214320072e-09,0.0
1880,8.343199908722454e-09,0.0
1881,1.3945015142624584e-09,0.0
1882,6.655385131892899e-10,0.0
1883,6.319338941018771e-10,0.0
1884,5.281357573494461e-09,0.0
1885,6.445635691854079e-10,6.445635691854079e-10
1886,3.2267319927115068e-09,0.0
1887,3.264462256069578e-09,6.528924623161458e-10
1888,6.340614699951175e-09,0.0
1889,6.265136742733546e-10,6.265136742733546e-10
1890,1.9663159989136147e-09,0.0
1891,1.0836173736095134e-08,0.0
1892,3.1342561879199593e-09,0.0
1893,1.847525021858587e-09,0.0
1894,3.150769645188234e-09,3.780923574225881e-09
1895,1.8055843487019274e-09,0.0
1896,5.89702897624278e-10,0.0
1897,5.826713334045053e-09,0.0
1898,1.5277558773618694e-08,0.0
1899,3.3165470370022376e-09,0.0
1900,2.07642125715779e-09,5.191053142894475e-10
1901,4.470991132876634e-09,0.0
1902,7.856454153909453e-09,0.0
1903,5.400220270956879e-09,0.0
1904,4.837162670412454e-09,5.374625189347171e-10
1905,1.0321518084666081e-09,0.0
1906,4.115347618238729e-09,0.0
1907,5.142843484406967e-09,0.0
1908,9.822778146428846e-09,0.0
1909,1.265226234892225e-08,0.0
1910,7.481810726517324e-09,0.0
1911,3.1922244847493175e-09,5.320374141248863e-10
1912,1.0418842677495377e-08,5.209421227725386e-10
1913,1.3787773589513108e-08,0.0
1914,7.366418142140674e-09,0.0
1915,1.4136913861761968e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,1.864292187292449e-08,0.0
1918,3.675640414257941e-08,0.0
1919,4.603924352863942e-09,0.0
1920,1.817335615328375e-08,0.0
1921,2.574734203619755e-08,0.0
1922,1.4018077365562931e-08,0.0
1923,3.1847844361720945e-09,0.0
1924,1.933743654092268e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,6.687683296036084e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,6.8556245125250825e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,1.1553964007759987e-08,1.0503603542488804e-09
1931,4.5621426636444085e-09,0.0
1932,9.863582839386709e-09,0.0
1933,4.588264879146209e-09,0.0
1934,1.1981580172459871e-08,0.0
1935,5.98414207075848e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,6.295559185076627e-09,0.0
1938,5.186085783037697e-09,0.0
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.8205270180260413e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249527862692958e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,7.152522574216391e-09,0.0
1948,9.784699273041042e-09,0.0
1949,2.0615717133409817e-08,0.0
1950,8.508289184305795e-09,0.0
1951,0.0,0.0
1952,1.0544804140977249e-08,0.0
1953,1.0773827163745864e-08,0.0
1954,6.840775057526116e-09,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,1.0465369904011368e-08,0.0
1957,1.236905244894615e-08,0.0
1958,2.4816730892496253e-09,0.0
1959,1.007597205671118e-08,0.0
1960,6.2287499602575735e-09,0.0
1961,6.25334317660986e-09,6.948159270159238e-10
1962,1.0147130247162295e-08,0.0
1963,6.466053470433053e-09,0.0
1964,3.041984220075733e-09,0.0
1965,3.830430195250756e-09,0.0
1966,7.754704434148607e-09,0.0
1967,7.888536934785861e-09,0.0
1968,1.122853987567396e-08,0.0
1969,1.4533624970169967e-08,0.0
1970,6.898087434592526e-09,1.3796175313274261e-09
1971,8.735275613958038e-09,0.0
1972,5.643161493651405e-09,0.0
1973,7.718485406371656e-09,0.0
1974,4.500457340128605e-09,5.625571675160757e-10
1975,9.138368284311582e-09,0.0
1976,3.4281160132820787e-09,0.0
1977,8.815172591880582e-09,0.0
1978,5.346532105932056e-09,0.0
1979,4.681578680276743e-09,0.0
1980,9.664756106531058e-09,0.0
1981,6.325549417596221e-09,0.0
1982,9.311253101884631e-09,0.0
1983,1.2630632539867293e-08,6.315316047889041e-10
1984,1.275781880138993e-08,0.0
1985,5.414002135495366e-09,0.0
1986,4.7955883708539204e-09,0.0
1987,1.099947066762752e-08,0.0
1988,2.99827696004229e-09,0.0
1989,6.036934507847036e-09,0.0
1990,2.724325431913144e-09,0.0
1991,5.8614650910726596e-09,5.861465202094962e-10
1992,4.958949695321735e-09,0.0
1993,9.416652346772025e-09,0.0
1994,8.439882570598911e-09,0.0
1995,1.626735190995987e-09,0.0
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,3.3564262480467733e-09,1.438468344439059e-09
1998,6.675381136744818e-09,0.0
1999,8.226361813967742e-09,4.570201161957499e-10
2000,7.068850393920911e-09,0.0
2001,4.8193329327261836e-09,0.0
2002,7.886198361006791e-09,2.1906108038649563e-09
2003,6.667076668520622e-09,0.0
2004,3.523833003171717e-09,0.0
2005,3.602999676388663e-09,0.0
2006,5.7650457740976435e-09,1.2353669198716943e-09
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,5.721831008997924e-09,0.0
2010,4.2514138876015295e-09,0.0
2011,2.2943831279320648e-09,7.64794394481072e-10
2012,3.744677901096338e-09,6.808505426114664e-10
2013,3.6258624991347688e-09,2.789125042035323e-10
2014,2.165445156521173e-09,2.1654451842767486e-10
2015,4.211493376260478e-09,0.0
2016,3.72841224560716e-09,8.285360175719347e-10
2017,3.2702947017071438e-09,5.031222660711876e-10
2018,2.323319980845895e-09,2.5814667070633845e-10
2019,6.632568272380013e-09,0.0
