year,quelques_DET aides_NOUN,quelques_DET raids_NOUN
1879,3.787781821529279e-08,0.0
1880,2.7596738894075656e-08,0.0
1881,1.5339516823420496e-08,0.0
1882,3.061477271693036e-08,1.3310770263785798e-09
1883,1.4534479841898928e-08,6.319338941018771e-10
1884,3.1688145440966764e-08,0.0
1885,2.7071669572720225e-08,3.2228177904158883e-09
1886,3.420335914494643e-08,1.936039106809062e-09
1887,2.1545451256432813e-08,0.0
1888,2.4094335415725254e-08,0.0
1889,1.8795410117178335e-08,0.0
1890,1.7041405619977468e-08,0.0
1891,2.4222036598686714e-08,0.0
1892,3.8864776286118285e-08,0.0
1893,2.278614097406262e-08,0.0
1894,9.452309157609307e-09,3.150769645188234e-09
1895,2.6481902892783182e-08,3.0093072478365457e-09
1896,1.2973464080801023e-08,6.486732040400511e-09
1897,3.3212267491755654e-08,1.7480140668268973e-09
1898,2.1501747937691107e-08,1.13167097914868e-09
1899,2.432134493801641e-08,3.3165470370022376e-09
1900,2.7512582434496835e-08,2.07642125715779e-09
1901,2.3472702948001967e-08,2.235495566438317e-09
1902,2.2587305192889318e-08,1.9641135384773634e-09
1903,2.9161189463167148e-08,0.0
1904,2.3110889202371254e-08,4.837162670412454e-09
1905,1.857873321853276e-08,1.3417973954155116e-08
1906,1.3374879870298173e-08,2.572092316910357e-09
1907,1.7485667580530162e-08,5.142843484406967e-09
1908,2.553922229253658e-08,9.822778146428846e-10
1909,2.1453836041018803e-08,4.950885035270858e-09
1910,1.2825961626106164e-08,1.6032452032632705e-09
1911,1.542908456553249e-08,4.788336838146279e-09
1912,3.5945006970905524e-08,8.856016142644307e-09
1913,2.333315407554437e-08,2.6514948014977335e-09
1914,2.4108278040557707e-08,1.2723812781167965e-08
1915,2.238344798399794e-08,1.4136913861761968e-08
1916,2.8567400889301098e-08,7.801097900994591e-08
1917,3.618920207948406e-08,4.7155625626515985e-08
1918,1.1486376294556067e-08,2.986457925402419e-08
1919,1.4732557396257562e-08,2.3019620210007474e-08
1920,7.572231730534895e-09,1.590168707821249e-08
1921,1.817459427400081e-08,1.438822039290244e-08
1922,2.2133805899215986e-08,1.1066902949607993e-08
1923,1.4862327368803108e-08,8.492758496458919e-09
1924,1.0313299547703991e-08,1.804827443052659e-08
1925,1.9796720707176974e-08,1.0998178368026856e-08
1926,2.0063049888108253e-08,5.573069228326233e-09
1927,1.7838760246746688e-08,6.689535148041159e-09
1928,1.82816659588525e-08,5.713020612141406e-09
1929,1.4482528509773829e-08,4.4561625500705304e-09
1930,2.10072066408884e-08,5.2518016602221e-09
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,1.5343351589258702e-08,6.575722188983946e-09
1933,2.6382522833046096e-08,1.3764794415394022e-08
1934,1.7972370258689807e-08,3.235026646564165e-08
1935,2.0346083040578833e-08,8.377798899061872e-09
1936,1.576212937948185e-08,1.6974600391961303e-08
1937,1.0072894518486919e-08,1.1332006333297784e-08
1938,1.1668692678767911e-08,7.779128452511941e-09
1939,9.176430282309411e-09,1.6823455517567254e-08
1940,5.0715658339584024e-09,5.0715660115940864e-08
1941,8.854508237732261e-09,1.7709016475464523e-08
1942,9.102635090130207e-09,2.4273694831933312e-08
1943,1.4516175816936538e-08,0.0
1944,9.639558484764166e-09,2.5705489292704442e-08
1945,2.6142048525912287e-08,1.9606536394434215e-08
1946,1.2528993842408909e-08,6.960552134671616e-09
1947,7.152522574216391e-09,2.0265479960812627e-08
1948,1.848220954059343e-08,9.784699273041042e-09
1949,1.9634017078828947e-08,8.835307485632882e-09
1950,2.5524867552917385e-08,1.8080114960739024e-08
1951,2.7719645245838365e-08,2.6653505291740487e-08
1952,1.1599284532870513e-08,1.0544804140977249e-08
1953,1.939289007157896e-08,2.1547654327491728e-08
1954,2.34540866728139e-08,2.6385848173049453e-08
1955,2.2525459275613002e-08,2.3464019616170617e-08
1956,1.4825940475304833e-08,2.7035539362785244e-08
1957,2.2087593976038988e-08,1.4136060155767183e-08
1958,9.926692356998501e-09,2.1507832848044472e-08
1959,1.4726420971555854e-08,1.3951345856355601e-08
1960,2.076249977500666e-08,8.997083078554624e-09
1961,1.9454845900934714e-08,4.863711378089164e-09
1962,2.029426049432459e-08,1.4586500007851555e-08
1963,2.2631185814248056e-08,2.521760733564804e-08
1964,1.9468698653213323e-08,1.3384730546128765e-08
1965,1.641612978886542e-08,1.8057742523502895e-08
1966,1.495550172592175e-08,1.661722348611505e-08
1967,2.0214376728056038e-08,2.070740912074598e-08
1968,1.8414805125210876e-08,2.6050211293648928e-08
1969,1.7712856015261735e-08,1.2262746373892242e-08
1970,1.7935027685211935e-08,1.8394900186402552e-08
1971,1.901207036247854e-08,1.7984391198488936e-08
1972,1.2825366879631872e-08,1.4364410994005539e-08
1973,1.8193572870472963e-08,1.1577728220579786e-08
1974,2.250228636757612e-08,1.0688586016271984e-08
1975,1.770558855085369e-08,1.1994107929069742e-08
1976,1.4855169483407593e-08,1.1427053969725876e-08
1977,1.704266772151186e-08,1.351659784099013e-08
1978,2.8514837713267127e-08,1.3663360221016774e-08
1979,2.399308984823989e-08,1.287434159280565e-08
1980,3.126832948119329e-08,2.6151693477416416e-08
1981,3.858585057026076e-08,1.518131853561755e-08
1982,2.7933760193832313e-08,1.551875572491923e-08
1983,2.9050454486423405e-08,1.8945947699577914e-08
1984,3.189454678143022e-08,9.278413592994639e-09
1985,2.4062232761856706e-08,1.9851341237497877e-08
1986,3.7765259808253404e-08,1.1389522214244607e-08
1987,3.1776246356418625e-08,9.777306964053878e-09
1988,2.638483720396323e-08,1.4991384078566483e-08
1989,2.4147737587298934e-08,1.3720305114262032e-08
1990,2.2339468497278858e-08,2.451892866517369e-08
1991,2.8721179434754163e-08,1.523980996953611e-08
1992,3.030469308828998e-08,2.2039776448323778e-08
1993,3.046564067687996e-08,1.1078414907661482e-08
1994,2.6374633810277714e-08,1.4242301504818755e-08
1995,3.8499401888714146e-08,9.760411756598586e-09
1996,2.9893315600659776e-08,1.4412848692302305e-08
1997,3.596171027631101e-08,1.1987236092636522e-08
1998,4.1959535845847995e-08,1.6688452286750532e-08
1999,2.9249287436527993e-08,1.1882523243134102e-08
2000,3.092622047340399e-08,1.457950393746188e-08
2001,3.8116543865651664e-08,1.5334241071363053e-08
2002,3.4173528451475477e-08,1.2267420579359367e-08
2003,3.041853668950267e-08,1.5000922726216004e-08
2004,3.7000248198637564e-08,1.3654853248112886e-08
2005,3.19766229051055e-08,1.1259373877692269e-08
2006,3.500206435802511e-08,1.4412614879333319e-08
2007,3.7548106623930266e-08,1.8374605670334887e-08
2008,3.746546872740453e-08,1.660401527381339e-08
2009,3.9575999366547876e-08,1.2874119548200724e-08
2010,3.8262721879789297e-08,1.7478034852747015e-08
2011,2.9062187767436853e-08,1.2236710256186001e-08
2012,3.0638274362004836e-08,1.3276585664190321e-08
2013,3.346950050442388e-08,1.589801268409019e-08
2014,3.334785669828477e-08,1.7756649817179948e-08
2015,2.9702109882734362e-08,1.3077794625004913e-08
2016,2.7134554603236438e-08,9.11389658186934e-09
2017,2.8174847344075715e-08,1.0817129109108592e-08
2018,2.0909879827613054e-08,1.110030711792831e-08
2019,2.321398784310702e-08,1.275493877184175e-08
