year,pourrions_VERB acheter_VERB,pourrions_VERB racheter_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,2.145373123596528e-08,0.0
1804,2.4718509461507665e-09,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,4.140420006848444e-09,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,0.0,0.0
1823,1.9765373782121287e-09,0.0
1824,1.6842225392110777e-09,8.421112696055388e-10
1825,0.0,0.0
1826,8.80798456392995e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,0.0,0.0
1829,1.2002446148073886e-08,1.714635211591542e-09
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,3.1182412207897414e-09,7.795603274018958e-09
1832,0.0,5.411987746839486e-09
1833,0.0,0.0
1834,5.600718555598405e-09,0.0
1835,6.806779140333674e-09,6.806779140333674e-09
1836,1.3441500135158435e-09,6.048674894287842e-09
1837,3.478945576063097e-09,3.478945576063097e-09
1838,1.2624323808552163e-09,0.0
1839,2.0974426639952526e-09,6.292327547896548e-09
1840,1.46502836528839e-08,1.2739377330817092e-09
1841,5.778493683550323e-09,1.926164561183441e-09
1842,4.024959032733477e-09,2.0124795163667386e-09
1843,7.088293507706567e-09,1.7720733769266417e-09
1844,3.841992946007622e-09,2.7442805805577564e-09
1845,7.812318791877715e-09,0.0
1846,1.4636253098387897e-08,5.854501328173001e-10
1847,2.1572894581822766e-09,0.0
1848,8.045221711050488e-10,0.0
1849,2.513824481908955e-09,0.0
1850,1.3577992064028876e-09,2.7155984128057753e-09
1851,1.2898877521649865e-09,0.0
1852,1.3021090872200602e-09,0.0
1853,0.0,0.0
1854,1.0391328686409906e-08,4.1565315633818045e-09
1855,8.491099379170919e-09,0.0
1856,5.177189232874468e-10,0.0
1857,1.9526036343364694e-09,4.881509085841174e-10
1858,1.0276719919488642e-08,9.787352039936081e-10
1859,3.5645213447565993e-09,5.092173349652285e-10
1860,3.204028820036342e-09,1.373155145145688e-09
1861,9.431927461278633e-10,4.715963730639317e-10
1862,4.066187830886747e-09,0.0
1863,1.9978483312144135e-09,0.0
1864,1.0548401263577034e-08,0.0
1865,5.6482134525026595e-09,9.41368871743009e-10
1866,0.0,0.0
1867,9.7056229719783e-10,1.455843445796745e-09
1868,1.1361710683388537e-08,0.0
1869,6.348574999037737e-09,9.767038289254515e-10
1870,1.2614907340946502e-08,0.0
1871,1.0621177271019633e-09,1.0621177271019633e-09
1872,6.047339295989218e-10,0.0
1873,0.0,1.1972008939764578e-09
1874,3.5847653734322193e-09,4.182226565063729e-09
1875,2.8607636259891933e-09,1.1443054281912168e-09
1876,1.209202959984168e-09,2.418405919968336e-09
1877,8.658742167710898e-09,0.0
1878,4.22736201599605e-09,1.2078177347163432e-09
1879,2.016077260691418e-08,0.0
1880,4.492492600149944e-09,7.059631101924424e-09
1881,2.091752326904839e-09,1.3945015142624584e-09
1882,5.324308105514319e-09,6.655385131892899e-10
1883,2.5277355764075082e-09,0.0
1884,0.0,3.300848483434038e-09
1885,1.2891271383708158e-09,3.86738152613475e-09
1886,7.744156427236248e-09,0.0
1887,1.9586774424595887e-09,0.0
1888,6.974675947901687e-09,1.9021844099853524e-09
1889,8.771191772893872e-09,1.8795409673089125e-09
1890,3.2771931834929546e-09,6.554386478008212e-10
1891,6.3742202627281586e-09,0.0
1892,1.8805537127519756e-09,0.0
1893,1.847525021858587e-09,0.0
1894,7.561847148451761e-09,0.0
1895,1.8055843487019274e-09,0.0
1896,1.7691086373616827e-09,2.948514543632541e-09
1897,3.4960281336537946e-09,0.0
1898,5.6583548957434e-10,0.0
1899,5.527578395003729e-09,0.0
1900,1.038210628578895e-09,5.191053142894475e-10
1901,5.588738916095792e-10,3.912117296778206e-09
1902,2.455141867585553e-09,0.0
1903,2.1600881083827517e-09,0.0
1904,3.7622376325430196e-09,8.061937784020756e-09
1905,7.2250627702885595e-09,0.0
1906,1.0288369045596824e-09,5.144184522798412e-10
1907,2.057137349353866e-09,0.0
1908,1.964555629285769e-09,0.0
1909,1.1001967115120692e-09,1.1001967115120692e-09
1910,3.740905363258662e-09,0.0
1911,5.320374141248863e-10,5.320374141248863e-10
1912,1.0418842455450772e-09,1.0418842455450772e-09
1913,2.6514948014977335e-09,0.0
1914,4.018046340092951e-09,2.0090231700464756e-09
1915,1.767114277129167e-08,1.1780761921542648e-09
1916,3.2962386153911893e-09,0.0
1917,5.483212106582869e-09,0.0
1918,4.594550517822427e-09,0.0
1919,3.6831393490643904e-09,6.4454939163738345e-09
1920,7.572231730534895e-09,0.0
1921,5.300923255902035e-09,0.0
1922,9.591316185719734e-09,0.0
1923,1.0615948120573648e-09,0.0
1924,1.289162443462999e-09,0.0
1925,9.898360353588487e-09,0.0
1926,3.343841648018042e-09,1.1146138456652466e-09
1927,0.0,0.0
1928,1.1426041224282812e-09,0.0
1929,0.0,0.0
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,0.0,0.0
1932,2.1919073223131136e-09,0.0
1933,1.0323596200123575e-08,2.2941324395731044e-09
1934,5.990790086229936e-09,0.0
1935,1.196828414151696e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,6.117620188206274e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,6.960552134671616e-09,0.0
1947,5.960435700558264e-09,0.0
1948,1.3046265401328583e-08,0.0
1949,1.9634016634739737e-09,0.0
1950,1.0635361480382244e-09,0.0
1951,0.0,0.0
1952,4.2179215675730575e-09,0.0
1953,7.54167928107563e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,2.815682353940474e-09,0.0
1956,8.72114158667614e-10,0.0
1957,4.417518795207798e-09,0.0
1958,5.790570245522986e-09,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,2.076250060767393e-09
1961,3.47407969059077e-09,6.948159270159238e-10
1962,9.512934440181198e-09,6.341956404476434e-10
1963,3.879631726988464e-09,1.939815863494232e-09
1964,6.083968440151466e-09,5.475571551727398e-09
1965,4.377634699181954e-09,5.472043373977442e-10
1966,3.8773522170743036e-09,5.539074754423723e-10
1967,8.874604162656397e-09,4.930335584241163e-10
1968,5.3896989093971115e-09,0.0
1969,6.8126366770115965e-09,0.0
1970,4.1388523719376735e-09,9.197450023812337e-10
1971,5.138397485282553e-10,0.0
1972,8.208234980600082e-09,1.5390440033513642e-09
1973,5.513203671370093e-09,0.0
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,3.998036124386317e-09,5.711480177694739e-10
1976,2.285410749536254e-09,1.142705374768127e-09
1977,4.11374712072643e-09,0.0
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,4.681578680276743e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,5.060439622894819e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,5.68378455412244e-09,0.0
1984,4.639206796497319e-09,0.0
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,5.395036861699509e-09,0.0
1987,1.8332451112712533e-09,0.0
1988,1.1993107618124554e-09,0.0
1989,9.329808037250586e-09,1.6464366536794728e-09
1990,5.993515905799995e-09,0.0
1991,5.2753188484189195e-09,0.0
1992,2.7549720282848966e-09,0.0
1993,4.4313659408601325e-09,1.1078414852150331e-09
1994,4.2199412852994556e-09,0.0
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,5.871901187504136e-09,0.0
1997,5.753873377756236e-09,0.0
1998,3.337690568372409e-09,0.0
1999,7.769341614505265e-09,4.570201161957499e-10
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,6.133709984368352e-09,1.752488598683044e-09
2003,3.7502307925763034e-09,1.6667691671301554e-09
2004,5.726228824443069e-09,4.404791253964646e-10
2005,4.053374524914943e-09,0.0
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,4.7933754743212376e-09,0.0
2008,1.2346575317678798e-08,8.514879357157668e-10
2009,6.675469510497578e-09,0.0
2010,1.5588517143783065e-08,9.447586046817946e-10
2011,1.185431308670104e-08,0.0
2012,1.1234034147378225e-08,2.7234021704458655e-09
2013,1.812931316180766e-08,8.367375126105969e-10
2014,1.7540106256319632e-08,1.9489005964601347e-09
2015,1.329945220618356e-08,1.10828768384863e-09
2016,1.677785377296459e-08,2.0713399884186856e-09
2017,1.861552334503358e-08,1.509366853724714e-09
2018,1.523065407127433e-08,3.3559066636712487e-09
2019,1.3775333762566788e-08,4.591778068885333e-09
