year,plus_ADV apporté_VERB,plus_ADV rapporté_VERB
1905,1.3417973399043603e-08,4.64468330463319e-09
1906,8.230695236477459e-09,5.144184633820714e-09
1907,1.697138252154673e-08,7.199980611716228e-09
1908,1.964555629285769e-08,8.840499887696751e-09
1909,9.351672325408344e-09,6.0510818578052294e-09
1910,2.2445432179551972e-08,1.2291546447329438e-08
1911,2.181353409014264e-08,1.3832972989291648e-08
1912,8.335073964360618e-09,1.8753915753677575e-08
1913,2.333315407554437e-08,6.893886794756554e-09
1914,2.6117300322425763e-08,4.68772043404897e-09
1915,4.005459075528961e-08,1.0602685840410686e-08
1916,2.8567400889301098e-08,3.2962386153911893e-09
1917,4.1672411299487067e-08,1.315970976634162e-08
1918,1.2635013924011673e-08,4.594550517822427e-09
1919,2.1178051312631396e-08,1.1049418269237776e-08
1920,1.2872794385998532e-08,9.843901693784574e-09
1921,2.0446417892117097e-08,8.330022005509363e-09
1922,1.9182632371439468e-08,4.426761179843197e-09
1923,9.554353752605493e-09,4.246379248229459e-09
1924,1.4180787211159895e-08,1.1602462102189293e-08
1925,2.639562701745035e-08,7.698724324711748e-09
1926,2.0063049888108253e-08,4.458455382660986e-09
1927,1.6723836537835268e-08,2.0068604555945058e-08
1928,7.998228745975666e-09,5.713020723163709e-09
1929,1.5596569369336066e-08,1.0026365515614089e-08
1930,1.995684684175103e-08,7.352522590764465e-09
1931,1.9389105432310316e-08,2.167017854048936e-08
1932,1.6439305028370654e-08,1.0959536389520963e-08
1933,1.9500125958415992e-08,6.882397318719313e-09
1934,2.875579241390369e-08,2.3963160344919743e-09
1935,2.5133395809007197e-08,0.0
1936,2.0612015205756506e-08,2.424942913137329e-09
1937,2.0145789036973838e-08,5.0364472592434595e-09
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,1.8352860564618823e-08,7.647025235257843e-09
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,1.1806010391524069e-08,1.7709016475464523e-08
1942,3.944475324146879e-08,1.517105907566929e-08
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.5249527862692958e-08,8.714016175304096e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.0728784083369192e-08,7.152522574216391e-09
1948,9.784699273041042e-09,1.7395020535104777e-08
1949,2.2579119018928395e-08,8.835307596655184e-09
1950,2.6588404367089424e-08,7.444753258312176e-09
1951,2.2388944032059044e-08,8.529121409139861e-09
1952,1.2653764258629963e-08,5.272402070488624e-09
1953,2.5857186614075545e-08,6.464296653518886e-09
1954,2.052232517257835e-08,9.772536113672459e-10
1955,1.407841132561316e-08,1.220129064449793e-08
1956,2.703553825256222e-08,8.72114114258693e-09
1957,1.8553580005686854e-08,1.5903067307476704e-08
1958,2.8952852559882558e-08,2.4816730892496253e-09
1959,2.015194411342236e-08,1.3951345856355601e-08
1960,2.4914999841030294e-08,6.920833239831836e-09
1961,1.528595028332802e-08,6.94815938118154e-09
1962,2.72704117065814e-08,1.1415521861124489e-08
1963,2.7804029301137234e-08,7.759263453976928e-09
1964,3.224503331011874e-08,8.517555549758526e-09
1965,2.407699106754535e-08,1.0944086747954884e-09
1966,2.3818021332999706e-08,8.308612464702492e-09
1967,2.1200442290592036e-08,4.437302081328198e-09
1968,1.4372530721118437e-08,5.3896989093971115e-09
1969,2.180043701116574e-08,9.537691525451919e-09
1970,2.989171221656761e-08,3.6789800095249348e-09
1971,2.363662865434435e-08,1.4387513402880359e-08
1972,2.667676390899487e-08,1.0773308467548759e-08
1973,2.1501493918663073e-08,5.513203671370093e-09
1974,2.306484425673716e-08,3.3753431161187564e-09
1975,2.8557401776652114e-08,9.138368284311582e-09
1976,3.199575004941835e-08,1.199840671262109e-08
1977,2.938390863960194e-08,7.639816779203557e-09
1978,2.5544542481270582e-08,6.534650598410963e-09
1979,2.808947208166046e-08,7.607565244427406e-09
1980,3.865902442612423e-08,1.193881615790815e-08
1981,2.5934753011824796e-08,1.138598904049104e-08
1982,3.7245012407538525e-08,8.690503427999374e-09
1983,3.34711742766558e-08,1.136756910824488e-08
1984,2.7255339318799088e-08,8.118611560803402e-09
1985,4.4515129360434e-08,1.2632671797518924e-08
1986,2.517683839187157e-08,5.395036861699509e-09
1987,3.849814689260711e-08,1.1610551631235921e-08
1988,3.7178633505163816e-08,5.396898483667201e-09
1989,3.4026356843241956e-08,9.329808037250586e-09
1990,3.3236769780842224e-08,1.2531897297662908e-08
1991,2.4618154625954958e-08,1.4653663171770859e-08
1992,2.589673719910479e-08,1.928480486412809e-08
1993,3.655877023334142e-08,1.827938511667071e-08
1994,3.586950114708998e-08,8.967375286772494e-09
1995,3.036572593373421e-08,5.964695848348356e-09
1996,3.25623616959092e-08,1.1743802375008272e-08
1997,3.068732468136659e-08,7.671831170341648e-09
1998,3.337690301918883e-08,1.0966696883940585e-08
1999,3.1991408633302854e-08,1.0968483010742602e-08
2000,3.2251630699420275e-08,1.2812291672048559e-08
2001,3.504969470213837e-08,9.638665865452367e-09
2002,3.2859162502063555e-08,1.5772396722013582e-08
2003,3.000184634061043e-08,1.4167538253673229e-08
2004,3.479784993487556e-08,1.1011977996133737e-08
2005,3.602999498752979e-08,1.6213498099659773e-08
2006,2.84134404893166e-08,1.2353670086895363e-08
2007,3.235528467371296e-08,1.757570977645173e-08
2008,3.9594187484226495e-08,1.0217855006544596e-08
2009,4.1483275481368764e-08,1.2397300963584712e-08
2010,3.259417269418918e-08,1.369900015646408e-08
2011,2.600300952337875e-08,1.3383901986685487e-08
2012,2.3148919225945974e-08,8.510632198976964e-09
2013,2.4544300814000053e-08,8.925200134513034e-09
2014,2.7501153354592134e-08,9.094869746206768e-09
2015,1.795426030071212e-08,9.309617077235544e-09
2016,2.4027544398563805e-08,8.492493819289848e-09
2017,2.4904551310100942e-08,8.049956257139002e-09
2018,2.6330960523068825e-08,1.290733386838383e-08
2019,1.9387506711154856e-08,9.183556137770665e-09
